N	2gram	Vinokur_Ku_1	TeoriaLi
261	говоря о	1	1
262	также и	2	1
263	в сфере	1	1
264	связана с	1	1
265	идет о	2	1
266	и есть	2	1
267	в иных	2	1
268	из его	1	1
269	едва ли	1	1
270	действительности и	1	1
271	одним из	2	1
272	что даже	1	1
273	той же	3	1
274	жизни по	1	1
275	же как	1	1
276	бы служить	1	1
277	так я	1	1
278	вопрос о	2	1
279	из своих	1	1
280	это всегда	1	1
281	и со	1	1
282	которое в	2	1
283	не знают	2	1
284	таких ситуаций	1	1
285	момент в	1	1
286	думаю что	2	1
287	и на	4	1
288	столь же	1	1
289	время в	1	1
290	в различных	1	1
291	события в	1	1
292	связи между	1	1
293	тем как	1	1
294	как система	1	1
295	иных случаях	2	1
296	совсем не	1	1
297	внутренняя форма	2	1
298	если в	2	1
299	с совершенно	1	1
300	охарактеризовать как	1	1
301	или к	1	1
302	на то	4	1
303	еще один	2	1
304	отнюдь не	1	1
305	в истории	3	1
306	мере в	6	1
307	что касается	2	1
308	и где	1	1
309	могли бы	2	1
310	целый ряд	5	1
311	зрения как	1	1
312	совершенно иными	1	1
313	при чтении	1	1
314	ее полные	1	1
315	шире и	1	1
316	в условиях	1	1
317	и идет	1	1
318	что это	5	1
319	таковы например	1	1
320	из этих	4	1
321	большей части	2	1
322	в известном	1	1
323	литературной речи	1	1
324	с их	3	1
325	нас на	1	1
326	отношение между	1	1
327	говорят о	1	1
328	имеем в	1	1
329	в наших	1	1
330	в случае	1	1
331	духовной культуры	2	1
332	на его	3	1
333	исходит из	1	1
334	что она	3	1
335	но именно	1	1
336	же явления	1	1
337	в силу	10	1
338	по существу	4	1
339	но прежде	1	1
340	в первом	3	1
341	у читателя	1	1
342	чтобы в	2	1
343	который пытается	1	1
344	когда на	1	1
345	является не	1	1
346	именно это	1	1
347	то ни	1	1
348	что все	2	1
349	том-то и	1	1
350	различие между	1	1
351	речь в	4	1
352	том случае	1	1
353	внутренней форме	1	1
354	большинстве случаев	1	1
355	первую очередь	2	1
356	все христианство	1	1
357	было бы	15	1
358	в них	7	1
359	нет в	1	1
360	рядом с	5	1
361	она и	1	1
362	на второй	1	1
363	выступает не	1	1
364	как об	2	1
365	с тем	5	1
366	не всегда	2	1
367	об основной	2	1
368	и становится	2	1
369	но если	2	1
370	нового для	1	1
371	в такой	1	1
372	и без	1	1
373	узнает в	1	1
374	в котором	3	1
375	вот он	1	1
376	стоит в	4	1
377	той мере	5	1
378	которой каждая	1	1
379	втором случае	2	1
380	то под	2	1
381	но во	1	1
382	друг другу	1	1
383	фонема т	1	1
384	и более	2	1
385	том и	2	1
386	чем собственно	1	1
387	с такими	1	1
388	необходимо для	1	1
389	случае мы	1	1
390	фраза в	1	1
391	таких случаях	1	1
392	и против	2	1
393	в таких	4	1
394	это способ	1	1
395	из нас	1	1
396	некоторого рода	1	1
397	по крайней	5	1
398	не имеет	2	1
399	дело в	1	1
400	одна из	1	1
401	на себе	6	1
402	в центр	1	1
403	позволило бы	1	1
404	виду не	1	1
405	не составляет	1	1
406	каждый из	1	1
407	нельзя не	1	1
408	только и	3	1
409	чеховым в	1	1
410	в самой	4	1
411	поскольку оно	2	1
412	языковых стилей	2	1
413	вследствие того	1	1
414	с одним	1	1
415	с отвращением	1	1
416	жизнью в	1	1
417	этих случаях	2	1
418	и теперь	1	1
419	связи с	7	1
420	как я	2	1
421	из того	1	1
422	в большой	1	1
423	состоит не	1	1
424	и делает	1	1
425	не является	2	1
426	в каком	2	1
427	однако это	1	1
428	этот закон	1	1
429	у нас	10	1
430	только мы	1	1
431	художественной литературы	1	1
432	именно таковы	1	1
433	это по	2	1
434	и конкретном	2	1
435	не могут	2	1
436	когда мы	2	1
437	ли не	3	1
438	указывает на	1	1
439	слова с	1	1
440	в каждом	2	1
441	оно не	3	1
442	звуков но	1	1
443	говорит о	1	1
444	в каждой	1	1
445	должен быть	4	1
446	своего развития	1	1
447	как мы	1	1
448	значения и	1	1
449	того чтобы	17	1
450	та или	1	1
451	говорит и	1	1
452	это еще	1	1
453	к нам	1	1
454	на основе	1	1
455	языка и	8	1
456	в собственном	2	1
457	области языка	2	1
458	чтобы быть	2	1
459	только то	1	1
460	чужой речи	1	1
461	или иная	1	1
462	значение в	1	1
463	как содержание	1	1
464	можно было	6	1
465	здесь как	2	1
466	структура его	1	1
467	в научном	1	1
468	разного рода	1	1
469	в словах	1	1
470	для этого	3	1
471	к языку	5	1
472	с ним	5	1
473	частным стилистическим	1	1
474	первом случае	1	1
475	возможна только	1	1
476	что речь	1	1
477	то во	1	1
478	настоящее время	1	1
479	никак не	2	1
480	не содержит	1	1
481	одного из	1	1
482	такова что	2	1
483	первого из	1	1
484	после того	1	1
485	в сущности	3	1
486	звуков в	1	1
487	вопросу о	1	1
488	каждом из	2	1
489	в которую	1	1
490	существенно разнится	1	1
491	по типу	1	1
492	но дело	1	1
493	нуждается в	3	1
494	и только	1	1
495	крайней мере	5	1
496	уже до	1	1
497	в том-то	1	1
498	как прямая	1	1
499	и е	1	1
500	если с	1	1
501	один из	4	1
502	но с	2	1
503	д и	2	1
504	есть процесс	1	1
505	обе эти	3	1
506	в двух	1	1
507	тот же	2	1
508	дело с	1	1
509	в какой	6	1
510	и является	4	1
511	русского языка	9	1
512	простой и	1	1
513	или же	1	1
514	которое позволило	1	1
515	который в	1	1
516	теперь в	1	1
517	с которыми	1	1
518	по большей	2	1
519	так что	4	1
520	от одной	1	1
521	же и	2	1
522	есть в	4	1
523	не механический	1	1
524	если мы	2	1
525	только на	1	1
526	ничего нельзя	1	1
527	этого я	1	1
528	в значении	2	1
529	эта возможность	1	1
530	не дает	1	1
531	или даже	1	1
532	из них	4	1
533	одно из	2	1
534	и их	1	1
535	речевых жанрах	2	1
536	в одном	3	1
537	так как	9	1
538	тому же	1	1
539	к явлениям	1	1
540	к ним	1	1
541	может служить	2	1
542	как такового	1	1
543	в первую	4	1
544	и строго	1	1
545	для того	16	1
546	на примере	2	1
547	по своим	2	1
548	это необходимо	1	1
549	еще и	5	1
550	однако что	1	1
551	что для	1	1
552	к более	1	1
553	и пр	15	1
554	лица по	1	1
555	превращается в	2	1
556	не было	3	1
557	автором в	1	1
558	из наиболее	1	1
559	более того	1	1
560	зависит от	1	1
561	жизнь в	1	1
562	долгое время	1	1
563	не проходит	1	1
564	его как	1	1
565	в одно	1	1
566	то она	1	1
567	если не	3	1
568	в связи	3	1
569	с помощью	7	1
570	разнится от	1	1
571	почву для	1	1
572	может иметь	2	1
573	делает их	1	1
574	это на	1	1
575	в одной	1	1
576	со словом	3	1
577	нимало не	1	1
578	к своему	2	1
579	областями духовной	1	1
580	с некоторыми	1	1
581	было и	1	1
582	но основной	1	1
583	например для	1	1
584	да и	1	1
585	многих других	1	1
586	в это	2	1
587	в контексте	2	1
588	с этой	2	1
589	этом случае	2	1
590	своей жизни	1	1
591	о его	1	1
592	все это	6	1
593	этом и	1	1
594	точно и	1	1
595	я от	1	1
596	вместо него	1	1
597	к вопросу	1	1
598	при всем	1	1
599	является как	1	1
600	каждой из	1	1
601	это уже	1	1
602	крутой поворот	2	1
603	времени его	1	1
604	собственно и	1	1
605	и от	1	1
606	в результате	5	1
607	о котором	2	1
608	которая в	1	1
609	в настоящее	1	1
610	которой я	1	1
611	например не	2	1
612	себя самого	2	1
613	из своего	1	1
614	бы в	7	1
615	за него	1	1
616	же в	4	1
617	не есть	4	1
618	в стихах	1	1
619	является его	1	1
620	может и	1	1
621	чем с	1	1
622	речь о	1	1
623	совершенно не	1	1
624	перед нею	1	1
625	лишает их	1	1
626	только о	1	1
627	что такое	6	1
628	жизни и	1	1
629	ее в	2	1
630	случае если	1	1
631	в своих	1	1
632	в таком	3	1
633	точно так	1	1
634	все что	1	1
635	этой точки	2	1
