N	2gram	Medvedev_F_2	Hudozhes
341	только то	1	1
342	что это	3	1
343	то я	1	1
344	из этих	3	1
345	имеем в	1	1
346	ее как	2	1
347	проникает в	1	1
348	на то	1	1
349	не могла	1	1
350	искусства говорит	1	1
351	исходит из	1	1
352	и иные	2	1
353	в статье	4	1
354	время и	3	1
355	эта система	1	1
356	все это	3	1
357	тем и	2	1
358	в понимании	2	1
359	в узком	1	1
360	к одному	1	1
361	является не	2	1
362	именно это	1	1
363	то ни	2	1
364	самого процесса	1	1
365	смысла в	3	1
366	тем в	1	1
367	речь в	1	1
368	произведения с	1	1
369	том случае	2	1
370	бы быть	1	1
371	а как	3	1
372	это было	3	1
373	и иных	2	1
374	было бы	6	1
375	и где	1	1
376	не совпадает	1	1
377	например с	1	1
378	по этому	2	1
379	организации высказывания	1	1
380	фоне этой	1	1
381	нет в	1	1
382	как формулирует	1	1
383	рядом с	1	1
384	как об	1	1
385	творческий акт	1	1
386	первые два	1	1
387	он и	3	1
388	как целого	1	1
389	обратимся к	1	1
390	места в	1	1
391	высказывания как	1	1
392	лежат в	1	1
393	в такой	2	1
394	и без	1	1
395	нем определенные	1	1
396	художественные направления	1	1
397	в котором	2	1
398	в единстве	2	1
399	к предмету	3	1
400	в условиях	1	1
401	себе а	2	1
402	которые лежат	1	1
403	что говорит	1	1
404	до последнего	1	1
405	от его	2	1
406	не путем	1	1
407	об отсутствии	1	1
408	есть его	1	1
409	друг другу	1	1
410	по крайней	1	1
411	не могли	2	1
412	в конце	2	1
413	произведения в	2	1
414	из виду	1	1
415	не должно	1	1
416	случае мы	1	1
417	на один	2	1
418	между людьми	1	1
419	ее не	1	1
420	виду что	1	1
421	но для	1	1
422	она могла	1	1
423	не имеет	2	1
424	на котором	2	1
425	к этим	1	1
426	к изучению	1	1
427	в систему	2	1
428	иметь в	1	1
429	к такому	1	1
430	которых и	1	1
431	это еще	1	1
432	все без	2	1
433	каждый из	3	1
434	нельзя не	1	1
435	только и	3	1
436	литературе в	1	1
437	и является	1	1
438	с читателем	1	1
439	из сюжета	1	1
440	самым по	1	1
441	и теперь	4	1
442	связи с	13	1
443	из того	1	1
444	не по	2	1
445	как будто	1	1
446	и оценки	1	1
447	в каком	1	1
448	дистанции между	1	1
449	настоящего времени	1	1
450	и здесь	3	1
451	ли не	1	1
452	этого объекта	1	1
453	определить и	1	1
454	так называемого	1	1
455	в каждом	1	1
456	о каком	3	1
457	в настоящее	1	1
458	говорит о	1	1
459	должен быть	1	1
460	этой своей	1	1
461	из всего	3	1
462	как мы	7	1
463	значения и	2	1
464	существенное значение	1	1
465	только при	1	1
466	языка и	12	1
467	в собственном	1	1
468	то или	1	1
469	в особенности	4	1
470	зрения не	1	1
471	на свой	1	1
472	значение в	1	1
473	совершается как	1	1
474	и совершенно	2	1
475	обращаясь к	1	1
476	которая служит	1	1
477	те же	1	1
478	это событие	1	1
479	в научном	1	1
480	произведения является	1	1
481	можно только	1	1
482	строго говоря	1	1
483	для этого	2	1
484	к языку	1	1
485	и поэтому	1	1
486	настоящее время	1	1
487	как ее	3	1
488	в поэтической	4	1
489	аналогичная задача	1	1
490	роль принадлежит	1	1
491	вследствие того	1	1
492	вопросу о	1	1
493	на отдельные	1	1
494	его смысла	2	1
495	том или	1	1
496	искусства с	1	1
497	от одного	2	1
498	крайней мере	1	1
499	если он	1	1
500	отсутствии в	1	1
501	может иметь	1	1
502	языка мы	2	1
503	статье о	2	1
504	с системой	2	1
505	один из	2	1
506	тот же	1	1
507	характерна для	1	1
508	что даже	1	1
509	в какой	3	1
510	русского языка	1	1
511	самые разнообразные	1	1
512	никак нельзя	1	1
513	или же	2	1
514	между этими	3	1
515	не происходит	2	1
516	один на	1	1
517	жить и	1	1
518	понимание литературного	1	1
519	так что	1	1
520	же и	2	1
521	же оно	1	1
522	для всех	1	1
523	с нею	2	1
524	если мы	5	1
525	языка а	5	1
526	в поэзии	12	1
527	в объекте	1	1
528	то и	3	1
529	не дает	1	1
530	мышления и	1	1
531	из них	4	1
532	характерно что	2	1
533	и каждого	1	1
534	поэзии есть	1	1
535	себе в	1	1
536	ведь это	1	1
537	и против	1	1
538	не для	1	1
539	с этими	1	1
540	так как	4	1
541	и от	2	1
542	к ним	1	1
543	бытия и	1	1
544	должен был	2	1
545	чище и	1	1
546	как такового	6	1
547	по тем	1	1
548	характерных для	1	1
549	или ином	1	1
550	не просто	2	1
551	в жизненном	1	1
552	но из	1	1
553	не было	6	1
554	имеет значение	2	1
555	и даже	4	1
556	точек зрения	1	1
557	и глубже	1	1
558	не обязательно	1	1
559	по своим	1	1
560	всякое высказывание	2	1
561	что не	4	1
562	что для	2	1
563	и пр	21	1
564	смысла и	2	1
565	по-разному в	1	1
566	литературное произведение	1	1
567	стремится к	1	1
568	более того	5	1
569	зависит от	1	1
570	однако и	3	1
571	что из	1	1
572	не об	1	1
573	его как	2	1
574	в связи	10	1
575	почву для	1	1
576	вступает в	1	1
577	на фоне	4	1
578	вместе с	6	1
579	в одной	2	1
580	общения не	1	1
581	и приобретает	1	1
582	о различных	1	1
583	требует от	1	1
584	не могут	7	1
585	обратил внимание	1	1
586	для обозначения	1	1
587	этого слова	1	1
588	организации произведения	1	1
589	типа как	1	1
590	и вполне	1	1
591	да и	1	1
592	степени и	1	1
593	этом случае	1	1
594	той мере	1	1
595	как система	1	1
596	языку в	1	1
597	все же	8	1
598	к вопросу	1	1
599	он уже	1	1
600	в более	1	1
601	если не	1	1
602	собственно и	1	1
603	позиции в	1	1
604	в пределе	1	1
605	в результате	6	1
606	соответствующих форм	1	1
607	чем является	1	1
608	звук в	3	1
609	например не	1	1
610	для нас	1	1
611	от него	2	1
612	идет не	1	1
613	это может	1	1
614	бы в	5	1
615	особенности в	2	1
616	как явление	1	1
617	все они	1	1
618	же в	1	1
619	но если	1	1
620	быть и	3	1
621	художественной конструкции	6	1
622	не есть	3	1
623	не обладает	1	1
624	к самому	1	1
625	в системе	1	1
626	жизни а	1	1
627	о литературе	3	1
628	формы высказывания	1	1
629	героя в	1	1
630	всего в	2	1
631	жизни и	3	1
632	ее в	2	1
633	и другие	2	1
634	случае если	1	1
635	в своих	1	1
636	можно назвать	1	1
637	они не	4	1
638	случае его	1	1
639	которая не	1	1
