N	2gram	Losev_Prob_3	Sovremen
244	независимо от	1	1
245	значит что	7	1
246	мы получили	1	1
247	кроме того	3	1
248	с понятием	3	1
249	угодно и	1	1
250	это просто	1	1
251	только в	19	1
252	значение этих	1	1
253	для ее	2	1
254	именно эта	1	1
255	в этот	1	1
256	целого и	1	1
257	чего же	1	1
258	на какой	1	1
259	правда и	1	1
260	то он	2	1
261	он уже	1	1
262	делать так	1	1
263	одном случае	1	1
264	но ведь	1	1
265	в известном	2	1
266	всего мы	1	1
267	промежуток времени	1	1
268	остановиться на	1	1
269	нами в	2	1
270	и тот	1	1
271	этот вопрос	3	1
272	да еще	2	1
273	и у	2	1
274	только на	5	1
275	в начале	2	1
276	и если	6	1
277	а это	3	1
278	за такое	1	1
279	жизни вообще	1	1
280	он не	8	1
281	конечно нет	1	1
282	этот раз	3	1
283	что сказать	1	1
284	себе в	1	1
285	необходимо сказать	3	1
286	общим характером	1	1
287	к одному	1	1
288	по существу	2	1
289	сами по	6	1
290	вовсе не	37	1
291	случае когда	2	1
292	где это	1	1
293	для них	2	1
294	из одной	1	1
295	как его	1	1
296	но что	2	1
297	случае не	3	1
298	много и	2	1
299	какой бы	1	1
300	одной и	1	1
301	и им	1	1
302	поскольку она	1	1
303	это конечно	1	1
304	в очень	1	1
305	о каком	2	1
306	это значит	4	1
307	и только	6	1
308	факт что	1	1
309	нет нужды	2	1
310	и может	2	1
311	в другом	2	1
312	одной стороны	1	1
313	и речи	1	1
314	этого объяснения	1	1
315	мы это	1	1
316	до сих	2	1
317	случае такого	1	1
318	с другой	7	1
319	на ее	2	1
320	образом если	1	1
321	и эту	1	1
322	нельзя сказать	2	1
323	именно в	2	1
324	здесь в	3	1
325	своя собственная	1	1
326	один смысл	1	1
327	отличать от	1	1
328	такое же	1	1
329	в природе	2	1
330	ведь если	2	1
331	виде и	3	1
332	только к	2	1
333	ни в	8	1
334	но уже	3	1
335	роли и	1	1
336	нет в	1	1
337	нужно сказать	1	1
338	не было	5	1
339	все равно	3	1
340	и вся	1	1
341	всегда и	1	1
342	несмотря на	1	1
343	для чего	2	1
344	жизни но	2	1
345	для их	1	1
346	и ничего	1	1
347	и следовательно	2	1
348	в связи	7	1
349	том что	12	1
350	этом случае	5	1
351	но если	6	1
352	том как	2	1
353	и при	2	1
354	далее что	1	1
355	сказать так	1	1
356	так же	5	1
357	и особенно	2	1
358	в такой	1	1
359	мы конечно	1	1
360	что дело	2	1
361	мы говорим	4	1
362	и благодаря	1	1
363	тот факт	1	1
364	она в	1	1
365	что вся	2	1
366	никакому сомнению	1	1
367	представление о	1	1
368	то его	1	1
369	и значит	1	1
370	эту терминологию	1	1
371	от его	2	1
372	в данном	9	1
373	является только	5	1
374	и той	1	1
375	но эта	3	1
376	а потом	1	1
377	быть только	1	1
378	по крайней	5	1
379	наконец мы	1	1
380	образом на	1	1
381	на другую	1	1
382	именно к	1	1
383	без всяких	1	1
384	с бесконечным	1	1
385	и более	2	1
386	там где	1	1
387	мере в	1	1
388	и критику	1	1
389	общего и	1	1
390	если нет	2	1
391	которых данное	1	1
392	общего не	1	1
393	зрения и	1	1
394	по себе	25	1
395	в своем	5	1
396	ценность и	1	1
397	сцене появляются	1	1
398	только о	3	1
399	еще раз	1	1
400	в любом	3	1
401	благодаря этому	1	1
402	и нет	2	1
403	сих пор	2	1
404	ее даже	1	1
405	при условии	2	1
406	но они	1	1
407	с ним	7	1
408	и развития	1	1
409	она не	3	1
410	что с	1	1
411	и тогда	3	1
412	но для	1	1
413	мысли в	1	1
414	говорить что	1	1
415	не имеет	9	1
416	например у	1	1
417	дело в	4	1
418	случае он	1	1
419	в процессе	2	1
420	это уже	3	1
421	не является	11	1
422	которых она	1	1
423	указать на	1	1
424	но только	6	1
425	и от	9	1
426	исчезает из	1	1
427	только не	1	1
428	никогда не	6	1
429	или в	4	1
430	и всегда	2	1
431	другое дело	2	1
432	это как	1	1
433	но отнюдь	1	1
434	хотя и	5	1
435	только и	8	1
436	в отдельных	1	1
437	она уже	3	1
438	только из	1	1
439	или другой	4	1
440	не представляет	1	1
441	себя самого	1	1
442	очень мало	2	1
443	ровно ничего	2	1
444	вполне достаточно	1	1
445	все они	2	1
446	и его	5	1
447	связи с	8	1
448	ничто не	2	1
449	ни было	3	1
450	же в	3	1
451	наших дней	1	1
452	но это	8	1
453	это делает	1	1
454	сказать что	16	1
455	именно таковы	1	1
456	ни о	3	1
457	но этим	1	1
458	и для	2	1
459	если у	1	1
460	равно как	1	1
461	сколько угодно	4	1
462	не что	4	1
463	в то	9	1
464	есть то	3	1
465	самое что	1	1
466	отметить что	1	1
467	них это	1	1
468	в заключение	3	1
469	назвать в	1	1
470	этого и	1	1
471	собою ясно	1	1
472	но еще	1	1
473	той или	12	1
474	в своих	1	1
475	они не	1	1
476	на второй	1	1
477	ничего общего	7	1
