N	2gram	Vinokur_St_3	Hudozhes
305	то я	1	1
306	из этих	6	1
307	большей части	1	1
308	карамзина и	3	1
309	в известном	1	1
310	раз в	1	1
311	имеются две	1	1
312	пушкина я	1	1
313	имеем в	2	1
314	во многих	2	1
315	на то	5	1
316	на его	4	1
317	что она	1	1
318	к искусству	1	1
319	в статье	2	1
320	том в	1	1
321	все это	8	1
322	характеризуется тем	1	1
323	тем и	1	1
324	свою собственную	1	1
325	с нашим	2	1
326	но оказывается	1	1
327	языку по	1	1
328	данном отношении	1	1
329	свое время	1	1
330	чтобы в	2	1
331	является не	1	1
332	форма в	1	1
333	подход к	1	1
334	а затем	1	1
335	что все	3	1
336	бы быть	1	1
337	а по	2	1
338	в мировой	3	1
339	творчества он	1	1
340	а как	4	1
341	это было	8	1
342	отчет в	2	1
343	было бы	7	1
344	и где	1	1
345	по этому	3	1
346	делает его	1	1
347	в жизни	4	1
348	остаться самим	1	1
349	нет в	3	1
350	рядом с	1	1
351	не остаться	1	1
352	соответствии с	1	1
353	он и	2	1
354	вещами и	1	1
355	места в	1	1
356	с ума	1	1
357	не простым	1	1
358	в такой	2	1
359	в котором	5	1
360	поэт в	1	1
361	но во	1	1
362	друг другу	1	1
363	по крайней	4	1
364	не могли	1	1
365	в конце	6	1
366	том же	1	1
367	собой лишь	1	1
368	это особенно	2	1
369	нас к	2	1
370	и одной	1	1
371	xviii века	1	1
372	но для	1	1
373	не имеет	2	1
374	на котором	2	1
375	принадлежат к	1	1
376	что такое	7	1
377	к этим	2	1
378	к изучению	1	1
379	которого он	1	1
380	героев и	1	1
381	иметь в	1	1
382	к такому	2	1
383	действующие лица	3	1
384	он мог	1	1
385	нельзя не	3	1
386	казалось бы	1	1
387	в самой	1	1
388	обратим внимание	1	1
389	с этих	1	1
390	является также	1	1
391	связи с	3	1
392	ничто не	1	1
393	сюжет в	1	1
394	своей цели	1	1
395	в каком	4	1
396	том отношении	1	1
397	и здесь	3	1
398	все то	1	1
399	как некоторая	1	1
400	когда мы	1	1
401	в функции	1	1
402	в поле	1	1
403	персонажей то	1	1
404	в каждом	4	1
405	на это	2	1
406	приобретают в	1	1
407	говорит о	1	1
408	должен быть	2	1
409	как мы	2	1
410	только при	1	1
411	не лишено	1	1
412	в собственном	1	1
413	в особенности	4	1
414	то время	4	1
415	вопрос что	1	1
416	как с	1	1
417	котором он	1	1
418	на нее	2	1
419	те же	1	1
420	здесь как	1	1
421	в окружающей	1	1
422	случаях обычно	1	1
423	разного рода	1	1
424	последние десятилетия	1	1
425	для этого	2	1
426	означает что	1	1
427	не дай	1	1
428	следует признать	1	1
429	по замечанию	1	1
430	воли автора	1	1
431	не означает	1	1
432	внимание на	2	1
433	в драматическом	2	1
434	всеми теми	1	1
435	в новую	1	1
436	и который	1	1
437	может не	1	1
438	это была	1	1
439	вопросу о	1	1
440	на отдельные	1	1
441	на границах	1	1
442	эти два	1	1
443	произведения по	1	1
444	такими же	1	1
445	крайней мере	4	1
446	иной мере	1	1
447	сойти с	1	1
448	уже до	1	1
449	человека как	1	1
450	статье о	1	1
451	не требует	1	1
452	по содержанию	1	1
453	место однако	1	1
454	в заключительной	1	1
455	известном смысле	1	1
456	в формах	1	1
457	один из	2	1
458	поле зрения	1	1
459	мы видим	4	1
460	ведет нас	1	1
461	на языке	1	1
462	действующих лиц	4	1
463	в какой	3	1
464	до нас	2	1
465	такое же	2	1
466	самые разнообразные	1	1
467	между этими	1	1
468	в уста	2	1
469	со всеми	1	1
470	с которыми	2	1
471	собою как	1	1
472	по большей	1	1
473	так что	11	1
474	для всех	1	1
475	с нею	1	1
476	в поэзии	2	1
477	то и	2	1
478	действующего лица	1	1
479	то чему	1	1
480	не дает	1	1
481	я люблю	1	1
482	из них	1	1
483	до того	1	1
484	мы находим	2	1
485	так как	3	1
486	должен был	2	1
487	отношении что	1	1
488	по тем	1	1
489	не просто	2	1
490	представляют собой	1	1
491	не было	4	1
492	в последние	1	1
493	мне бог	1	1
494	как у	1	1
495	таков что	1	1
496	этом пути	1	1
497	связаны с	1	1
498	по своим	1	1
499	еще и	1	1
500	окружающей его	1	1
501	перед ним	1	1
502	во внешней	1	1
503	что не	2	1
504	а чем-то	1	1
505	что для	3	1
506	к более	1	1
507	и пр	13	1
508	и политического	1	1
509	как драматическое	1	1
510	однако и	1	1
511	означало бы	1	1
512	и объединяет	1	1
513	с которым	3	1
514	что несмотря	1	1
515	что хотя	1	1
516	на время	1	1
517	что из	2	1
518	мы встречаем	1	1
519	его как	3	1
520	в одно	1	1
521	то она	2	1
522	в связи	3	1
523	от жанра	1	1
524	вступает в	1	1
525	на фоне	1	1
526	является его	1	1
527	вместе с	2	1
528	я уже	1	1
529	в одной	2	1
530	каждая из	3	1
531	требует от	1	1
532	быть это	3	1
533	его личной	1	1
534	для искусства	2	1
535	он говорит	4	1
536	из уст	1	1
537	этого слова	2	1
538	одновременно с	1	1
539	тому как	1	1
540	в состоянии	1	1
541	быть не	2	1
542	в это	2	1
543	с этой	3	1
544	иллюстрации к	1	1
545	личность как	1	1
546	направления в	1	1
547	между прочим	3	1
548	этом и	1	1
549	точно и	1	1
550	все же	4	1
551	характерные для	1	1
552	к вопросу	1	1
553	является как	2	1
554	писал в	1	1
555	он уже	1	1
556	каждой из	1	1
557	может служить	1	1
558	если не	1	1
559	совершается в	1	1
560	в результате	2	1
561	о котором	1	1
562	с содержанием	1	1
563	в отдельных	4	1
564	для нас	1	1
565	как целому	1	1
566	бы в	1	1
567	с не	2	1
568	пушкиным в	6	1
569	поэтики в	1	1
570	все они	3	1
571	произведение на	1	1
572	того времени	3	1
573	здесь только	2	1
574	о своем	1	1
575	но всякий	1	1
576	отдает себе	1	1
577	в системе	3	1
578	внутреннее единство	1	1
579	автора в	1	1
580	переходя к	1	1
581	одновременно и	1	1
582	в малой	1	1
583	в свое	1	1
584	который в	1	1
585	всего в	4	1
586	быть назван	2	1
587	которой я	3	1
588	жизни и	1	1
589	расположение их	1	1
590	но каждая	1	1
591	ее в	2	1
592	и другие	1	1
593	в своих	8	1
594	можно назвать	4	1
595	все что	1	1
596	этой точки	1	1
597	они не	1	1
598	которая не	1	1
