N	2gram	Vinokur_St_2	Analitik
478	тот же	1	1
479	других персонажей	1	1
480	нуждается в	1	1
481	а тем	1	1
482	лишь на	1	1
483	в какой	2	1
484	хотя бы	3	1
485	степени ее	1	1
486	неудивительно что	3	1
487	который в	1	1
488	отмечали что	1	1
489	которого является	1	1
490	все они	1	1
491	вы хотите	1	1
492	одни и	1	1
493	внимание что	1	1
494	этот вопрос	2	1
495	на всем	2	1
496	уже в	1	1
497	то и	1	1
498	больше не	1	1
499	в начале	3	1
500	этого процесса	1	1
501	в прозе	1	1
502	сами по	2	1
503	так как	2	1
504	может служить	1	1
505	себе и	1	1
506	как его	1	1
507	на меня	2	1
508	в стихах	1	1
509	стороны или	1	1
510	образом не	2	1
511	к самому	1	1
512	и речи	2	1
513	даже не	1	1
514	который не	1	1
515	как у	3	1
516	что тот	1	1
517	я был	1	1
518	в свою	1	1
519	текст в	1	1
520	еще и	3	1
521	себя и	1	1
522	только к	2	1
523	близко к	1	1
524	у меня	3	1
525	не исключает	1	1
526	ниже в	2	1
527	было для	2	1
528	а своего	1	1
529	в том-то	1	1
530	в ряду	1	1
531	или с	2	1
532	если не	2	1
533	в связи	1	1
534	было в	1	1
535	материал для	3	1
536	но оно	1	1
537	внимания к	1	1
538	эти слова	2	1
539	и потому	2	1
540	относятся к	3	1
541	свою собственную	1	1
542	в тех	2	1
543	самого себя	1	1
544	и всей	1	1
545	или менее	2	1
546	таких условиях	1	1
547	да и	1	1
548	я с	1	1
549	том смысле	2	1
550	что же	1	1
551	с этой	2	1
552	еще раз	1	1
553	мы привыкли	1	1
554	внимания на	1	1
555	между прочим	12	1
556	я от	1	1
557	автор этого	1	1
558	не является	3	1
559	за его	1	1
560	той точки	1	1
561	прежде чем	1	1
562	как на	9	1
563	его не	3	1
564	а все	1	1
565	другое дело	3	1
566	для нас	1	1
567	от него	1	1
568	отметить еще	1	1
569	к этой	1	1
570	и как	2	1
571	ни к	1	1
572	будто бы	1	1
573	но это	3	1
574	только что	2	1
575	же в	1	1
576	могли быть	1	1
577	отношении к	3	1
578	в романе	4	1
579	другой в	1	1
580	совершенно не	2	1
581	по одному	1	1
582	из этого	1	1
583	в свое	1	1
584	на это	2	1
585	своих читателей	1	1
586	ее в	2	1
587	следует сказать	1	1
588	значение в	1	1
589	точно так	1	1
590	смысле что	1	1
