N	2gram	Tiupa_Hudo_1	Myslijsy
122	в его	9	4
123	один из	2	4
124	что даже	1	4
125	образа в	1	4
126	далеко не	2	4
127	себя и	2	4
128	что для	1	4
129	если не	1	4
130	и потому	2	4
131	для понимания	2	4
132	все это	2	4
133	и от	1	4
134	тем более	1	4
135	произведении искусства	2	4
136	слово в	1	4
137	другой стороны	5	4
138	была бы	3	4
139	все что	1	4
140	я и	7	3
141	и есть	1	3
142	в первом	1	3
143	действительности и	1	3
144	говорить о	3	3
145	бы ни	1	3
146	и на	2	3
147	в чем	2	3
148	а только	4	3
149	более или	5	3
150	в целом	3	3
151	что она	2	3
152	при этом	13	3
153	в силу	1	3
154	на свое	1	3
155	так слово	1	3
156	в каждом	1	3
157	не будет	2	3
158	что все	1	3
159	и может	1	3
160	его в	2	3
161	художественном произведении	1	3
162	или менее	5	3
163	как бы	9	3
164	представить себе	1	3
165	место в	4	3
166	образом и	2	3
167	тем не	3	3
168	тому что	2	3
169	того чтобы	2	3
170	могут быть	4	3
171	для себя	2	3
172	свою очередь	2	3
173	в произведении	3	3
174	или в	2	3
175	здесь как	1	3
176	быть может	1	3
177	со стороны	2	3
178	жизни не	1	3
179	искусства и	1	3
180	время в	1	3
181	для говорящего	1	3
182	можно сказать	5	3
183	это было	1	3
184	к нему	3	3
185	вслед за	1	3
186	на которой	1	3
187	состоит не	1	3
188	же и	1	3
189	есть в	2	3
190	за ним	1	3
191	никто не	2	3
192	прежде всего	4	3
193	именно в	2	3
194	такое же	1	3
195	одной стороны	2	3
196	человеческой жизни	2	3
197	в одно	2	3
198	его я	1	3
199	так же	2	3
200	чувства и	1	3
201	от нас	1	3
202	каждой из	1	3
203	говорящего и	1	3
204	тем и	1	3
205	не существует	1	3
206	от всего	1	3
207	в свою	3	3
208	не знает	3	3
209	в которой	2	3
210	в искусстве	7	3
211	в таком	1	3
212	искусство есть	1	2
213	таком случае	1	2
214	себе этот	1	2
215	это и	1	2
216	в их	5	2
217	той же	1	2
218	впрочем и	1	2
219	содержания в	1	2
220	не столько	3	2
221	на свою	1	2
222	одним словом	1	2
223	а тем	1	2
224	большей части	2	2
225	тогда как	13	2
226	отношение к	5	2
227	за пределы	2	2
228	что они	1	2
229	сама по	2	2
230	и внутреннюю	1	2
231	звука и	1	2
232	как знак	1	2
233	со своей	3	2
234	сливается с	1	2
235	так или	3	2
236	в этой	2	2
237	а напротив	1	2
238	на то	1	2
239	свое место	1	2
240	не могла	1	2
241	на его	1	2
242	не как	2	2
243	из виду	2	2
244	подобно тому	1	2
245	могла бы	2	2
246	не дает	1	2
247	бы быть	1	2
248	художественный образ	1	2
249	входит в	4	2
250	время и	1	2
251	ни в	5	2
252	не всегда	1	2
253	точки зрения	10	2
254	в своей	5	2
255	что такое	1	2
256	а как	1	2
257	между людьми	1	2
258	их в	3	2
259	том же	1	2
260	даже в	3	2
261	например не	1	2
262	на котором	1	2
263	и притом	3	2
264	иметь в	1	2
265	но только	1	2
266	первое слово	1	2
267	глядя на	1	2
268	из того	1	2
269	ему не	1	2
270	деятельности и	1	2
271	когда мы	1	2
272	в области	6	2
273	то или	1	2
274	и о	3	2
275	произведением искусства	1	2
276	в ее	5	2
277	только при	1	2
278	в собственном	1	2
279	так в	4	2
280	можно только	1	2
281	об этом	2	2
282	о том	2	2
283	но мы	1	2
284	от него	1	2
285	собственно говоря	2	2
286	я думаю	2	2
287	в форме	4	2
288	его сознание	1	2
289	речи есть	1	2
290	языка мы	1	2
291	как ее	1	2
292	по содержанию	1	2
293	эти последние	1	2
294	мы видим	1	2
295	одной из	2	2
296	в какой	2	2
297	к субъекту	1	2
298	но как	2	2
299	на мир	1	2
300	от одной	1	2
301	связи с	1	2
302	с нею	1	2
303	слова не	1	2
304	не составляет	1	2
305	в одном	2	2
306	у него	1	2
307	и даже	1	2
308	на чем	1	2
309	а с	2	2
310	души и	1	2
311	произведения искусства	4	2
312	одно слово	3	2
313	к своему	1	2
314	по своему	2	2
315	он говорит	1	2
316	зрения и	1	2
317	быть не	1	2
318	с этой	1	2
319	перед нами	1	2
320	не подлежит	1	2
321	бы в	1	2
322	образов и	1	2
323	же в	1	2
324	отношении к	2	2
325	в системе	2	2
326	нему как	1	2
327	внутреннее единство	1	2
328	жизни и	1	2
329	которая не	1	2
330	и наиболее	1	1
331	кто его	1	1
332	отношения к	2	1
333	одним из	1	1
334	в сфере	1	1
335	в строгом	1	1
336	значении этого	4	1
337	к понятию	1	1
338	бы для	1	1
339	отношения между	1	1
340	по преимуществу	2	1
341	из его	1	1
342	противном случае	2	1
343	едва ли	1	1
344	собою в	2	1
345	по его	1	1
346	он уже	1	1
347	из своих	1	1
348	чтобы не	1	1
349	в сущности	1	1
350	на каждом	1	1
351	но она	2	1
352	не вполне	2	1
353	как я	1	1
354	и со	1	1
355	но напротив	1	1
356	не знают	1	1
357	того же	2	1
358	же художественное	2	1
359	начало и	2	1
360	его лице	1	1
361	необходимая для	1	1
362	в сочетании	1	1
363	на них	1	1
364	это возможно	1	1
365	как субъекта	1	1
366	здесь не	2	1
367	бы то	1	1
368	с его	6	1
369	такого что	1	1
370	субъекту и	2	1
371	от его	1	1
372	к нам	1	1
373	если в	1	1
374	ли я	1	1
375	а через	1	1
376	отличие от	7	1
377	в порядке	2	1
378	друг от	1	1
379	и я	1	1
380	в истории	1	1
381	из которого	4	1
382	первый взгляд	1	1
383	в художественном	4	1
384	о жизни	1	1
385	еще и	1	1
386	в противном	2	1
387	хотя и	3	1
388	могли бы	1	1
389	вследствие своей	1	1
390	имеет в	1	1
391	но в	7	1
392	при чтении	2	1
393	то в	2	1
394	к чему	1	1
395	и конечно	1	1
396	из жизни	1	1
397	всякое понимание	1	1
398	все эти	2	1
399	восприятия как	1	1
400	если мы	2	1
401	тоже не	1	1
402	право на	2	1
403	еще один	2	1
404	отношение между	1	1
405	в словаре	2	1
406	говорит не	1	1
407	тому же	1	1
408	во многих	1	1
409	двух других	1	1
410	но на	1	1
411	в единстве	1	1
412	что одна	1	1
413	с чем	1	1
414	порядка в	4	1
415	к миру	1	1
416	при виде	1	1
417	в понимании	1	1
418	которым человек	1	1
419	он должен	3	1
420	чем с	1	1
421	не отделен	1	1
422	с такими	1	1
423	ни был	2	1
424	здесь мы	1	1
425	тем в	1	1
426	в мире	21	1
427	том случае	1	1
428	и внутренняя	1	1
429	лишь в	4	1
430	заключается в	2	1
431	его личности	1	1
432	искусства в	4	1
433	это не	2	1
434	свое я	1	1
435	в жизни	2	1
436	жизни то	2	1
437	форму в	1	1
438	нигде не	1	1
439	к значению	1	1
440	нам не	1	1
441	поэзии есть	1	1
442	впечатлений а	1	1
443	искусства может	2	1
444	в этих	3	1
445	о ком	1	1
446	вещи в	1	1
447	места в	1	1
448	сводятся к	2	1
449	соединению с	1	1
450	но если	1	1
451	от своего	2	1
452	или точнее	1	1
453	заключать в	1	1
454	в такой	1	1
455	с точки	3	1
456	находятся между	1	1
457	всякий раз	2	1
458	я есть	5	1
459	то под	1	1
460	которые в	1	1
461	но он	3	1
462	друг другу	1	1
463	и более	2	1
464	однако в	4	1
465	не должно	1	1
466	лично для	1	1
467	если нет	1	1
468	их отношении	1	1
469	она по	1	1
470	отдельно от	1	1
471	нас самих	2	1
472	таких случаях	2	1
473	к такой	2	1
474	без его	1	1
475	в таких	1	1
476	человека но	1	1
477	виду что	1	1
478	особенный смысл	1	1
479	вкуса не	1	1
480	личности к	2	1
481	которого он	1	1
482	принадлежит к	3	1
483	восприятия впечатлений	1	1
484	не могло	2	1
485	себе самом	1	1
486	однако если	2	1
487	того и	1	1
488	не всякий	1	1
489	принадлежат к	1	1
490	на язык	1	1
491	не принадлежат	2	1
492	эти стороны	1	1
493	своей природе	2	1
494	в более	1	1
495	него но	1	1
496	и внешнего	1	1
497	с которой	1	1
498	этот закон	1	1
499	настоящего времени	1	1
500	своего я	1	1
501	начиная с	2	1
502	находящимся вне	1	1
503	образом что	1	1
504	его за	1	1
505	отличается от	2	1
506	же самое	1	1
507	всего что	1	1
508	в поле	1	1
509	говоря словами	5	1
510	быть назван	1	1
511	самом общем	1	1
512	однако по	1	1
513	должен быть	1	1
514	не ограничивается	1	1
515	из всего	1	1
516	значения и	2	1
517	от друга	1	1
518	в виду	5	1
519	от внешней	1	1
520	но самое	1	1
521	не прямо	1	1
522	только то	1	1
523	с языком	3	1
524	свободу и	1	1
525	на нее	1	1
526	времени и	2	1
527	не с	2	1
528	с самим	2	1
529	мог бы	3	1
530	на которую	1	1
531	в результате	1	1
532	именно такого	1	1
533	слова ни	1	1
534	для этого	1	1
535	вышел в	1	1
536	остановимся на	1	1
537	и внешней	3	1
538	не дай	1	1
539	посредством его	1	1
540	сводится к	7	1
541	именно потому	1	1
542	и здесь	1	1
543	и т.д	3	1
544	определенное значение	1	1
545	и т.п	4	1
546	при котором	1	1
547	к знанию	1	1
548	в глаза	2	1
549	после того	1	1
550	и который	2	1
551	мы понимаем	1	1
552	вопросу о	1	1
553	в которую	1	1
554	обращается к	1	1
555	содержанию которое	1	1
556	во всех	3	1
557	однако с	2	1
558	эти два	1	1
559	из своего	1	1
560	в другой	1	1
561	другого в	1	1
562	в художественной	2	1
563	как внутренняя	1	1
564	уже до	1	1
565	искусство имеет	1	1
566	происходит в	1	1
567	себе еще	1	1
568	знаков в	2	1
569	тот же	1	1
570	известного рода	2	1
571	который в	2	1
572	однако она	1	1
573	между этими	1	1
574	и ее	3	1
575	или его	1	1
576	по этому	1	1
577	отдельных лиц	1	1
578	без этого	1	1
579	человека с	3	1
580	себя в	7	1
581	в поэзии	1	1
582	сама собою	1	1
583	других в	1	1
584	принадлежащих к	1	1
585	не принадлежит	2	1
586	или даже	3	1
587	языка но	1	1
588	сказанное о	1	1
589	в известной	1	1
590	в прошлом	1	1
591	ее не	1	1
592	в такое	1	1
593	к ним	1	1
594	при всей	1	1
595	в систему	1	1
596	должен был	1	1
597	не говорит	1	1
598	лишь для	1	1
599	не является	4	1
600	жизни в	2	1
601	точек зрения	1	1
602	к совокупности	1	1
603	как у	1	1
604	на ее	1	1
605	или иначе	4	1
606	по своим	1	1
607	над собою	1	1
608	значений и	1	1
609	предположить в	1	1
610	на которые	1	1
611	не входит	2	1
612	к более	2	1
613	они представляются	1	1
614	быть названо	2	1
615	превращается в	2	1
616	слов а	1	1
617	не сама	2	1
618	произведений искусства	3	1
619	не на	3	1
620	непосредственно к	1	1
621	не означает	1	1
622	виды искусства	1	1
623	с которым	1	1
624	от мира	1	1
625	его как	1	1
626	я из	1	1
627	восприятия это	1	1
628	дерево от	1	1
629	не об	1	1
630	впечатлений в	1	1
631	в одной	1	1
632	человека к	3	1
633	и приобретает	1	1
634	человек должен	1	1
635	в область	1	1
636	в данном	4	1
637	при воспоминании	1	1
638	пустым звуком	1	1
639	деятельность не	1	1
640	есть как	2	1
641	им с	1	1
642	ни одно	2	1
643	многих других	1	1
644	чем-то внешним	1	1
645	и другим	1	1
646	есть деятельность	1	1
647	иначе здесь	1	1
648	только для	1	1
649	я с	5	1
650	слова так	1	1
651	к вопросу	1	1
652	и бессознательно	1	1
653	слуха и	2	1
654	на время	2	1
655	душа не	1	1
656	о котором	1	1
657	на первый	1	1
658	это может	1	1
659	на сердце	1	1
660	с не	1	1
661	на языке	2	1
662	я в	11	1
663	ни было	1	1
664	человеческой деятельности	1	1
665	имея в	1	1
666	все то	1	1
667	а можно	1	1
668	как ряд	1	1
669	между ними	4	1
670	определенный смысл	1	1
671	быть признано	1	1
672	с ними	1	1
673	ее в	2	1
674	случае если	1	1
675	можно назвать	1	1
