N	2gram	Losev_Dial_1	Hudozhes
279	перед нами	1	1
280	души поэта	1	1
281	что по	1	1
282	ином отношении	1	1
283	тем же	1	1
284	вступающей в	1	1
285	и свою	1	1
286	от этого	3	1
287	при чтении	1	1
288	могли бы	1	1
289	только то	4	1
290	к чему	1	1
291	из мифа	3	1
292	в груди	1	1
293	говорят о	2	1
294	из жизни	1	1
295	бы и	2	1
296	что это	11	1
297	то я	4	1
298	из этих	2	1
299	большей части	1	1
300	тоже не	2	1
301	это тот	1	1
302	говорит не	1	1
303	проникает в	1	1
304	на то	5	1
305	не могла	1	1
306	что одна	3	1
307	что она	7	1
308	все это	11	1
309	в первую	2	1
310	в понимании	1	1
311	свою собственную	1	1
312	к одному	1	1
313	остается лишь	1	1
314	содержит в	3	1
315	на земле	2	1
316	иное логическое	1	1
317	образа и	2	1
318	является не	2	1
319	или иных	1	1
320	не бывает	1	1
321	по его	1	1
322	бы они	1	1
323	что все	1	1
324	тем в	1	1
325	а по	1	1
326	сознание не	1	1
327	полной мере	1	1
328	для своей	1	1
329	не с	5	1
330	теми которые	1	1
331	а как	1	1
332	это было	2	1
333	первую очередь	1	1
334	отчет в	1	1
335	было бы	12	1
336	и где	2	1
337	зрения и	1	1
338	заинтересована в	1	1
339	весь мир	1	1
340	в жизни	1	1
341	нет в	1	1
342	речь о	1	1
343	он и	2	1
344	в чистом	1	1
345	вещами и	1	1
346	и становится	1	1
347	я этого	1	1
348	от своего	1	1
349	в такой	1	1
350	и без	1	1
351	в котором	4	1
352	себе а	2	1
353	и другого	2	1
354	есть его	1	1
355	другом и	1	1
356	друг другу	3	1
357	по крайней	4	1
358	не могли	1	1
359	в конце	4	1
360	это особенно	1	1
361	чистом виде	1	1
362	что говорится	1	1
363	xviii века	1	1
364	ее не	1	1
365	виду что	1	1
366	но для	1	1
367	не имеет	15	1
368	что такое	10	1
369	субъектов и	1	1
370	когда они	1	1
371	подлинная жизнь	1	1
372	в систему	1	1
373	ясность и	1	1
374	иметь в	3	1
375	но только	3	1
376	которых и	1	1
377	себе самом	2	1
378	того и	1	1
379	только и	4	1
380	внутрь себя	1	1
381	не говорит	4	1
382	и является	2	1
383	этих случаях	1	1
384	связи с	1	1
385	ничто не	3	1
386	из того	2	1
387	как будто	1	1
388	бы несколько	1	1
389	в каком	8	1
390	однако это	1	1
391	этот закон	1	1
392	только мы	1	1
393	о чем-то	3	1
394	места для	1	1
395	когда мы	1	1
396	сравнении с	1	1
397	всего что	1	1
398	а можно	1	1
399	всегда так	2	1
400	в каждом	2	1
401	для восприятия	1	1
402	на это	1	1
403	здесь мы	1	1
404	говорит о	5	1
405	должен быть	1	1
406	для иного	1	1
407	как мы	4	1
408	значения и	1	1
409	точно так	2	1
410	та или	3	1
411	есть внутреннее	1	1
412	которая характерна	2	1
413	то или	3	1
414	мысль о	1	1
415	в особенности	5	1
416	от обычного	1	1
417	человеческого сознания	2	1
418	но мы	1	1
419	очевидный пример	1	1
420	зрения не	1	1
421	то время	1	1
422	как с	2	1
423	и совершенно	2	1
424	на нее	1	1
425	здесь как	1	1
426	можно только	2	1
427	структур с	1	1
428	для этого	2	1
429	это какое-то	2	1
430	ничто в	1	1
431	из других	1	1
432	жизни не	1	1
433	и смыслов	1	1
434	незаметно для	1	1
435	или иная	3	1
436	том или	2	1
437	эти два	2	1
438	нуждается в	3	1
439	брут не	1	1
440	от одного	1	1
441	крайней мере	4	1
442	вслед за	2	1
443	каждом из	2	1
444	если он	1	1
445	его то	1	1
446	может иметь	3	1
447	о своих	2	1
448	в него	2	1
449	существует как	1	1
450	не требует	1	1
451	эти последние	2	1
452	с той	2	1
453	своему собственному	1	1
454	один из	3	1
455	но с	3	1
456	мы видим	4	1
457	характерна для	2	1
458	природой и	1	1
459	вступить в	1	1
460	что даже	2	1
461	в какой	1	1
462	в природу	1	1
463	такое же	1	1
464	образа в	2	1
465	сложности и	1	1
466	или же	1	1
467	мира как	1	1
468	бы ни	1	1
469	или его	2	1
470	один на	1	1
471	и жизни	4	1
472	она лишь	1	1
473	со всеми	1	1
474	по большей	1	1
475	так что	15	1
476	же и	2	1
477	это ни	1	1
478	он состоит	1	1
479	если мы	2	1
480	в поэзии	1	1
481	то и	2	1
482	то чему	1	1
483	не дает	1	1
484	из них	2	1
485	но от	1	1
486	себе в	1	1
487	переживания как	1	1
488	представить себе	1	1
489	мы находим	7	1
490	не для	1	1
491	относится не	1	1
492	с этими	1	1
493	так как	11	1
494	и от	2	1
495	тому же	2	1
496	к ним	2	1
497	человек как	1	1
498	как такового	1	1
499	не ее	1	1
500	внутреннее и	5	1
501	или ином	1	1
502	не просто	7	1
503	не было	6	1
504	имеет значение	1	1
505	и даже	13	1
506	точек зрения	3	1
507	как наличие	2	1
508	как у	2	1
509	еще и	3	1
510	что не	7	1
511	и внешнее	3	1
512	который от	1	1
513	что для	3	1
514	бы никакого	1	1
515	и пр	5	1
516	лица по	1	1
517	смысла и	1	1
518	понимаем что	1	1
519	не сама	1	1
520	себе никаких	1	1
521	стремится к	2	1
522	всю жизнь	1	1
523	зависит от	1	1
524	с которым	1	1
525	от мира	1	1
526	жизнь в	1	1
527	что хотя	1	1
528	не всегда	1	1
529	этим и	1	1
530	не об	1	1
531	стороны в	2	1
532	его как	1	1
533	в связи	1	1
534	как ни	1	1
535	вместе с	1	1
536	я уже	1	1
537	вы как	1	1
538	жизненного опыта	1	1
539	одну из	1	1
540	каждая из	1	1
541	общая идея	1	1
542	ни от	2	1
543	не могут	1	1
544	покоя как	1	1
545	из уст	1	1
546	аллегории и	2	1
547	да и	6	1
548	отношение оно	1	1
549	в состоянии	1	1
550	в малом	1	1
551	схемы и	1	1
552	с этой	2	1
553	действительность в	1	1
554	заметил что	1	1
555	как система	1	1
556	в теорию	1	1
557	между прочим	1	1
558	этом и	1	1
559	все же	5	1
560	от нас	1	1
561	в некий	1	1
562	о мире	1	1
563	является как	1	1
564	тех или	3	1
565	и внешнего	6	1
566	как более	2	1
567	так он	1	1
568	если не	1	1
569	объективно и	2	1
570	она может	1	1
571	в пределе	1	1
572	в результате	1	1
573	хома брут	2	1
574	о котором	1	1
575	больше и	1	1
576	для нас	1	1
577	от него	4	1
578	это может	2	1
579	бы в	3	1
580	не более	1	1
581	не будучи	2	1
582	своем значении	1	1
583	как явление	1	1
584	реальности но	3	1
585	за него	1	1
586	все они	1	1
587	второй и	1	1
588	ни было	2	1
589	но если	5	1
590	быть и	4	1
591	не есть	40	1
592	целью и	1	1
593	к самому	2	1
594	может и	4	1
595	о своем	2	1
596	не быть	1	1
597	жизни а	1	1
598	не сами	1	1
599	в сравнении	1	1
600	в отдельности	2	1
601	всего в	1	1
602	страшно и	1	1
603	просто не	2	1
604	жизни и	3	1
605	и другие	1	1
606	все что	1	1
607	этой точки	2	1
608	они не	1	1
609	которая не	2	1
