N	2gram	Bakhtin_sl_2	Vladivir
153	в чисто	3	2
154	и до	1	2
155	мы уже	2	2
156	его не	4	2
157	единство и	3	2
158	языке в	2	2
159	не был	2	2
160	как к	3	2
161	в самом	1	2
162	но его	1	2
163	как он	2	2
164	на то	1	2
165	человек не	1	2
166	мысли и	1	2
167	и сам	1	2
168	и по	1	2
169	на этом	3	2
170	но все	5	2
171	и может	1	2
172	на все	1	2
173	это не	5	2
174	и представить	1	2
175	этого не	1	2
176	мы видели	2	2
177	мы не	2	2
178	еще в	1	2
179	нисколько не	1	2
180	на первый	1	2
181	и при	2	2
182	в их	2	2
183	то его	1	2
184	однако в	2	2
185	даже в	2	2
186	с которой	1	2
187	она не	6	2
188	на котором	2	2
189	тогда когда	2	2
190	того как	2	2
191	и притом	1	2
192	было у	1	2
193	того чтобы	2	2
194	не о	1	2
195	в русском	1	2
196	всей жизни	1	2
197	и часто	3	2
198	он никогда	1	2
199	некоторой степени	1	2
200	в виду	1	2
201	свою очередь	2	2
202	людей в	1	2
203	без всякого	2	2
204	и ту	1	2
205	ничего не	1	2
206	первый план	1	2
207	о нем	2	2
208	в чем	3	2
209	в сущности	6	2
210	борьба с	4	2
211	нас в	1	2
212	или как	4	2
213	к нему	3	2
214	которой мы	1	2
215	и она	1	2
216	от нас	2	2
217	себя в	8	2
218	он сам	1	2
219	него и	1	2
220	его и	2	2
221	в новом	2	2
222	мы находим	1	2
223	друг друга	1	2
224	до некоторой	1	2
225	но уже	1	2
226	для того	2	2
227	нельзя себе	1	2
228	себе представить	1	2
229	как у	1	2
230	здесь в	3	2
231	во второй	1	2
232	что не	1	2
233	стремится к	3	2
234	не на	1	2
235	с которым	2	2
236	в частности	1	2
237	эта идея	2	2
238	к его	2	2
239	и потому	7	2
240	только его	1	2
241	в той	4	2
242	мы сказали	2	2
243	с очень	1	2
244	близкий к	1	2
245	в более	2	2
246	и от	3	2
247	в двух	1	2
248	же в	1	2
249	жизни в	2	2
250	же и	2	2
251	в своих	1	2
252	гораздо более	1	2
253	с новыми	1	1
254	смысле слова	1	1
255	как известно	1	1
256	от этой	1	1
257	и т	35	1
258	не должны	1	1
259	одним из	2	1
260	например в	5	1
261	так резко	1	1
262	и др	4	1
263	необходимо отметить	3	1
264	произведение которое	1	1
265	между двумя	1	1
266	по преимуществу	1	1
267	собственном смысле	3	1
268	с таким	2	1
269	и за	1	1
270	есть не	1	1
271	характер его	1	1
272	он как	1	1
273	говорить о	3	1
274	но она	2	1
275	требует от	2	1
276	на тему	1	1
277	имеет дело	2	1
278	и ни	2	1
279	ним и	2	1
280	литературы и	1	1
281	освобождения от	1	1
282	за свое	1	1
283	в создании	1	1
284	помимо этого	1	1
285	то он	1	1
286	но как	2	1
287	и живости	1	1
288	не все	2	1
289	менее всего	2	1
290	что так	1	1
291	не просто	1	1
292	связи и	2	1
293	конечно совершенно	1	1
294	с жадностью	1	1
295	чем же	1	1
296	независимо от	2	1
297	является основным	1	1
298	до его	1	1
299	целый ряд	1	1
300	как уже	2	1
301	и свою	1	1
302	этой цели	1	1
303	за собой	1	1
304	и невозможно	1	1
305	себе как	2	1
306	лежит на	2	1
307	та же	1	1
308	бы и	3	1
309	он в	1	1
310	без учета	1	1
311	в нашем	2	1
312	очень важно	1	1
313	выражение в	1	1
314	знаем в	1	1
315	если он	1	1
316	и идея	1	1
317	так сказать	6	1
318	что она	1	1
319	больше всего	1	1
320	он ни	1	1
321	т д	2	1
322	однако при	1	1
323	и еще	1	1
324	на том	1	1
325	xix века	4	1
326	борьбу с	2	1
327	и сказал	1	1
328	его от	3	1
329	всех своих	1	1
330	ней не	1	1
331	прежде чем	1	1
332	конца и	1	1
333	трем основным	1	1
334	что мир	1	1
335	них не	1	1
336	глубокий и	1	1
337	для своей	1	1
338	лишь в	3	1
339	а как	1	1
340	и отдельные	1	1
341	уже сказано	2	1
342	в свой	2	1
343	чистый и	1	1
344	на которую	1	1
345	письмах и	1	1
346	все равно	1	1
347	далеко не	2	1
348	на основании	1	1
349	но лишь	2	1
350	к вопросам	1	1
351	чем в	2	1
352	такой же	1	1
353	при изучении	1	1
354	в такой	1	1
355	и без	1	1
356	место в	1	1
357	далее в	2	1
358	слово что	1	1
359	нем он	1	1
360	но эта	2	1
361	которые в	2	1
362	но во	1	1
363	нам в	1	1
364	далека от	1	1
365	уже сказали	1	1
366	вещей и	1	1
367	для нее	1	1
368	и достоевского	1	1
369	романа с	1	1
370	на ряд	2	1
371	самого начала	1	1
372	дело не	1	1
373	что такое	1	1
374	на него	2	1
375	весь этот	1	1
376	как о	2	1
377	знания и	1	1
378	чтобы стать	1	1
379	только не	1	1
380	следовательно и	1	1
381	это то	1	1
382	очень мало	1	1
383	степени что	1	1
384	во всем	4	1
385	невозможно в	1	1
386	но теперь	1	1
387	в сознании	1	1
388	достаточно указать	1	1
389	только с	2	1
390	здоровья и	1	1
391	и здесь	2	1
392	его об	1	1
393	не столь	1	1
394	во все	1	1
395	утверждать что	1	1
396	этого второго	1	1
397	оно может	2	1
398	в собственном	3	1
399	характер и	1	1
400	исторической жизни	3	1
401	чтобы быть	1	1
402	него самого	1	1
403	нет никакой	1	1
404	в себя	2	1
405	но мы	2	1
406	с самого	1	1
407	так в	2	1
408	слова а	1	1
409	стремиться к	2	1
410	как с	2	1
411	и дальше	3	1
412	с собой	1	1
413	здесь как	2	1
414	особенно в	2	1
415	здесь нет	1	1
416	определяется их	1	1
417	еще не	7	1
418	этим в	1	1
419	и всюду	1	1
420	поэтому в	1	1
421	для этого	4	1
422	и должно	1	1
423	может не	2	1
424	язык и	7	1
425	притом в	2	1
426	влияние на	2	1
427	до известной	1	1
428	ее требования	1	1
429	этот последний	1	1
430	также в	1	1
431	представления о	1	1
432	единого и	2	1
433	и об	1	1
434	в него	7	1
435	таков например	2	1
436	случае ее	1	1
437	не зная	1	1
438	в литературе	1	1
439	дело с	4	1
440	в какой	1	1
441	пор не	2	1
442	это очень	2	1
443	до нас	1	1
444	поэтому и	4	1
445	всех его	3	1
446	и ее	1	1
447	здесь с	1	1
448	и тем	1	1
449	со всеми	2	1
450	в качестве	1	1
451	же он	1	1
452	к которой	1	1
453	с какой	1	1
454	эти обстоятельства	1	1
455	для всех	4	1
456	с нею	1	1
457	только на	1	1
458	речи в	1	1
459	слова не	4	1
460	или даже	3	1
461	и других	4	1
462	и этот	1	1
463	что возможно	1	1
464	характерно что	1	1
465	и их	5	1
466	точка зрения	2	1
467	самое серьезное	1	1
468	в одном	2	1
469	т п	33	1
470	в прошлом	2	1
471	с этими	1	1
472	к ним	1	1
473	дело и	1	1
474	как раз	1	1
475	тем что	1	1
476	этом отношении	3	1
477	рядом с	3	1
478	не были	1	1
479	даже не	1	1
480	до сих	2	1
481	говорить и	1	1
482	миру и	1	1
483	на которые	1	1
484	вещь и	1	1
485	касается самого	1	1
486	смысла и	3	1
487	нужно сказать	1	1
488	в подлинном	1	1
489	а на	1	1
490	которых мы	2	1
491	психологии а	1	1
492	обычно не	1	1
493	к трем	1	1
494	то она	1	1
495	во франции	2	1
496	говорить только	1	1
497	все более	1	1
498	такой степени	1	1
499	я говорю	1	1
500	все то	1	1
501	можно утверждать	1	1
502	его как	2	1
503	если она	3	1
504	нужно отнести	1	1
505	к своему	9	1
506	не могут	5	1
507	мы опять	1	1
508	он говорит	1	1
509	перед нами	3	1
510	лиц не	1	1
511	и всей	1	1
512	общения с	1	1
513	для понимания	1	1
514	основным категориям	1	1
515	рассказ в	1	1
516	толстого в	1	1
517	дело здесь	1	1
518	национальная культура	1	1
519	как например	2	1
520	этом случае	6	1
521	сих пор	2	1
522	в смысле	4	1
523	за ним	1	1
524	известной степени	2	1
525	тем и	1	1
526	и другим	2	1
527	мира и	5	1
528	чтобы понять	1	1
529	развития и	1	1
530	время и	1	1
531	не с	3	1
532	от него	5	1
533	из себя	3	1
534	разной степени	1	1
535	ни к	2	1
536	тонким и	1	1
537	коснемся в	1	1
538	отношении к	4	1
539	быть и	3	1
540	которая на	1	1
541	этот разрыв	1	1
542	только как	1	1
543	какой мере	1	1
544	мы коснемся	1	1
545	отношении он	1	1
546	мы увидим	2	1
547	на различные	1	1
548	резко не	1	1
549	эти слова	2	1
550	нужно чтобы	1	1
551	и другие	2	1
552	том числе	1	1
553	они не	2	1
