N	2gram	Tiupa_Hudo_2	StatiiOP
441	нет никакой	1	1
442	в пределах	1	1
443	приводит к	2	1
444	что основные	1	1
445	в классической	1	1
446	и необходимости	1	1
447	на том	1	1
448	и когда	1	1
449	и сам	5	1
450	в годы	1	1
451	можно было	3	1
452	те же	2	1
453	особенно в	1	1
454	том как	2	1
455	но у	1	1
456	мы в	1	1
457	является в	1	1
458	был не	1	1
459	с ним	7	1
460	трактуется как	1	1
461	образом в	1	1
462	все его	3	1
463	автор не	1	1
464	и т.д	2	1
465	вот и	5	1
466	со словами	1	1
467	его жизни	5	1
468	и который	1	1
469	времени в	1	1
470	в значительной	1	1
471	как у	2	1
472	должно было	1	1
473	жизни он	2	1
474	героя до	1	1
475	которых в	1	1
476	эти два	1	1
477	что хотел	1	1
478	что и	4	1
479	именно в	2	1
480	которая и	1	1
481	и она	1	1
482	судить по	1	1
483	известном смысле	1	1
484	в двух	2	1
485	его в	2	1
486	о двух	2	1
487	ли он	2	1
488	всей жизни	1	1
489	согласно которой	1	1
490	он уже	2	1
491	который в	2	1
492	одних и	1	1
493	собственного голоса	1	1
494	но то	1	1
495	это же	1	1
496	которая была	2	1
497	характерной для	1	1
498	для всех	1	1
499	именно на	2	1
500	с нею	3	1
501	раз в	3	1
502	периода по	1	1
503	ни одного	2	1
504	вернуться к	1	1
505	действующего лица	1	1
506	целого ряда	1	1
507	из них	2	1
508	только одно	1	1
509	в одном	3	1
510	иногда и	1	1
511	имели дело	1	1
512	того или	2	1
513	к той	2	1
514	в других	4	1
515	где в	1	1
516	ней и	1	1
517	на примере	1	1
518	таков что	1	1
519	этом пути	1	1
520	был в	1	1
521	этого человека	1	1
522	и тех	3	1
523	по своим	1	1
524	а именно	1	1
525	еще и	2	1
526	во внешней	3	1
527	системы и	1	1
528	термина а	1	1
529	говорит о	4	1
530	же состоит	1	1
531	жить без	1	1
532	не означает	1	1
533	что несмотря	1	1
534	означало бы	1	1
535	именно так	2	1
536	человек в	3	1
537	долгое время	1	1
538	о чем	8	1
539	из названных	1	1
540	там где	1	1
541	более глубокое	1	1
542	и силы	1	1
543	и ему	3	1
544	уже давно	1	1
545	вступает в	1	1
546	нет ничего	2	1
547	в частности	7	1
548	эти слова	1	1
549	люди и	1	1
550	этот смысл	2	1
551	в разговоре	1	1
552	его личной	1	1
553	в данном	2	1
554	видит в	2	1
555	что за	1	1
556	встречается в	1	1
557	это были	1	1
558	наряду с	5	1
559	в той	1	1
560	эстетическое отношение	1	1
561	тому как	4	1
562	в воспоминаниях	1	1
563	что же	2	1
564	это его	1	1
565	по существу	1	1
566	в состоянии	3	1
567	кстати и	1	1
568	xix в	1	1
569	смысл в	1	1
570	в контексте	2	1
571	о его	2	1
572	этом и	3	1
573	но для	1	1
574	но служит	1	1
575	это уже	2	1
576	трагедии это	1	1
577	однако и	2	1
578	об отношении	1	1
579	котором он	1	1
580	характеризуется в	1	1
581	для нас	3	1
582	и все	7	1
583	бы в	1	1
584	и н	1	1
585	я хотел	1	1
586	чем была	1	1
587	но зато	1	1
588	на языке	1	1
589	хотя бы	2	1
590	жаловался на	1	1
591	давно уже	2	1
592	отношении к	1	1
593	этом свете	1	1
594	молодые годы	1	1
595	а о	2	1
596	о своем	4	1
597	не знает	1	1
598	или иного	2	1
599	я это	2	1
600	и еще	1	1
601	есть и	3	1
602	среди прочих	1	1
603	жизни и	6	1
604	только не	2	1
605	и эта	2	1
606	к м	1	1
607	которая не	1	1
608	так же	3	1
609	все что	3	1
610	годы своего	1	1
