N	2gram	Bakhtin_Fr_2	Vvedenie
275	ничего не	2	2
276	эта традиция	1	2
277	его можно	1	2
278	иной раз	1	2
279	художественной литературы	2	2
280	есть только	1	2
281	возрождения и	1	2
282	с полной	3	2
283	понять что	1	2
284	рядом с	6	2
285	свое значение	2	2
286	то она	1	2
287	значительной мере	1	2
288	средних веков	2	2
289	в дальнейшем	2	2
290	значение в	4	2
291	и сам	1	2
292	наукой и	1	2
293	с наукой	1	2
294	так и	6	2
295	известной мере	3	2
296	для этого	1	2
297	преимущественно в	1	2
298	это понимание	1	2
299	и здесь	1	2
300	другом месте	2	2
301	второй половине	1	2
302	к действительности	1	2
303	в значительной	3	2
304	во всех	6	2
305	ее от	1	2
306	нуждается в	2	2
307	в форме	4	2
308	принуждены были	1	2
309	если это	1	2
310	здесь не	2	2
311	целого и	2	2
312	по времени	1	2
313	именно на	2	2
314	до наших	2	2
315	литературы в	2	2
316	только на	1	2
317	мы можем	2	2
318	с системой	1	2
319	в ряде	1	2
320	и др	9	2
321	них и	1	2
322	не было	4	2
323	есть лишь	1	2
324	ближе к	1	2
325	в связи	2	2
326	с помощью	1	2
327	все более	1	2
328	с конца	1	2
329	из которых	1	2
330	целом ряде	1	2
331	тому как	2	2
332	это есть	1	2
333	по существу	2	2
334	еще раз	2	2
335	но это	2	2
336	в более	1	2
337	это уже	1	2
338	не существует	1	2
339	бы в	1	2
340	конце концов	1	2
341	мы должны	2	2
342	будто бы	1	2
343	с ней	1	2
344	он и	1	2
345	ко времени	1	2
346	жизни и	7	2
347	и другие	2	2
348	это в	2	2
349	также его	1	1
350	охарактеризовать так	2	1
351	например в	1	1
352	до него	2	1
353	вообще все	1	1
354	науки которые	1	1
355	века но	2	1
356	выражения в	1	1
357	на самом	2	1
358	только потому	1	1
359	это и	2	1
360	в средние	9	1
361	который можно	1	1
362	в мировоззрении	1	1
363	например у	3	1
364	всем что	2	1
365	что эти	1	1
366	видеть в	2	1
367	был и	3	1
368	отношения к	4	1
369	долгое время	1	1
370	и за	2	1
371	то для	1	1
372	та же	2	1
373	и последующих	2	1
374	его современников	2	1
375	который был	1	1
376	все здесь	1	1
377	таковы например	2	1
378	литературой в	1	1
379	меньшей степени	3	1
380	в xix	3	1
381	видеть как	1	1
382	он был	2	1
383	на них	1	1
384	которое он	1	1
385	более того	1	1
386	отрицание не	1	1
387	как если	1	1
388	он умеет	1	1
389	предисловии к	1	1
390	живым и	1	1
391	и места	1	1
392	в противовес	1	1
393	только тогда	1	1
394	а и	1	1
395	как в	1	1
396	и речи	1	1
397	что они	2	1
398	связи и	1	1
399	дает нам	2	1
400	народа в	1	1
401	как к	2	1
402	целом но	1	1
403	понять и	2	1
404	что по	1	1
405	в материал	1	1
406	признанием и	1	1
407	них как	1	1
408	для которого	3	1
409	еще на	1	1
410	в которой	1	1
411	подлинный смысл	1	1
412	его также	1	1
413	он в	1	1
414	них так	1	1
415	раз в	3	1
416	и тот	1	1
417	только один	1	1
418	имеем в	2	1
419	на немецкий	1	1
420	на то	2	1
421	не могла	1	1
422	вследствие этого	2	1
423	на его	2	1
424	по словам	2	1
425	в свет	2	1
426	оно было	1	1
427	в какой-то	2	1
428	перестает быть	2	1
429	эту задачу	1	1
430	в подлиннике	1	1
431	истории на	1	1
432	новое и	1	1
433	не теряет	1	1
434	из него	1	1
435	его от	1	1
436	а затем	3	1
437	что все	1	1
438	культуры но	2	1
439	нем есть	1	1
440	зрения на	2	1
441	лишь в	4	1
442	того или	1	1
443	он есть	1	1
444	известно что	1	1
445	продолжала жить	2	1
446	в итоге	1	1
447	соответствующие явления	1	1
448	особое отношение	1	1
449	говорить в	1	1
450	она и	1	1
451	нашего исследования	1	1
452	были в	2	1
453	здесь следовательно	1	1
454	времени была	1	1
455	эту тему	1	1
456	не всегда	1	1
457	была уже	1	1
458	уже у	1	1
459	действительно не	1	1
460	ряде других	1	1
461	автора и	2	1
462	народа и	1	1
463	и становится	2	1
464	в эту	5	1
465	его нельзя	1	1
466	во время	12	1
467	метода в	2	1
468	имен и	1	1
469	внешней формой	1	1
470	в такой	1	1
471	и без	2	1
472	почти не	1	1
473	на ученых	1	1
474	представление о	1	1
475	от времени	1	1
476	должны были	1	1
477	не самый	1	1
478	была передана	1	1
479	точку зрения	2	1
480	но он	6	1
481	с политическим	1	1
482	и эти	2	1
483	что этот	1	1
484	любовь к	1	1
485	в историческом	1	1
486	же мы	1	1
487	литературы как	1	1
488	определять как	1	1
489	первый из	1	1
490	к этим	3	1
491	тому кто	1	1
492	было не	1	1
493	и имеет	1	1
494	на язык	1	1
495	правда в	1	1
496	в самой	2	1
497	таким путем	1	1
498	к концу	1	1
499	во всем	3	1
500	и после	2	1
501	входят в	1	1
502	такие же	1	1
503	на соответствующие	1	1
504	размышлений и	1	1
505	превращается в	3	1
506	в духе	4	1
507	и отдельных	1	1
508	лет он	1	1
509	всего в	1	1
510	как своего	1	1
511	жить в	1	1
512	в древности	1	1
513	оно не	1	1
514	в эпоху	13	1
515	смысле в	1	1
516	для себя	1	1
517	правда не	1	1
518	говорят на	1	1
519	дошедшие до	1	1
520	и о	4	1
521	на французский	1	1
522	значения и	1	1
523	как не	1	1
524	без всякого	2	1
525	два аспекта	1	1
526	только то	2	1
527	с самого	1	1
528	культуры и	3	1
529	первой половине	1	1
530	и которые	1	1
531	ему до	1	1
532	этого целого	1	1
533	не место	1	1
534	еще в	2	1
535	можно только	1	1
536	дать ему	1	1
537	жизнь и	2	1
538	образом в	1	1
539	но здесь	3	1
540	люди с	1	1
541	и та	1	1
542	другими словами	3	1
543	настоящее время	1	1
544	именно самый	1	1
545	одного из	2	1
546	после того	1	1
547	только за	1	1
548	в вопросах	1	1
549	или меньшую	1	1
550	должно было	1	1
551	существенное в	1	1
552	вся эта	1	1
553	есть такие	1	1
554	самом процессе	1	1
555	частного и	1	1
556	во всей	1	1
557	них в	1	1
558	наконец в	3	1
559	в свете	1	1
560	в лучшем	1	1
561	выражалось в	1	1
562	как ее	1	1
563	в литературе	6	1
564	что здесь	1	1
565	в новой	2	1
566	была создана	1	1
567	и дело	1	1
568	мы видим	1	1
569	явления в	1	1
570	языками в	1	1
571	могло быть	1	1
572	очень много	2	1
573	и важное	1	1
574	всех его	1	1
575	традиция которая	1	1
576	имеет своим	1	1
577	роста и	2	1
578	философских идей	1	1
579	по другим	1	1
580	есть в	2	1
581	и у	1	1
582	вернуться к	1	1
583	на античных	2	1
584	отраслей знания	1	1
585	а это	1	1
586	этого процесса	3	1
587	за ним	1	1
588	его из	1	1
589	сказано в	1	1
590	который как	1	1
591	для него	9	1
592	и художественно	1	1
593	вообще в	1	1
594	культура в	2	1
595	в особых	1	1
596	слова в	1	1
597	мы находим	4	1
598	к ним	1	1
599	бытия и	1	1
600	у него	2	1
601	самом же	1	1
602	были с	1	1
603	этот последний	1	1
604	самом его	1	1
605	и т.п	11	1
606	эпоху возрождения	2	1
607	есть язык	1	1
608	только первый	1	1
609	здесь в	6	1
610	после смерти	1	1
611	к которому	1	1
612	и прежде	2	1
613	в предисловии	2	1
614	как же	1	1
615	была и	1	1
616	это своеобразное	1	1
617	на которые	1	1
618	ее представители	1	1
619	что будет	1	1
620	связано с	2	1
621	не на	1	1
622	притом не	1	1
623	нужно сказать	3	1
624	не создает	1	1
625	стремлением к	1	1
626	в картине	1	1
627	в руках	1	1
628	человек в	2	1
629	одну из	2	1
630	чем на	1	1
631	и историк	1	1
632	на эту	2	1
633	на время	1	1
634	всегда и	1	1
635	мы знаем	1	1
636	если не	1	1
637	во франции	8	1
638	формах и	2	1
639	как именно	2	1
640	проникновения в	1	1
641	можно охарактеризовать	2	1
642	ближе всего	1	1
643	другим источникам	1	1
644	и особенно	3	1
645	и потому	5	1
646	более широкого	1	1
647	и создавать	1	1
648	к своему	1	1
649	это были	1	1
650	в тех	2	1
651	быть только	1	1
652	своего времени	2	1
653	это значит	1	1
654	которые идут	1	1
655	нас дошел	1	1
656	что из	1	1
657	именно он	1	1
658	самого содержания	1	1
659	и была	1	1
660	этого метода	1	1
661	самое существенное	1	1
662	но разумеется	1	1
663	французского языка	1	1
664	этот образ	1	1
665	и часто	1	1
666	и более	4	1
667	которая стала	1	1
668	и от	1	1
669	по поводу	2	1
670	это как	1	1
671	которая в	1	1
672	в настоящее	1	1
673	нас нет	1	1
674	для нас	1	1
675	есть система	1	1
676	всего что	2	1
677	и все	3	1
678	лишь как	2	1
679	находит свое	1	1
680	еще более	1	1
681	чтобы его	1	1
682	на других	1	1
683	сложились в	1	1
684	большую или	1	1
685	на языке	2	1
686	же в	3	1
687	не дает	3	1
688	нельзя было	3	1
689	французский язык	2	1
690	в свою	1	1
691	цель и	1	1
692	понимать как	1	1
693	средние века	8	1
694	состоит из	1	1
695	совершенно не	2	1
696	что средневековая	1	1
697	внутреннее единство	1	1
698	или иного	1	1
699	одновременно и	1	1
700	ко всему	2	1
701	которой был	1	1
702	пока не	1	1
703	есть то	1	1
704	включает в	2	1
705	ее в	2	1
706	в своих	4	1
707	и эта	2	1
708	степени в	1	1
709	все что	2	1
