N	2gram	Nazirov_Tv_2	StatiiOP
209	ничего общего	1	3
210	в первом	1	2
211	мы не	4	2
212	не была	1	2
213	оба эти	1	2
214	или же	1	2
215	литературы и	1	2
216	быть в	1	2
217	как правило	2	2
218	отношение к	1	2
219	писателя в	2	2
220	в литературном	2	2
221	чуть ли	1	2
222	бы не	2	2
223	и и	1	2
224	думать что	1	2
225	в себе	3	2
226	но он	1	2
227	доказывать что	1	2
228	в случае	1	2
229	при этом	8	2
230	он не	3	2
231	чем у	1	2
232	этого вопроса	1	2
233	и более	1	2
234	я бы	3	2
235	что все	1	2
236	при помощи	2	2
237	его в	3	2
238	первую очередь	1	2
239	в свой	2	2
240	должен был	1	2
241	зато в	2	2
242	перед собой	1	2
243	в первую	1	2
244	в такой	2	2
245	в биографии	1	2
246	всякий раз	1	2
247	их в	2	2
248	произведения в	1	2
249	наших глазах	1	2
250	тем самым	4	2
251	она не	1	2
252	что с	1	2
253	меня не	1	2
254	как о	2	2
255	на него	2	2
256	говорить о	2	2
257	ничего не	4	2
258	в сознании	1	2
259	только с	2	2
260	что на	2	2
261	начиная с	2	2
262	ли не	2	2
263	числе и	1	2
264	и такие	1	2
265	и это	3	2
266	то время	1	2
267	и сам	5	2
268	каждого из	1	2
269	что от	1	2
270	его времени	2	2
271	биографии и	2	2
272	к биографии	1	2
273	это объясняется	1	2
274	то есть	5	2
275	другом месте	1	2
276	в пользу	3	2
277	может не	1	2
278	на точку	1	2
279	нет это	1	2
280	борису годунову	1	2
281	а потому	1	2
282	крайней мере	2	2
283	д и	2	2
284	за основу	1	2
285	и у	2	2
286	уже в	2	2
287	если в	1	2
288	у него	6	2
289	к борису	1	2
290	представляет собою	1	2
291	превращается в	3	2
292	это прежде	2	2
293	по крайней	2	2
294	не знаю	1	2
295	если не	4	2
296	нет никаких	1	2
297	и потому	4	2
298	нет ни	1	2
299	и их	1	2
300	такого рода	1	2
301	я с	1	2
302	том смысле	1	2
303	этого слова	1	2
304	над тем	1	2
305	и тогда	2	2
306	это явление	1	2
307	в этих	1	2
308	что этот	2	2
309	несмотря на	1	2
310	не знает	1	2
311	сам в	2	2
312	в своих	3	2
313	молодой человек	1	2
314	том числе	1	2
315	а между	1	1
316	если б	1	1
317	можно говорить	1	1
318	б м	2	1
319	не должны	2	1
320	ли доказывать	1	1
321	так я	1	1
322	художественного произведения	1	1
323	по адресу	1	1
324	не имел	1	1
325	как известно	2	1
326	на деле	1	1
327	и есть	2	1
328	его женитьбы	2	1
329	оказывается для	1	1
330	объективного характера	1	1
331	из его	1	1
332	в какой-то	1	1
333	видеть в	1	1
334	объясняется и	1	1
335	едва ли	2	1
336	смотреть на	1	1
337	уже после	2	1
338	критик понял	1	1
339	этом не	1	1
340	это казалось	1	1
341	любопытен пример	1	1
342	как я	1	1
343	же странице	1	1
344	в сцене	1	1
345	там нет	2	1
346	г к	1	1
347	и на	5	1
348	между собой	1	1
349	это действительно	1	1
350	с его	1	1
351	от современного	1	1
352	лошади в	1	1
353	отказ от	1	1
354	но как	1	1
355	а только	1	1
356	присутствует в	1	1
357	должны были	1	1
358	нужно быть	1	1
359	в наиболее	1	1
360	нет и	2	1
361	теперь не	1	1
362	рафаэля и	1	1
363	во что	2	1
364	надо ли	1	1
365	писатель в	2	1
366	это самое	1	1
367	оказывается не	1	1
368	в одной	3	1
369	стороны и	1	1
370	этой стороны	1	1
371	это был	3	1
372	перед нами	1	1
373	хотя и	4	1
374	я должен	1	1
375	и к	1	1
376	для ее	1	1
377	еще на	1	1
378	дело обстояло	1	1
379	бы с	1	1
380	за это	1	1
381	или во	1	1
382	так в	2	1
383	в известном	1	1
384	с их	1	1
385	вообще а	1	1
386	и до	1	1
387	в преступном	1	1
388	если он	5	1
389	не знать	1	1
390	от которого	1	1
391	о золотом	1	1
392	сказать чего	1	1
393	и вот	1	1
394	у читателя	2	1
395	в плане	3	1
396	ни был	1	1
397	том же	2	1
398	в работе	1	1
399	содержит в	1	1
400	не считать	2	1
401	что создание	1	1
402	в таких	1	1
403	а по	1	1
404	дело но	1	1
405	входит в	1	1
406	мы на	1	1
407	в глазах	1	1
408	великих произведений	1	1
409	то все	1	1
410	известно что	2	1
411	выше на	1	1
412	ведь в	1	1
413	в ином	1	1
414	ошибках и	1	1
415	для них	1	1
416	в них	1	1
417	это положение	1	1
418	писал м	1	1
419	соответствии с	4	1
420	показывает что	4	1
421	всю жизнь	1	1
422	которой он	2	1
423	всегда и	1	1
424	в развитии	1	1
425	очень важный	1	1
426	в один	1	1
427	на себя	1	1
428	когда в	1	1
429	литература и	1	1
430	какое место	1	1
431	от своего	1	1
432	а главное	1	1
433	интерес и	1	1
434	нас не	1	1
435	начале xix	1	1
436	на подобные	1	1
437	место в	3	1
438	не столько	2	1
439	еще с	1	1
440	них нет	1	1
441	или вернее	1	1
442	заявил что	2	1
443	что я	2	1
444	одном из	2	1
445	нас интересует	1	1
446	это утверждение	1	1
447	том чтобы	1	1
448	в прямом	1	1
449	и эти	1	1
450	такова же	1	1
451	однако в	1	1
452	превращая его	1	1
453	которой является	1	1
454	по себе	1	1
455	всего его	1	1
456	нас к	1	1
457	вариантов и	1	1
458	из нас	2	1
459	критической оценки	1	1
460	в обоих	1	1
461	хотелось бы	1	1
462	в русской	2	1
463	текста и	1	1
464	она ни	1	1
465	одна из	3	1
466	я буду	2	1
467	в процессе	2	1
468	он еще	2	1
469	и имеет	1	1
470	в графе	1	1
471	но только	1	1
472	чем не	1	1
473	произвольное и	1	1
474	казалось бы	3	1
475	заботиться о	1	1
476	и лишь	2	1
477	но очень	1	1
478	и является	1	1
479	на реальные	1	1
480	считать что	1	1
481	ему не	1	1
482	и далее	2	1
483	ни о	1	1
484	xx века	3	1
485	в момент	1	1
486	не давая	1	1
487	в духе	4	1
488	не могут	1	1
489	который заявил	1	1
490	отличается от	1	1
491	к печати	1	1
492	к тому	1	1
493	отказаться от	2	1
494	опираясь на	2	1
495	сомнений что	2	1
496	пор таких	1	1
497	как мы	1	1
498	и о	1	1
499	аполлона григорьева	1	1
500	в виду	1	1
501	но при	1	1
502	на основе	1	1
503	как по	2	1
504	мысль о	1	1
505	только то	1	1
506	на той	1	1
507	с самого	1	1
508	читателя в	5	1
509	в келье	1	1
510	из писем	1	1
511	мог бы	1	1
512	во многом	2	1
513	почему же	1	1
514	он писал	2	1
515	еще в	1	1
516	она была	1	1
517	но у	4	1
518	личности но	1	1
519	является в	1	1
520	несколько в	1	1
521	и лишена	1	1
522	безупречно что	1	1
523	против этого	1	1
524	образом в	1	1
525	о нем	1	1
526	пушкина этот	1	1
527	при котором	1	1
528	утверждает что	1	1
529	что его	2	1
530	не просто	1	1
531	там же	9	1
532	каждом из	1	1
533	повестях и	1	1
534	его личности	1	1
535	и всякая	1	1
536	но нет	1	1
537	нуждается в	1	1
538	в середине	1	1
539	в свете	3	1
540	не зная	1	1
541	в современной	1	1
542	критики в	1	1
543	эти детали	1	1
544	что подлинный	1	1
545	или нет	1	1
546	сразу же	1	1
547	но тот	1	1
548	тот же	1	1
549	понимание этого	1	1
550	наук в	1	1
551	мог вполне	1	1
552	это тем	1	1
553	как нечто	1	1
554	до уровня	1	1
555	наше время	2	1
556	который в	1	1
557	времени как	1	1
558	которых я	1	1
559	себя в	2	1
560	и плоть	1	1
561	литературы в	1	1
562	уже не	3	1
563	ряде случаев	1	1
564	ясного и	1	1
565	видеть что	1	1
566	отношений к	1	1
567	еще одну	1	1
568	слова не	1	1
569	же у	1	1
570	в праве	1	1
571	и других	2	1
572	всегда было	1	1
573	то у	2	1
574	его и	2	1
575	был бы	1	1
576	не так	2	1
577	в одном	2	1
578	нечего сказать	1	1
579	наука о	1	1
580	сами по	1	1
581	не о	1	1
582	и никогда	1	1
583	французской революции	1	1
584	или иной	1	1
585	говорим о	1	1
586	с другим	2	1
587	такое же	1	1
588	и др	3	1
589	в соответствии	4	1
590	связано с	1	1
591	его смерти	1	1
592	более того	2	1
593	не означает	2	1
594	для начала	1	1
595	оснований для	1	1
596	себя на	2	1
597	за каждым	1	1
598	известным и	1	1
599	является его	1	1
600	вместе с	3	1
601	но кто	1	1
602	д в	3	1
603	мы говорим	1	1
604	в меру	1	1
605	эти примеры	1	1
606	который видит	1	1
607	с удовольствием	1	1
608	xix века	7	1
609	его личной	1	1
610	целом ряде	1	1
611	не дают	1	1
612	к самой	1	1
613	в течение	1	1
614	я никогда	1	1
615	его работе	1	1
616	это его	2	1
617	критики и	2	1
618	текста как	1	1
619	в последнем	1	1
620	него в	2	1
621	ссылки на	1	1
622	же факт	1	1
623	разумеется с	1	1
624	похоже на	1	1
625	в наше	2	1
626	писал в	1	1
627	г а	3	1
628	великий писатель	3	1
629	пор еще	1	1
630	содержанием и	1	1
631	и от	4	1
632	при посредстве	1	1
633	в голову	1	1
634	с н	1	1
635	себя самого	1	1
636	всего что	1	1
637	той или	1	1
638	в литературной	2	1
639	не должен	1	1
640	вообще в	1	1
641	иногда такие	1	1
642	но зато	3	1
643	пусть в	1	1
644	до меня	1	1
645	уже давно	1	1
646	отношении к	1	1
647	в целях	1	1
648	одной из	3	1
649	и начинается	1	1
650	но эта	2	1
651	месте в	1	1
652	с ней	1	1
653	это делает	1	1
654	не быть	1	1
655	от всех	1	1
656	из этого	2	1
657	включает в	2	1
658	но эти	2	1
659	а может	1	1
660	и другие	1	1
661	к этому	3	1
662	как на	1	1
663	точно так	1	1
664	смысле что	1	1
