N	2gram	Bakhtin_sl_1	Narrotol
360	оценки и	1	1
361	мы не	2	1
362	образом на	1	1
363	до сих	2	1
364	дело не	2	1
365	к чужому	6	1
366	в понимании	3	1
367	в смысле	4	1
368	в различные	2	1
369	в системе	1	1
370	то и	1	1
371	от него	1	1
372	не меньшим	1	1
373	в специальном	1	1
374	с другими	5	1
375	во всех	17	1
376	а на	2	1
377	на ту	2	1
378	в их	4	1
379	и того	1	1
380	это игра	1	1
381	и речевой	1	1
382	к высшему	1	1
383	и через	1	1
384	различные эпохи	1	1
385	чего не	1	1
386	есть к	1	1
387	более того	3	1
388	автора как	1	1
389	это ощущение	1	1
390	в это	1	1
391	как целого	1	1
392	чужой речи	7	1
393	слова не	1	1
394	со всеми	1	1
395	внутренней речи	3	1
396	одним словом	2	1
397	оно и	4	1
398	до известной	2	1
399	формы прямой	1	1
400	там и	1	1
401	отношением к	1	1
402	его и	3	1
403	ничем не	1	1
404	это разные	1	1
405	как единого	1	1
406	есть не	1	1
407	состоянии некоторого	1	1
408	или же	1	1
409	и романного	1	1
410	в новелле	1	1
411	один и	1	1
412	нем самом	1	1
413	с этой	3	1
414	с другом	2	1
415	здесь в	4	1
416	ей явления	1	1
417	того что	3	1
418	потому что	2	1
419	и оценки	1	1
420	а лишь	1	1
421	характерное для	1	1
422	иной степени	9	1
423	и формы	4	1
424	в начале	1	1
425	из персонажей	1	1
426	быть не	1	1
427	к риторике	1	1
428	введенного в	1	1
429	произведение в	1	1
430	необходимый фон	1	1
431	лишь одним	1	1
432	далек от	1	1
433	жанров не	1	1
434	в первый	1	1
435	религиозные и	1	1
436	от процесса	1	1
437	для романа	2	1
438	в подлинное	1	1
439	сознания в	1	1
440	жанров в	1	1
441	жил в	1	1
442	и главное	1	1
443	от жанра	2	1
444	различные формы	2	1
445	тех или	1	1
446	из его	1	1
447	к изучению	1	1
448	голоса в	2	1
449	вне ее	1	1
450	произведения в	1	1
451	себе самому	1	1
452	в новом	1	1
453	и сам	3	1
454	мышлении и	1	1
455	и прежде	1	1
456	на фоне	7	1
457	и более	1	1
458	и ему	1	1
459	оно живет	1	1
460	а как	2	1
461	он может	2	1
462	явления как	1	1
463	что видит	1	1
464	в единство	2	1
465	не требует	3	1
466	из уст	1	1
467	на самом	2	1
468	косвенной речи	1	1
469	все время	3	1
470	кроме самого	1	1
471	в целом	2	1
472	художественные и	1	1
473	эту форму	1	1
474	у нас	2	1
475	его своею	1	1
476	свою жизнь	1	1
477	рассеянной чужой	1	1
478	лишь в	4	1
479	не входит	1	1
480	данного произведения	1	1
481	подхода к	5	1
482	тот же	1	1
483	на одном	1	1
484	слов и	2	1
485	мы видели	1	1
486	именно как	2	1
487	своего предмета	5	1
488	поэтому и	3	1
489	почти полное	1	1
490	но уже	1	1
491	европейского романа	3	1
492	дело в	1	1
493	и от	4	1
494	от его	3	1
495	с которыми	2	1
496	время было	1	1
497	до наших	1	1
498	эта характеристика	1	1
499	когда она	1	1
500	того же	6	1
501	них как	2	1
502	не дает	1	1
503	также могут	1	1
504	к своему	6	1
505	при анализе	1	1
506	за пределами	2	1
507	как только	3	1
508	наших дней	1	1
509	данный момент	4	1
510	в слове	7	1
511	на мир	4	1
512	этого момента	1	1
513	довлеет себе	1	1
514	от самого	1	1
515	мир как	1	1
516	тонах и	1	1
517	что все	2	1
518	приводят к	1	1
519	может иметь	1	1
520	который не	1	1
521	в состоянии	1	1
522	точке зрения	2	1
523	по своему	2	1
524	однако и	1	1
525	высказывания как	1	1
526	есть его	1	1
527	в них	6	1
528	для большинства	1	1
529	за все	1	1
530	слова в	8	1
531	речи и	1	1
532	в котором	2	1
533	мы уже	2	1
534	установка не	1	1
535	по крайней	1	1
536	в типовых	1	1
537	с таким	1	1
538	всем своем	1	1
539	какая бы	1	1
540	то у	1	1
541	от того	1	1
542	между которыми	1	1
543	действительности и	1	1
544	зрения не	2	1
545	том же	4	1
546	не мешает	1	1
547	учета слушателя	1	1
548	так сказать	5	1
549	диалога и	1	1
550	ними и	1	1
551	однако с	1	1
552	как определенные	1	1
553	в действительности	1	1
554	в самом	5	1
555	между настоящим	1	1
556	ни с	1	1
557	таким же	1	1
558	впрочем не	1	1
559	на другом	1	1
560	что и	1	1
561	что как	1	1
562	и было	1	1
563	не могут	3	1
564	в едином	1	1
565	он еще	1	1
566	особенности к	1	1
567	в меру	1	1
568	в процессе	4	1
569	же о	1	1
570	становления и	1	1
571	как рассказчик	1	1
572	его из	1	1
573	фоне которых	1	1
574	не устраняет	1	1
575	есть уже	1	1
576	на этом	2	1
577	как у	1	1
578	чужому слову	4	1
579	вместе со	2	1
580	таковы например	1	1
581	нет ничего	1	1
582	от других	2	1
583	мы и	2	1
584	до последнего	2	1
585	и столь	1	1
586	быть и	4	1
587	в различных	1	1
588	понимания не	1	1
589	о себе	1	1
590	он видит	1	1
591	нас в	2	1
592	от предмета	1	1
593	также и	3	1
594	ни был	1	1
595	в общем	1	1
596	и к	5	1
597	всякое высказывание	1	1
598	слова от	1	1
599	ему не	2	1
600	жанров с	1	1
601	в некотором	1	1
602	к конкретным	1	1
603	оказываются в	1	1
604	чем он	2	1
605	могло быть	1	1
606	в вопросах	1	1
607	рассказчика не	1	1
608	не бывает	1	1
609	и у	2	1
610	всего в	1	1
611	смерть и	1	1
612	и со	1	1
613	которая не	3	1
614	и где	1	1
615	и есть	1	1
616	и ответ	1	1
617	в которых	1	1
618	углубляется как	1	1
619	это было	1	1
620	с языком	2	1
621	взаимодействия с	3	1
622	и то	2	1
623	которых он	1	1
624	романного слова	4	1
625	и может	3	1
626	и уже	1	1
627	слова которое	1	1
628	своего исторического	3	1
629	в самостоятельный	2	1
630	в самой	1	1
631	одному из	2	1
632	существенную роль	1	1
633	и ценностными	2	1
634	здесь как	1	1
635	затем следует	1	1
636	не могла	2	1
637	по аналогии	1	1
638	меньшей степени	4	1
639	в виду	1	1
640	и определяет	1	1
641	речи но	2	1
642	но во	1	1
643	но именно	4	1
644	первый раз	1	1
645	если бы	1	1
646	этого второго	1	1
647	характерно что	2	1
648	и эта	2	1
649	и соотношений	1	1
650	этого жанра	2	1
651	как сказано	3	1
652	ними не	1	1
653	к одному	1	1
654	могли бы	1	1
655	протяжении всего	1	1
656	и стилистической	1	1
657	является в	1	1
658	и по	2	1
659	он и	1	1
660	но это	1	1
661	замысла говорящего	1	1
662	к предмету	4	1
663	с ними	3	1
