N	2gram	Tiupa_Lite_1	formyVre
414	в различных	1	1
415	аналогии с	3	1
416	в значительной	1	1
417	не выходит	1	1
418	раз и	2	1
419	между тем	2	1
420	нуждается в	3	1
421	на одном	1	1
422	совершенно особое	1	1
423	другого в	3	1
424	непосредственно в	1	1
425	исходя из	3	1
426	тех пор	1	1
427	герой в	1	1
428	в формах	4	1
429	что будет	1	1
430	по своей	3	1
431	толстой например	1	1
432	что даже	1	1
433	для себя	5	1
434	и является	2	1
435	должен быть	2	1
436	это становится	1	1
437	самом и	1	1
438	мира во	1	1
439	по этому	2	1
440	литературе и	1	1
441	в теле	1	1
442	и жизни	1	1
443	тот или	1	1
444	себя в	6	1
445	образов в	1	1
446	тогда же	1	1
447	и сверх	1	1
448	для всех	1	1
449	оказывается в	1	1
450	не можем	1	1
451	то и	2	1
452	всем его	1	1
453	борьбы с	1	1
454	вернуться к	1	1
455	в виде	1	1
456	свидетельствует о	1	1
457	самому и	1	1
458	как такового	1	1
459	он один	2	1
460	никого не	1	1
461	со всем	1	1
462	выходит за	1	1
463	еще и	3	1
464	бытия в	1	1
465	в отличие	5	1
466	не переставая	1	1
467	что не	2	1
468	более того	1	1
469	в рассказе	1	1
470	другой стороны	1	1
471	одну из	2	1
472	или с	1	1
473	несмотря на	3	1
474	но как	1	1
475	все более	2	1
476	многих его	1	1
477	с разными	1	1
478	со временем	2	1
479	не знал	1	1
480	установкой на	1	1
481	одной стороны	2	1
482	в художественных	1	1
483	пример в	1	1
484	а отнюдь	1	1
485	да и	3	1
486	стремления к	1	1
487	призыв к	1	1
488	в условиях	1	1
489	между прочим	1	1
490	имел в	1	1
491	тех же	3	1
492	это уже	2	1
493	уже на	1	1
494	этого рода	2	1
495	культуры и	1	1
496	в стихотворении	4	1
497	основе этой	1	1
498	слова у	1	1
499	а все	1	1
500	это как	2	1
501	которая в	2	1
502	в отдельных	1	1
503	особого рода	2	1
504	действительной жизни	1	1
505	для читателя	2	1
506	бы на	2	1
507	и вдруг	1	1
508	от ее	1	1
509	он же	1	1
510	в свою	1	1
511	состоит из	1	1
512	бы ни	1	1
513	от всех	1	1
514	совершенно не	1	1
515	и влияниями	1	1
516	прошлому и	1	1
517	например природа	1	1
518	ко всему	2	1
519	исключительное значение	1	1
520	по поводу	2	1
521	этой точки	3	1
522	они не	1	1
