N	2gram	Berdyaev_O_1	Psycholo
119	указать на	1	3
120	к этому	2	3
121	отношения к	1	2
122	например в	1	2
123	на самом	1	2
124	не имеют	1	2
125	и больше	1	2
126	одним словом	1	2
127	и чем	1	2
128	заключено в	1	2
129	и я	1	2
130	в истории	2	2
131	в одной	1	2
132	как к	2	2
133	этот случай	1	2
134	представляет собой	1	2
135	он в	2	2
136	думать что	1	2
137	человеке и	5	2
138	а вовсе	1	2
139	до самого	5	2
140	в силу	1	2
141	и вот	3	2
142	в совершенно	1	2
143	не совпадает	1	2
144	она стала	1	2
145	места в	1	2
146	и ее	3	2
147	но он	7	2
148	и более	1	2
149	что сам	1	2
150	в этих	3	2
151	и очень	2	2
152	нет никакого	1	2
153	этими двумя	1	2
154	в русской	3	2
155	ничего не	2	2
156	к ней	2	2
157	у нас	1	2
158	не могут	3	2
159	он видит	1	2
160	из всего	2	2
161	не могу	1	2
162	в глаза	1	2
163	он до	1	2
164	том как	1	2
165	со стороны	1	2
166	с ним	3	2
167	в которую	1	2
168	говорит он	1	2
169	самого конца	2	2
170	что только	1	2
171	и действительно	1	2
172	должен был	2	2
173	со всеми	1	2
174	уже не	1	2
175	своих героев	1	2
176	к каким	1	2
177	одно из	2	2
178	для него	5	2
179	всяком случае	1	2
180	в конце	1	2
181	свою мысль	1	2
182	на примере	1	2
183	а с	1	2
184	говорит о	1	2
185	до конца	7	2
186	к его	1	2
187	хотя бы	3	2
188	но сам	1	2
189	смысле этого	1	2
190	это есть	1	2
191	что же	2	2
192	о человеке	29	2
193	быть не	1	2
194	этого слова	1	2
195	своей жизни	2	2
196	противоречие и	1	2
197	была бы	1	2
198	к этой	2	2
199	во всяком	1	2
200	не нужна	1	1
201	если вы	1	1
202	в обычном	1	1
203	чтобы не	1	1
204	с кем	1	1
205	и потому	2	1
206	он хотел	1	1
207	и есть	3	1
208	своего духа	1	1
209	и до	1	1
210	уже указывали	1	1
211	и самое	1	1
212	вот о	1	1
213	и тут	1	1
214	между этими	1	1
215	сложнее и	2	1
216	героев он	1	1
217	себе что	1	1
218	и он	8	1
219	еще не	3	1
220	с его	4	1
221	там и	1	1
222	природы и	2	1
223	слишком много	1	1
224	но не	1	1
225	дано было	1	1
226	не все	2	1
227	отношение к	5	1
228	еще больше	1	1
229	хотя и	2	1
230	между двумя	1	1
231	с душой	1	1
232	есть на	1	1
233	то в	1	1
234	поэтому он	1	1
235	в зачаточном	1	1
236	самой природе	1	1
237	за это	1	1
238	это единственная	1	1
239	только один	1	1
240	было дано	1	1
241	слабые люди	1	1
242	ее как	1	1
243	в корне	1	1
244	свои собственные	1	1
245	так часто	1	1
246	заключает в	1	1
247	это конечно	1	1
248	эту истину	1	1
249	том случае	1	1
250	и с	2	1
251	не бывало	1	1
252	сказать в	1	1
253	есть не	1	1
254	это не	3	1
255	в жизни	1	1
256	кажется что	1	1
257	она и	1	1
258	ведется от	1	1
259	он и	1	1
260	о чем	1	1
261	ясно для	1	1
262	должно быть	2	1
263	и тогда	1	1
264	было не	1	1
265	не уничтожает	1	1
266	оказывается что	1	1
267	мысли и	3	1
268	он весь	2	1
269	над ними	1	1
270	рассказ ведется	1	1
271	тему которая	1	1
272	можно ли	2	1
273	человек и	4	1
274	а иногда	1	1
275	с которой	2	1
276	мысли в	1	1
277	дело в	1	1
278	на два	1	1
279	ее с	1	1
280	не по	1	1
281	в уме	1	1
282	ушел от	1	1
283	показывает нам	1	1
284	в русском	1	1
285	вот что	1	1
286	этом отношении	1	1
287	раскрывается в	5	1
288	и заключается	1	1
289	и всех	1	1
290	всего в	2	1
291	бы он	1	1
292	не есть	2	1
293	все еще	2	1
294	всегда в	1	1
295	он указывает	1	1
296	действующие лица	1	1
297	с каким	1	1
298	характер и	1	1
299	мысль о	2	1
300	уже с	1	1
301	можно было	1	1
302	так и	2	1
303	не с	1	1
304	всех героев	1	1
305	которая была	1	1
306	и каждый	1	1
307	подойти к	2	1
308	по сравнению	1	1
309	достигает в	1	1
310	один человек	1	1
311	никогда и	2	1
312	у нее	1	1
313	это я	1	1
314	все та	1	1
315	иное что	1	1
316	это часто	1	1
317	есть непременно	1	1
318	это было	3	1
319	доходит до	1	1
320	которых в	1	1
321	нет у	1	1
322	что человек	3	1
323	в глазах	1	1
324	в форме	1	1
325	и можно	1	1
326	еще более	1	1
327	его силы	1	1
328	по содержанию	1	1
329	будто бы	1	1
330	трагедии и	1	1
331	и других	1	1
332	что сама	1	1
333	только одно	3	1
334	ведь это	2	1
335	когда дело	1	1
336	противоречии с	1	1
337	тех которые	1	1
338	и везде	1	1
339	свойство ее	1	1
340	у самого	1	1
341	в других	2	1
342	не было	9	1
343	момент в	2	1
344	обычном смысле	1	1
345	как у	1	1
346	не занят	2	1
347	а именно	1	1
348	не потому	1	1
349	и прежде	1	1
350	что для	2	1
351	от этого	1	1
352	был в	1	1
353	и самый	1	1
354	и своим	1	1
355	него не	2	1
356	разговор с	1	1
357	ближе к	1	1
358	которой в	1	1
359	в частности	1	1
360	исходит от	1	1
361	зачаточном виде	1	1
362	не иное	1	1
363	не одно	1	1
364	сравнению с	1	1
365	любой из	1	1
366	с тобой	1	1
367	и там	2	1
368	бросается в	1	1
369	и раскрытие	1	1
370	оба они	1	1
371	о его	5	1
372	отличается от	1	1
373	нисколько не	1	1
374	самые противоположные	1	1
375	подходит и	1	1
376	отношениях к	1	1
377	именно чтобы	1	1
378	к одной	1	1
379	от него	7	1
380	от всех	1	1
381	и ни	2	1
382	отношении к	1	1
383	всех тех	1	1
384	это все	1	1
385	и эта	1	1
386	жизни а	1	1
387	ко всему	1	1
388	видели в	1	1
389	жизни и	1	1
390	но еще	1	1
391	случае если	1	1
392	все что	3	1
393	к гибели	3	1
