N	2gram	Ircho_Kome_3	Mirosoze
272	самом деле	6	1
273	вели к	1	1
274	из сторон	1	1
275	к которой	1	1
276	и всякий	1	1
277	в сторону	1	1
278	если в	1	1
279	отличие от	2	1
280	и речи	4	1
281	что они	2	1
282	и хочу	1	1
283	которые не	1	1
284	более чем	5	1
285	стало быть	1	1
286	в одной	1	1
287	вот я	1	1
288	его на	2	1
289	как к	1	1
290	ней в	2	1
291	что совершается	1	1
292	это был	1	1
293	тебе была	1	1
294	его тайну	1	1
295	он дал	1	1
296	отказывается от	1	1
297	человек у	1	1
298	роль в	2	1
299	говорят о	1	1
300	имеем в	1	1
301	ставит нас	1	1
302	был всегда	1	1
303	стоит у	1	1
304	которой не	1	1
305	судьбы но	1	1
306	страшная и	1	1
307	и почему	1	1
308	нее и	1	1
309	к одному	1	1
310	в силу	2	1
311	отцов и	1	1
312	его от	2	1
313	в каждом	1	1
314	же не	1	1
315	в состоянии	1	1
316	значение в	1	1
317	нам ближе	1	1
318	говорил что	1	1
319	них не	1	1
320	в понимании	1	1
321	в душе	1	1
322	это было	1	1
323	дома и	3	1
324	непосредственно примыкает	1	1
325	всю свою	1	1
326	чтобы узнать	1	1
327	после этого	2	1
328	как встреча	1	1
329	которым он	2	1
330	лучше не	1	1
331	искать у	1	1
332	а что	1	1
333	и вся	1	1
334	когда я	1	1
335	гибель или	1	1
336	хотя в	1	1
337	нисколько не	3	1
338	с еще	1	1
339	сказать в	1	1
340	во время	6	1
341	от своего	1	1
342	доводит до	2	1
343	этой связи	2	1
344	и без	2	1
345	не от	1	1
346	в отличие	1	1
347	лишь средством	1	1
348	что я	1	1
349	должны были	1	1
350	любовь и	1	1
351	сам же	1	1
352	точку зрения	1	1
353	без участия	1	1
354	обращение к	1	1
355	войти в	1	1
356	найти себе	1	1
357	вовсе не	4	1
358	сам он	2	1
359	ему как	1	1
360	в атмосфере	1	1
361	в отношении	4	1
362	же сам	1	1
363	не менее	5	1
364	эта мысль	1	1
365	вплоть до	2	1
366	трудно было	2	1
367	еще до	1	1
368	в обоих	1	1
369	что ему	2	1
370	то чего	1	1
371	что их	2	1
372	он еще	1	1
373	в самых	1	1
374	не могло	1	1
375	себе самом	1	1
376	знает он	1	1
377	в гневе	1	1
378	так много	1	1
379	находятся в	1	1
380	до вечера	1	1
381	во всем	1	1
382	и после	2	1
383	и мысли	3	1
384	же он	1	1
385	хочет быть	2	1
386	в области	2	1
387	от того	2	1
388	у меня	1	1
389	не одно	1	1
390	все то	1	1
391	к себе	5	1
392	нет ни	2	1
393	все еще	2	1
394	которой она	1	1
395	быть назван	1	1
396	почему он	1	1
397	приходит к	1	1
398	и открывает	1	1
399	и о	2	1
400	приносит нам	1	1
401	можно сделать	1	1
402	и этим	3	1
403	в пределах	2	1
404	не столько	1	1
405	и сам	5	1
406	в образе	2	1
407	можно было	2	1
408	так и	4	1
409	было в	1	1
410	она была	2	1
411	в тихом	1	1
412	жизнь и	1	1
413	без основания	1	1
414	в эпоху	2	1
415	из одного	1	1
416	и даже	3	1
417	с утра	1	1
418	не меньше	1	1
419	об этом	7	1
420	средством для	1	1
421	а к	1	1
422	именно потому	2	1
423	понять как	1	1
424	это я	1	1
425	выдержала испытания	1	1
426	и поэтому	4	1
427	и та	1	1
428	в глаза	3	1
429	правда у	1	1
430	одного из	3	1
431	нас в	1	1
432	в греческой	1	1
433	более глубоко	1	1
434	путь к	1	1
435	от них	1	1
436	этот момент	1	1
437	примыкает к	1	1
438	восходит к	1	1
439	и только	1	1
440	в другой	1	1
441	все время	2	1
442	в описании	1	1
443	и наконец	1	1
444	душой не	1	1
445	он хочет	1	1
446	на которой	1	1
447	всего творчества	1	1
448	моменты в	1	1
449	мысли не	1	1
450	сразу же	4	1
451	в новой	1	1
452	речи о	4	1
453	одной из	3	1
454	со слезами	1	1
455	ли он	1	1
456	трагедии и	2	1
457	их жизни	1	1
458	между тем	2	1
459	и ее	2	1
460	не выдержала	1	1
461	в эти	1	1
462	лишь бы	1	1
463	так что	6	1
464	в нашей	1	1
465	рассказывает о	1	1
466	ответ на	1	1
467	участие в	1	1
468	его и	1	1
469	не сам	1	1
470	высшей точки	1	1
471	себе в	3	1
472	но нет	1	1
473	всяком случае	3	1
474	что она	4	1
475	на одном	1	1
476	в одном	2	1
477	т п	4	1
478	себя от	2	1
479	ее не	1	1
480	к ним	3	1
481	как его	1	1
482	идет в	1	1
483	и никогда	1	1
484	существо и	1	1
485	своего дома	1	1
486	от ее	1	1
487	ответной любви	2	1
488	не были	1	1
489	нас перед	1	1
490	выходит за	1	1
491	страстью или	1	1
492	а именно	1	1
493	уходит в	1	1
494	с той	1	1
495	чем он	1	1
496	действующих лиц	1	1
497	что не	3	1
498	говорит о	1	1
499	близко к	1	1
500	а на	2	1
501	не на	1	1
502	жизнь в	1	1
503	как ни	1	1
504	и открыть	1	1
505	свое собственное	1	1
506	у порога	1	1
507	ближе к	2	1
508	если не	3	1
509	и выражает	1	1
510	не видит	1	1
511	мог быть	1	1
512	в частности	3	1
513	к старому	1	1
514	суждений о	1	1
515	к его	1	1
516	ничего нет	1	1
517	в моей	1	1
518	мы опять	1	1
519	человек хочет	1	1
520	к жизни	1	1
521	сравнению с	2	1
522	в течение	3	1
523	наряду с	2	1
524	да и	1	1
525	можно принять	1	1
526	остался в	1	1
527	для понимания	2	1
528	в это	1	1
529	что мы	2	1
530	только для	2	1
531	о его	2	1
532	в смысле	1	1
533	под влиянием	2	1
534	перед собой	1	1
535	самое главное	1	1
536	отношений и	1	1
537	она уже	1	1
538	то не	1	1
539	и пришел	1	1
540	целый ряд	2	1
541	из себя	3	1
542	бы он	3	1
543	иное чем	1	1
544	тем более	4	1
545	не должен	1	1
546	ни к	1	1
547	ли что	1	1
548	связана у	1	1
549	характеристику его	1	1
550	человеческой природой	1	1
551	к какому	1	1
552	обычно не	1	1
553	самой своей	1	1
554	но этот	1	1
555	для нашего	1	1
556	жизни а	1	1
557	я уверен	1	1
558	выходят за	1	1
559	на это	3	1
560	можно назвать	1	1
561	пути к	1	1
562	это тем	1	1
563	в своих	2	1
564	пришел в	1	1
565	самого бога	1	1
566	и эта	1	1
567	перейдет в	1	1
568	так же	4	1
569	во всяком	3	1
570	они не	1	1
571	в цельном	1	1
