N	2gram	Bakhtin_Fr_8	Tragedij
119	по мнению	1	2
120	между этими	1	2
121	и ее	4	2
122	уже не	3	2
123	в виде	2	2
124	в одном	2	2
125	на меня	1	2
126	тем что	1	2
127	говорит о	2	2
128	до конца	11	2
129	ребенка и	1	2
130	под влиянием	1	2
131	было в	1	2
132	в данном	2	2
133	она должна	1	2
134	еще раз	1	2
135	это уже	1	2
136	потому что	6	2
137	в частности	7	2
138	по поводу	1	2
139	только он	1	1
140	ту же	4	1
141	одним из	5	1
142	например в	4	1
143	с жизнью	1	1
144	человека и	2	1
145	и др	8	1
146	самом деле	2	1
147	поэтому он	1	1
148	на две	2	1
149	в какой-то	1	1
150	века в	1	1
151	и могут	1	1
152	той же	6	1
153	и новые	1	1
154	относится еще	1	1
155	по определению	1	1
156	вместо того	1	1
157	ему в	1	1
158	в виду	1	1
159	подчеркнуть что	1	1
160	из ее	1	1
161	в ней	4	1
162	литературы и	1	1
163	между собой	1	1
164	содержатся в	1	1
165	или от	1	1
166	и служит	1	1
167	в чем	1	1
168	и мира	1	1
169	во всех	8	1
170	но не	5	1
171	что роман	1	1
172	значение и	2	1
173	с отцом	1	1
174	с совершенно	1	1
175	некоторые черты	1	1
176	большое значение	1	1
177	за пределы	4	1
178	его романа	1	1
179	даже некоторые	1	1
180	чем же	1	1
181	в центре	2	1
182	вот как	2	1
183	он широко	1	1
184	и наконец	3	1
185	стиля и	1	1
186	и хотя	2	1
187	роль играет	1	1
188	в которой	4	1
189	автор в	1	1
190	сливается с	1	1
191	он в	1	1
192	это тот	1	1
193	во фраке	1	1
194	говорит не	1	1
195	как он	1	1
196	вообще не	1	1
197	это право	1	1
198	по-видимому не	1	1
199	так сказать	5	1
200	которой не	1	1
201	и еще	2	1
202	его самого	1	1
203	к одному	1	1
204	не к	1	1
205	не как	2	1
206	так часто	2	1
207	дистанции между	1	1
208	на свете	1	1
209	таким образом	17	1
210	последнее слово	5	1
211	здесь мы	3	1
212	а затем	1	1
213	же не	1	1
214	в другом	3	1
215	конечно в	2	1
216	самого автора	1	1
217	в ход	1	1
218	есть беседа	1	1
219	на все	1	1
220	лишь в	1	1
221	это было	1	1
222	заключается в	1	1
223	претензии на	1	1
224	с начала	3	1
225	из первых	1	1
226	они только	1	1
227	но затем	1	1
228	в них	11	1
229	тот самый	1	1
230	эту тему	1	1
231	со своими	1	1
232	которой он	1	1
233	в развитии	2	1
234	будущего и	1	1
235	обратимся к	1	1
236	можно так	1	1
237	но если	1	1
238	и при	2	1
239	в своей	2	1
240	наших дней	1	1
241	эта тема	1	1
242	во времена	3	1
243	в котором	2	1
244	если можно	1	1
245	значение для	1	1
246	и вот	1	1
247	но он	3	1
248	речи в	1	1
249	не могли	2	1
250	возвращается к	1	1
251	тому что	1	1
252	так он	1	1
253	не раз	1	1
254	что эта	1	1
255	самого начала	1	1
256	на котором	2	1
257	того как	2	1
258	в эпизоде	4	1
259	как его	1	1
260	он с	1	1
261	только не	2	1
262	и всегда	1	1
263	в отношениях	1	1
264	в самой	1	1
265	и притом	1	1
266	по своей	4	1
267	камень и	1	1
268	рассказом о	1	1
269	для нас	1	1
270	особое значение	2	1
271	связи с	6	1
272	был так	1	1
273	смысл этой	1	1
274	что на	2	1
275	в области	5	1
276	в стиле	1	1
277	и далее	1	1
278	мы встречаем	2	1
279	один раз	1	1
280	мы узнаем	1	1
281	могут быть	1	1
282	позиция в	1	1
283	что оно	1	1
284	его с	1	1
285	и т.д	3	1
286	части романа	1	1
287	книги не	1	1
288	где он	1	1
289	образы и	4	1
290	как мы	7	1
291	вещами и	3	1
292	и о	3	1
293	того чтобы	4	1
294	и образ	2	1
295	xiii главы	1	1
296	родного дома	1	1
297	в душу	1	1
298	с самого	1	1
299	говорили что	5	1
300	роль в	5	1
301	с собой	2	1
302	можно было	1	1
303	на родине	1	1
304	больше в	1	1
305	в борьбе	2	1
306	начала и	4	1
307	во многом	2	1
308	когда в	2	1
309	по сравнению	1	1
310	на них	3	1
311	в эпоху	10	1
312	ситуации и	1	1
313	году и	1	1
314	была его	1	1
315	на вопрос	1	1
316	но мы	1	1
317	после того	1	1
318	а также	3	1
319	чтобы не	1	1
320	от него	1	1
321	все в	1	1
322	это была	3	1
323	между тем	3	1
324	отметить что	2	1
325	в форме	3	1
326	есть с	1	1
327	романа в	2	1
328	какой-то мере	1	1
329	тех лет	1	1
330	и она	1	1
331	о своих	1	1
332	в литературе	3	1
333	того что	1	1
334	в новой	1	1
335	он стал	1	1
336	мы видим	6	1
337	что даже	1	1
338	только в	9	1
339	во всем	4	1
340	как нечто	1	1
341	с одной	4	1
342	именно на	1	1
343	устной речи	2	1
344	эти образы	3	1
345	носит в	1	1
346	так можно	1	1
347	только на	2	1
348	дело с	1	1
349	не знать	1	1
350	в больших	1	1
351	но самое	1	1
352	все образы	1	1
353	характерно что	2	1
354	одно из	1	1
355	и их	8	1
356	ко всей	1	1
357	слова в	1	1
358	к ним	2	1
359	характерны для	1	1
360	и вместе	1	1
361	мир на	1	1
362	рядом с	3	1
363	в особенности	4	1
364	вопрос об	2	1
365	именно в	1	1
366	была и	1	1
367	и xiii	1	1
368	не было	5	1
369	а на	2	1
370	в образах	1	1
371	на этот	1	1
372	не верит	1	1
373	позиции в	1	1
374	а не	2	1
375	власти и	2	1
376	его как	2	1
377	не быть	1	1
378	очень характерный	2	1
379	своей силе	1	1
380	точности соответствует	1	1
381	трибуле и	1	1
382	в связи	3	1
383	себя на	2	1
384	с помощью	3	1
385	о себе	2	1
386	эти слова	1	1
387	вместе с	2	1
388	и особенно	1	1
389	и потому	4	1
390	эта связь	1	1
391	в духе	4	1
392	не из	1	1
393	xix века	1	1
394	в моей	1	1
395	сравнению с	1	1
396	в той	6	1
397	голова его	1	1
398	к образу	1	1
399	явлений эпохи	1	1
400	для понимания	2	1
401	потому-то он	1	1
402	этого слова	1	1
403	с этой	2	1
404	еще к	1	1
405	и от	1	1
406	в условиях	5	1
407	xii и	1	1
408	здесь есть	3	1
409	в книге	1	1
410	известной степени	1	1
411	уже ни	1	1
412	в результате	5	1
413	это как	1	1
414	такие слова	1	1
415	бы в	3	1
416	и которое	1	1
417	и совершенно	2	1
418	все события	1	1
419	у которого	1	1
420	и темы	1	1
421	обстоит дело	1	1
422	так выразиться	1	1
423	в период	1	1
424	нужно для	1	1
425	от литературы	1	1
426	из тех	1	1
427	в точности	1	1
428	при его	1	1
429	но этот	1	1
430	есть и	5	1
431	но еще	1	1
432	и эта	2	1
433	это в	2	1
434	рот и	1	1
