N	2gram	Vinokur_Vv_1	DiskursI
188	момент в	1	2
189	именно в	8	2
190	с той	1	2
191	и прежде	1	2
192	что будет	1	2
193	в соответствии	2	2
194	не на	1	2
195	воззрения на	2	2
196	вместе с	6	2
197	или по	1	2
198	о чем	4	2
199	в той	7	2
200	или иного	1	2
201	тому как	1	2
202	что же	3	2
203	в ряду	1	2
204	в свое	2	2
205	и для	4	2
206	а к	1	2
207	гораздо менее	1	2
208	интерес к	1	2
209	на языке	2	2
210	а в	5	2
211	может и	1	2
212	с ней	2	2
213	другой стороны	5	2
214	что он	4	2
215	себе самому	1	2
216	это в	2	2
217	за ее	1	1
218	которое возникает	1	1
219	как нечто	8	1
220	речь идет	2	1
221	одним из	5	1
222	чтобы не	1	1
223	а между	1	1
224	самом деле	6	1
225	тех же	1	1
226	это и	1	1
227	на деле	1	1
228	к данному	1	1
229	и есть	3	1
230	в первом	5	1
231	достоевского в	1	1
232	можно говорить	1	1
233	на две	1	1
234	др в	1	1
235	литературного рассказа	1	1
236	но если	3	1
237	есть не	3	1
238	и была	1	1
239	мы не	2	1
240	вопрос о	8	1
241	под ней	3	1
242	не была	1	1
243	в сущности	3	1
244	а для	1	1
245	целого но	1	1
246	на практике	1	1
247	в некотором	1	1
248	этого термина	2	1
249	и со	1	1
250	понятия в	2	1
251	собой в	2	1
252	он был	1	1
253	он сам	3	1
254	в а	1	1
255	бы то	1	1
256	в чем	4	1
257	истории в	2	1
258	во всех	2	1
259	иного рода	1	1
260	сохраняет свое	1	1
261	в ее	11	1
262	это бывает	1	1
263	не то	1	1
264	в сторону	1	1
265	всего он	1	1
266	ответ на	3	1
267	xix столетия	1	1
268	которая не	1	1
269	а через	1	1
270	не просто	4	1
271	связи и	1	1
272	в истории	9	1
273	человеческой личности	1	1
274	мере в	4	1
275	в одной	1	1
276	от содержания	1	1
277	из цикла	1	1
278	в одних	1	1
279	однако не	4	1
280	просто как	1	1
281	хотя и	3	1
282	к числу	1	1
283	себе не	1	1
284	что входит	1	1
285	в этот	2	1
286	то в	1	1
287	в самом	12	1
288	только то	1	1
289	еще на	1	1
290	в которой	1	1
291	таковы например	1	1
292	ни одна	2	1
293	человек писать	1	1
294	раз в	1	1
295	человеке и	1	1
296	говорят о	1	1
297	о возможности	1	1
298	к выводу	6	1
299	задний план	1	1
300	заявляет что	2	1
301	так сказать	1	1
302	о которой	2	1
303	и именно	12	1
304	он должен	1	1
305	же это	2	1
306	не как	3	1
307	в силу	3	1
308	всякий памятник	2	1
309	нашего времени	2	1
310	одной и	2	1
311	его от	1	1
312	на этом	3	1
313	с этой	4	1
314	не бывает	2	1
315	именно это	1	1
316	таким образом	19	1
317	значительной степени	1	1
318	объект и	1	1
319	то ни	1	1
320	различие между	1	1
321	об этом	5	1
322	лишь в	1	1
323	того или	1	1
324	время и	1	1
325	с прошлым	3	1
326	не совпадает	1	1
327	лишь на	1	1
328	практически не	1	1
329	в жизни	1	1
330	этом качестве	1	1
331	так называемого	1	1
332	античной культуры	2	1
333	она и	1	1
334	как выражались	1	1
335	этого не	2	1
336	несмотря на	2	1
337	как сказано	2	1
338	духовной жизни	3	1
339	для собственно	1	1
340	ряде других	1	1
341	она была	2	1
342	со всей	3	1
343	об особом	2	1
344	прямо к	1	1
345	как искусство	2	1
346	в такой	1	1
347	если можно	1	1
348	как произведение	1	1
349	от времени	1	1
350	в которых	6	1
351	установка на	1	1
352	и той	2	1
353	втором случае	1	1
354	тем не	8	1
355	по крайней	4	1
356	и более	1	1
357	и наоборот	2	1
358	не должно	1	1
359	том же	2	1
360	что этот	1	1
361	для нее	1	1
362	любви и	1	1
363	в таких	1	1
364	с теми	2	1
365	самого начала	1	1
366	как о	4	1
367	мысли в	1	1
368	дело не	3	1
369	одна из	2	1
370	к этим	1	1
371	которого он	1	1
372	и имеет	1	1
373	в самых	1	1
374	о них	2	1
375	самого по	1	1
376	и всегда	1	1
377	в общих	1	1
378	ничего не	2	1
379	в разных	5	1
380	не вполне	4	1
381	того как	3	1
382	имеем дело	1	1
383	обратим внимание	1	1
384	ценностей а	1	1
385	иными словами	1	1
386	показывает как	1	1
387	своей природе	3	1
388	и до	2	1
389	xix-xx вв	1	1
390	целое в	1	1
391	во всем	2	1
392	в текст	1	1
393	что русский	1	1
394	не принадлежит	1	1
395	исходный пункт	2	1
396	ему не	1	1
397	или не	1	1
398	и картина	1	1
399	уже о	1	1
400	на некоторое	1	1
401	не могут	5	1
402	но все	3	1
403	и другой	1	1
404	было у	1	1
405	отличается от	1	1
406	всего в	1	1
407	к тому	4	1
408	но также	14	1
409	не есть	4	1
410	в полной	1	1
411	оно не	1	1
412	утверждать что	1	1
413	в применении	6	1
414	должен быть	4	1
415	представляют собой	6	1
416	приходит к	1	1
417	говоря уже	2	1
418	в в	3	1
419	для читателя	1	1
420	языка и	12	1
421	в собственном	2	1
422	с самого	1	1
423	во главе	1	1
424	говорится что	1	1
425	на свой	1	1
426	в культуре	1	1
427	слова а	1	1
428	и сам	2	1
429	что может	3	1
430	можно только	2	1
431	в эпоху	1	1
432	для этого	3	1
433	и даже	5	1
434	с ним	1	1
435	каждый из	2	1
436	о ней	1	1
437	и должно	1	1
438	другом месте	2	1
439	и т.д	4	1
440	внимание на	4	1
441	никак не	1	1
442	и что	4	1
443	в значительной	2	1
444	или меньшую	1	1
445	должно было	1	1
446	в конечном	1	1
447	по слову	1	1
448	по двум	1	1
449	не со	1	1
450	таким путем	1	1
451	данного текста	1	1
452	в форме	2	1
453	крайней мере	4	1
454	как она	4	1
455	традицию не	1	1
456	уже сказано	1	1
457	с каждым	1	1
458	может оказаться	3	1
459	и так	1	1
460	до нас	3	1
461	которыми по	1	1
462	имеет своим	1	1
463	с которыми	1	1
464	так что	5	1
465	на всем	1	1
466	одном и	1	1
467	только на	3	1
468	этого понятия	5	1
469	другие со	1	1
470	особое отношение	1	1
471	во втором	2	1
472	не дает	1	1
473	в новом	1	1
474	всяком случае	3	1
475	художественного образа	1	1
476	содержания и	1	1
477	вовсе не	6	1
478	содержание и	1	1
479	может служить	3	1
480	как такового	2	1
481	общая идея	1	1
482	тем что	6	1
483	были бы	1	1
484	из того	2	1
485	того что	12	1
486	и тех	1	1
487	о своем	1	1
488	еще и	3	1
489	во второй	3	1
490	фактической истории	1	1
491	и др	2	1
492	между ними	2	1
493	но есть	1	1
494	к человеку	1	1
495	быть названо	4	1
496	превращается в	1	1
497	на этот	4	1
498	и составляет	1	1
499	до конца	3	1
500	н э	6	1
501	и своим	1	1
502	с конца	2	1
503	деятельности человека	1	1
504	все то	1	1
505	главе с	1	1
506	и том	1	1
507	что из	1	1
508	ближе к	2	1
509	в одно	1	1
510	должна была	2	1
511	к лицу	1	1
512	человек в	1	1
513	внимания к	1	1
514	автора с	1	1
515	русской литературы	1	1
516	как это	5	1
517	всем что	1	1
518	однако для	1	1
519	речь не	1	1
520	сообщение о	1	1
521	в особенности	4	1
522	из которых	2	1
523	не одно	1	1
524	памятников в	2	1
525	по своему	5	1
526	этого типа	1	1
527	это были	1	1
528	лицом к	1	1
529	в европейской	1	1
530	применении к	6	1
531	для первого	1	1
532	конца xix	1	1
533	но который	1	1
534	да и	4	1
535	кто из	1	1
536	об ее	1	1
537	образцом для	1	1
538	текста на	1	1
539	слова и	1	1
540	и от	1	1
541	той мере	4	1
542	оба они	1	1
543	этом и	1	1
544	но для	1	1
545	один из	6	1
546	и собственно	1	1
547	но с	4	1
548	более того	1	1
549	своим слушателям	1	1
550	истории русской	1	1
551	слова но	1	1
552	сказанное можно	1	1
553	от той	1	1
554	так понятие	1	1
555	особого рода	4	1
556	это требует	1	1
557	еще более	1	1
558	большую или	1	1
559	будто бы	2	1
560	по самой	2	1
561	ни было	1	1
562	же в	1	1
563	хотя в	2	1
564	быть и	2	1
565	одной из	3	1
566	слово в	1	1
567	не говоря	2	1
568	сказать что	5	1
569	он представляет	1	1
570	например и	1	1
571	одновременно и	1	1
572	только о	2	1
573	в какой	4	1
574	также не	1	1
575	ее в	1	1
576	во всяком	3	1
