N	2gram	Losev_Vlad_3	Narrotol
570	даже не	3	1
571	если под	1	1
572	смысла жизни	1	1
573	до сих	1	1
574	однако что	1	1
575	ли это	1	1
576	если говорить	1	1
577	а именно	12	1
578	а всякая	2	1
579	бы эти	1	1
580	это все	1	1
581	но о	3	1
582	от тех	1	1
583	а исключительно	1	1
584	не обращая	1	1
585	на этот	1	1
586	однако и	4	1
587	человеческой жизни	1	1
588	с которым	1	1
589	стороны и	2	1
590	и с	9	1
591	на эту	1	1
592	из многочисленных	1	1
593	что мы	2	1
594	как именно	3	1
595	может иметь	1	1
596	без опоры	1	1
597	уже давно	1	1
598	в специальном	1	1
599	с какою	1	1
600	вместе с	7	1
601	ради того	1	1
602	такое определение	1	1
603	и потому	10	1
604	человек есть	2	1
605	она тем	1	1
606	же с	7	1
607	однако для	1	1
608	не сразу	1	1
609	в человеке	1	1
610	xix века	6	1
611	в плоскости	1	1
612	он говорит	1	1
613	к жизни	1	1
614	не удалось	3	1
615	что же	9	1
616	за рамки	1	1
617	даже с	1	1
618	поскольку он	4	1
619	внимания на	2	1
620	в первой	1	1
621	реакции на	1	1
622	категория которая	1	1
623	абсолютным как	1	1
624	том смысле	1	1
625	может существовать	1	1
626	самой высокой	1	1
627	слова и	1	1
628	сказать не	2	1
629	и от	6	1
630	сих пор	1	1
631	истории однако	1	1
632	все это	1	1
633	и оно	1	1
634	мире а	1	1
635	легко можно	1	1
636	каждой из	1	1
637	которых он	2	1
638	только а	1	1
639	в связи	3	1
640	не существует	2	1
641	не подлежит	1	1
642	котором он	1	1
643	не впадая	1	1
644	когда он	1	1
645	но эти	1	1
646	в этих	2	1
647	еще более	1	1
648	иначе он	1	1
649	мы должны	4	1
650	будто бы	1	1
651	столько самой	1	1
652	или не	3	1
653	определяется его	1	1
654	не обладает	1	1
655	но оно	2	1
656	нам не	1	1
657	может и	1	1
658	отношением к	1	1
659	смысле они	1	1
660	и сейчас	2	1
661	жизни а	2	1
662	в последнем	1	1
663	с такой	2	1
664	не что	1	1
665	бы его	1	1
666	что при	1	1
667	из этого	2	1
668	разным причинам	1	1
669	который не	1	1
670	и представления	1	1
671	в действительности	1	1
672	ее в	3	1
673	этой точки	1	1
674	к этому	2	1
675	во всяком	3	1
676	гораздо более	1	1
