N	2gram	Ircho_Kome_1	formyVre
349	строя на	1	1
350	и тем	2	1
351	чаще всего	3	1
352	в новое	2	1
353	и каждый	1	1
354	ни в	6	1
355	о которых	5	1
356	все равно	1	1
357	как об	1	1
358	в моменты	1	1
359	в действии	2	1
360	наибольшей степени	1	1
361	явления которые	1	1
362	появляются на	1	1
363	мы не	3	1
364	в первые	2	1
365	такой же	2	1
366	лучше всего	1	1
367	и еще	3	1
368	в наибольшей	1	1
369	страны в	1	1
370	с самого	1	1
371	стало быть	1	1
372	которые в	1	1
373	и эти	1	1
374	однако в	3	1
375	времени а	1	1
376	iii и	1	1
377	тому что	1	1
378	при всех	1	1
379	самого начала	1	1
380	одна из	2	1
381	времени у	1	1
382	и сама	1	1
383	на него	4	1
384	не по	1	1
385	в идейной	1	1
386	и уже	1	1
387	или вовсе	3	1
388	правда в	2	1
389	под этим	1	1
390	трагедии в	2	1
391	аналогий в	1	1
392	в форму	2	1
393	и притом	2	1
394	за исключением	3	1
395	п в	1	1
396	во всем	1	1
397	может показаться	1	1
398	и здесь	2	1
399	иронии и	1	1
400	этот источник	1	1
401	не могут	1	1
402	для развития	1	1
403	с полной	1	1
404	его с	1	1
405	и iv	1	1
406	о браке	1	1
407	кем и	1	1
408	сказать что	1	1
409	где он	2	1
410	и силами	1	1
411	себе в	1	1
412	с ее	2	1
413	но при	1	1
414	эта борьба	1	1
415	данном случае	1	1
416	него самого	1	1
417	первой из	1	1
418	действия и	1	1
419	говорили что	1	1
420	то время	5	1
421	художественного мышления	2	1
422	и вернуться	1	1
423	и чаще	2	1
424	яркий пример	1	1
425	и сам	3	1
426	iii в	1	1
427	в нескольких	1	1
428	существующего строя	1	1
429	времени и	2	1
430	это вовсе	1	1
431	место уже	1	1
432	которые он	2	1
433	с собой	1	1
434	еще в	5	1
435	ассоциаций так	1	1
436	один человек	1	1
437	с человеком	1	1
438	на море	3	1
439	эпизод в	1	1
440	афродиты и	1	1
441	них не	1	1
442	с известной	1	1
443	в порядке	1	1
444	и что	1	1
445	в глаза	1	1
446	совершенно ясна	1	1
447	аналогии с	2	1
448	там же	3	1
449	в значительной	1	1
450	и своей	1	1
451	доходит до	1	1
452	между тем	5	1
453	нуждается в	1	1
454	наиболее яркий	1	1
455	говорит он	1	1
456	непосредственно в	1	1
457	даже для	1	1
458	состояние мира	1	1
459	всего этого	2	1
460	и были	1	1
461	и следовательно	1	1
462	следовало бы	1	1
463	в самый	1	1
464	высоких материях	1	1
465	тех пор	1	1
466	герой в	1	1
467	по своей	2	1
468	и одновременно	3	1
469	ли он	1	1
470	для себя	2	1
471	своего выражения	1	1
472	должен был	1	1
473	до нас	5	1
474	поэтому и	1	1
475	проявляется в	1	1
476	он действует	1	1
477	и ее	3	1
478	вопрос об	1	1
479	больше чем	1	1
480	именно на	2	1
481	себя в	1	1
482	тогда же	1	1
483	для всех	2	1
484	оказывается в	1	1
485	то и	2	1
486	не обходится	1	1
487	вернуться к	2	1
488	в виде	3	1
489	афины из	1	1
490	средние и	2	1
491	участие в	4	1
492	мы встречаем	5	1
493	и глава	1	1
494	они с	2	1
495	открытым небом	1	1
496	ее на	1	1
497	не противоречит	1	1
498	точек зрения	2	1
499	герои и	1	1
500	на ее	1	1
501	литературу и	1	1
502	в пародийном	1	1
503	говорить и	1	1
504	после смерти	3	1
505	близок к	1	1
506	еще и	2	1
507	такое же	1	1
508	на которые	2	1
509	в отличие	1	1
510	знакомых нам	1	1
511	в год	1	1
512	пародии на	1	1
513	встречаем мы	1	1
514	на этот	1	1
515	которых мы	2	1
516	у других	2	1
517	другой стороны	5	1
518	его как	1	1
519	совсем иной	1	1
520	одну из	2	1
521	неизвестно кем	1	1
522	для их	1	1
523	него не	1	1
524	время для	1	1
525	несмотря на	4	1
526	против нее	1	1
527	все более	3	1
528	и возрождения	1	1
529	их к	3	1
530	со временем	1	1
531	в изображении	1	1
532	одной стороны	3	1
533	приближающейся к	1	1
534	в страну	1	1
535	времени с	1	1
536	в тех	3	1
537	с тех	1	1
538	скорее можно	1	1
539	да и	3	1
540	в уже	2	1
541	в римских	1	1
542	этого слова	1	1
543	в условиях	1	1
544	см например	2	1
545	видно что	1	1
546	между прочим	2	1
547	из него	1	1
548	тех же	2	1
549	рассматривать как	1	1
550	греческой и	1	1
551	это уже	1	1
552	мы найдем	2	1
553	и дают	2	1
554	уже на	1	1
555	этого рода	1	1
556	культуры и	1	1
557	формы и	1	1
558	в результате	4	1
559	чтобы понять	1	1
560	бы в	1	1
561	конце концов	4	1
562	зрения в	1	1
563	хотя в	1	1
564	бы на	1	1
565	потребность в	1	1
566	не являются	1	1
567	нам не	1	1
568	в свою	2	1
569	наконец что	1	1
570	см особенно	1	1
571	в большом	2	1
572	бы ни	1	1
573	связей и	1	1
574	совершенно не	1	1
575	дело с	1	1
576	ко всему	1	1
577	борьба и	1	1
578	для создания	1	1
579	по поводу	4	1
580	или непосредственно	1	1
581	в таком	1	1
582	этой точки	1	1
583	они не	1	1
