N	2gram	Vygotskiy__7	slovoVRo
146	следовательно и	1	3
147	никогда не	4	3
148	в разных	1	3
149	и здесь	2	3
150	не могут	4	3
151	в других	1	3
152	к тому	7	3
153	самого предмета	1	3
154	к языку	1	3
155	образом в	2	3
156	формы и	1	3
157	о том	4	3
158	и во	4	3
159	все время	1	3
160	того что	14	3
161	в том	18	3
162	словом и	10	3
163	в качестве	5	3
164	конечно не	1	3
165	и других	2	3
166	из них	1	3
167	его и	2	3
168	для него	3	3
169	так как	14	3
170	друг друга	4	3
171	у него	1	3
172	речь и	5	3
173	как такового	2	3
174	именно в	6	3
175	в свою	2	3
176	быть тем	1	3
177	не было	1	3
178	но оно	1	3
179	речь но	1	3
180	не были	1	3
181	с этим	2	3
182	в данном	5	3
183	и там	1	3
184	по существу	1	3
185	с этой	5	3
186	как только	1	3
187	в основном	3	3
188	форм и	2	3
189	мы найдем	1	3
190	в результате	1	3
191	формах и	1	3
192	одной из	4	3
193	из этого	2	3
194	но эти	1	3
195	которая не	1	3
196	например в	1	2
197	связана с	3	2
198	на самом	3	2
199	к своей	1	2
200	то в	2	2
201	в чисто	1	2
202	в котором	4	2
203	оно было	1	2
204	мы уже	3	2
205	той же	8	2
206	а как	1	2
207	мы не	7	2
208	же как	8	2
209	время как	2	2
210	это отношение	2	2
211	они были	1	2
212	мы и	2	2
213	слово не	2	2
214	свою очередь	2	2
215	и то	7	2
216	между собой	6	2
217	столь же	2	2
218	по своему	9	2
219	одним словом	1	2
220	в ее	6	2
221	он может	1	2
222	но не	3	2
223	и речи	19	2
224	между словом	8	2
225	что они	10	2
226	сих пор	3	2
227	речи но	11	2
228	как к	3	2
229	хотя и	1	2
230	от этого	1	2
231	в целом	5	2
232	в известном	2	2
233	нами в	4	2
234	и те	1	2
235	не могла	2	2
236	время и	1	2
237	перестает быть	1	2
238	они в	1	2
239	обособляется в	1	2
240	том и	3	2
241	и по	3	2
242	на этом	1	2
243	одно и	3	2
244	речи эти	2	2
245	на ту	1	2
246	на все	1	2
247	для них	1	2
248	его слово	1	2
249	зрения самого	2	2
250	том что	17	2
251	в этих	2	2
252	могут не	2	2
253	и той	2	2
254	но он	2	2
255	друг другу	3	2
256	даже в	2	2
257	остановимся на	1	2
258	тому что	9	2
259	ничего нового	1	2
260	в самых	1	2
261	дело не	1	2
262	такая же	1	2
263	для нас	2	2
264	в сознании	6	2
265	у нас	2	2
266	ни о	1	2
267	возникает из	6	2
268	всегда в	1	2
269	оно может	1	2
270	и самое	1	2
271	и о	3	2
272	но по	1	2
273	зрения не	1	2
274	то время	2	2
275	можно было	2	2
276	и лингвистика	1	2
277	из одного	1	2
278	и вообще	1	2
279	в другом	1	2
280	одного из	2	2
281	можно сказать	5	2
282	нас в	2	2
283	наконец в	2	2
284	исторического развития	3	2
285	слов и	2	2
286	слова для	1	2
287	в лучшем	2	2
288	предмета и	1	2
289	известном смысле	2	2
290	здесь не	1	2
291	мы видим	3	2
292	между тем	1	2
293	и тем	6	2
294	с которыми	2	2
295	где они	2	2
296	так что	4	2
297	связи с	4	2
298	если мы	5	2
299	только на	3	2
300	в виде	1	2
301	от других	1	2
302	в одном	1	2
303	себя от	2	2
304	свое выражение	8	2
305	для того	18	2
306	в другой	1	2
307	до сих	3	2
308	понимания в	1	2
309	не есть	4	2
310	с другом	2	2
311	а с	1	2
312	пародии на	1	2
313	в определенных	2	2
314	с которым	1	2
315	совершенно не	2	2
316	что все	2	2
317	связь с	1	2
318	в частности	1	2
319	так же	14	2
320	его как	1	2
321	которые являются	1	2
322	в романах	1	2
323	речь в	4	2
324	друг с	2	2
325	должно быть	2	2
326	этом случае	14	2
327	лучшем случае	2	2
328	и слово	3	2
329	как раз	3	2
330	ибо он	1	2
331	слова так	1	2
332	не является	3	2
333	одна из	1	2
334	за словами	1	2
335	имеет дело	1	2
336	потому что	16	2
337	между ними	3	2
338	с ней	2	2
339	сказать что	8	2
340	одновременно и	2	2
341	первом случае	3	2
342	к этому	2	2
343	себя как	1	1
344	как известно	2	1
345	что отношение	1	1
346	слова которые	1	1
347	в словесной	1	1
348	которого в	1	1
349	структуру слова	1	1
350	не находя	1	1
351	от предмета	1	1
352	выражения в	2	1
353	слово входит	1	1
354	словами и	1	1
355	бы для	1	1
356	и есть	2	1
357	речи на	2	1
358	и до	2	1
359	в мыслях	3	1
360	выражается в	2	1
361	действительности и	1	1
362	с таким	1	1
363	в меру	7	1
364	его деятельность	1	1
365	и связанное	1	1
366	которыми он	1	1
367	из всех	5	1
368	концепцию слова	1	1
369	в несколько	1	1
370	слово во	1	1
371	мы имеем	1	1
372	или наоборот	1	1
373	при анализе	1	1
374	и ничего	2	1
375	неизбежно приводит	2	1
376	что между	2	1
377	и свой	2	1
378	что уже	1	1
379	именно к	1	1
380	место в	1	1
381	приводят к	2	1
382	и фактически	1	1
383	оба эти	5	1
384	непосредственно как	1	1
385	но она	1	1
386	внешние признаки	1	1
387	речь эта	2	1
388	начала в	1	1
389	случае в	3	1
390	и он	2	1
391	этот пример	1	1
392	без всякого	1	1
393	там и	1	1
394	его так	1	1
395	а следовательно	1	1
396	понимания не	1	1
397	но как	1	1
398	еще от	1	1
399	а только	1	1
400	в сторону	1	1
401	со всеми	2	1
402	к слову	14	1
403	каком направлении	1	1
404	менее всего	3	1
405	отличие от	2	1
406	друга и	2	1
407	смысловой и	4	1
408	которые не	1	1
409	в одной	3	1
410	стороны и	4	1
411	те стороны	1	1
412	что как	1	1
413	первых двух	1	1
414	образом с	1	1
415	и слова	6	1
416	в очень	1	1
417	могли бы	5	1
418	целый ряд	4	1
419	что по	2	1
420	его к	2	1
421	слова он	2	1
422	в действительности	2	1
423	и свою	1	1
424	в этот	3	1
425	своего выражения	2	1
426	в себя	1	1
427	еще на	1	1
428	к другому	3	1
429	этот новый	1	1
430	бы не	1	1
431	в этой	3	1
432	и тот	1	1
433	как основной	1	1
434	от необходимости	1	1
435	на то	4	1
436	вследствие этого	1	1
437	все ее	1	1
438	что она	8	1
439	на различных	1	1
440	в определенном	2	1
441	в переводе	1	1
442	речи то	4	1
443	резче чем	1	1
444	чем у	3	1
445	не к	1	1
446	по всем	1	1
447	особенностей и	1	1
448	какой бы	1	1
449	одной и	2	1
450	эту сложную	1	1
451	речь с	1	1
452	по аналогии	1	1
453	в основу	1	1
454	зрения является	1	1
455	а затем	2	1
456	в состоянии	1	1
457	есть все	1	1
458	поэтому мы	2	1
459	вещи и	2	1
460	перехода из	1	1
461	заключается в	6	1
462	не умеет	1	1
463	здесь как	2	1
464	всегда знак	1	1
465	есть не	3	1
466	письменная речь	2	1
467	может стать	1	1
468	действительности в	2	1
469	этой работы	2	1
470	только одно	2	1
471	ни в	2	1
472	о которых	2	1
473	но вся	1	1
474	этого не	1	1
475	и уже	1	1
476	и вне	1	1
477	несмотря на	2	1
478	мы видели	3	1
479	как целого	1	1
480	чем в	4	1
481	на этот	1	1
482	индивидуальной речи	1	1
483	всего дальнейшего	1	1
484	как таковой	1	1
485	в один	1	1
486	из языка	1	1
487	но если	2	1
488	таким же	1	1
489	осознания и	2	1
490	и без	1	1
491	самого слова	3	1
492	целого но	1	1
493	мы говорили	2	1
494	мы называем	1	1
495	внутренней в	1	1
496	в отличие	2	1
497	в которых	2	1
498	бы мы	1	1
499	из области	1	1
500	слова еще	1	1
501	тем не	3	1
502	слова к	5	1
503	знак равенства	1	1
504	не менее	4	1
505	два полюса	1	1
506	настолько велика	1	1
507	неизбежно приводят	1	1
508	с теми	1	1
509	вне поля	1	1
510	самого начала	7	1
511	мышления и	9	1
512	правда в	1	1
513	одной плоскости	1	1
514	ее с	1	1
515	его внутренняя	1	1
516	говорящим а	1	1
517	к изучению	3	1
518	он еще	1	1
519	внести в	1	1
520	но только	3	1
521	того чтобы	19	1
522	только не	11	1
523	на котором	3	1
524	речи является	3	1
525	связанное с	1	1
526	только и	3	1
527	в самой	3	1
528	и лишь	1	1
529	языковому сознанию	1	1
530	слову и	1	1
531	есть вовсе	1	1
532	в другую	3	1
533	по своей	10	1
534	дальнейшего развития	1	1
535	привело к	2	1
536	на себе	1	1
537	во всем	3	1
538	самой этой	1	1
539	этом отношении	3	1
540	за ними	1	1
541	в каком	1	1
542	к той	1	1
543	недоразумений и	1	1
544	к отдельным	1	1
545	исходить из	2	1
546	в направлении	5	1
547	есть только	2	1
548	слове но	2	1
549	отличается от	3	1
550	всего в	2	1
551	его с	3	1
552	не дано	1	1
553	особой и	1	1
554	особенности и	1	1
555	совпадать с	1	1
556	но сама	1	1
557	речи эта	1	1
558	самостоятельно и	1	1
559	и это	1	1
560	структуре является	1	1
561	это единство	2	1
562	в виду	5	1
563	внутренняя речь	15	1
564	направлении к	2	1
565	представим себе	1	1
566	для всего	1	1
567	этой особенности	2	1
568	нем с	1	1
569	современное состояние	1	1
570	с самого	7	1
571	степени и	1	1
572	приводит к	4	1
573	переход к	1	1
574	внутреннюю речь	12	1
575	в нескольких	1	1
576	и которые	2	1
577	того и	2	1
578	как два	2	1
579	является в	5	1
580	если бы	5	1
581	для этого	3	1
582	находится в	2	1
583	речью на	1	1
584	движения и	1	1
585	не был	1	1
586	этого основного	1	1
587	исследования и	3	1
588	и что	6	1
589	находятся в	1	1
590	и своеобразной	1	1
591	или на	1	1
592	там в	1	1
593	в единую	1	1
594	это было	1	1
595	и вследствие	1	1
596	слово может	1	1
597	нее нет	2	1
598	возникает и	1	1
599	во втором	3	1
600	нуждается в	3	1
601	что и	3	1
602	направлений в	2	1
603	и только	4	1
604	совершенно невозможно	1	1
605	и она	2	1
606	сохраняются в	1	1
607	условия для	1	1
608	поэтому его	1	1
609	в литературе	1	1
610	разрыва между	1	1
611	время в	2	1
612	правом можно	1	1
613	в двух	1	1
614	для лингвистики	3	1
615	дело с	1	1
616	к чисто	1	1
617	и движение	2	1
618	в стороне	1	1
619	в самое	1	1
620	несет на	1	1
621	не мешает	1	1
622	всякого реального	1	1
623	между отдельными	1	1
624	есть в	3	1
625	элементов не	1	1
626	в неразрывной	1	1
627	отнести к	1	1
628	требует знания	1	1
629	в начале	5	1
630	слова не	1	1
631	самых основных	1	1
632	слова может	3	1
633	неразрывной связи	1	1
634	служить все	1	1
635	и их	5	1
636	в прозе	1	1
637	для сколько-нибудь	1	1
638	здесь перед	1	1
639	его речь	1	1
640	но повторяем	1	1
641	словом на	1	1
642	у нее	5	1
643	к ним	1	1
644	вперед в	1	1
645	случае не	2	1
646	нашло свое	1	1
647	этими словами	1	1
648	от того	1	1
649	самом же	1	1
650	ближайшим образом	1	1
651	в форме	1	1
652	это движение	1	1
653	момент в	3	1
654	нет и	3	1
655	же деле	1	1
656	других не	2	1
657	между которыми	2	1
658	всего своего	1	1
659	главное и	2	1
660	в высшем	1	1
661	понятий как	1	1
662	конструкций и	1	1
663	о своем	2	1
664	в меньшей	1	1
665	поля зрения	1	1
666	свои особые	1	1
667	и неразрывно	1	1
668	слова оно	2	1
669	себя и	2	1
670	что не	2	1
671	слово но	1	1
672	работы по	1	1
673	что для	2	1
674	месте и	1	1
675	только по	3	1
676	то и	4	1
677	бы друг	1	1
678	которых мы	2	1
679	ничем не	1	1
680	слове в	1	1
681	как ни	1	1
682	конструкции которые	1	1
683	о чем	4	1
684	мы остановимся	3	1
685	что мы	9	1
686	должно исходить	1	1
687	ближе к	1	1
688	он и	1	1
689	с помощью	13	1
690	эти особенности	3	1
691	мышлении и	9	1
692	разговорный язык	1	1
693	входить в	1	1
694	вместе с	12	1
695	ко всем	2	1
696	и столь	3	1
697	погруженный в	1	1
698	к действительности	2	1
699	даже с	2	1
700	образом на	1	1
701	его объективной	1	1
702	быть не	1	1
703	этого слова	3	1
704	как за	1	1
705	эти два	1	1
706	всякое слово	1	1
707	аналогии с	1	1
708	но это	3	1
709	сказать нечто	2	1
710	от социального	1	1
711	но с	2	1
712	речи со	1	1
713	на одной	1	1
714	к еще	1	1
715	за его	1	1
716	слова но	3	1
717	слово от	1	1
718	же задаче	1	1
719	их все	1	1
720	о котором	1	1
721	в отдельных	1	1
722	от них	1	1
723	семантику и	1	1
724	как две	1	1
725	находит свое	3	1
726	бы в	5	1
727	особенности в	2	1
728	для его	1	1
729	поэтому все	1	1
730	же в	1	1
731	м б	1	1
732	речь или	1	1
733	превращаясь в	1	1
734	только как	1	1
735	состоит из	1	1
736	при наличии	1	1
737	речи из	2	1
738	речи и	30	1
739	связей и	1	1
740	развитие и	1	1
741	та же	1	1
742	в какой	6	1
743	включает в	1	1
744	речи как	6	1
745	пути к	1	1
746	как слово	2	1
747	и другие	1	1
748	структура ее	1	1
749	значение в	2	1
750	как на	6	1
751	в таком	1	1
752	языка является	1	1
753	все что	6	1
754	этой точки	4	1
755	они не	1	1
