N	2gram	Propp_Russ_1	Problemy
111	между двумя	2	3
112	и до	2	3
113	мы уже	1	3
114	мы имеем	4	3
115	и о	1	3
116	для наших	2	3
117	себе и	1	3
118	отличие от	1	3
119	в той	1	3
120	в своем	3	3
121	из этих	4	3
122	в этой	1	3
123	как он	2	3
124	на то	1	3
125	не к	1	3
126	их в	3	3
127	на этом	3	3
128	они должны	1	3
129	было бы	1	3
130	далеко не	3	3
131	такой же	2	3
132	но если	1	3
133	и при	1	3
134	и их	4	3
135	в отличие	1	3
136	не как	1	3
137	она не	2	3
138	дело в	1	3
139	но здесь	1	3
140	слова как	1	3
141	не могут	1	3
142	с собой	4	3
143	чем у	2	3
144	если бы	1	3
145	никак не	1	3
146	и что	4	3
147	в различных	2	3
148	и во	1	3
149	только на	3	3
150	что и	7	3
151	тем что	4	3
152	себя и	2	3
153	жизнь в	1	3
154	так же	3	3
155	жизнь и	1	3
156	по существу	4	3
157	но для	1	3
158	и для	2	3
159	того же	1	3
160	и другие	13	3
161	ту же	1	2
162	же как	1	2
163	и должны	1	2
164	вопрос о	1	2
165	из своих	1	2
166	мы здесь	1	2
167	а следовательно	1	2
168	если в	3	2
169	к слову	2	2
170	в общем	1	2
171	с этим	2	2
172	когда он	2	2
173	целый ряд	1	2
174	и как	2	2
175	не было	2	2
176	его к	2	2
177	увидим что	1	2
178	от этого	1	2
179	так в	4	2
180	на некоторых	1	2
181	в последний	2	2
182	иногда же	1	2
183	бы ни	1	2
184	должна быть	1	2
185	на том	1	2
186	и по	8	2
187	но все	3	2
188	об этом	9	2
189	на все	2	2
190	от одного	1	2
191	на почве	1	2
192	и тем	1	2
193	этом мы	1	2
194	себя внимание	1	2
195	в которых	5	2
196	не менее	3	2
197	одном из	1	2
198	в слово	1	2
199	которые в	1	2
200	не могли	1	2
201	того как	5	2
202	одна из	4	2
203	но она	2	2
204	не могло	1	2
205	следовательно и	1	2
206	ничего не	3	2
207	к ней	2	2
208	этих случаях	1	2
209	то и	1	2
210	у нас	8	2
211	могут быть	2	2
212	к тому	4	2
213	можно было	1	2
214	те же	1	2
215	с ним	2	2
216	только так	1	2
217	между тем	7	2
218	от них	3	2
219	явление в	1	2
220	и следовательно	1	2
221	этот вопрос	2	2
222	и так	1	2
223	поэтому и	1	2
224	он уже	1	2
225	наших целей	2	2
226	так что	2	2
227	же явления	1	2
228	даже к	1	2
229	а в	9	2
230	в других	11	2
231	и старается	1	2
232	для этого	2	2
233	влияние на	1	2
234	и пр	2	2
235	на этот	3	2
236	его как	2	2
237	в руках	1	2
238	там где	2	2
239	что мы	1	2
240	в одно	1	2
241	прямо на	1	2
242	вместе с	10	2
243	в духе	1	2
244	в данном	1	2
245	к жизни	3	2
246	имеют первостепенное	1	2
247	в первой	1	2
248	этого слова	3	2
249	и различные	1	2
250	себя на	1	2
251	о котором	1	2
252	для нас	6	2
253	его жизнь	1	2
254	не дает	1	2
255	сказать что	1	2
256	нет но	1	2
257	есть и	1	2
258	в заключение	1	2
259	значение в	1	2
260	во всяком	1	2
261	все что	1	2
262	они не	1	2
263	смысла не	1	1
264	мы обнаружим	1	1
265	чтобы не	1	1
266	на самом	2	1
267	из самых	1	1
268	в определенные	1	1
269	которое могло	1	1
270	его чрезвычайно	1	1
271	по преимуществу	1	1
272	оно было	1	1
273	собственном смысле	1	1
274	видеть в	1	1
275	над ней	1	1
276	в доме	2	1
277	жизни здесь	1	1
278	и могут	1	1
279	несколько иной	1	1
280	из всех	1	1
281	в несколько	1	1
282	или наоборот	1	1
283	входит в	4	1
284	собой как	1	1
285	не во	1	1
286	к новой	1	1
287	их к	2	1
288	этом не	1	1
289	от своих	1	1
290	не вполне	1	1
291	в каждой	1	1
292	этот вечер	3	1
293	это время	2	1
294	в ней	2	1
295	в xix	10	1
296	которую можно	1	1
297	и сами	1	1
298	между собой	2	1
299	всем этим	1	1
300	именно эти	1	1
301	это имеет	2	1
302	в нашем	2	1
303	как правило	3	1
304	обстояло дело	2	1
305	а только	1	1
306	же она	1	1
307	который мы	1	1
308	он пишет	1	1
309	входили в	1	1
310	и лучше	2	1
311	между основными	1	1
312	искал в	1	1
313	в собственном	1	1
314	она как	1	1
315	на какое-нибудь	1	1
316	однако не	1	1
317	приводят к	1	1
318	именно такие	1	1
319	он на	1	1
320	та же	2	1
321	точку зрения	1	1
322	из жизни	1	1
323	что это	3	1
324	в целом	2	1
325	тому же	1	1
326	во многих	5	1
327	с новым	1	1
328	что она	2	1
329	своим целям	1	1
330	только себя	1	1
331	он должен	1	1
332	однако он	1	1
333	в силу	2	1
334	в первом	1	1
335	что у	2	1
336	направленности как	1	1
337	не бывает	1	1
338	здесь мы	1	1
339	что все	1	1
340	же не	2	1
341	и характер	1	1
342	связанных с	1	1
343	влиять на	1	1
344	на этой	2	1
345	и иногда	1	1
346	его в	1	1
347	и мы	1	1
348	не соответствует	1	1
349	можно это	1	1
350	в них	6	1
351	жизни то	1	1
352	не всегда	1	1
353	несмотря на	3	1
354	первый день	5	1
355	мы знаем	1	1
356	чем в	2	1
357	своего апогея	1	1
358	в один	2	1
359	можно ответить	1	1
360	во время	14	1
361	превращались в	1	1
362	что если	1	1
363	во второй	1	1
364	при изучении	5	1
365	слова совершенно	1	1
366	сам и	1	1
367	необходимо указать	1	1
368	эта как	1	1
369	место в	1	1
370	не столько	1	1
371	что до	1	1
372	но эта	1	1
373	не будем	3	1
374	такую же	1	1
375	что было	1	1
376	обращение к	1	1
377	и под	1	1
378	тому что	4	1
379	нет того	1	1
380	все для	1	1
381	проблем не	1	1
382	при всех	1	1
383	вплоть до	4	1
384	дня и	1	1
385	но они	3	1
386	полу и	1	1
387	и роль	1	1
388	виду что	1	1
389	что ему	2	1
390	дело не	1	1
391	тогда когда	1	1
392	что их	1	1
393	здесь на	1	1
394	к этим	1	1
395	весь этот	1	1
396	в самых	1	1
397	иметь в	1	1
398	значение этого	1	1
399	примерно в	1	1
400	и всегда	1	1
401	и без	1	1
402	в три	1	1
403	и углубленной	1	1
404	и нужно	1	1
405	связи с	4	1
406	и сама	1	1
407	в более	2	1
408	только с	1	1
409	как будто	5	1
410	что на	4	1
411	в области	3	1
412	конец этого	1	1
413	и самой	1	1
414	что часто	1	1
415	такие же	1	1
416	начиная с	3	1
417	называя его	1	1
418	когда они	1	1
419	немного на	1	1
420	отсюда как	1	1
421	должны быть	1	1
422	что наш	1	1
423	и другим	2	1
424	другое слово	1	1
425	его с	4	1
426	служить и	1	1
427	его значение	1	1
428	они и	2	1
429	уже на	1	1
430	и поэтому	2	1
431	у себя	1	1
432	а затем	1	1
433	как не	2	1
434	данном случае	1	1
435	от времени	1	1
436	мы наблюдаем	2	1
437	некоторых других	1	1
438	если они	1	1
439	с первым	1	1
440	не с	3	1
441	иногда в	2	1
442	еще в	4	1
443	но иногда	1	1
444	они становятся	1	1
445	с этого	6	1
446	приводит его	1	1
447	и вообще	1	1
448	стремление к	1	1
449	люди по	1	1
450	лишает их	1	1
451	не был	1	1
452	только жизнь	1	1
453	или на	3	1
454	на что	2	1
455	после того	2	1
456	звучит так	1	1
457	зрения он	1	1
458	от него	1	1
459	по типу	1	1
460	во втором	1	1
461	из своего	1	1
462	хотел бы	1	1
463	наконец в	1	1
464	в настоящей	1	1
465	будем останавливаться	2	1
466	известно что	1	1
467	быть и	2	1
468	на которой	1	1
469	сюда же	1	1
470	один из	8	1
471	в двух	1	1
472	иной художественной	1	1
473	мы видим	2	1
474	в какой	2	1
475	для себя	1	1
476	должен был	1	1
477	точка зрения	1	1
478	с которыми	1	1
479	в эти	4	1
480	и у	5	1
481	это значение	1	1
482	его и	2	1
483	к своим	1	1
484	года этот	1	1
485	слова если	1	1
486	всяком случае	1	1
487	не о	1	1
488	может служить	1	1
489	дело и	1	1
490	в очень	1	1
491	некоторые исследователи	2	1
492	вид что	1	1
493	раза в	1	1
494	к которому	1	1
495	когда по	1	1
496	он во	1	1
497	а с	4	1
498	по всей	1	1
499	и др	4	1
500	что не	1	1
501	что для	1	1
502	в некоторых	4	1
503	связано с	1	1
504	другому и	1	1
505	что им	1	1
506	самом же	1	1
507	в любой	1	1
508	которых мы	1	1
509	и самый	1	1
510	не на	2	1
511	на весь	2	1
512	однако и	1	1
513	так называемой	3	1
514	мы остановимся	1	1
515	совершенно очевидно	1	1
516	но есть	2	1
517	в связи	4	1
518	он впервые	1	1
519	уже давно	1	1
520	деле это	1	1
521	нами как	1	1
522	границы между	1	1
523	и потому	2	1
524	как это	8	1
525	относятся к	2	1
526	настоящей работы	1	1
527	еще лучше	1	1
528	вопросу в	1	1
529	принадлежащий к	1	1
530	между текстами	1	1
531	в тех	4	1
532	в форме	1	1
533	два раза	1	1
534	и другой	3	1
535	довольно много	2	1
536	в это	3	1
537	и смерти	1	1
538	этом случае	5	1
539	в нижнем	1	1
540	слово для	1	1
541	хотя они	1	1
542	ничего а	1	1
543	а к	1	1
544	нету он	1	1
545	можно согласиться	1	1
546	этом можно	1	1
547	же деле	1	1
548	важное значение	1	1
549	по поводу	1	1
550	ты не	1	1
551	в свою	3	1
552	это все	1	1
553	с ней	2	1
554	на более	1	1
555	в частности	2	1
556	но можно	1	1
557	после каждого	1	1
558	из своей	1	1
559	можно назвать	1	1
560	всегда была	1	1
561	ли они	1	1
562	в своих	2	1
563	значение они	1	1
564	к этому	4	1
565	как на	1	1
566	в таком	1	1
567	в роли	1	1
