N	2gram	Bakhtin_fo_1	Myshleni
328	одним из	1	1
329	например в	6	1
330	поворотный пункт	1	1
331	по которым	1	1
332	он всегда	1	1
333	не имеют	3	1
334	иметь место	1	1
335	в доме	1	1
336	по его	1	1
337	мы уже	11	1
338	всего того	3	1
339	основные моменты	1	1
340	большую роль	3	1
341	науки и	1	1
342	только благодаря	1	1
343	его только	1	1
344	принадлежит к	2	1
345	не вполне	1	1
346	это отношение	1	1
347	жизни как	1	1
348	для нашей	1	1
349	и со	1	1
350	в виду	3	1
351	же что	2	1
352	основе этого	1	1
353	в ней	4	1
354	в отличие	2	1
355	еще не	5	1
356	на них	2	1
357	моменты как	2	1
358	мы наблюдали	1	1
359	в различных	2	1
360	человеку между	1	1
361	друг к	2	1
362	и читателей	1	1
363	могло быть	4	1
364	то он	1	1
365	которые связаны	1	1
366	мы будем	2	1
367	не входит	2	1
368	отличие от	2	1
369	не связанный	1	1
370	значение для	1	1
371	он ни	1	1
372	сама по	1	1
373	в истории	2	1
374	что во	1	1
375	только ее	1	1
376	или косвенно	1	1
377	стороны и	2	1
378	и целостности	1	1
379	различных сферах	1	1
380	кроме того	4	1
381	в полном	1	1
382	вопросом о	1	1
383	его к	1	1
384	всю специфику	1	1
385	к построению	1	1
386	по изучению	1	1
387	психологии и	1	1
388	та же	1	1
389	себя к	1	1
390	применительно к	1	1
391	или во	1	1
392	не оставляет	6	1
393	выражение в	2	1
394	тоже не	1	1
395	но без	1	1
396	отчасти и	1	1
397	раз в	4	1
398	объединенные в	1	1
399	с их	2	1
400	но на	4	1
401	не могла	1	1
402	связан со	1	1
403	ряду и	1	1
404	вообще не	3	1
405	с чем	1	1
406	как оно	2	1
407	в нем	24	1
408	она становится	3	1
409	о которой	1	1
410	и еще	2	1
411	что еще	1	1
412	оно должно	1	1
413	именно этим	1	1
414	новое и	2	1
415	в плане	1	1
416	уже за	1	1
417	его от	2	1
418	его можно	1	1
419	будем говорить	1	1
420	этой основе	1	1
421	могла бы	1	1
422	как они	1	1
423	который он	1	1
424	связанные с	1	1
425	особенности в	1	1
426	здесь то	1	1
427	самим собой	2	1
428	на этой	4	1
429	совершенно иная	1	1
430	уже знаем	1	1
431	моменты в	1	1
432	это противоречие	1	1
433	здесь это	3	1
434	в жизни	6	1
435	бы совершенно	2	1
436	этой первой	2	1
437	о которых	1	1
438	в самую	1	1
439	нами был	1	1
440	которой он	1	1
441	уже у	1	1
442	строгом смысле	2	1
443	мир в	2	1
444	автора и	2	1
445	в эту	1	1
446	во время	1	1
447	таким же	1	1
448	осознания и	1	1
449	значительную роль	1	1
450	наших дней	1	1
451	и новый	1	1
452	однако этот	1	1
453	оказывается что	2	1
454	в основном	5	1
455	является только	1	1
456	для изучения	1	1
457	но эта	3	1
458	которые в	1	1
459	времен и	1	1
460	что было	3	1
461	надо сказать	1	1
462	раз и	2	1
463	ними но	1	1
464	времени сам	1	1
465	вплоть до	1	1
466	человека но	1	1
467	образом первое	1	1
468	как о	1	1
469	знакомится с	1	1
470	ними не	1	1
471	что наука	1	1
472	и вместо	1	1
473	они встречались	1	1
474	и сама	1	1
475	во всякой	2	1
476	следовательно и	1	1
477	находятся в	1	1
478	их авторов	1	1
479	то новое	1	1
480	того в	1	1
481	все стороны	1	1
482	в другую	2	1
483	самому своему	1	1
484	и является	2	1
485	на природу	1	1
486	всей жизни	2	1
487	в более	2	1
488	на некоторые	1	1
489	чтобы избегнуть	1	1
490	и оно	1	1
491	что можно	1	1
492	поэтому не	1	1
493	выход из	2	1
494	по самому	2	1
495	когда мы	1	1
496	во все	2	1
497	не вызывает	1	1
498	в других	9	1
499	в совокупности	1	1
500	как только	1	1
501	слова но	1	1
502	отличается от	1	1
503	числе и	2	1
504	еще яснее	1	1
505	могло не	1	1
506	должны быть	1	1
507	себя только	1	1
508	той или	2	1
509	оно не	2	1
510	поставить вопрос	1	1
511	мы привели	1	1
512	существенные черты	1	1
513	что человек	1	1
514	из всего	1	1
515	с ее	6	1
516	не существует	1	1
517	на другой	2	1
518	на основе	2	1
519	эти свойства	1	1
520	постараемся показать	1	1
521	эти элементы	1	1
522	чтобы быть	1	1
523	это с	1	1
524	во главе	1	1
525	в точном	2	1
526	включает в	1	1
527	в дальнейшем	6	1
528	связанных между	1	1
529	в совершенно	1	1
530	как с	1	1
531	судьбы и	4	1
532	с самим	5	1
533	живет в	1	1
534	одном и	1	1
535	здесь нет	3	1
536	неразрывное единство	1	1
537	разумеется что	2	1
538	находится в	1	1
539	только и	5	1
540	и здесь	1	1
541	но к	1	1
542	в самой	2	1
543	внимание на	1	1
544	не ту	1	1
545	все его	3	1
546	единства и	2	1
547	а также	2	1
548	и нового	1	1
549	нас в	3	1
550	новое что	1	1
551	моменты своей	1	1
552	на протяжении	1	1
553	этой идее	1	1
554	когда оно	1	1
555	но нет	1	1
556	позволит нам	1	1
557	на одном	1	1
558	что и	3	1
559	это не	6	1
560	в форме	3	1
561	а следовательно	1	1
562	на развитие	2	1
563	также в	1	1
564	совершенно новом	1	1
565	может иметь	1	1
566	о своих	1	1
567	и последнее	2	1
568	принципиально по	1	1
569	мы увидим	1	1
570	что даже	1	1
571	явления в	2	1
572	которой мы	1	1
573	также и	2	1
574	не имеющих	1	1
575	своему составу	1	1
576	на несколько	1	1
577	по этому	1	1
578	в эти	1	1
579	что из	1	1
580	так что	1	1
581	одной из	3	1
582	и у	5	1
583	возрасте в	1	1
584	является не	1	1
585	от других	1	1
586	из них	1	1
587	но для	2	1
588	процесс и	1	1
589	могло бы	1	1
590	как их	1	1
591	свойства и	1	1
592	моментов в	1	1
593	человека связан	1	1
594	к ним	2	1
595	или это	1	1
596	как его	1	1
597	у него	6	1
598	они с	2	1
599	которые могут	1	1
600	связи в	1	1
601	свободно говорили	1	1
602	само собой	2	1
603	звеном между	1	1
604	до наших	2	1
605	именно как	4	1
606	не связанных	1	1
607	не были	2	1
608	или иной	2	1
609	мы это	1	1
610	связаны с	3	1
611	эта работа	1	1
612	бы назвать	1	1
613	соответствии с	2	1
614	собой разумеется	2	1
615	и др	9	1
616	что не	3	1
617	противоречие между	1	1
618	к человеку	1	1
619	в соответствии	2	1
620	не на	1	1
621	них и	1	1
622	не было	7	1
623	сообщения и	1	1
624	более общего	1	1
625	и составляет	1	1
626	до конца	4	1
627	более того	3	1
628	как ни	1	1
629	отнюдь не	5	1
630	в ряду	1	1
631	и том	1	1
632	в одно	3	1
633	когда я	1	1
634	должны подвергнуть	1	1
635	для них	3	1
636	характера его	1	1
637	играют в	1	1
638	мы говорим	1	1
639	в строгом	2	1
640	их к	2	1
641	тот факт	1	1
642	к своему	2	1
643	по своему	1	1
644	к жизни	2	1
645	наряду с	5	1
646	собой в	1	1
647	деятельности это	1	1
648	в тех	1	1
649	человек с	1	1
650	распадается на	1	1
651	в это	2	1
652	нам еще	1	1
653	некоторые моменты	1	1
654	всех его	1	1
655	общественной жизни	1	1
656	между прочим	1	1
657	из ряда	1	1
658	особенностей и	1	1
659	вопрос в	1	1
660	и для	4	1
661	случаях когда	1	1
662	указать на	1	1
663	живет и	1	1
664	на внешнее	1	1
665	ее содержания	1	1
666	к будущему	1	1
667	или в	3	1
668	происходит их	1	1
669	своей собственной	3	1
670	человек и	2	1
671	в отдельных	1	1
672	эти проблемы	1	1
673	или другой	1	1
674	подвергается и	1	1
675	у них	2	1
676	эти особенности	2	1
677	ни к	3	1
678	от всего	1	1
679	на одно	1	1
680	себя на	1	1
681	все то	2	1
682	этих элементов	1	1
683	слово в	1	1
684	лишь что	1	1
685	совершенно независимо	1	1
686	не быть	1	1
687	совершенно не	2	1
688	на проблеме	1	1
689	того на	1	1
690	именно к	1	1
691	поэтому основной	1	1
692	к моменту	1	1
693	время не	2	1
694	но эти	1	1
695	судьбы в	1	1
696	к этой	1	1
697	и другие	5	1
698	что касается	1	1
699	в таком	3	1
700	том числе	4	1
701	гораздо более	1	1
