N	2gram	Bakhtin_fo_1	VeschiIm
182	их в	3	3
183	между прочим	1	3
184	как о	1	3
185	тогда когда	2	3
186	в основе	5	3
187	того чтобы	5	3
188	этот тип	2	3
189	или как	4	3
190	к ней	2	3
191	в философии	1	3
192	к себе	4	3
193	к тому	3	3
194	всегда есть	1	3
195	и самое	1	3
196	нет никакой	1	3
197	и сам	1	3
198	так и	12	3
199	и вообще	2	3
200	но когда	1	3
201	один из	3	3
202	явления как	1	3
203	мы видим	3	3
204	тот же	1	3
205	что он	1	3
206	но как	1	3
207	только на	3	3
208	сама по	1	3
209	мы находим	2	3
210	в одном	3	3
211	отношение к	2	3
212	никогда не	2	3
213	соответствует и	1	3
214	вместе с	3	3
215	в той	4	3
216	да и	3	3
217	она может	1	3
218	себя самого	1	3
219	бы в	1	3
220	и ни	1	3
221	тем более	1	3
222	хотя бы	2	3
223	не быть	1	3
224	с самим	5	3
225	нем нет	2	2
226	от этого	2	2
227	тем же	1	2
228	ту же	2	2
229	поэтому и	3	2
230	мы уже	11	2
231	той же	2	2
232	как мы	14	2
233	человека и	11	2
234	но она	2	2
235	своей собственной	3	2
236	конечно и	4	2
237	мы будем	2	2
238	а только	2	2
239	себе и	3	2
240	тут же	1	2
241	наряду с	5	2
242	как в	6	2
243	может состояться	1	2
244	и нет	2	2
245	образом и	1	2
246	выражение в	2	2
247	приводит к	1	2
248	смыслом и	1	2
249	как совершенно	1	2
250	он не	5	2
251	о которой	1	2
252	для того	5	2
253	как часто	1	2
254	и вот	1	2
255	но все	5	2
256	и может	2	2
257	об этом	2	2
258	то есть	33	2
259	на этой	4	2
260	которая была	1	2
261	ни в	8	2
262	но уже	1	2
263	и уже	3	2
264	жизнь и	4	2
265	вот эта	1	2
266	где она	1	2
267	для нее	1	2
268	же мы	1	2
269	но они	3	2
270	с которой	1	2
271	дело в	2	2
272	и сама	1	2
273	чем не	3	2
274	в разных	5	2
275	в самой	2	2
276	это именно	1	2
277	как она	2	2
278	и его	16	2
279	вещи так	1	2
280	это уже	1	2
281	я сам	1	2
282	и явлений	1	2
283	данном случае	1	2
284	самим собою	3	2
285	степени и	1	2
286	с собой	1	2
287	находится в	1	2
288	в виду	3	2
289	но к	1	2
290	и во	7	2
291	это было	1	2
292	во втором	2	2
293	еще более	3	2
294	тот момент	1	2
295	в качестве	3	2
296	и они	1	2
297	его и	2	2
298	только к	3	2
299	моментов в	1	2
300	мы можем	1	2
301	о которых	1	2
302	в особенности	9	2
303	на ее	1	2
304	них и	1	2
305	о чем	1	2
306	что из	1	2
307	ближе к	1	2
308	если не	1	2
309	только я	2	2
310	но оно	2	2
311	в частности	6	2
312	мы говорили	3	2
313	самого себя	1	2
314	первый тип	6	2
315	себя я	1	2
316	кроме того	4	2
317	при всем	1	2
318	в более	2	2
319	ее но	1	2
320	внутреннее содержание	1	2
321	ни к	3	2
322	но зато	1	2
323	же оно	1	2
324	находим в	1	2
325	жизни в	8	2
326	была бы	2	2
327	от всех	1	2
328	является и	1	2
329	в своих	1	2
330	так же	6	2
331	во всяком	3	2
332	и наиболее	1	1
333	я и	1	1
334	его моменты	1	1
335	разных времен	1	1
336	же как	2	1
337	наших теоретических	1	1
338	связана с	1	1
339	и бытие	1	1
340	идет о	1	1
341	по этим	1	1
342	между двумя	6	1
343	из самых	1	1
344	по преимуществу	3	1
345	не имеют	3	1
346	оно было	1	1
347	в зависимости	1	1
348	собою в	1	1
349	и существенную	1	1
350	для своего	1	1
351	освещение и	1	1
352	и ничего	1	1
353	в которой	2	1
354	именно к	1	1
355	но по	2	1
356	происходило в	1	1
357	время как	5	1
358	оно вообще	1	1
359	это отношение	1	1
360	жизни как	1	1
361	и со	1	1
362	уже в	2	1
363	в xix	1	1
364	и на	8	1
365	между собой	4	1
366	первый план	1	1
367	философии не	1	1
368	себя а	1	1
369	всего этого	2	1
370	с его	9	1
371	внутри этих	1	1
372	могло быть	4	1
373	одном и	1	1
374	с совершенно	1	1
375	совершенно ясно	1	1
376	отличие от	2	1
377	и речи	5	1
378	форме и	1	1
379	нет как	1	1
380	всех ее	1	1
381	и первый	1	1
382	в истории	2	1
383	только ее	1	1
384	стороны и	2	1
385	мы отвлекаемся	1	1
386	внутренняя жизнь	2	1
387	перед нами	1	1
388	хотя и	3	1
389	оно обязательно	1	1
390	и к	2	1
391	даже просто	1	1
392	самом начале	1	1
393	слова он	1	1
394	и свою	1	1
395	в разнообразных	1	1
396	есть для	1	1
397	все эти	9	1
398	но без	1	1
399	отчасти и	1	1
400	в этой	1	1
401	раз в	4	1
402	зависимости от	1	1
403	вот когда	1	1
404	движение и	1	1
405	тому же	2	1
406	как он	2	1
407	но на	4	1
408	должны еще	1	1
409	не могла	1	1
410	и реальной	1	1
411	в определенном	3	1
412	главным образом	1	1
413	при этом	3	1
414	наш анализ	1	1
415	он ни	1	1
416	все другие	2	1
417	чтобы они	4	1
418	и еще	2	1
419	в понимании	1	1
420	и совершенно	1	1
421	он должен	2	1
422	функции и	1	1
423	не к	2	1
424	не как	2	1
425	той его	1	1
426	каково же	2	1
427	его от	2	1
428	и по	2	1
429	будем говорить	1	1
430	имеют в	1	1
431	есть все	1	1
432	конечно в	1	1
433	определенном направлении	1	1
434	по природе	2	1
435	и внешнее	1	1
436	в это	2	1
437	говорить в	1	1
438	во многом	2	1
439	в них	4	1
440	она и	1	1
441	далеко не	2	1
442	бы было	1	1
443	и вне	3	1
444	конечно о	1	1
445	и того	6	1
446	в научной	1	1
447	одного и	5	1
448	нет никакого	1	1
449	на первый	1	1
450	этом случае	1	1
451	только того	1	1
452	тип можно	1	1
453	нас не	1	1
454	уже к	1	1
455	в котором	4	1
456	и действует	1	1
457	в отличие	2	1
458	они уже	1	1
459	основе ее	1	1
460	единство и	1	1
461	но эта	3	1
462	с такою	1	1
463	что было	3	1
464	уже сказали	2	1
465	с такими	1	1
466	и очень	1	1
467	раз и	2	1
468	иной раз	1	1
469	судьбы ее	1	1
470	бытие самого	1	1
471	воздерживаться от	1	1
472	дело не	1	1
473	не имеет	4	1
474	что наука	1	1
475	например что	1	1
476	бытие для	1	1
477	и вместо	1	1
478	находятся в	1	1
479	всего на	1	1
480	и сильно	1	1
481	ровно ничего	1	1
482	по своей	1	1
483	связанными между	1	1
484	самому своему	1	1
485	и является	2	1
486	он между	1	1
487	это слово	1	1
488	так называемый	2	1
489	эти три	1	1
490	и единством	1	1
491	в каком	2	1
492	с другом	1	1
493	отличие его	1	1
494	есть было	1	1
495	необходимо предполагает	1	1
496	и оно	1	1
497	что можно	1	1
498	поэтому не	1	1
499	не могут	3	1
500	могут быть	5	1
501	указать на	1	1
502	еще яснее	1	1
503	различных типов	1	1
504	на проблеме	1	1
505	опыта и	1	1
506	обычно в	2	1
507	из всего	1	1
508	они наделены	1	1
509	в конце	9	1
510	на основе	2	1
511	и от	1	1
512	как по	2	1
513	и внутреннее	3	1
514	уже с	1	1
515	за нами	1	1
516	с самого	2	1
517	то время	4	1
518	в пределах	5	1
519	смысле но	2	1
520	на том	1	1
521	если они	2	1
522	природе своей	2	1
523	в другом	1	1
524	здесь как	2	1
525	быть или	1	1
526	правда очень	1	1
527	или иной	2	1
528	полным и	1	1
529	и вещи	1	1
530	условиях не	1	1
531	или только	1	1
532	в порядке	3	1
533	не был	1	1
534	то они	1	1
535	существенной и	1	1
536	за пределами	1	1
537	таким же	1	1
538	а также	2	1
539	из ряда	1	1
540	нас в	3	1
541	мы понимаем	1	1
542	связь между	2	1
543	от них	1	1
544	не чувствует	1	1
545	с нами	1	1
546	на одном	1	1
547	но конечно	2	1
548	резко отличается	1	1
549	в теории	1	1
550	его то	1	1
551	на отдельные	1	1
552	не зная	2	1
553	речи о	1	1
554	целом с	2	1
555	каждый момент	1	1
556	и целостность	1	1
557	которое мы	1	1
558	этого реального	1	1
559	их жизни	1	1
560	всей жизни	2	1
561	на несколько	1	1
562	не было	7	1
563	второй тип	2	1
564	с одной	3	1
565	было так	1	1
566	для всех	2	1
567	бесконечный ряд	1	1
568	собою все	1	1
569	конечно не	4	1
570	и у	5	1
571	каком же	2	1
572	в начале	3	1
573	является не	1	1
574	от других	1	1
575	должно иметь	1	1
576	при помощи	1	1
577	зрения на	1	1
578	которого на	1	1
579	всяком случае	1	1
580	и также	1	1
581	и жизненной	1	1
582	форм но	1	1
583	сами по	1	1
584	вовсе не	13	1
585	к первой	1	1
586	не о	2	1
587	как его	1	1
588	у него	6	1
589	него это	1	1
590	совершенно безразлично	2	1
591	на некоторые	1	1
592	явлений в	1	1
593	моменты когда	1	1
594	ее на	1	1
595	в других	9	1
596	время на	1	1
597	где в	1	1
598	различий между	1	1
599	зрения этого	1	1
600	до сих	3	1
601	осмысления и	1	1
602	не обязательно	2	1
603	которых мы	1	1
604	и возник	1	1
605	и прежде	2	1
606	было и	4	1
607	мы еще	3	1
608	говорит о	1	1
609	принадлежит не	2	1
610	какое это	2	1
611	к человеку	1	1
612	в некоторых	2	1
613	ничего что	1	1
614	одной стороны	2	1
615	стремится к	1	1
616	с большей	2	1
617	и самый	1	1
618	жизнь в	2	1
619	как ни	1	1
620	он становится	2	1
621	существу и	1	1
622	с которым	1	1
623	она проявляется	2	1
624	уже давно	1	1
625	нет ничего	4	1
626	величина и	1	1
627	очень важное	1	1
628	даже такие	1	1
629	смысл который	1	1
630	для полного	1	1
631	этот смысл	1	1
632	неотделимо от	2	1
633	их к	2	1
634	теперь когда	1	1
635	из которых	1	1
636	смысле этого	1	1
637	и основной	1	1
638	его чисто	1	1
639	очень важно	1	1
640	вне этой	1	1
641	из этой	1	1
642	по существу	12	1
643	друг с	1	1
644	распадается на	1	1
645	мы сказали	1	1
646	или хотя	1	1
647	этого слова	1	1
648	и формы	1	1
649	слова и	2	1
650	сказать не	1	1
651	сих пор	3	1
652	природу и	1	1
653	но для	2	1
654	не больше	1	1
655	важен не	1	1
656	к другим	1	1
657	вообще есть	1	1
658	переживания и	1	1
659	на одной	1	1
660	этот образ	2	1
661	не является	2	1
662	но какое	1	1
663	могло не	1	1
664	и человек	1	1
665	сферу как	1	1
666	или в	3	1
667	его с	1	1
668	лишь как	2	1
669	у них	2	1
670	необходимых для	1	1
671	и смысл	1	1
672	мы должны	2	1
673	на одно	1	1
674	этих элементов	1	1
675	есть бытие	1	1
676	одной из	3	1
677	становления и	1	1
678	слово в	1	1
679	с ней	1	1
680	мы увидим	1	1
681	от природы	2	1
682	на свет	1	1
683	но эти	1	1
684	к этой	1	1
685	два человека	1	1
686	и эта	2	1
687	к этому	3	1
688	можно назвать	2	1
689	в таком	3	1
690	они не	3	1
691	гораздо более	1	1
