N	2gram	Bakhtin_KF_1	FransuaR
265	и живут	1	1
266	от своей	5	1
267	можно жить	1	1
268	конечно невозможно	1	1
269	моменты его	1	1
270	проникает в	5	1
271	прошлое и	3	1
272	оно было	1	1
273	действительности и	1	1
274	то же	5	1
275	их и	1	1
276	а как	2	1
277	если я	2	1
278	мы не	3	1
279	на первом	2	1
280	и формальной	1	1
281	именно к	1	1
282	быть определены	1	1
283	оба эти	2	1
284	совпадает с	1	1
285	говорить о	2	1
286	жизни это	1	1
287	концепции бытия	1	1
288	т.п но	1	1
289	и временной	1	1
290	и мира	1	1
291	конечно это	1	1
292	но конечно	3	1
293	уже вне	1	1
294	от них	1	1
295	по отношению	26	1
296	действительности а	1	1
297	или иное	2	1
298	только путем	1	1
299	к последним	2	1
300	с этим	1	1
301	как к	2	1
302	и целого	1	1
303	ней в	1	1
304	все остальные	1	1
305	культуры можно	1	1
306	и получает	1	1
307	не равны	1	1
308	не остается	2	1
309	сознания в	2	1
310	и как	2	1
311	живы в	1	1
312	и свою	1	1
313	от этого	2	1
314	в этот	1	1
315	поэтому он	1	1
316	для которого	3	1
317	и конечно	2	1
318	в которой	1	1
319	совершенно иначе	1	1
320	перестал быть	2	1
321	в нашем	1	1
322	близости к	1	1
323	в известном	1	1
324	но его	1	1
325	жизнь как	6	1
326	имеем в	2	1
327	на то	1	1
328	но прежде	1	1
329	сказать в	1	1
330	момента в	1	1
331	для того	3	1
332	жизнью и	1	1
333	мир как	6	1
334	другого мира	1	1
335	из него	3	1
336	на этом	1	1
337	людей и	2	1
338	конца и	1	1
339	здесь мы	4	1
340	могла бы	4	1
341	свой мир	1	1
342	и может	3	1
343	об этом	1	1
344	связанных с	1	1
345	оно становится	1	1
346	где оно	1	1
347	лишь в	8	1
348	действительности в	2	1
349	было бы	8	1
350	человечества но	1	1
351	полноте и	1	1
352	говоря о	1	1
353	к миру	1	1
354	она становится	1	1
355	эти моменты	2	1
356	обычно и	1	1
357	смерть и	1	1
358	но уже	1	1
359	нет в	4	1
360	виду его	1	1
361	нашего исследования	1	1
362	мы имеем	5	1
363	и уже	1	1
364	нигде не	3	1
365	все моменты	1	1
366	всех великих	1	1
367	должен стать	2	1
368	был бы	3	1
369	место в	5	1
370	места в	4	1
371	мысль и	2	1
372	не мир	1	1
373	лежат в	1	1
374	жизнь и	2	1
375	все и	1	1
376	жить только	1	1
377	это небо	1	1
378	направлен на	1	1
379	себя ничего	1	1
380	себе самой	1	1
381	значение для	1	1
382	отношений между	1	1
383	как это	1	1
384	где она	1	1
385	есть его	2	1
386	только для	1	1
387	находится на	1	1
388	но он	1	1
389	жизни является	2	1
390	есть именно	2	1
391	есть еще	1	1
392	ним в	1	1
393	освободиться от	1	1
394	можно ли	1	1
395	не менее	3	1
396	его целом	10	1
397	тем самым	4	1
398	тон его	1	1
399	мира не	3	1
400	с которой	1	1
401	она не	1	1
402	здесь одновременно	1	1
403	в то	3	1
404	мысли в	1	1
405	мышления и	2	1
406	не могло	1	1
407	для всего	1	1
408	следовательно и	1	1
409	на язык	3	1
410	и весь	2	1
411	же время	2	1
412	могут стать	2	1
413	мира одна	1	1
414	всю историю	1	1
415	чужд конечно	1	1
416	остается в	1	1
417	от единства	1	1
418	здесь же	1	1
419	им и	1	1
420	до того	1	1
421	не потому	2	1
422	существенную связь	2	1
423	в живой	1	1
424	в небытие	1	1
425	но там	1	1
426	и такие	1	1
427	лежит в	1	1
428	вошли в	1	1
429	и всех	1	1
430	центром и	1	1
431	жизни этих	1	1
432	оно не	2	1
433	где он	3	1
434	т.е в	1	1
435	этой своей	1	1
436	своего развития	1	1
437	совершенно правильно	1	1
438	того чтобы	2	1
439	что все	1	1
440	здесь не	3	1
441	характер и	1	1
442	то или	2	1
443	и иные	1	1
444	всей своей	2	1
445	культуры на	1	1
446	дано в	1	1
447	как с	1	1
448	котором мы	3	1
449	с собой	1	1
450	области науки	1	1
451	здесь как	1	1
452	научные методы	1	1
453	отсюда и	3	1
454	здесь нет	2	1
455	нет места	1	1
456	все свои	1	1
457	к совершенно	1	1
458	и реальное	1	1
459	подойти к	1	1
460	момент во	1	1
461	это только	2	1
462	был не	1	1
463	остановимся на	1	1
464	с человеком	3	1
465	но здесь	3	1
466	конечно уже	1	1
467	единства и	2	1
468	сводится к	2	1
469	по себе	2	1
470	и та	2	1
471	настоящее время	1	1
472	бытия для	3	1
473	и миром	1	1
474	его жизни	3	1
475	и единый	2	1
476	с нашей	1	1
477	литературе о	1	1
478	которой мы	1	1
479	на ее	1	1
480	необходимый момент	1	1
481	но совсем	1	1
482	и стихийно	1	1
483	но нет	2	1
484	именно она	2	1
485	и только	6	1
486	именно в	5	1
487	единого и	9	1
488	и она	2	1
489	найти и	1	1
490	его просто	1	1
491	нет он	1	1
492	и мир	2	1
493	в жизнь	1	1
494	это приводит	1	1
495	известном смысле	1	1
496	один из	2	1
497	одной из	1	1
498	с ними	3	1
499	в какой	1	1
500	мира его	1	1
501	и действительно	6	1
502	всяком случае	1	1
503	и ее	2	1
504	не было	8	1
505	делает его	1	1
506	значимость и	2	1
507	сюда и	2	1
508	же и	1	1
509	дадим здесь	1	1
510	в единстве	7	1
511	нужно еще	1	1
512	оба этих	2	1
513	не из	2	1
514	смысла в	2	1
515	все названные	1	1
516	его и	2	1
517	он имеет	2	1
518	слиты в	1	1
519	что и	7	1
520	формальный и	1	1
521	к ним	4	1
522	не о	2	1
523	если оно	1	1
524	только по	2	1
525	тем что	3	1
526	это положение	1	1
527	такие которые	1	1
528	момент в	7	1
529	начало было	1	1
530	именно как	1	1
531	со стороны	7	1
532	что тем	1	1
533	точек зрения	1	1
534	мир все	1	1
535	она и	1	1
536	себя и	2	1
537	в живом	1	1
538	только к	1	1
539	к человеку	1	1
540	это мир	2	1
541	не единственным	1	1
542	а за	1	1
543	а не	17	1
544	к таким	1	1
545	жизнь в	1	1
546	его как	5	1
547	в единой	1	1
548	человеческой жизни	1	1
549	одна из	1	1
550	и исторической	1	1
551	пр и	1	1
552	и полнее	1	1
553	понимание бытия	1	1
554	его эстетической	1	1
555	для этой	3	1
556	уже давно	1	1
557	но оно	1	1
558	нас своим	1	1
559	места для	1	1
560	из которых	2	1
561	себя из	1	1
562	может стать	1	1
563	конечно не	7	1
564	и всякого	1	1
565	есть на	2	1
566	в мистерии	1	1
567	момент как	1	1
568	эта в	1	1
569	там где	5	1
570	и смерти	1	1
571	в контексте	5	1
572	первом плане	2	1
573	слова и	1	1
574	не касается	1	1
575	мире с	1	1
576	бытия в	5	1
577	отличается от	1	1
578	ведь и	1	1
579	суждения и	2	1
580	средневековых мистерий	1	1
581	вне его	1	1
582	ее можно	1	1
583	абстрактной мысли	1	1
584	для выражения	1	1
585	этот процесс	1	1
586	единой и	3	1
587	вневременную значимость	1	1
588	в результате	1	1
589	в настоящее	1	1
590	в индивидуальном	1	1
591	абсолютно не	2	1
592	в эту	1	1
593	это позволяет	1	1
594	его бытия	2	1
595	хотя бы	4	1
596	творчества но	1	1
597	все они	1	1
598	они находятся	1	1
599	отношении к	2	1
600	видения и	2	1
601	индивидуальным и	1	1
602	становления и	1	1
603	с ней	1	1
604	и живет	1	1
605	сторона и	1	1
606	но этот	1	1
607	имеет место	1	1
608	отношению к	22	1
609	имеет не	1	1
610	и культуры	1	1
611	включает в	2	1
612	просто не	1	1
613	от единого	2	1
614	разрушило бы	1	1
615	иные моменты	1	1
616	к этому	2	1
617	во всяком	1	1
618	все что	1	1
619	такой же	1	1
620	они не	1	1
