N	2gram	Tiupa_Teor_1	Problemy
282	речи как	1	2
283	в результате	1	2
284	в произведениях	2	2
285	языка в	4	2
286	к области	2	2
287	в литературной	1	2
288	и как	2	2
289	и является	2	2
290	ко второму	1	2
291	зрения как	1	2
292	степени и	1	2
293	в присутствии	2	2
294	себе еще	1	2
295	в плоскости	1	2
296	героя но	1	2
297	в известной	1	2
298	и одновременно	4	2
299	мы конечно	1	2
300	самим собой	3	2
301	или к	1	2
302	высказывания и	1	2
303	вступить в	1	2
304	так я	1	2
305	или иной	4	2
306	со словом	1	2
307	указывает на	1	2
308	можно было	1	2
309	речь в	1	2
310	но она	2	2
311	том или	1	2
312	не могли	1	2
313	в первой	5	2
314	в смерти	1	2
315	все что	1	2
316	и по	2	2
317	я для	1	2
318	той или	1	2
319	в данном	8	2
320	не было	1	2
321	несколько иной	1	1
322	диалогическим углом	2	1
323	вступают в	1	1
324	не становится	1	1
325	это возможно	1	1
326	отношений не	1	1
327	каждом из	1	1
328	синтаксических и	1	1
329	корнями в	2	1
330	жизни а	1	1
331	лишает их	1	1
332	и существенно	1	1
333	его заместители	1	1
334	как правило	4	1
335	на его	1	1
336	есть для	1	1
337	с которыми	1	1
338	на себе	1	1
339	определить и	1	1
340	и вот	3	1
341	данном случае	5	1
342	в связи	1	1
343	входит в	1	1
344	от всех	1	1
345	в собственном	1	1
346	эстетическое отношение	9	1
347	жизни в	2	1
348	от своих	1	1
349	тексте а	1	1
350	позицию по	1	1
351	рассказ о	2	1
352	место в	5	1
353	именно к	1	1
354	в литературе	2	1
355	в целом	3	1
356	внимание и	1	1
357	в двух	1	1
358	его с	1	1
359	мы говорим	1	1
360	является одним	1	1
361	было и	1	1
362	вокруг себя	1	1
363	значительной степени	1	1
364	высказывания а	1	1
365	на это	1	1
366	в более	1	1
367	и делают	1	1
368	к жизненному	1	1
369	для себя	1	1
370	мышления и	2	1
371	эти два	1	1
372	ни были	1	1
373	может служить	2	1
374	никто не	2	1
375	перед лицом	2	1
376	знаковом материале	1	1
377	связи с	1	1
378	высказывания в	3	1
379	читателя в	1	1
380	себя самого	1	1
381	обращается к	2	1
382	смысла и	1	1
383	после того	1	1
384	и жизни	1	1
385	и чрезвычайно	1	1
386	друг другу	1	1
387	определенным образом	2	1
388	его смысла	1	1
389	делает его	2	1
390	авторского замысла	1	1
391	подлинная жизнь	1	1
392	и непосредственное	1	1
393	одновременно и	1	1
394	они могут	1	1
395	углом они	1	1
396	с ней	1	1
397	герой из	1	1
398	можно в	1	1
399	как следствие	1	1
400	наконец в	1	1
401	т.д как	1	1
402	у себя	1	1
403	что это	1	1
404	я и	2	1
405	ивана карамазова	1	1
406	лишь одного	1	1
407	его можно	1	1
408	логическое отношение	1	1
409	под каким	1	1
410	даже в	3	1
411	сопоставлены или	1	1
412	автора на	1	1
413	личности и	4	1
414	в мировой	1	1
415	доминирует в	1	1
416	при всей	1	1
417	в значительной	1	1
418	друг от	1	1
419	этом не	1	1
420	дело не	2	1
421	как это	8	1
422	эта внутренняя	1	1
423	нее нет	1	1
424	человека с	2	1
425	адресата к	1	1
426	а только	3	1
427	в другой	1	1
428	от друга	1	1
429	противопоставлены в	1	1
430	в форме	2	1
431	и внешней	3	1
432	до этого	1	1
433	в нашем	4	1
434	своему собственному	1	1
435	его в	2	1
436	определенных языковых	1	1
437	стиля в	1	1
438	не возникает	1	1
439	иметь в	1	1
440	ему известную	1	1
441	собой в	1	1
442	на которую	1	1
443	лишь путем	1	1
444	две реплики	1	1
445	своими корнями	1	1
446	принадлежит к	3	1
447	в драме	1	1
448	говорит следующее	1	1
449	ее как	1	1
450	с некоторыми	1	1
451	значение языкового	1	1
452	частной жизни	2	1
453	к которому	3	1
454	одно и	1	1
455	иных языковых	1	1
456	речи от	1	1
457	между собой	3	1
458	духа и	1	1
459	тем самым	4	1
460	служить и	1	1
461	а именно	2	1
462	в ее	5	1
463	к действительности	3	1
464	как высшей	1	1
465	этих моментов	1	1
466	здесь мы	1	1
467	самом наличии	1	1
468	из жизни	1	1
469	художественном мире	1	1
470	о мире	1	1
471	рассказчика здесь	1	1
472	этого типа	1	1
473	или противопоставлены	1	1
474	это имеет	1	1
475	что две	1	1
476	существенно отличается	1	1
477	в широком	1	1
478	и притом	2	1
479	авторской позиции	1	1
480	котором он	1	1
481	а затем	1	1
482	отношения в	1	1
483	в преобладании	1	1
484	осмеяние и	1	1
485	вследствие этой	2	1
486	втором эпизоде	1	1
487	на меня	3	1
488	но как	1	1
489	в драматическом	1	1
490	могли бы	2	1
491	перед тем	1	1
492	отношений между	1	1
493	бы вбирает	1	1
494	бы развернуть	1	1
495	не с	3	1
496	что для	1	1
497	данного типа	1	1
498	веселую относительность	1	1
499	из его	1	1
500	духовной жизни	1	1
501	не во	1	1
502	следует подчеркнуть	2	1
503	князя с	1	1
504	теперь в	1	1
505	что автор	1	1
506	и ему	1	1
507	виду что	1	1
508	и без	1	1
509	на которой	1	1
510	по типу	1	1
511	и внутренняя	1	1
512	с человеком	1	1
513	в словаре	2	1
514	между людьми	1	1
515	в наших	1	1
516	то с	1	1
517	и слово	1	1
518	в художественной	1	1
519	этой своей	1	1
520	прозы в	1	1
521	системы языка	1	1
522	к собственному	1	1
523	что не	1	1
524	первых двух	1	1
525	того чтобы	1	1
526	своей жизни	2	1
527	не на	2	1
528	эти стороны	1	1
529	в силу	1	1
530	я в	16	1
531	мира и	1	1
532	можно назвать	1	1
533	во многих	1	1
534	первой части	2	1
535	что достоевский	1	1
536	во второй	7	1
537	смех это	1	1
538	и поэтому	1	1
539	подчеркнуть что	1	1
540	мы в	2	1
541	осуществляет себя	1	1
542	один из	2	1
543	быть или	1	1
544	все люди	1	1
545	при анализе	1	1
546	себя за	1	1
547	за пределами	5	1
548	жанровой традицией	1	1
549	дмитрий карамазов	1	1
550	и потому	2	1
551	а с	3	1
552	от своего	2	1
553	искусства но	3	1
554	со своей	3	1
555	не столько	1	1
556	например слова	1	1
557	как один	1	1
558	ориентирована на	1	1
559	его личности	1	1
560	художественного мира	2	1
561	других типов	1	1
562	и быстрых	1	1
563	что все	1	1
564	со стороны	2	1
565	по поводу	1	1
566	первый момент	1	1
567	возможно в	1	1
568	соответствии со	1	1
569	и соответственно	2	1
570	однако и	1	1
571	слова так	1	1
572	они сопоставлены	1	1
573	в них	2	1
574	продуктивной для	1	1
575	к третьему	1	1
576	стилей социальных	1	1
577	и другим	1	1
578	не сводятся	1	1
579	смотрит и	1	1
580	или иначе	5	1
581	ибо и	1	1
582	и др	1	1
583	одной стороны	2	1
584	а у	1	1
585	но прежде	1	1
586	ни было	1	1
587	человеческих отношений	1	1
588	свобода и	1	1
589	переживания и	1	1
590	по преимуществу	4	1
591	не вполне	2	1
592	героя к	1	1
593	и внутренней	1	1
594	менее чем	1	1
595	в первом	2	1
596	в мир	1	1
597	ему и	1	1
598	смысле не	1	1
599	именно в	3	1
600	с одной	2	1
601	должен был	1	1
602	тому что	2	1
603	формы повествования	1	1
604	чтобы не	1	1
605	в сторону	1	1
606	от ее	1	1
607	совпадает с	3	1
608	мы видим	1	1
609	от себя	3	1
610	или точнее	1	1
611	синтаксической конструкции	1	1
612	она и	1	1
613	иного рода	3	1
614	высказывания мы	1	1
615	из своего	1	1
616	как к	2	1
617	роль в	2	1
618	жизнью в	1	1
619	в это	1	1
620	из того	1	1
621	к какому-нибудь	1	1
622	у нее	1	1
623	здесь также	1	1
624	в своих	1	1
625	быть и	2	1
626	карамазова в	1	1
627	в каждой	1	1
628	отношений и	1	1
629	от своей	1	1
630	от первого	1	1
631	положений и	1	1
632	что речь	1	1
633	однако в	7	1
634	героев и	1	1
635	все и	1	1
636	все они	1	1
637	и иных	1	1
638	другим в	1	1
639	явной и	1	1
640	в последней	1	1
641	в такой	1	1
642	из которого	3	1
643	тон в	1	1
644	ее не	1	1
645	могло быть	2	1
646	но каждая	1	1
647	только люди	1	1
648	в какой	2	1
649	в частности	16	1
650	и вся	1	1
651	такова например	2	1
652	не бывает	1	1
653	была бы	3	1
654	типов но	1	1
655	в области	4	1
656	одним словом	1	1
657	на всех	1	1
658	дается в	1	1
659	он должен	2	1
660	что может	2	1
661	что она	2	1
662	в еще	1	1
663	и то	2	1
664	каждая из	1	1
665	но эта	1	1
666	жизни между	1	1
667	к миру	1	1
668	так или	4	1
669	и особенно	2	1
670	настоящего времени	1	1
671	рассказчиком в	1	1
672	наличии определенных	1	1
673	и сама	1	1
674	античности в	1	1
675	романе достоевского	1	1
676	языка а	1	1
677	как будто	2	1
678	другого я	2	1
679	каким диалогическим	1	1
680	на нее	1	1
681	сливается с	1	1
682	не совпадает	1	1
683	на одну	1	1
684	но во	1	1
685	в соответствии	3	1
686	обратимся к	1	1
687	еще один	1	1
688	том под	1	1
689	известной степени	3	1
690	с их	2	1
691	на их	1	1
692	в обычной	1	1
693	но самое	1	1
694	сводятся к	2	1
695	смысла не	1	1
696	является в	1	1
697	собой как	1	1
698	определенную позицию	1	1
699	свою собственную	1	1
700	жизни но	2	1
701	не обязательно	1	1
702	речевых характеристик	1	1
703	ударом топора	1	1
704	в роли	3	1
705	в свою	3	1
706	в прозе	2	1
707	во втором	3	1
