N	2gram	Losev_Prob_3	EvropaiC
220	в настоящее	2	3
221	что только	1	3
222	ее и	2	3
223	не то	2	3
224	от него	2	3
225	бы в	2	3
226	тем более	3	3
227	только что	2	3
228	а в	5	3
229	гораздо больше	2	3
230	возможно ли	1	3
231	что мы	8	3
232	указывают на	1	3
233	можно назвать	1	3
234	в котором	2	2
235	и до	2	2
236	что эти	1	2
237	также и	16	2
238	и состоит	2	2
239	почти все	1	2
240	а для	1	2
241	с ее	2	2
242	и ее	3	2
243	мы и	2	2
244	же что	1	2
245	в ней	5	2
246	от себя	2	2
247	бы то	4	2
248	во всяком	9	2
249	друг к	1	2
250	к такому	1	2
251	но как	4	2
252	заметим что	1	2
253	в сторону	1	2
254	только тогда	2	2
255	него с	2	2
256	и будет	2	2
257	что они	5	2
258	общего с	3	2
259	есть в	3	2
260	не очень	2	2
261	то в	3	2
262	и там	2	2
263	но на	1	2
264	широком смысле	2	2
265	что она	1	2
266	о которой	1	2
267	том чтобы	1	2
268	одной и	1	2
269	из него	2	2
270	а это	3	2
271	которые уже	2	2
272	же касается	4	2
273	конечно в	1	2
274	к другу	1	2
275	то есть	34	2
276	нечего и	1	2
277	в них	1	2
278	нет в	1	2
279	и особенно	2	2
280	со своими	1	2
281	мы видели	2	2
282	потому и	1	2
283	в один	1	2
284	на первый	4	2
285	которую он	1	2
286	но если	6	2
287	никто не	2	2
288	на месте	1	2
289	можно ли	4	2
290	в которых	3	2
291	точку зрения	1	2
292	образом и	2	2
293	и более	2	2
294	том и	1	2
295	тому что	4	2
296	она не	3	2
297	тем самым	5	2
298	тогда когда	1	2
299	на себе	3	2
300	на него	1	2
301	в процессе	2	2
302	в основе	2	2
303	говорить о	3	2
304	мы все	1	2
305	только не	1	2
306	в самой	2	2
307	очень мало	2	2
308	что на	1	2
309	всех прочих	1	2
310	к таким	1	2
311	это конечно	1	2
312	виде как	2	2
313	от нее	1	2
314	если же	3	2
315	о них	1	2
316	как мы	8	2
317	рассматривать как	2	2
318	только при	4	2
319	на том	1	2
320	и сам	5	2
321	что у	3	2
322	на нее	1	2
323	принять во	1	2
324	все его	1	2
325	в виду	10	2
326	а к	2	2
327	все дело	2	2
328	именно потому	3	2
329	в другом	2	2
330	и поэтому	1	2
331	другими словами	6	2
332	не стоит	2	2
333	все в	1	2
334	которой мы	1	2
335	во втором	1	2
336	полного тождества	1	2
337	исторического развития	1	2
338	нас что	1	2
339	в ту	1	2
340	если это	1	2
341	для самого	2	2
342	было бы	8	2
343	образом как	1	2
344	но с	2	2
345	этот вопрос	3	2
346	пришлось бы	1	2
347	жизни и	6	2
348	промежуток времени	1	2
349	то и	5	2
350	ни было	3	2
351	к своим	1	2
352	считать его	1	2
353	не будут	2	2
354	для него	3	2
355	всяком случае	6	2
356	вовсе не	37	2
357	самого факта	1	2
358	которые могут	1	2
359	к той	1	2
360	и только	6	2
361	не было	5	2
362	с общим	1	2
363	однако это	2	2
364	представляет собою	1	2
365	себя и	1	2
366	что для	3	2
367	одной стороны	1	2
368	отнюдь не	10	2
369	во внимание	2	2
370	в одно	1	2
371	будет иметь	1	2
372	для этой	1	2
373	в частности	2	2
374	такой форме	1	2
375	независимо от	1	2
376	но не	3	2
377	что же	8	2
378	многих других	2	2
379	этого слова	5	2
380	только то	2	2
381	с этой	3	2
382	в гораздо	1	2
383	при условии	2	2
384	между прочим	2	2
385	ни для	2	2
386	но для	1	2
387	говорить что	1	2
388	при таком	2	2
389	то ему	1	2
390	том виде	2	2
391	в отдельных	1	2
392	на более	1	2
393	и говорить	1	2
394	что под	1	2
395	всех тех	1	2
396	они не	1	2
397	гораздо более	5	2
398	смысле слова	8	1
399	от этой	1	1
400	вопрос мы	1	1
401	например в	1	1
402	и весьма	1	1
403	указывало бы	1	1
404	он может	1	1
405	показаться что	1	1
406	это и	7	1
407	основан на	1	1
408	на ступени	2	1
409	и всеми	1	1
410	в первом	1	1
411	смысл этого	1	1
412	ведь и	1	1
413	оно было	1	1
414	все те	1	1
415	той же	1	1
416	отношения к	3	1
417	а как	2	1
418	есть не	5	1
419	из всего	1	1
420	тоже будет	1	1
421	она имеет	1	1
422	мы не	7	1
423	в семье	1	1
424	целиком а	1	1
425	имеет свою	3	1
426	только благодаря	2	1
427	именно те	1	1
428	благодаря тому	1	1
429	время как	4	1
430	похожи на	1	1
431	хотя конечно	1	1
432	значит и	3	1
433	с большим	2	1
434	большей частью	1	1
435	к своему	1	1
436	и самого	1	1
437	произведение и	1	1
438	дело заключается	1	1
439	он сам	4	1
440	иное как	4	1
441	не отличается	1	1
442	бы не	1	1
443	не требует	1	1
444	но тогда	3	1
445	и другие	3	1
446	а только	5	1
447	другую а	1	1
448	себе и	1	1
449	отличаются от	1	1
450	первый взгляд	2	1
451	если она	1	1
452	как в	5	1
453	что именно	1	1
454	однако не	1	1
455	перед нами	8	1
456	кроме того	3	1
457	тех случаях	1	1
458	и как	3	1
459	с понятием	3	1
460	по пути	1	1
461	начала или	1	1
462	тем же	2	1
463	для ее	2	1
464	и хотя	1	1
465	в этот	1	1
466	от самого	1	1
467	себе как	3	1
468	а во-вторых	1	1
469	он в	2	1
470	резко отличаются	1	1
471	то обстоятельство	1	1
472	рассказ о	1	1
473	тоже представляет	1	1
474	нами в	2	1
475	сливаются в	1	1
476	во многих	1	1
477	у а	1	1
478	на его	1	1
479	как оно	3	1
480	стало возможным	1	1
481	но именно	2	1
482	после этого	1	1
483	от которого	1	1
484	перестает быть	1	1
485	на одну	2	1
486	вообще от	2	1
487	в узком	1	1
488	идеи и	3	1
489	к одному	1	1
490	однако он	1	1
491	одна от	2	1
492	окажется для	1	1
493	произведения в	2	1
494	нашего круга	1	1
495	одно и	3	1
496	тут не	1	1
497	здесь мы	1	1
498	одна на	1	1
499	различие между	1	1
500	не полное	2	1
501	для своей	1	1
502	зрения на	2	1
503	было когда	1	1
504	входит в	1	1
505	это было	2	1
506	с другими	3	1
507	или просто	1	1
508	не считают	1	1
509	сравнивать между	1	1
510	он есть	2	1
511	и тем	9	1
512	делает его	1	1
513	ведь в	2	1
514	ведь если	2	1
515	известным образом	1	1
516	по всему	1	1
517	само собою	1	1
518	на второй	1	1
519	помощи этой	1	1
520	которой он	1	1
521	в чистом	3	1
522	то если	1	1
523	остается в	1	1
524	невозможна и	1	1
525	более близкий	1	1
526	в своей	5	1
527	что такое	3	1
528	нас не	5	1
529	этого необходимо	2	1
530	это делает	1	1
531	бы к	3	1
532	и благодаря	1	1
533	не к	1	1
534	положение поскольку	1	1
535	и нужно	1	1
536	строго говоря	1	1
537	и другого	1	1
538	как другие	1	1
539	является только	5	1
540	и той	1	1
541	но он	1	1
542	по крайней	5	1
543	и эти	1	1
544	на другую	1	1
545	однако в	2	1
546	необходимо чтобы	1	1
547	настолько сильна	2	1
548	единственный способ	2	1
549	человека но	3	1
550	случае мы	1	1
551	причем этот	1	1
552	в отношении	2	1
553	каждого отдельного	1	1
554	вещи не	1	1
555	чистом виде	2	1
556	деле это	1	1
557	а а	1	1
558	дело когда	1	1
559	есть нечто	8	1
560	и другое	1	1
561	как о	5	1
562	не имеет	9	1
563	на котором	2	1
564	это нам	1	1
565	и притом	4	1
566	и сама	2	1
567	несколько ниже	1	1
568	часто можно	1	1
569	иметь в	1	1
570	та или	3	1
571	не имели	2	1
572	дело в	4	1
573	больше чем	1	1
574	однако такое	1	1
575	если эта	2	1
576	они являются	1	1
577	к ней	1	1
578	это слово	1	1
579	и его	5	1
580	же он	1	1
581	со своим	2	1
582	мы бы	1	1
583	дело тут	1	1
584	только с	4	1
585	которая по	1	1
586	если только	1	1
587	может показаться	1	1
588	или ином	2	1
589	обстоятельство что	1	1
590	начиная с	1	1
591	в общую	2	1
592	и заключается	1	1
593	есть только	4	1
594	да и	5	1
595	только еще	3	1
596	нам пришлось	3	1
597	всего что	1	1
598	бы он	1	1
599	будут совершенно	1	1
600	всегда в	1	1
601	основанными на	1	1
602	для себя	2	1
603	некоторой степени	1	1
604	в европу	1	1
605	они вовсе	1	1
606	или конца	1	1
607	но при	1	1
608	на нем	1	1
609	здесь не	8	1
610	без всякого	3	1
611	каждый раз	3	1
612	их таким	1	1
613	производят на	1	1
614	об отношении	1	1
615	говорили что	1	1
616	то время	4	1
617	касается только	1	1
618	котором мы	1	1
619	можно только	1	1
620	к тем	1	1
621	что от	1	1
622	не исчерпывается	1	1
623	своей собственной	2	1
624	ничего не	3	1
625	или иной	8	1
626	будет уже	2	1
627	говорят что	1	1
628	быть в	2	1
629	будет нам	1	1
630	и ничем	1	1
631	и та	1	1
632	язык и	1	1
633	но мы	1	1
634	никак не	9	1
635	или иная	3	1
636	том или	3	1
637	нем не	1	1
638	от них	1	1
639	разные типы	1	1
640	вся эта	3	1
641	видели выше	2	1
642	внутри круга	4	1
643	во всей	3	1
644	крайней мере	5	1
645	новый принцип	1	1
646	от этих	1	1
647	бы нам	1	1
648	и следовательно	2	1
649	или может	1	1
650	связь между	1	1
651	но почти	1	1
652	но тут	2	1
653	наконец и	1	1
654	чем эта	1	1
655	где имеется	1	1
656	гораздо меньше	1	1
657	и элемент	1	1
658	видели что	1	1
659	совсем не	2	1
660	менее в	1	1
661	не ставит	1	1
662	зрения в	1	1
663	никакой роли	1	1
664	людьми то	1	1
665	как нечто	9	1
666	к их	2	1
667	поэтому и	2	1
668	самые разнообразные	1	1
669	по мнению	2	1
670	за себя	2	1
671	бы ни	1	1
672	большим трудом	1	1
673	под него	4	1
674	выше то	1	1
675	сильна что	2	1
676	с которыми	2	1
677	в качестве	3	1
678	же и	4	1
679	для всех	1	1
680	с нею	2	1
681	уже не	7	1
682	и политической	1	1
683	уже в	3	1
684	только на	5	1
685	в нашей	2	1
686	свидетельствует о	1	1
687	а то	3	1
688	у того	1	1
689	конечно нет	1	1
690	к каким	1	1
691	мы находим	7	1
692	является именно	1	1
693	друг друга	2	1
694	до некоторой	1	1
695	ввиду того	1	1
696	случае не	3	1
697	много и	2	1
698	оно стало	1	1
699	них мы	1	1
700	заметить что	1	1
701	тем что	4	1
702	ее на	1	1
703	мы возьмем	3	1
704	указание на	1	1
705	само собой	2	1
706	даже и	16	1
707	такие которые	1	1
708	может рассматриваться	1	1
709	были бы	2	1
710	хотя часто	1	1
711	и даже	14	1
712	от другой	2	1
713	а именно	8	1
714	и между	1	1
715	животные в	2	1
716	еще и	7	1
717	и развития	1	1
718	собой а	2	1
719	или о	1	1
720	однако чтобы	1	1
721	только к	2	1
722	с ней	5	1
723	естественно что	1	1
724	только по	1	1
725	деле если	2	1
726	на основании	2	1
727	до конца	1	1
728	а не	18	1
729	зависит от	1	1
730	вывода из	1	1
731	когда она	2	1
732	и возможных	1	1
733	этой главы	1	1
734	он и	2	1
735	то не	1	1
736	нет ничего	6	1
737	эти слова	2	1
738	развитии и	2	1
739	данного произведения	1	1
740	некоторые из	1	1
741	и гораздо	1	1
742	поэтому если	1	1
743	что за	1	1
744	еще нет	2	1
745	а если	1	1
746	если они	1	1
747	однако эти	1	1
748	смысле этого	1	1
749	могут быть	2	1
750	а потом	1	1
751	для их	1	1
752	из отдельных	2	1
753	быть не	1	1
754	художественное произведение	8	1
755	благодаря этому	1	1
756	и будут	1	1
757	только для	1	1
758	всегда будут	1	1
759	же самое	9	1
760	точно и	1	1
761	нее только	1	1
762	пока еще	2	1
763	близкий к	1	1
764	в более	1	1
765	вообще говоря	1	1
766	являются не	1	1
767	и часто	1	1
768	ли в	1	1
769	другие но	1	1
770	итак если	1	1
771	образом по	1	1
772	с удивлением	1	1
773	тождественно с	1	1
774	мы только	2	1
775	а все	1	1
776	выше есть	1	1
777	эту точку	1	1
778	но когда	2	1
779	которого она	1	1
780	причем эта	1	1
781	будто бы	3	1
782	находим в	3	1
783	наоборот все	1	1
784	всю эту	1	1
785	или не	1	1
786	жизнь все	1	1
787	а были	1	1
788	даже при	1	1
789	не являются	2	1
790	лежит представление	1	1
791	в целях	1	1
792	очень слабо	1	1
793	же будет	1	1
794	сказать что	16	1
795	была бы	1	1
796	всякому ясно	1	1
797	количество возможных	1	1
798	мы считаем	1	1
799	возможным только	1	1
800	что ни	1	1
801	языка то	1	1
802	самое что	1	1
803	но еще	1	1
804	а может	2	1
805	вполне понятно	1	1
806	ее в	1	1
807	в своих	1	1
808	с виду	1	1
809	точно так	3	1
