N	2gram	Vinokur_Vv_1	Problema
515	не потому	1	1
516	уже о	1	1
517	и должно	1	1
518	когда мы	2	1
519	вполне понятным	1	1
520	как только	1	1
521	той или	1	1
522	свое значение	2	1
523	в очень	3	1
524	русской науки	1	1
525	и это	6	1
526	он вовсе	1	1
527	меня в	1	1
528	говоря уже	2	1
529	не вмещается	1	1
530	быть никакой	1	1
531	человеческой истории	1	1
532	то или	1	1
533	и этим	1	1
534	с самого	1	1
535	значение в	2	1
536	вмещается в	1	1
537	из двух	2	1
538	на нее	2	1
539	отсюда и	2	1
540	здесь нет	4	1
541	мог бы	2	1
542	в число	2	1
543	к самой	2	1
544	не место	1	1
545	том как	1	1
546	это только	4	1
547	имеется в	1	1
548	науки на	3	1
549	он служит	1	1
550	половины xviii	1	1
551	преимущественно в	2	1
552	со стороны	12	1
553	же автора	1	1
554	смысле и	2	1
555	которые у	1	1
556	ученым и	1	1
557	только потому	1	1
558	это понимание	2	1
559	с полным	1	1
560	в работе	3	1
561	другими словами	1	1
562	все прочие	1	1
563	в риме	1	1
564	могут дать	1	1
565	второй половины	3	1
566	должно было	1	1
567	нем не	1	1
568	ее от	2	1
569	вся эта	1	1
570	нуждается в	2	1
571	своих собственных	1	1
572	говорит он	2	1
573	и цивилизации	1	1
574	которые он	1	1
575	получается что	1	1
576	чтобы был	1	1
577	которых он	1	1
578	и об	1	1
579	то все	1	1
580	своей работе	1	1
581	тех пор	1	1
582	от прочих	1	1
583	понимать не	1	1
584	народов по	1	1
585	ту часть	1	1
586	но с	4	1
587	что наряду	1	1
588	в новой	1	1
589	а если	2	1
590	философии и	2	1
591	одной из	3	1
592	этот вопрос	4	1
593	цивилизации в	1	1
594	всю ее	1	1
595	который хотя	1	1
596	очень много	1	1
597	и так	1	1
598	и внутри	1	1
599	самые разнообразные	1	1
600	этот факт	1	1
601	только на	3	1
602	стоит на	1	1
603	ii но	1	1
604	именно искусство	1	1
605	слова не	1	1
606	каким образом	1	1
607	то только	1	1
608	котором можно	1	1
609	и других	3	1
610	но совершенно	1	1
611	у того	1	1
612	на эту	1	1
613	за ним	1	1
614	она действительно	1	1
615	который как	1	1
616	одно из	5	1
617	в новом	1	1
618	человечества на	1	1
619	содержания и	1	1
620	однако у	1	1
621	ее не	1	1
622	тому же	1	1
623	к ним	1	1
624	увидеть что	1	1
625	заметить что	1	1
626	такой точки	1	1
627	этом отношении	3	1
628	от того	3	1
629	дошедших до	1	1
630	в форме	2	1
631	науки в	4	1
632	средних веков	2	1
633	момент в	1	1
634	были бы	1	1
635	нет и	1	1
636	именно как	3	1
637	видно из	1	1
638	нужно было	1	1
639	или иной	1	1
640	и из	1	1
641	которая по	1	1
642	или иначе	4	1
643	в предисловии	1	1
644	на которые	1	1
645	жизнь была	1	1
646	и др	2	1
647	его из	1	1
648	только по	3	1
649	превращается в	1	1
650	к науке	1	1
651	не было	1	1
652	он только	1	1
653	до конца	3	1
654	не на	1	1
655	зависит от	3	1
656	однако и	1	1
657	человек в	1	1
658	что несмотря	2	1
659	как видно	1	1
660	а так	2	1
661	и историк	1	1
662	самом своем	2	1
663	это у	1	1
664	в одно	1	1
665	и имел	1	1
666	так называемых	4	1
667	на этой	3	1
668	входить в	1	1
669	а есть	1	1
670	во-вторых и	1	1
671	по праву	1	1
672	с идеями	1	1
673	как это	5	1
674	как одно	1	1
675	ученого который	1	1
676	или по	1	1
677	тот факт	1	1
678	о возможности	1	1
679	из которых	2	1
680	предисловии к	1	1
681	этого типа	1	1
682	на которое	1	1
683	также как	1	1
684	конца xix	1	1
685	могут быть	4	1
686	в литературе	1	1
687	что одним	1	1
688	доходят до	1	1
689	греции и	3	1
690	и судьбы	1	1
691	дело здесь	1	1
692	л в	1	1
693	здесь таким	1	1
694	что из	1	1
695	действительность в	3	1
696	но это	1	1
697	науки хотя	1	1
698	в который	1	1
699	однако не	4	1
700	свою роль	1	1
701	которые были	2	1
702	дать ему	1	1
703	в более	2	1
704	любовь к	4	1
705	только одна	1	1
706	перед собой	1	1
707	слова но	1	1
708	имеет очень	1	1
709	на задний	1	1
710	и от	1	1
711	котором он	2	1
712	искусства и	1	1
713	только тем	1	1
714	что оно	2	1
715	обе эти	2	1
716	из себя	1	1
717	или нет	1	1
718	тем более	2	1
719	не видит	1	1
720	не должен	1	1
721	мы должны	1	1
722	но зато	2	1
723	в г	5	1
724	только что	4	1
725	древней греции	2	1
726	страсть к	1	1
727	ни было	1	1
728	очень глубоком	1	1
729	стоять на	1	1
730	считать не	1	1
731	с ними	1	1
732	сведения о	1	1
733	с ней	2	1
734	не говоря	2	1
735	работы и	1	1
736	от своего	1	1
737	только как	6	1
738	состоит из	1	1
739	природе и	2	1
740	только о	2	1
741	что об	1	1
742	и преподавания	1	1
743	человеческой природы	1	1
744	просто не	1	1
745	новой европы	1	1
746	того или	1	1
747	в своих	2	1
748	и этого	3	1
749	это в	2	1
750	которая не	1	1
751	этой точки	1	1
