N	2gram	Potebnia_M_1	Vvedenie
217	в собственном	2	3
218	на том	1	3
219	и вообще	3	3
220	язык и	5	3
221	что с	1	3
222	или как	1	3
223	к нему	1	3
224	знания и	1	3
225	что даже	2	3
226	история и	2	3
227	в начале	2	3
228	при помощи	2	3
229	и других	4	3
230	из них	1	3
231	в одном	8	3
232	что и	6	3
233	может служить	1	3
234	но что	1	3
235	а потому	10	3
236	именно как	1	3
237	только по	2	3
238	на основании	2	3
239	зависит от	5	3
240	так называемых	1	3
241	так же	5	3
242	такого рода	1	3
243	что же	2	3
244	да и	1	3
245	как две	1	3
246	в своем	3	3
247	но с	2	3
248	разумеется и	1	3
249	к тому	4	3
250	об отношении	3	3
251	том виде	1	3
252	в результате	1	3
253	наука о	1	3
254	к этому	1	3
255	могут не	2	2
256	вряд ли	1	2
257	не иначе	3	2
258	языка с	6	2
259	же как	1	2
260	в практическом	1	2
261	из его	1	2
262	должна быть	3	2
263	что мы	4	2
264	есть не	2	2
265	мы не	10	2
266	что если	3	2
267	имеет свою	1	2
268	а во-вторых	1	2
269	жизни как	1	2
270	что можно	3	2
271	которое в	1	2
272	того же	3	2
273	в каждой	1	2
274	история языка	3	2
275	в создании	3	2
276	природы и	1	2
277	значение и	2	2
278	тогда как	2	2
279	себе и	1	2
280	письменности и	1	2
281	его к	2	2
282	бы с	1	2
283	чем больше	1	2
284	ни одна	2	2
285	что к	2	2
286	что каждая	1	2
287	не следует	5	2
288	задний план	1	2
289	одно целое	1	2
290	и совершенно	1	2
291	но вместе	2	2
292	одной и	3	2
293	подобно тому	3	2
294	но дело	2	2
295	и наоборот	6	2
296	наука не	1	2
297	в другом	1	2
298	и с	3	2
299	них не	2	2
300	входит в	1	2
301	которая как	1	2
302	на свои	2	2
303	в прошлом	1	2
304	для них	2	2
305	но уже	2	2
306	о которых	2	2
307	во внимание	3	2
308	несмотря на	5	2
309	как сказано	1	2
310	должно быть	7	2
311	после этого	2	2
312	не мог	3	2
313	что собственно	1	2
314	из того	2	2
315	и при	3	2
316	с точки	3	2
317	мы называем	2	2
318	не столько	1	2
319	мысли и	9	2
320	и той	3	2
321	так называемое	1	2
322	не могли	2	2
323	том же	2	2
324	тому что	3	2
325	ее частей	1	2
326	произведения и	1	2
327	в отношении	1	2
328	нашего времени	1	2
329	того как	6	2
330	например что	1	2
331	никогда не	4	2
332	в отношениях	2	2
333	ничего не	1	2
334	находятся в	3	2
335	следует что	1	2
336	до того	1	2
337	от того	4	2
338	у нас	2	2
339	деятельности и	5	2
340	когда мы	2	2
341	есть только	11	2
342	лежит в	1	2
343	как только	1	2
344	по возможности	1	2
345	рядом с	1	2
346	каким она	1	2
347	свое значение	1	2
348	если же	5	2
349	то она	2	2
350	говоря уже	1	2
351	языка так	1	2
352	так и	13	2
353	не с	1	2
354	мог бы	2	2
355	не исчерпывается	1	2
356	для этого	2	2
357	к языку	2	2
358	смысле и	1	2
359	познания и	2	2
360	в известных	1	2
361	и должно	2	2
362	связь между	2	2
363	во всех	5	2
364	во втором	5	2
365	нуждается в	2	2
366	в языке	33	2
367	говорит он	4	2
368	язык в	8	2
369	тем более	2	2
370	здесь не	1	2
371	по времени	2	2
372	для нее	2	2
373	по этому	2	2
374	языка а	3	2
375	только на	3	2
376	здесь разумеется	1	2
377	мы можем	2	2
378	могло бы	3	2
379	языка или	1	2
380	по его	7	2
381	обратить внимание	1	2
382	не говоря	1	2
383	не было	4	2
384	что несмотря	1	2
385	языка не	5	2
386	а так	4	2
387	в связи	1	2
388	виде в	1	2
389	все более	3	2
390	историю и	1	2
391	д в	1	2
392	с этим	7	2
393	на рубеже	1	2
394	этого слова	1	2
395	тому как	4	2
396	но это	5	2
397	этой стороны	1	2
398	и развития	2	2
399	в более	4	2
400	не существует	2	2
401	на задний	1	2
402	между ними	1	2
403	бы в	4	2
404	мы должны	3	2
405	будто бы	1	2
406	хотя в	3	2
407	нам не	1	2
408	природе и	1	2
409	ко времени	1	2
410	время не	1	2
411	жизни и	2	2
412	точно так	11	2
413	и другие	1	2
414	например в	1	1
415	до него	1	1
416	вообще все	1	1
417	языку и	1	1
418	сам по	1	1
419	выражения в	1	1
420	но тогда	2	1
421	на самом	1	1
422	только потому	3	1
423	в стороне	4	1
424	одних только	2	1
425	на деле	4	1
426	языков но	1	1
427	проявляются в	1	1
428	и внутри	1	1
429	что эти	1	1
430	видеть в	2	1
431	объясняется и	1	1
432	того совершенства	1	1
433	в зависимости	1	1
434	отношения к	1	1
435	и могут	1	1
436	что изучение	1	1
437	до времени	1	1
438	б и	2	1
439	та же	1	1
440	разница лишь	1	1
441	таком случае	2	1
442	к одной	3	1
443	есть нечто	4	1
444	в возможности	1	1
445	и народов	2	1
446	в полной	1	1
447	похожи на	1	1
448	выше но	1	1
449	так а	1	1
450	таковы например	1	1
451	народного духа	2	1
452	которые он	1	1
453	на них	1	1
454	его словам	2	1
455	наоборот как	1	1
456	что его	1	1
457	которое он	2	1
458	смотрят на	1	1
459	более того	1	1
460	то очевидно	1	1
461	этих наук	1	1
462	то мы	2	1
463	язык или	1	1
464	как если	1	1
465	и вопрос	2	1
466	что этого	1	1
467	жизни человечества	2	1
468	но как	3	1
469	одном и	2	1
470	только тогда	5	1
471	к слову	1	1
472	очевидно что	3	1
473	а и	1	1
474	как в	10	1
475	на которое	1	1
476	что они	1	1
477	данной системы	1	1
478	связи и	1	1
479	при известных	3	1
480	общего с	1	1
481	каждая из	1	1
482	дает нам	1	1
483	от нашего	1	1
484	уже о	1	1
485	в одних	2	1
486	помнить что	3	1
487	и понимания	9	1
488	говорит что	1	1
489	что по	3	1
490	с двумя	1	1
491	показывает что	3	1
492	более или	1	1
493	себе не	1	1
494	что входит	1	1
495	психологии и	1	1
496	то в	5	1
497	для которого	1	1
498	еще на	1	1
499	в которой	2	1
500	с какой	1	1
501	бы сказать	1	1
502	не совпадает	1	1
503	он в	1	1
504	одно время	1	1
505	что так	1	1
506	том каким	1	1
507	во многих	2	1
508	что отношения	2	1
509	на то	2	1
510	если он	1	1
511	но на	2	1
512	не могла	2	1
513	вследствие этого	1	1
514	на его	1	1
515	по словам	1	1
516	смотреть как	1	1
517	соприкасается с	1	1
518	перестает быть	1	1
519	слова а	1	1
520	он должен	2	1
521	обширном смысле	1	1
522	как увидим	2	1
523	существует и	1	1
524	общие признаки	1	1
525	не теряет	1	1
526	мысли как	1	1
527	из него	2	1
528	этого направления	1	1
529	его от	1	1
530	он старается	2	1
531	заключает в	2	1
532	одно и	1	1
533	то ни	3	1
534	что все	3	1
535	им как	1	1
536	различие между	1	1
537	нем есть	2	1
538	разница между	3	1
539	литературного языка	1	1
540	зрения на	1	1
541	развития на	1	1
542	лишь в	1	1
543	того или	1	1
544	которого не	1	1
545	но совершенно	2	1
546	оставляя в	1	1
547	то все	2	1
548	он есть	2	1
549	известно что	2	1
550	и основные	1	1
551	нам по	1	1
552	из необходимых	1	1
553	выходя из	1	1
554	же всего	1	1
555	к области	1	1
556	бы только	2	1
557	языков так	1	1
558	и совершается	1	1
559	были в	1	1
560	в слове	8	1
561	не всегда	1	1
562	нужно обратить	1	1
563	из совокупности	1	1
564	значит не	1	1
565	от языка	4	1
566	можно считать	1	1
567	общими и	1	1
568	и того	2	1
569	народа и	2	1
570	одного и	2	1
571	язык но	2	1
572	только тем	2	1
573	стороне все	1	1
574	или менее	1	1
575	в эту	1	1
576	литература имеет	1	1
577	его нельзя	1	1
578	во время	1	1
579	основании она	1	1
580	человеческой природы	3	1
581	языка во	1	1
582	что такая	2	1
583	никак не	2	1
584	взгляд на	2	1
585	в следующем	1	1
586	в такой	1	1
587	и без	3	1
588	быть названы	2	1
589	существуют и	1	1
590	но которые	1	1
591	как произведение	1	1
592	возможности так	1	1
593	освободить от	1	1
594	историческое исследование	1	1
595	почва для	1	1
596	и какое	1	1
597	о языке	3	1
598	должны были	1	1
599	как одна	1	1
600	заставляет нас	2	1
601	иначе как	2	1
602	но он	2	1
603	зависимости от	1	1
604	не его	1	1
605	и эти	1	1
606	возможно только	5	1
607	языков и	1	1
608	что этот	1	1
609	не была	1	1
610	задачи и	1	1
611	нет никакого	1	1
612	любви и	1	1
613	если и	2	1
614	целью усилий	1	1
615	других отношений	1	1
616	нужна для	1	1
617	в таких	2	1
618	природа и	2	1
619	она могла	1	1
620	мысли в	9	1
621	эти процессы	1	1
622	мышления и	1	1
623	самого начала	3	1
624	уже из	1	1
625	в языках	3	1
626	ее с	2	1
627	к новым	2	1
628	народов в	1	1
629	к этим	1	1
630	целого к	1	1
631	не по	4	1
632	начинает с	1	1
633	вытекает из	2	1
634	и искусство	1	1
635	на некоторое	1	1
636	случае не	1	1
637	в самых	1	1
638	которых и	2	1
639	степень силы	1	1
640	не могло	3	1
641	до своего	2	1
642	следовательно и	2	1
643	и всегда	2	1
644	на язык	7	1
645	что ни	1	1
646	предмет грамматики	1	1
647	в самой	3	1
648	том только	1	1
649	таким путем	1	1
650	невозможны без	1	1
651	на те	1	1
652	во всем	4	1
653	убедиться в	1	1
654	может выражаться	1	1
655	быть определено	1	1
656	в некотором	2	1
657	что на	6	1
658	из пределов	1	1
659	не потому	2	1
660	в действительности	4	1
661	представлять себе	1	1
662	превращается в	1	1
663	опыт с	1	1
664	в духе	1	1
665	из самого	3	1
666	сравнении с	2	1
667	и дух	4	1
668	должны быть	7	1
669	мы по	1	1
670	что предметы	1	1
671	самые сложные	1	1
672	не предполагает	1	1
673	оно не	3	1
674	что при	5	1
675	объем и	1	1
676	быть назван	1	1
677	их стремление	1	1
678	из чего	1	1
679	смысле в	4	1
680	для себя	3	1
681	особенности этого	1	1
682	не ограничивается	2	1
683	языка по	2	1
684	можно и	1	1
685	из всего	1	1
686	и о	2	1
687	значения и	1	1
688	как не	1	1
689	свою очередь	4	1
690	и многие	1	1
691	жизни языка	1	1
692	степени силы	1	1
693	только при	2	1
694	с каким	1	1
695	совершенно ясно	1	1
696	исторической жизни	1	1
697	все прочие	1	1
698	к лингвистике	1	1
699	только то	2	1
700	с самого	3	1
701	§ но	3	1
702	с языком	2	1
703	что именно	2	1
704	то как	1	1
705	что у	1	1
706	видно из	1	1
707	больше в	1	1
708	и которые	2	1
709	может еще	1	1
710	еще в	1	1
711	том как	3	1
712	и многое	1	1
713	в общих	1	1
714	нем то	1	1
715	характера как	1	1
716	другой не	1	1
717	образом в	1	1
718	в построении	1	1
719	сложившиеся в	2	1
720	из основных	2	1
721	языка поэтому	1	1
722	себе общий	1	1
723	ним должно	1	1
724	когда язык	2	1
725	какие бы	1	1
726	одного из	2	1
727	бы то	2	1
728	после того	1	1
729	в вопросах	1	1
730	образом мы	1	1
731	должно было	1	1
732	это было	1	1
733	все в	2	1
734	каждом из	1	1
735	существует потому	1	1
736	общих чертах	1	1
737	при исследовании	1	1
738	когда оно	1	1
739	частного и	1	1
740	во всей	1	1
741	есть действительно	1	1
742	сомнения в	1	1
743	наконец в	1	1
744	о единстве	1	1
745	есть содержание	1	1
746	литературы или	1	1
747	исходную точку	1	1
748	существует как	1	1
749	как ее	1	1
750	поэтому его	1	1
751	содержания но	1	1
752	значит что	1	1
753	развития но	1	1
754	тех пор	1	1
755	только совокупность	1	1
756	на которой	1	1
757	д и	1	1
758	в греческом	1	1
759	достигает того	1	1
760	каком он	1	1
761	мы видим	4	1
762	явления в	1	1
763	известных условиях	2	1
764	и чувства	1	1
765	к нашему	1	1
766	то эти	1	1
767	или же	3	1
768	с которыми	1	1
769	не то	1	1
770	без этого	1	1
771	себя в	1	1
772	есть в	2	1
773	языка совершенно	1	1
774	что искать	1	1
775	вопроса о	2	1
776	народов не	1	1
777	положение что	1	1
778	человеческого духа	6	1
779	языка как	5	1
780	слова не	2	1
781	каким образом	3	1
782	и скорее	1	1
783	будет отвечать	1	1
784	или даже	3	1
785	языка но	3	1
786	понятий в	2	1
787	за ним	2	1
788	и понимание	3	1
789	его из	1	1
790	что содержание	1	1
791	из чужих	1	1
792	в так	1	1
793	к мысли	2	1
794	для него	4	1
795	слова в	2	1
796	мы находим	1	1
797	ее не	1	1
798	к ним	2	1
799	и язык	11	1
800	бытия и	3	1
801	у него	1	1
802	чтобы не	2	1
803	не выходя	1	1
804	следует понимать	1	1
805	такой точки	1	1
806	данных доставляемых	1	1
807	к общим	1	1
808	значение только	1	1
809	языка будет	1	1
810	были бы	3	1
811	нужно было	3	1
812	развития а	1	1
813	но одно	1	1
814	а действительно	1	1
815	деле есть	2	1
816	объяснение в	1	1
817	если признать	1	1
818	язык во	2	1
819	высокой степени	1	1
820	есть язык	1	1
821	бы назвать	1	1
822	все равно	1	1
823	в каких	1	1
824	к которому	3	1
825	как же	1	1
826	в природе	6	1
827	язык представляется	1	1
828	и затем	1	1
829	слово но	1	1
830	но есть	1	1
831	бы никакого	1	1
832	не на	1	1
833	притом не	4	1
834	не создает	2	1
835	чтобы убедиться	1	1
836	которые не	2	1
837	как языки	1	1
838	он вполне	1	1
839	слова для	4	1
840	человек в	1	1
841	его собственной	1	1
842	и том	2	1
843	именно так	1	1
844	в одно	2	1
845	если не	2	1
846	как именно	1	1
847	здесь именно	1	1
848	и об	1	1
849	имея в	1	1
850	к лицу	1	1
851	все то	2	1
852	а есть	1	1
853	во-вторых и	1	1
854	как эти	2	1
855	и потому	5	1
856	как одно	1	1
857	как та	1	1
858	взгляду на	1	1
859	многих случаях	1	1
860	например когда	1	1
861	чем то	1	1
862	и языки	1	1
863	лицом к	1	1
864	а между	3	1
865	в тех	1	1
866	быть только	5	1
867	языке и	1	1
868	это значит	1	1
869	том смысле	4	1
870	быть не	4	1
871	слова и	4	1
872	что из	1	1
873	именно он	1	1
874	мысли по	2	1
875	самого содержания	1	1
876	известного времени	1	1
877	как предмет	2	1
878	отношении его	1	1
879	но для	1	1
880	или по	1	1
881	истории но	1	1
882	чем богаче	1	1
883	на одной	1	1
884	и более	2	1
885	связь в	1	1
886	слова но	2	1
887	законы развития	1	1
888	эстетическое впечатление	1	1
889	и от	3	1
890	она может	3	1
891	по поводу	3	1
892	следует представлять	1	1
893	что оно	2	1
894	он по	1	1
895	того с	1	1
896	и изменениями	1	1
897	для нас	9	1
898	как эта	1	1
899	есть система	1	1
900	и все	3	1
901	из себя	5	1
902	по одной	3	1
903	находит свое	1	1
904	еще более	2	1
905	на других	1	1
906	не должен	1	1
907	§ ii	1	1
908	случае и	1	1
909	в круг	1	1
910	общие свойства	1	1
911	существует ли	1	1
912	ни было	2	1
913	же в	2	1
914	язык это	1	1
915	есть продукт	1	1
916	давно уже	1	1
917	как вообще	1	1
918	чем с	1	1
919	в свою	4	1
920	от своего	1	1
921	данными по	1	1
922	совершенно не	1	1
923	и составляют	1	1
924	жизни а	1	1
925	что понятие	3	1
926	внутреннее единство	2	1
927	в сравнении	3	1
928	первом случае	1	1
929	ко всему	1	1
930	имеет цели	1	1
931	только о	1	1
932	есть наука	4	1
933	групп не	1	1
934	во-первых не	1	1
935	он оставил	1	1
936	и стало	1	1
937	того времени	1	1
938	в своих	4	1
939	в таком	5	1
940	все что	2	1
941	этой точки	1	1
942	они не	1	1
