N	2gram	Vygotskiy__4	VeschiIm
162	требует чтобы	1	4
163	между ними	4	4
164	самом деле	7	3
165	мы имеем	2	3
166	вопрос о	1	3
167	но даже	1	3
168	не то	1	3
169	внутри себя	1	3
170	себе не	1	3
171	вопроса о	2	3
172	как оно	2	3
173	в нем	2	3
174	раз навсегда	1	3
175	в понятии	1	3
176	подобно тому	2	3
177	на этом	3	3
178	по смыслу	3	3
179	оно указывает	2	3
180	было в	1	3
181	понятие не	1	3
182	вещь может	1	3
183	и тогда	2	3
184	нисколько не	2	3
185	в своей	7	3
186	все это	1	3
187	есть еще	1	3
188	их в	2	3
189	чтобы она	1	3
190	и другое	1	3
191	как о	1	3
192	тогда когда	8	3
193	и притом	1	3
194	в основе	17	3
195	в уме	5	3
196	само по	1	3
197	того чтобы	7	3
198	к тому	6	3
199	и самое	1	3
200	без всякого	1	3
201	в собственном	7	3
202	не содержит	1	3
203	и сам	1	3
204	так и	5	3
205	можно сказать	1	3
206	если это	1	3
207	один из	3	3
208	явления как	1	3
209	мы видим	10	3
210	тот же	9	3
211	что он	6	3
212	но как	2	3
213	не мешает	1	3
214	только на	2	3
215	в одном	1	3
216	можно с	1	3
217	мы возьмем	2	3
218	даже и	1	3
219	никогда не	5	3
220	а с	2	3
221	вместе с	8	3
222	что именно	1	3
223	в той	2	3
224	тому как	2	3
225	к пониманию	3	3
226	бы в	3	3
227	тем более	1	3
228	не быть	1	3
229	по законам	2	2
230	в сфере	1	2
231	как это	9	2
232	переход от	2	2
233	тем же	4	2
234	ту же	2	2
235	мы уже	5	2
236	той же	6	2
237	как мы	13	2
238	во внутреннем	1	2
239	человека и	1	2
240	оба эти	1	2
241	своей собственной	1	2
242	и этого	1	2
243	мысли и	2	2
244	именно тем	1	2
245	мы будем	2	2
246	а только	3	2
247	не все	1	2
248	тогда как	2	2
249	себе и	3	2
250	и таким	1	2
251	наряду с	3	2
252	как в	5	2
253	же название	1	2
254	когда он	3	2
255	что на	2	2
256	то в	1	2
257	образом и	1	2
258	приводит к	3	2
259	остановиться на	2	2
260	только один	1	2
261	он не	1	2
262	для того	5	2
263	в силу	6	2
264	но все	1	2
265	в одну	1	2
266	а затем	2	2
267	и может	1	2
268	различие между	3	2
269	на все	3	2
270	на этой	1	2
271	и тем	8	2
272	ни в	3	2
273	все равно	1	2
274	в слове	2	2
275	бы к	1	2
276	признать что	1	2
277	вообще но	1	2
278	для нее	1	2
279	тому что	4	2
280	но они	2	2
281	с которой	1	2
282	на него	1	2
283	мы отграничили	1	2
284	казалось бы	1	2
285	в разных	1	2
286	в самой	1	2
287	как она	1	2
288	и относится	1	2
289	тех или	1	2
290	и его	5	2
291	ничто не	1	2
292	однако это	1	2
293	оно может	3	2
294	данном случае	2	2
295	говорили что	1	2
296	степени и	1	2
297	и когда	3	2
298	мог бы	1	2
299	том как	1	2
300	является в	3	2
301	находится в	1	2
302	в виду	3	2
303	на вопрос	1	2
304	и та	1	2
305	никак не	2	2
306	может не	2	2
307	и во	3	2
308	заключается в	18	2
309	они суть	1	2
310	еще более	1	2
311	тот момент	1	2
312	обе эти	5	2
313	что только	1	2
314	в качестве	21	2
315	и они	1	2
316	не из	1	2
317	опыта который	1	2
318	только к	3	2
319	о вещах	1	2
320	моментов в	1	2
321	мы можем	5	2
322	свое выражение	1	2
323	о которых	1	2
324	на ее	1	2
325	о чем	1	2
326	что из	1	2
327	значит то	1	2
328	если не	2	2
329	в частности	5	2
330	это различие	1	2
331	мы говорили	3	2
332	самого себя	2	2
333	а потом	2	2
334	в первой	1	2
335	есть тот	1	2
336	при всем	1	2
337	отношении к	1	2
338	очень редко	1	2
339	в своих	1	2
340	так же	11	2
341	во всяком	4	2
342	этой точки	4	2
343	смысле что	1	2
344	и наиболее	1	1
345	равным образом	1	1
346	ли мы	2	1
347	речь идет	5	1
348	же как	6	1
349	связана с	2	1
350	получает в	1	1
351	редко а	1	1
352	что явление	1	1
353	идет о	3	1
354	что дает	1	1
355	мы имели	5	1
356	же по	2	1
357	между двумя	2	1
358	к абстрактному	1	1
359	что эти	2	1
360	не имеют	3	1
361	выражается в	2	1
362	оно было	1	1
363	едва ли	2	1
364	действительности и	1	1
365	с таким	3	1
366	в зависимости	1	1
367	уже по	1	1
368	что если	2	1
369	которую мы	1	1
370	в которой	3	1
371	что уже	2	1
372	среды и	1	1
373	понятие но	1	1
374	но по	1	1
375	в возможности	1	1
376	время как	1	1
377	оно вообще	1	1
378	вместо того	1	1
379	и со	1	1
380	уже в	6	1
381	проявляет себя	1	1
382	и на	6	1
383	между собой	5	1
384	первый план	4	1
385	совершенно другое	1	1
386	видим таким	4	1
387	есть функция	1	1
388	и подобно	1	1
389	то мы	1	1
390	итак мы	1	1
391	не понятие	1	1
392	смысле мы	1	1
393	одном и	1	1
394	признает что	1	1
395	только тогда	1	1
396	если в	1	1
397	совершенно ясно	1	1
398	существует непроходимая	1	1
399	отличие от	2	1
400	и речи	2	1
401	форме и	1	1
402	в настоящем	3	1
403	один и	7	1
404	сущности к	1	1
405	которые не	2	1
406	в истории	10	1
407	пониманию и	1	1
408	стороны и	2	1
409	словом в	1	1
410	нельзя было	1	1
411	перед нами	5	1
412	хотя и	1	1
413	и к	5	1
414	природы понятия	1	1
415	слова он	2	1
416	все эти	5	1
417	нужно как	1	1
418	в этой	3	1
419	раз в	2	1
420	имеет никакого	1	1
421	зависимости от	2	1
422	тому же	6	1
423	как он	4	1
424	но на	1	1
425	именем для	1	1
426	знания в	1	1
427	главным образом	1	1
428	при этом	12	1
429	все другие	2	1
430	другое свойство	1	1
431	это третье	1	1
432	раньше и	1	1
433	или других	1	1
434	явление оно	1	1
435	чтобы они	1	1
436	но само	1	1
437	момента в	2	1
438	и совершенно	1	1
439	он должен	1	1
440	к одному	6	1
441	этого вопроса	2	1
442	не как	1	1
443	том чтобы	2	1
444	слово или	2	1
445	одной и	5	1
446	из него	2	1
447	смысле как	1	1
448	и по	1	1
449	и должен	1	1
450	одному и	4	1
451	или иных	1	1
452	мышление не	3	1
453	и уразумению	1	1
454	они должны	1	1
455	школе и	2	1
456	не имя	1	1
457	входя в	1	1
458	может стать	2	1
459	и свойств	1	1
460	должен был	1	1
461	эти признаки	1	1
462	далеко не	2	1
463	различными вещами	1	1
464	не всегда	1	1
465	предмета в	1	1
466	заслуживает того	1	1
467	увидим как	1	1
468	и того	5	1
469	по той	1	1
470	со всей	2	1
471	одного и	6	1
472	самого последнего	1	1
473	на первый	4	1
474	нужно чтобы	1	1
475	этом случае	3	1
476	нас не	1	1
477	мы конечно	1	1
478	расчлененном виде	1	1
479	представить себе	2	1
480	то для	1	1
481	представление о	1	1
482	должно существовать	1	1
483	в отличие	2	1
484	не учитывает	1	1
485	от его	1	1
486	этой стадии	1	1
487	поэтому в	1	1
488	но эта	1	1
489	совершенно иначе	1	1
490	к нашему	1	1
491	тем самым	7	1
492	какое бы	1	1
493	не могли	1	1
494	даже в	2	1
495	нас к	3	1
496	что сущность	1	1
497	раз и	1	1
498	что эта	3	1
499	что с	4	1
500	имеет свое	1	1
501	от нас	1	1
502	есть прежде	1	1
503	которое он	1	1
504	же самую	3	1
505	не имеет	2	1
506	с и	1	1
507	к такому	1	1
508	представления и	2	1
509	больше чем	1	1
510	под этим	2	1
511	находятся в	2	1
512	видим что	2	1
513	один путь	1	1
514	по своей	6	1
515	и является	3	1
516	это слово	2	1
517	в сознании	4	1
518	эти три	1	1
519	до того	1	1
520	только с	1	1
521	уже и	2	1
522	и делает	1	1
523	в каком	2	1
524	с другом	7	1
525	является то	1	1
526	в диалектическом	1	1
527	что можно	1	1
528	как всякое	1	1
529	поэтому не	1	1
530	не могут	3	1
531	и действовать	1	1
532	относиться к	1	1
533	могут быть	7	1
534	понимание но	1	1
535	указать на	1	1
536	анализа и	2	1
537	для обозначения	1	1
538	утверждать что	1	1
539	ничего общего	3	1
540	существует только	2	1
541	нас от	1	1
542	в конце	1	1
543	происходит и	1	1
544	вывод что	1	1
545	на нем	2	1
546	что составляет	1	1
547	указывать на	2	1
548	на основе	10	1
549	на нашу	1	1
550	и от	3	1
551	только не	5	1
552	с самого	1	1
553	то время	1	1
554	когда речь	1	1
555	смысле но	1	1
556	выражения и	1	1
557	на том	4	1
558	до самого	1	1
559	они могут	2	1
560	то как	2	1
561	к исследованию	1	1
562	образом два	1	1
563	стороны не	1	1
564	непосредственного знания	1	1
565	на которую	1	1
566	оно все	2	1
567	подойти к	1	1
568	достаточно но	1	1
569	совершенно невозможно	1	1
570	эти обе	1	1
571	образом получается	2	1
572	вещью а	1	1
573	говорят что	1	1
574	связанное с	1	1
575	из основных	4	1
576	о нем	1	1
577	говорит об	1	1
578	таким же	2	1
579	на что	1	1
580	последнего времени	2	1
581	как чисто	1	1
582	а также	2	1
583	в единую	1	1
584	из ряда	2	1
585	понятие и	2	1
586	как наиболее	2	1
587	нас в	3	1
588	связанной с	1	1
589	существующего между	1	1
590	слово слово	1	1
591	связь между	2	1
592	нуждается в	1	1
593	на одном	2	1
594	конкретной и	1	1
595	вслед за	2	1
596	на отдельные	1	1
597	это приводит	1	1
598	к которому	3	1
599	что здесь	2	1
600	этом смысле	8	1
601	одного из	1	1
602	содержится в	1	1
603	только одной	1	1
604	свет и	1	1
605	говорили выше	3	1
606	в какой	3	1
607	которым оно	1	1
608	которое мы	2	1
609	и так	1	1
610	никак нельзя	1	1
611	явление из	1	1
612	процессов в	1	1
613	самое содержание	1	1
614	с одной	9	1
615	образом что	4	1
616	это ни	1	1
617	конечно не	1	1
618	указания на	1	1
619	и у	2	1
620	же из	1	1
621	факт если	1	1
622	в виде	3	1
623	в начале	2	1
624	ее из	1	1
625	является не	4	1
626	может появиться	1	1
627	от других	2	1
628	между обоими	1	1
629	всяком случае	3	1
630	слова в	9	1
631	или между	1	1
632	признаков и	2	1
633	бы самостоятельный	1	1
634	как его	1	1
635	у него	2	1
636	этими словами	1	1
637	она будет	1	1
638	в других	1	1
639	понятие в	8	1
640	только у	1	1
641	до сих	1	1
642	сущность ее	1	1
643	больше того	1	1
644	к которым	2	1
645	так вот	1	1
646	и образом	1	1
647	одной стороны	9	1
648	оказывается недостаточным	1	1
649	понимание между	1	1
650	и самый	1	1
651	его как	1	1
652	же точно	1	1
653	одно а	1	1
654	и выше	1	1
655	с которым	2	1
656	нет ничего	1	1
657	или по	1	1
658	к другой	2	1
659	совершенно в	1	1
660	это чрезвычайно	1	1
661	из собственного	1	1
662	из которых	1	1
663	настоящем смысле	1	1
664	он говорит	2	1
665	оно существует	1	1
666	той и	1	1
667	качеств и	1	1
668	смысле этого	7	1
669	по существу	3	1
670	друг с	7	1
671	и другой	3	1
672	в состоянии	1	1
673	распадается на	1	1
674	лежит в	1	1
675	том смысле	2	1
676	указанием на	1	1
677	этого слова	11	1
678	и формы	1	1
679	слова и	5	1
680	и тому	5	1
681	выше что	3	1
682	как из	2	1
683	получается одно	1	1
684	сих пор	1	1
685	заставляет нас	1	1
686	которому только	1	1
687	мешает нам	1	1
688	в так	1	1
689	является как	1	1
690	ничего кроме	2	1
691	но для	2	1
692	не больше	1	1
693	понятий и	9	1
694	абстрактное понятие	2	1
695	дает возможность	1	1
696	другой как	1	1
697	на одной	2	1
698	не является	5	1
699	первый ответ	1	1
700	от той	2	1
701	или в	1	1
702	сознания и	1	1
703	его с	1	1
704	о котором	1	1
705	у них	1	1
706	вообще в	1	1
707	конце концов	1	1
708	мы должны	11	1
709	зрения в	1	1
710	на более	2	1
711	существует ли	2	1
712	оно начинает	1	1
713	в целях	1	1
714	к самому	1	1
715	одной из	3	1
716	к какому	1	1
717	слово в	6	1
718	другой стороны	9	1
719	существует в	2	1
720	дело с	1	1
721	это положение	5	1
722	язык есть	1	1
723	по одному	3	1
724	мы увидим	1	1
725	из этого	1	1
726	из своей	1	1
727	понятие как	1	1
728	сила и	1	1
729	мысли но	1	1
730	от слова	2	1
731	в действительности	5	1
732	которым они	1	1
733	то оно	1	1
734	это понятие	1	1
735	что необходимо	1	1
736	они относятся	1	1
737	к этому	4	1
738	в таком	2	1
739	они не	2	1
740	которая не	1	1
