N	2gram	Losev_Prob_2	Stilisti
262	бы не	3	2
263	и те	1	2
264	речи но	1	2
265	человек не	2	2
266	в реальной	1	2
267	общения людей	3	2
268	и сам	2	2
269	по своему	5	2
270	одной и	2	2
271	внутри себя	2	2
272	ясно что	8	2
273	есть не	6	2
274	с этим	5	2
275	но мы	3	2
276	нашего исследования	3	2
277	в этих	4	2
278	и при	2	2
279	ли он	3	2
280	мы конечно	2	2
281	в отношении	4	2
282	слова здесь	1	2
283	мы говорили	1	2
284	место в	1	2
285	в которых	1	2
286	для всякого	2	2
287	будет значить	1	2
288	но эта	3	2
289	которые в	2	2
290	самое время	4	2
291	при условии	6	2
292	не должно	1	2
293	существует и	4	2
294	является знаком	1	2
295	для каждого	4	2
296	в основе	3	2
297	о них	2	2
298	что иное	3	2
299	каждый из	2	2
300	смысл то	1	2
301	это слово	1	2
302	эти три	1	2
303	этом отношении	1	2
304	только одним	2	2
305	точном смысле	2	2
306	за ними	1	2
307	в каком	4	2
308	в движении	1	2
309	же такое	4	2
310	не есть	33	2
311	с развитием	1	2
312	здесь не	2	2
313	речь есть	1	2
314	в пределах	1	2
315	в дальнейшем	1	2
316	речи то	1	2
317	и когда	1	2
318	с собой	1	2
319	времени и	1	2
320	и вообще	16	2
321	с ним	1	2
322	по своей	1	2
323	в значительной	3	2
324	к нему	2	2
325	в языке	15	2
326	языка мы	1	2
327	в него	2	2
328	в том	12	2
329	тот же	4	2
330	одной из	1	2
331	что он	4	2
332	в какой	1	2
333	как нечто	2	2
334	это же	1	2
335	тот или	5	2
336	и все-таки	3	2
337	человека с	1	2
338	для всех	2	2
339	да еще	1	2
340	ведь если	4	2
341	или даже	3	2
342	и сознания	1	2
343	не будут	1	2
344	себе в	2	2
345	допустим что	2	2
346	для них	3	2
347	тем что	4	2
348	даже и	18	2
349	тот смысл	1	2
350	нужно было	1	2
351	а на	1	2
352	еще и	5	2
353	больше и	1	2
354	не было	3	2
355	до конца	1	2
356	будет иметь	3	2
357	в связи	5	2
358	речь но	1	2
359	нет ничего	2	2
360	и потому	1	2
361	из трех	2	2
362	в предыдущей	1	2
363	из которых	2	2
364	которые являются	1	2
365	должно быть	2	2
366	или хотя	2	2
367	сказать не	1	2
368	сих пор	4	2
369	но это	6	2
370	другое как	2	2
371	слов или	1	2
372	тем и	1	2
373	войти в	2	2
374	в точном	1	2
375	или в	2	2
376	слишком мало	1	2
377	на первый	4	2
378	у них	1	2
379	и ни	3	2
380	несмотря на	3	2
381	этот вопрос	1	2
382	не говоря	4	2
383	в частности	5	2
384	к этому	1	2
385	словесный знак	2	2
386	в голову	2	2
387	в своих	3	2
388	гораздо более	4	2
389	значения этого	2	1
390	то чему	1	1
391	смысле слова	7	1
392	ту же	1	1
393	можно говорить	3	1
394	одним из	1	1
395	для построения	1	1
396	языка с	1	1
397	и ясных	1	1
398	же как	1	1
399	в движение	1	1
400	относится и	1	1
401	чтобы не	2	1
402	наших исследований	1	1
403	и должны	3	1
404	чего не	1	1
405	с целым	1	1
406	конечно с	1	1
407	нас на	2	1
408	и до	1	1
409	и самое	1	1
410	не имеют	1	1
411	от всяких	2	1
412	ведь и	2	1
413	от которых	1	1
414	собственном смысле	1	1
415	слова которые	1	1
416	отношений которые	1	1
417	входящих в	2	1
418	в их	3	1
419	нечто что	1	1
420	обойтись без	3	1
421	важно для	1	1
422	его внешнего	1	1
423	конечно нет	1	1
424	если я	2	1
425	для своего	1	1
426	которую мы	1	1
427	бы что	2	1
428	до такой	1	1
429	бы например	1	1
430	язык как	3	1
431	именно к	1	1
432	раньше как	1	1
433	это всегда	1	1
434	совпадает с	2	1
435	говорить о	10	1
436	я не	1	1
437	ему в	1	1
438	но то	1	1
439	животного царства	1	1
440	себе что	2	1
441	обойтись даже	1	1
442	который может	1	1
443	это возможно	2	1
444	одного человека	1	1
445	не был	4	1
446	бы этот	1	1
447	сама собой	4	1
448	было говорить	4	1
449	самым мы	2	1
450	но как	6	1
451	форме но	2	1
452	не то	2	1
453	к которой	1	1
454	и всякий	3	1
455	значением и	2	1
456	если в	1	1
457	в общем	4	1
458	и будет	1	1
459	мы сейчас	1	1
460	ведь мы	2	1
461	менее и	1	1
462	знака с	1	1
463	к сожалению	6	1
464	относится к	6	1
465	в собственном	1	1
466	в истории	3	1
467	полное отсутствие	1	1
468	если она	1	1
469	дает нам	1	1
470	скажем что	3	1
471	в своем	4	1
472	общение людей	1	1
473	может обойтись	1	1
474	как нам	2	1
475	кроме того	5	1
476	и есть	4	1
477	соотношение между	3	1
478	такое слово	1	1
479	не являются	3	1
480	придется говорить	1	1
481	даже просто	1	1
482	более или	4	1
483	от этого	1	1
484	то в	1	1
485	языка есть	1	1
486	в литературном	1	1
487	наше сознание	2	1
488	формы в	1	1
489	возможно что	1	1
490	из этих	3	1
491	осуществляется в	1	1
492	думать что	1	1
493	себя теперь	1	1
494	с их	1	1
495	остановиться на	1	1
496	бы только	1	1
497	только один	3	1
498	имеем в	2	1
499	имеет для	1	1
500	в наших	1	1
501	не могла	1	1
502	все они	1	1
503	и если	3	1
504	вообще не	4	1
505	что без	2	1
506	в первых	1	1
507	тем не	12	1
508	время и	2	1
509	а скорее	2	1
510	он не	2	1
511	о которой	1	1
512	говорили в	2	1
513	всех этих	4	1
514	существует нечто	1	1
515	с нашим	2	1
516	в силу	1	1
517	необходимо для	2	1
518	можно даже	1	1
519	но вместе	1	1
520	что может	2	1
521	на этом	1	1
522	так например	1	1
523	на то	6	1
524	действительности на	1	1
525	не очевидно	1	1
526	в основу	1	1
527	однако все	2	1
528	могла бы	1	1
529	в другом	1	1
530	в каком-нибудь	2	1
531	нашем случае	1	1
532	так совершенно	1	1
533	просто от	1	1
534	ситуации при	1	1
535	не совпадает	2	1
536	этому предмету	1	1
537	должен был	1	1
538	этот мир	1	1
539	знаком с	1	1
540	но уже	5	1
541	он является	2	1
542	например дерево	1	1
543	приходится совершенно	1	1
544	о связи	1	1
545	характер и	1	1
546	перестает быть	3	1
547	же самый	1	1
548	в знаке	1	1
549	и тоже	3	1
550	знак не	3	1
551	и тогда	1	1
552	и того	3	1
553	себе все	1	1
554	или менее	4	1
555	нам необходимо	1	1
556	бы на	1	1
557	ведь когда	1	1
558	уже несколько	1	1
559	в следующем	1	1
560	это только	3	1
561	одним и	2	1
562	то для	1	1
563	на каждом	1	1
564	оказывается что	3	1
565	мысли и	2	1
566	о языке	3	1
567	мы теперь	1	1
568	и уж	5	1
569	является только	3	1
570	нельзя было	3	1
571	поэтому в	1	1
572	для многих	1	1
573	по крайней	6	1
574	предполагает для	3	1
575	речи в	1	1
576	через несколько	1	1
577	как от	1	1
578	собой и	4	1
579	слов о	1	1
580	или если	1	1
581	по себе	8	1
582	даже в	2	1
583	является вполне	1	1
584	человека но	2	1
585	в одно	2	1
586	для определения	2	1
587	раз и	5	1
588	нет никакого	1	1
589	содержит в	2	1
590	если и	1	1
591	не менее	13	1
592	других отношений	1	1
593	но они	1	1
594	без его	3	1
595	в таких	3	1
596	как можно	1	1
597	является чем-то	2	1
598	что эта	1	1
599	с которой	3	1
600	она не	3	1
601	дело если	1	1
602	знаком и	8	1
603	тогда когда	3	1
604	одна из	3	1
605	разговоре с	1	1
606	мы все	3	1
607	иметь в	1	1
608	та или	2	1
609	о той	1	1
610	только не	3	1
611	следовательно и	1	1
612	и всегда	1	1
613	находятся в	1	1
614	суждение не	1	1
615	вне его	1	1
616	и теперь	1	1
617	бы по	1	1
618	и искусства	1	1
619	понимать друг	1	1
620	представлять себе	1	1
621	является ни	1	1
622	языка в	3	1
623	никакого значения	1	1
624	обозначения не	2	1
625	если его	1	1
626	не могут	4	1
627	ведь даже	1	1
628	конечно гораздо	1	1
629	определить что	1	1
630	уже непосредственно	1	1
631	языке и	4	1
632	свойств или	2	1
633	существует между	1	1
634	и другой	1	1
635	среду и	1	1
636	должны быть	1	1
637	содержанием и	1	1
638	раз навсегда	1	1
639	совсем иначе	1	1
640	все еще	4	1
641	необходимо не	1	1
642	что при	4	1
643	утверждать что	2	1
644	в работах	1	1
645	если же	3	1
646	быть знаком	2	1
647	речь не	2	1
648	человеческая речь	5	1
649	что для	3	1
650	или предметов	1	1
651	и о	4	1
652	говоря уже	4	1
653	без всякого	4	1
654	указывать на	1	1
655	быть достаточно	1	1
656	результат каких-нибудь	1	1
657	мысль о	2	1
658	иметь совершенно	1	1
659	уже с	2	1
660	человеческого сознания	1	1
661	теперь должны	1	1
662	говорили что	1	1
663	котором мы	1	1
664	но зато	2	1
665	речи или	2	1
666	поэтому мы	1	1
667	такое язык	1	1
668	что ведь	1	1
669	вещи и	2	1
670	которыми мы	1	1
671	здесь как	2	1
672	с самим	3	1
673	здесь нет	1	1
674	или на	1	1
675	же эти	1	1
676	мы пытаемся	1	1
677	еще в	2	1
678	с реальными	2	1
679	область в	1	1
680	является в	2	1
681	он к	1	1
682	для этого	3	1
683	и знак	4	1
684	выходящее за	1	1
685	к языку	1	1
686	сказать ни	1	1
687	даже не	3	1
688	будет уже	1	1
689	образом в	1	1
690	и кроме	1	1
691	каждый раз	3	1
692	не существовало	1	1
693	знака и	15	1
694	столь же	1	1
695	и та	1	1
696	определенным образом	2	1
697	ли или	1	1
698	никак не	11	1
699	и что	13	1
700	как ее	1	1
701	что его	1	1
702	может не	1	1
703	вне всякой	1	1
704	знает что	2	1
705	и во	1	1
706	можно далее	1	1
707	с нашей	1	1
708	слово может	1	1
709	или иная	2	1
710	смысле не	1	1
711	являются в	1	1
712	между тем	1	1
713	которое уже	1	1
714	складывается из	1	1
715	представим себе	2	1
716	наук в	1	1
717	этот момент	1	1
718	и хорошо	1	1
719	же является	1	1
720	крайней мере	6	1
721	тот момент	1	1
722	что бы	1	1
723	вещи как	1	1
724	или числа	1	1
725	в каких	1	1
726	на те	1	1
727	в литературе	1	1
728	иного предмета	2	1
729	как тема	1	1
730	всякий звук	1	1
731	отражения в	1	1
732	говорить не	1	1
733	вся область	1	1
734	дело с	1	1
735	исследования мы	1	1
736	в вопросе	1	1
737	и действительно	2	1
738	что нам	1	1
739	единиц которые	1	1
740	между этими	2	1
741	или его	2	1
742	в целое	1	1
743	сам собой	2	1
744	не мешает	1	1
745	нам возможность	1	1
746	даже вовсе	1	1
747	до наших	2	1
748	так что	11	1
749	можно как	1	1
750	же и	2	1
751	есть в	4	1
752	основой для	2	1
753	не можем	4	1
754	голоса когда	1	1
755	теории не	1	1
756	чтобы он	1	1
757	в нашей	3	1
758	языка как	2	1
759	в виде	6	1
760	свидетельствует о	2	1
761	время является	1	1
762	вообще может	1	1
763	является не	2	1
764	мы прибавим	1	1
765	при помощи	8	1
766	не стал	1	1
767	но от	1	1
768	к установлению	1	1
769	и соответствующего	1	1
770	был бы	6	1
771	совсем другое	1	1
772	ни в	6	1
773	вовсе не	37	1
774	от тех	1	1
775	не о	6	1
776	пусть даже	3	1
777	друг друга	1	1
778	никакого отношения	1	1
779	превращается в	1	1
780	процессы в	1	1
781	мы возьмем	2	1
782	язык для	1	1
783	ведь уже	1	1
784	и строго	1	1
785	предметов и	1	1
786	без такого	1	1
787	это движение	2	1
788	это будет	3	1
789	ведь всякое	2	1
790	с общим	1	1
791	нельзя ни	1	1
792	со стороны	1	1
793	мы это	2	1
794	человеческого общения	1	1
795	до сих	4	1
796	имеет и	2	1
797	с другой	6	1
798	в общественном	1	1
799	всякое языковое	1	1
800	здесь в	1	1
801	все равно	3	1
802	наше определение	1	1
803	как же	4	1
804	язык на	1	1
805	и языковых	1	1
806	понимание знака	1	1
807	ничем не	2	1
808	уже отметили	1	1
809	как часть	1	1
810	это прежде	1	1
811	она является	1	1
812	и труд	1	1
813	и осуществляется	1	1
814	понимать как	1	1
815	языка не	1	1
816	о чем	6	1
817	на эту	2	1
818	его чисто	1	1
819	нашей точки	1	1
820	каких бы	1	1
821	произносим слово	1	1
822	здесь только	3	1
823	значит это	1	1
824	ближе к	1	1
825	в речи	1	1
826	может иметь	2	1
827	растения и	1	1
828	но оно	1	1
829	прибавить еще	1	1
830	слова то	3	1
831	отражается и	1	1
832	только его	3	1
833	вопросе о	1	1
834	поэтому если	2	1
835	этих предметов	1	1
836	и одновременно	1	1
837	ни от	2	1
838	как вещь	1	1
839	он говорит	1	1
840	фразы но	1	1
841	и соответствующие	1	1
842	бы здесь	1	1
843	тому как	3	1
844	для человека	1	1
845	ведь для	1	1
846	в человеческом	1	1
847	и менее	1	1
848	и общий	1	1
849	только то	3	1
850	знак как	1	1
851	еще раз	1	1
852	какое-нибудь слово	1	1
853	где-то между	1	1
854	каком-нибудь определенном	1	1
855	действительность в	1	1
856	именно в	1	1
857	не будем	4	1
858	и различие	1	1
859	как раз	8	1
860	даже больше	1	1
861	она должна	2	1
862	в более	1	1
863	ее можно	1	1
864	только мы	2	1
865	не станет	1	1
866	в мысли	1	1
867	значения слова	4	1
868	всем этим	3	1
869	сознания и	2	1
870	само по	2	1
871	в результате	4	1
872	мира и	1	1
873	о котором	3	1
874	другое дело	1	1
875	бы даже	1	1
876	что в	11	1
877	к одной	1	1
878	говоря о	1	1
879	который является	1	1
880	собственно говоря	2	1
881	такие слова	1	1
882	составляющих его	2	1
883	всякого рода	4	1
884	еще более	2	1
885	тем более	10	1
886	и смысл	1	1
887	от всего	3	1
888	или между	1	1
889	знак в	2	1
890	будто бы	5	1
891	структуру в	1	1
892	с другими	5	1
893	ее в	1	1
894	или не	2	1
895	знака в	5	1
896	его элементом	1	1
897	от всякого	2	1
898	не обладает	1	1
899	нами не	4	1
900	слово в	2	1
901	но если	4	1
902	или других	3	1
903	из тех	1	1
904	только как	3	1
905	другой стороны	5	1
906	состоит из	2	1
907	была бы	1	1
908	совершенно не	2	1
909	того нового	1	1
910	до какой	1	1
911	это и	3	1
912	только о	8	1
913	тождества между	1	1
914	в действительности	2	1
915	для настоящего	2	1
916	это та	1	1
917	вполне понятно	1	1
918	которая уже	1	1
919	только одного	2	1
920	ведь нельзя	1	1
921	в таком	11	1
922	как результат	1	1
923	все что	3	1
