N	2gram	Tiupa_Anal_1	Formalny
205	от конкретного	1	3
206	дело с	4	3
207	в какой	2	3
208	одни и	1	3
209	уже не	4	3
210	его и	2	3
211	нуждается в	8	3
212	не о	2	3
213	всякое высказывание	1	3
214	литературное произведение	12	3
215	на фоне	2	3
216	к его	1	3
217	целого высказывания	1	3
218	она есть	2	3
219	в той	8	3
220	того что	4	3
221	отношению к	5	3
222	является для	1	3
223	о нем	3	3
224	жизни в	1	3
225	может и	1	3
226	равно как	1	3
227	имеет место	5	3
228	героя в	2	3
229	и эта	1	3
230	смысле слова	1	2
231	отношения к	2	2
232	человека и	1	2
233	в такой	1	2
234	он может	2	2
235	отношения между	1	2
236	в котором	3	2
237	обойтись без	1	2
238	к полюсу	2	2
239	язык как	1	2
240	в сущности	6	2
241	совпадает с	2	2
242	в полной	3	2
243	неотделимо от	2	2
244	проявляется в	1	2
245	и сами	1	2
246	с его	3	2
247	жизни с	1	2
248	в сторону	1	2
249	отличие от	6	2
250	или иное	1	2
251	за пределы	2	2
252	связи и	1	2
253	данный момент	1	2
254	не являются	2	2
255	произведения так	1	2
256	то в	2	2
257	бы не	2	2
258	из этих	2	2
259	учение о	1	2
260	в этой	5	2
261	только один	1	2
262	как он	3	2
263	всех этих	1	2
264	не значит	1	2
265	не как	1	2
266	внутренней речи	5	2
267	из виду	2	2
268	какой бы	2	2
269	одной и	1	2
270	его от	1	2
271	что ни	1	2
272	возможно только	1	2
273	на этом	2	2
274	форма в	1	2
275	в основу	1	2
276	оно становится	1	2
277	этом смысле	1	2
278	ведь если	1	2
279	исходили из	1	2
280	для чего	2	2
281	различно в	1	2
282	ни с	3	2
283	такой же	2	2
284	и тогда	2	2
285	что собственно	1	2
286	том как	1	2
287	таким же	1	2
288	художественного творчества	2	2
289	как совокупность	2	2
290	то его	1	2
291	не от	1	2
292	в отличие	6	2
293	произведение есть	1	2
294	однако в	3	2
295	не требуется	1	2
296	даже в	3	2
297	как язык	2	2
298	в отношении	1	2
299	дело не	3	2
300	одна из	1	2
301	литературу как	1	2
302	смысла но	4	2
303	только не	2	2
304	художественная реальность	8	2
305	слова как	1	2
306	в химическом	1	2
307	в каком	1	2
308	отличается от	2	2
309	и художественное	1	2
310	о произведении	1	2
311	как не	1	2
312	но при	1	2
313	здесь не	2	2
314	внутренняя речь	1	2
315	то или	1	2
316	в рамки	1	2
317	если они	1	2
318	является в	1	2
319	для этого	2	2
320	ничего не	1	2
321	какой это	1	2
322	познания и	1	2
323	на все	2	2
324	в самой	1	2
325	ее и	1	2
326	и во	1	2
327	и каждого	1	2
328	мы ни	1	2
329	что и	3	2
330	и только	1	2
331	соединении с	1	2
332	лишь одним	1	2
333	которыми располагается	1	2
334	человека как	1	2
335	может иметь	2	2
336	предмета и	1	2
337	в формах	1	2
338	художественного восприятия	7	2
339	мы увидим	1	2
340	должен быть	6	2
341	не можем	1	2
342	языка как	1	2
343	от других	1	2
344	процессе его	1	2
345	в данной	1	2
346	из них	2	2
347	о поэзии	1	2
348	как их	1	2
349	сами по	2	2
350	его ценностной	1	2
351	для художественного	2	2
352	же деле	1	2
353	и даже	1	2
354	или иной	6	2
355	к разрешению	1	2
356	в области	4	2
357	действующих лиц	1	2
358	и др	1	2
359	превращается в	1	2
360	самом же	1	2
361	одну из	1	2
362	была бы	2	2
363	не об	1	2
364	установкой на	2	2
365	смысле этого	1	2
366	химическом соединении	1	2
367	этого слова	7	2
368	сюжетного развертывания	1	2
369	но это	1	2
370	она должна	1	2
371	как система	1	2
372	сознания и	1	2
373	от него	1	2
374	мы должны	1	2
375	в целях	1	2
376	к самому	1	2
377	возможно лишь	1	2
378	бы быть	3	2
379	в таком	3	2
380	это понятие	1	2
381	произведения к	1	2
382	объективную данность	1	2
383	я и	6	1
384	то на	1	1
385	неотделима от	1	1
386	литературы а	1	1
387	именно эта	1	1
388	мысли или	1	1
389	времени не	1	1
390	таком случае	3	1
391	субъективности и	1	1
392	же нам	1	1
393	сам по	1	1
394	и то	2	1
395	тех же	1	1
396	действия то	1	1
397	для науки	3	1
398	между двумя	3	1
399	от своей	1	1
400	в первом	2	1
401	как необходимый	1	1
402	и до	2	1
403	не имеют	1	1
404	достигнутая в	1	1
405	в какой-то	1	1
406	все те	1	1
407	собственном смысле	1	1
408	видеть в	1	1
409	нельзя назвать	1	1
410	со своей	1	1
411	иметь место	2	1
412	не происходит	1	1
413	есть не	8	1
414	мы имеем	6	1
415	самого материала	1	1
416	во времени	4	1
417	ни единого	1	1
418	ложной на	1	1
419	оно есть	1	1
420	из того	4	1
421	пространство и	1	1
422	произведения со	1	1
423	произведение и	1	1
424	литературный факт	1	1
425	оно может	3	1
426	понято как	1	1
427	же мере	2	1
428	это возможно	1	1
429	оно ни	1	1
430	события в	2	1
431	служит для	1	1
432	в литературоведении	2	1
433	тем как	1	1
434	в каких-то	1	1
435	коем случае	2	1
436	а только	1	1
437	не входит	1	1
438	только тогда	1	1
439	вообще как	1	1
440	постановка проблемы	1	1
441	не просто	2	1
442	неизменным в	1	1
443	определяется не	1	1
444	один и	1	1
445	ответ и	1	1
446	его на	1	1
447	что как	3	1
448	в противном	1	1
449	хотя и	1	1
450	сознания в	4	1
451	п таким	1	1
452	и существеннее	1	1
453	и символическое	1	1
454	та же	1	1
455	в литературном	1	1
456	вопрос почему	1	1
457	в нашем	3	1
458	и субъективной	1	1
459	и тот	1	1
460	художественной реальности	14	1
461	и событие	1	1
462	есть реальность	1	1
463	этих актов	1	1
464	имеем в	1	1
465	искусства говорит	1	1
466	произведение может	1	1
467	противном случае	1	1
468	был возведен	1	1
469	жизни наконец	1	1
470	он не	3	1
471	литературных произведений	1	1
472	в принципе	8	1
473	не к	2	1
474	художественного высказывания	2	1
475	и по	2	1
476	или иных	2	1
477	одно и	1	1
478	ни был	1	1
479	но все	1	1
480	исходя из	4	1
481	а вместе	1	1
482	не будет	3	1
483	же не	1	1
484	же касается	1	1
485	в мире	8	1
486	являются для	1	1
487	а его	1	1
488	все их	1	1
489	того или	3	1
490	ином ее	1	1
491	с другими	4	1
492	отца к	1	1
493	произведения от	1	1
494	быть не	3	1
495	еще одно	1	1
496	от отца	1	1
497	и романа	1	1
498	этом от	1	1
499	к сыну	1	1
500	творца и	1	1
501	с этой	1	1
502	оно предполагает	1	1
503	только во	1	1
504	должно быть	2	1
505	автора и	3	1
506	и того	5	1
507	одного и	2	1
508	на первый	1	1
509	ведут к	1	1
510	и при	1	1
511	л толстого	1	1
512	в их	5	1
513	она в	1	1
514	к предмету	2	1
515	все иные	1	1
516	не произведения	1	1
517	самого рассказывания	2	1
518	что говорит	1	1
519	существовать она	1	1
520	могло бы	1	1
521	на место	2	1
522	и той	1	1
523	остается вне	1	1
524	как одну	1	1
525	но он	1	1
526	при условии	1	1
527	в понятии	1	1
528	и эти	1	1
529	мере в	3	1
530	том же	1	1
531	мере и	1	1
532	есть всегда	1	1
533	место когда	1	1
534	же литература	1	1
535	высказывания в	1	1
536	смысла как	2	1
537	а от	1	1
538	с миром	1	1
539	литературы как	2	1
540	мотивов может	1	1
541	с ним	4	1
542	тем самым	7	1
543	первая часть	1	1
544	к этим	1	1
545	на него	1	1
546	структурные моменты	1	1
547	он указывает	1	1
548	произведения вполне	1	1
549	в разных	1	1
550	при всем	1	1
551	есть она	1	1
552	произведения а	1	1
553	х годов	2	1
554	не ставит	1	1
555	ее аспекте	1	1
556	в сознании	2	1
557	входят в	1	1
558	это рассуждение	1	1
559	эстетический объект	6	1
560	с другом	1	1
561	для возбуждения	1	1
562	начаться с	1	1
563	в специальном	1	1
564	если он	1	1
565	наконец в	1	1
566	в субъективной	1	1
567	числе и	1	1
568	случайна и	1	1
569	той или	6	1
570	утверждать что	1	1
571	как известно	3	1
572	и был	1	1
573	можно и	1	1
574	но по	1	1
575	людей в	1	1
576	на основе	2	1
577	в в	1	1
578	факт не	1	1
579	определенным образом	1	1
580	его создания	2	1
581	языка и	1	1
582	в собственном	3	1
583	как по	1	1
584	искусства нет	1	1
585	чтобы быть	1	1
586	к внешней	1	1
587	в себя	6	1
588	на той	1	1
589	на произведение	1	1
590	и может	1	1
591	художественное творчество	2	1
592	только через	2	1
593	вещи и	1	1
594	не с	4	1
595	оно как	1	1
596	произведения не	1	1
597	для него	2	1
598	и социальные	1	1
599	строго говоря	1	1
600	по мере	1	1
601	в коем	2	1
602	выходит за	1	1
603	действительно происходит	1	1
604	ценностную весомость	1	1
605	является по	2	1
606	словесного искусства	1	1
607	и должно	1	1
608	это происходит	1	1
609	это вполне	1	1
610	и та	2	1
611	говорит об	1	1
612	и внутреннее	1	1
613	за пределами	2	1
614	относят к	1	1
615	но мы	1	1
616	одного из	2	1
617	к действительности	1	1
618	можно утверждать	1	1
619	и просто	2	1
620	произведение является	1	1
621	положения и	1	1
622	и смыслом	2	1
623	том или	3	1
624	других людей	2	1
625	его существования	1	1
626	аналогичным образом	1	1
627	сознания а	1	1
628	только ему	1	1
629	или напротив	1	1
630	того в	1	1
631	не сводится	2	1
632	внешнее и	1	1
633	событие самого	1	1
634	в ту	1	1
635	и иных	1	1
636	его то	1	1
637	он создал	1	1
638	не так	1	1
639	в современной	1	1
640	быть и	1	1
641	смысла с	1	1
642	в двух	2	1
643	тот же	1	1
644	к внутреннему	1	1
645	одного сознания	1	1
646	глубины проникновения	1	1
647	языка на	1	1
648	о художественном	1	1
649	может оказаться	1	1
650	который в	2	1
651	социальной ситуации	1	1
652	и жизни	1	1
653	с одной	3	1
654	к жизненной	1	1
655	в качестве	31	1
656	себя в	6	1
657	так что	1	1
658	произведения произведение	1	1
659	для всех	1	1
660	есть в	1	1
661	литературного развития	1	1
662	оказывается в	2	1
663	вопроса о	3	1
664	то и	1	1
665	же в	1	1
666	в начале	2	1
667	его жизненной	1	1
668	а то	1	1
669	смысла в	2	1
670	или даже	1	1
671	за ним	1	1
672	чего бы	1	1
673	говорит о	1	1
674	себе в	2	1
675	слова в	1	1
676	художественное восприятие	3	1
677	в одном	1	1
678	задача художественного	1	1
679	от тех	1	1
680	случае не	2	1
681	одно сознание	1	1
682	ими и	1	1
683	или ином	3	1
684	и вместе	1	1
685	вне произведения	1	1
686	данный факт	1	1
687	без такого	1	1
688	даже не	1	1
689	в данный	1	1
690	с другим	4	1
691	до сих	1	1
692	не поддается	1	1
693	ожидания и	1	1
694	или иначе	1	1
695	именно в	4	1
696	а о	1	1
697	здесь в	1	1
698	строится в	1	1
699	человека а	1	1
700	с той	1	1
701	и быть	1	1
702	факторов в	1	1
703	что для	1	1
704	не было	1	1
705	одной стороны	3	1
706	каков бы	1	1
707	отсюда вытекает	1	1
708	и составляет	2	1
709	целым рядом	1	1
710	его по	1	1
711	о чем	1	1
712	в пределы	1	1
713	время оно	1	1
714	что мы	3	1
715	произведения искусства	3	1
716	мира в	2	1
717	наличности в	1	1
718	представляется нам	1	1
719	между собою	1	1
720	люди но	1	1
721	все более	1	1
722	бы оно	1	1
723	нет ничего	2	1
724	в частности	19	1
725	не удается	1	1
726	изменении и	1	1
727	требует от	1	1
728	к своему	1	1
729	для искусства	1	1
730	художественное целое	1	1
731	в течение	1	1
732	произведение оно	1	1
733	широты охвата	1	1
734	в точке	1	1
735	типа как	1	1
736	происходит в	1	1
737	друг с	1	1
738	произведения художественная	1	1
739	смысл в	1	1
740	в художественную	1	1
741	к понятию	1	1
742	герой не	1	1
743	и о	2	1
744	той мере	2	1
745	сих пор	1	1
746	только для	2	1
747	причем для	1	1
748	один из	2	1
749	тех или	2	1
750	в аналогичном	1	1
751	на сюжет	1	1
752	всего произведения	1	1
753	при таком	1	1
754	она может	3	1
755	его с	1	1
756	мира и	1	1
757	о котором	1	1
758	об искусстве	2	1
759	но отнюдь	1	1
760	ними могут	1	1
761	от формализма	1	1
762	смысла а	1	1
763	действительно имеет	1	1
764	предмета познания	1	1
765	не должен	2	1
766	в ином	1	1
767	образ героя	1	1
768	все они	1	1
769	или не	2	1
770	есть уже	1	1
771	а в	9	1
772	как конструктивная	1	1
773	не знает	1	1
774	о литературе	3	1
775	или иного	3	1
776	искусства является	2	1
777	не субъективной	1	1
778	особый тип	1	1
779	этой точки	1	1
780	том числе	3	1
