N	2gram	Bakhtin_KF_1	EvropaiC
203	вследствие этого	2	2
204	этот процесс	1	2
205	что она	1	2
206	не следует	1	2
207	он должен	1	2
208	из него	3	2
209	а это	2	2
210	а затем	1	2
211	жизни культуры	1	2
212	конечно в	2	2
213	то есть	1	2
214	ценности и	4	2
215	всех остальных	1	2
216	между отдельными	1	2
217	только одно	1	2
218	нет в	4	2
219	и уже	1	2
220	такой же	1	2
221	культуры с	1	2
222	в один	1	2
223	в эту	1	2
224	следует что	1	2
225	никто не	1	2
226	на месте	1	2
227	можно ли	1	2
228	от времени	1	2
229	образом и	1	2
230	над всеми	1	2
231	совершенно иной	1	2
232	тому что	2	2
233	она не	1	2
234	тем самым	4	2
235	тогда когда	3	2
236	одна из	1	2
237	в процессе	2	2
238	в основе	5	2
239	говорить о	2	2
240	только не	1	2
241	вся его	1	2
242	и весь	2	2
243	в противоречие	1	2
244	на этом	1	2
245	ему и	1	2
246	к таким	1	2
247	имеет место	1	2
248	должен быть	7	2
249	иной чем	1	2
250	как не	1	2
251	только при	1	2
252	чтобы быть	2	2
253	в себя	7	2
254	на том	1	2
255	в виду	3	2
256	а к	1	2
257	все дело	1	2
258	и начало	1	2
259	сводится к	2	2
260	в другом	3	2
261	другими словами	1	2
262	не стоит	1	2
263	же время	2	2
264	все в	1	2
265	к нему	12	2
266	которой мы	1	2
267	во втором	1	2
268	в ту	2	2
269	если это	1	2
270	для самого	1	2
271	было бы	8	2
272	но с	1	2
273	и так	1	2
274	жизни и	8	2
275	ни было	4	2
276	для удовлетворения	1	2
277	одно из	1	2
278	для него	8	2
279	всяком случае	1	2
280	культура в	2	2
281	вовсе не	7	2
282	самого факта	2	2
283	к ним	4	2
284	из нее	1	2
285	которые могут	1	2
286	к той	1	2
287	и только	6	2
288	не было	8	2
289	и из	1	2
290	себя и	2	2
291	отнюдь не	6	2
292	ближе к	3	2
293	для этой	3	2
294	него в	1	2
295	независимо от	3	2
296	но не	12	2
297	этого слова	2	2
298	при условии	2	2
299	между прочим	1	2
300	к двум	1	2
301	но для	2	2
302	при таком	1	2
303	в индивидуальном	1	2
304	это может	1	2
305	не более	1	2
306	не от	1	2
307	и говорить	1	2
308	с ними	3	2
309	между ними	1	2
310	не знает	5	2
311	в свою	3	2
312	ко всему	5	2
313	они не	1	2
314	гораздо более	1	2
315	себя как	2	1
316	я и	2	1
317	смысле слова	1	1
318	говоря о	1	1
319	как некоторую	2	1
320	все остальное	2	1
321	и понимает	1	1
322	он может	2	1
323	ее до	2	1
324	это и	2	1
325	в первом	1	1
326	конечно невозможно	1	1
327	права и	1	1
328	из его	3	1
329	исходит из	1	1
330	ведь и	1	1
331	оно было	1	1
332	в зависимости	1	1
333	и должен	2	1
334	той же	1	1
335	отношения к	1	1
336	а как	2	1
337	т.е только	1	1
338	мы не	3	1
339	что между	1	1
340	и тут	1	1
341	единство и	1	1
342	я не	6	1
343	вместо того	1	1
344	зависимости от	1	1
345	целом есть	1	1
346	стороны его	1	1
347	себя а	4	1
348	в различных	1	1
349	и жизни	4	1
350	всю свою	1	1
351	с его	1	1
352	будет иная	1	1
353	бы не	3	1
354	а следовательно	3	1
355	а только	1	1
356	него все	1	1
357	себе и	3	1
358	близости к	1	1
359	со стороны	7	1
360	нет и	3	1
361	отличаются от	1	1
362	этих людей	2	1
363	мира в	6	1
364	мы дадим	1	1
365	ибо на	1	1
366	как в	2	1
367	что именно	1	1
368	выйти из	1	1
369	что ее	1	1
370	помнить что	1	1
371	и как	2	1
372	его к	2	1
373	тем же	1	1
374	в этот	1	1
375	себе как	2	1
376	содержание которое	1	1
377	ни одна	2	1
378	нами в	1	1
379	их а	1	1
380	на его	1	1
381	видит и	2	1
382	как оно	2	1
383	задний план	1	1
384	главным образом	1	1
385	являются лишь	1	1
386	перестает быть	1	1
387	в принципе	2	1
388	однако он	1	1
389	т.е что	2	1
390	еще одной	1	1
391	ясен и	1	1
392	людей и	2	1
393	лишь с	2	1
394	этими людьми	1	1
395	эта же	1	1
396	ценности можно	1	1
397	всех отношениях	2	1
398	этом последнем	1	1
399	в каждом	3	1
400	здесь мы	4	1
401	другом случае	1	1
402	входит в	3	1
403	это было	2	1
404	или просто	1	1
405	он есть	1	1
406	этот человек	1	1
407	и единственным	1	1
408	и тем	3	1
409	делает его	1	1
410	есть всегда	1	1
411	ведь если	1	1
412	кажется что	2	1
413	которому и	1	1
414	рядом с	3	1
415	она и	1	1
416	всеми другими	1	1
417	но лишь	6	1
418	этого не	1	1
419	а за	1	1
420	которой он	2	1
421	тот в	1	1
422	остается в	1	1
423	не мог	1	1
424	лучше всего	1	1
425	нее и	1	1
426	в своей	10	1
427	как все	1	1
428	станет для	1	1
429	то для	1	1
430	он принимает	1	1
431	не к	1	1
432	свой смысл	1	1
433	что я	5	1
434	является только	1	1
435	но он	1	1
436	и эти	2	1
437	будет знать	1	1
438	их в	1	1
439	в корне	2	1
440	что этот	3	1
441	человека но	1	1
442	случае мы	2	1
443	в отношении	1	1
444	к такой	1	1
445	в заблуждение	1	1
446	дело когда	2	1
447	ценностей или	1	1
448	для каждого	1	1
449	как о	1	1
450	не имеет	5	1
451	я буду	3	1
452	к этим	1	1
453	и сама	1	1
454	не по	4	1
455	что ей	1	1
456	вытекает из	2	1
457	следовательно и	1	1
458	дело в	2	1
459	таким путем	1	1
460	народа по	1	1
461	я во	1	1
462	к ней	1	1
463	всех своих	4	1
464	более что	1	1
465	за исключением	1	1
466	это слово	1	1
467	и его	17	1
468	его он	1	1
469	и свою	1	1
470	только с	3	1
471	ли это	2	1
472	не потому	2	1
473	или бессознательно	1	1
474	конечно только	1	1
475	ценностей это	1	1
476	быть оправдан	1	1
477	выход из	2	1
478	относиться к	1	1
479	есть только	1	1
480	и другой	1	1
481	том кто	1	1
482	живет и	1	1
483	т.е к	1	1
484	всего что	1	1
485	бы он	2	1
486	целом в	1	1
487	к пониманию	1	1
488	т.е в	1	1
489	всегда в	1	1
490	для себя	5	1
491	правда не	1	1
492	оно может	1	1
493	разные стороны	1	1
494	своего развития	1	1
495	всех сторон	1	1
496	но при	1	1
497	на нем	2	1
498	здесь не	3	1
499	не могу	3	1
500	факт не	1	1
501	мысль о	1	1
502	каждый раз	1	1
503	приводит к	1	1
504	как с	1	1
505	котором мы	3	1
506	поэтому мы	1	1
507	можно только	1	1
508	психический процесс	2	1
509	основана на	1	1
510	а эта	3	1
511	в психическом	1	1
512	собой и	1	1
513	ничего не	3	1
514	в определенной	2	1
515	или иной	2	1
516	бы себе	1	1
517	быть в	4	1
518	и та	2	1
519	но мы	1	1
520	своей истории	2	1
521	лежит за	1	1
522	этой мысли	1	1
523	и просто	2	1
524	в значительной	1	1
525	других людей	1	1
526	и b	1	1
527	на пользу	1	1
528	нем не	1	1
529	ее от	1	1
530	от них	1	1
531	когда оно	1	1
532	не противоречит	1	1
533	ним и	3	1
534	во всей	4	1
535	просто нет	1	1
536	возможно именно	1	1
537	и всякое	1	1
538	в лучшем	1	1
539	связь между	1	1
540	в современной	3	1
541	чем эта	1	1
542	как из	1	1
543	один из	2	1
544	совсем не	2	1
545	мы видим	1	1
546	менее в	1	1
547	вступить в	1	1
548	и кажется	1	1
549	каждый момент	1	1
550	в разные	1	1
551	поэтому и	1	1
552	этот факт	2	1
553	бы ни	1	1
554	в качестве	2	1
555	же и	1	1
556	уже не	7	1
557	только на	1	1
558	а то	1	1
559	остальное в	1	1
560	возможности для	1	1
561	себя от	1	1
562	для меня	20	1
563	ее не	1	1
564	друг друга	1	1
565	ввиду того	1	1
566	много и	1	1
567	тем что	3	1
568	мы возьмем	1	1
569	такие которые	1	1
570	но из	1	1
571	были бы	2	1
572	ее наличности	1	1
573	именно как	1	1
574	к совершенно	1	1
575	и даже	1	1
576	в данный	3	1
577	с другим	1	1
578	здесь дело	1	1
579	а именно	1	1
580	будет ли	2	1
581	не равно	1	1
582	к его	1	1
583	и затем	1	1
584	только к	1	1
585	с ней	1	1
586	точке зрения	1	1
587	и пр	3	1
588	только по	2	1
589	до конца	3	1
590	а не	17	1
591	культурные ценности	3	1
592	зависит от	1	1
593	о каком-то	1	1
594	он и	2	1
595	наличности в	2	1
596	людьми и	1	1
597	вступает в	3	1
598	нет ничего	1	1
599	есть общая	1	1
600	эти слова	1	1
601	в историю	1	1
602	о возможности	1	1
603	в человеке	1	1
604	ибо это	1	1
605	что за	2	1
606	смысле этого	1	1
607	могут быть	3	1
608	эту мысль	1	1
609	быть не	2	1
610	только для	1	1
611	лучшем случае	1	1
612	и таким	1	1
613	же самое	1	1
614	все остальные	1	1
615	противоречие с	1	1
616	объективен и	1	1
617	понятий и	1	1
618	всего в	1	1
619	частей и	1	1
620	на задний	1	1
621	мы только	1	1
622	а все	3	1
623	вся культура	1	1
624	которой я	2	1
625	всего можно	1	1
626	лишь как	2	1
627	или нет	1	1
628	еще более	2	1
629	или не	1	1
630	человечества мы	1	1
631	данного положения	1	1
632	не являются	1	1
633	признания в	1	1
634	жизни в	5	1
635	месте в	1	1
636	же будет	1	1
637	не быть	3	1
638	была бы	1	1
639	но этот	1	1
640	нет но	1	1
641	переход из	1	1
642	не способны	1	1
643	самое что	1	1
644	на своем	3	1
645	она исходит	1	1
646	ее в	1	1
647	еще менее	1	1
648	в своих	3	1
649	отвлекается от	1	1
650	и эта	2	1
