N	2gram	Losev_Vlad_2	Literetu
164	утверждал что	1	2
165	духовного общения	1	2
166	я от	1	2
167	отношения между	1	2
168	этого не	2	2
169	по мысли	1	2
170	для вас	2	2
171	и вполне	3	2
172	не любил	2	2
173	и самого	1	2
174	а для	1	2
175	вплоть до	3	2
176	для него	9	2
177	по этому	1	2
178	в себя	1	2
179	вл соловьева	152	2
180	для понимания	1	2
181	что для	2	2
182	в россии	3	2
183	от всякой	2	2
184	а как	1	2
185	при всех	1	2
186	общения людей	1	2
187	из этих	3	2
188	то и	1	2
189	как он	2	2
190	что не	2	2
191	к тому	2	2
192	общего с	1	2
193	не на	2	2
194	в сущности	2	2
195	только то	1	2
196	во многих	2	2
197	только на	1	2
198	тому же	1	2
199	этой книге	1	2
200	всяком случае	6	2
201	тем что	1	2
202	этой цели	1	2
203	тем не	6	2
204	от самого	1	2
205	не могло	1	2
206	то это	4	2
207	от своего	1	2
208	на этом	2	2
209	всем и	2	2
210	из его	2	2
211	можно было	2	2
212	в москве	6	2
213	целом но	1	2
214	этом отношении	1	2
215	у достоевского	2	2
216	для нее	1	2
217	я люблю	1	2
218	нет ничего	3	2
219	с точки	3	2
220	но без	1	2
221	жизни не	1	2
222	однако в	2	2
223	по терминологии	1	2
224	о том	4	2
225	самом деле	1	2
226	тем более	3	2
227	все более	1	2
228	раз и	2	2
229	и то	5	2
230	было бы	9	2
231	что такое	1	2
232	как будто	2	2
233	по поводу	4	2
234	чуть ли	1	2
235	не есть	4	2
236	во втором	1	2
237	чем ее	1	1
238	в которой	4	1
239	и этот	1	1
240	жизни здесь	1	1
241	для всех	1	1
242	уже о	2	1
243	состояние человечества	1	1
244	и внешнее	1	1
245	а вот	2	1
246	и здесь	1	1
247	можно и	2	1
248	отношении к	1	1
249	от меня	1	1
250	представлений о	1	1
251	могли быть	1	1
252	для нас	7	1
253	и п	1	1
254	и вот	3	1
255	я говорю	1	1
256	в природу	1	1
257	люблю но	1	1
258	его на	3	1
259	были для	1	1
260	ниже в	1	1
261	от всех	1	1
262	этот последний	1	1
263	однако эти	1	1
264	можно сказать	4	1
265	всю жизнь	1	1
266	значение только	1	1
267	в противоположность	1	1
268	но дело	2	1
269	в литературе	1	1
270	бы то	1	1
271	то было	1	1
272	оказывается в	1	1
273	а иной	1	1
274	было и	1	1
275	и который	1	1
276	году в	1	1
277	нашел в	1	1
278	понятие о	1	1
279	до тех	1	1
280	однако он	1	1
281	о его	5	1
282	в бытии	2	1
283	в них	3	1
284	никто не	1	1
285	нельзя сказать	1	1
286	с категорией	1	1
287	из крупнейших	1	1
288	это время	4	1
289	перед ним	1	1
290	крайней мере	4	1
291	как с	1	1
292	в последнее	2	1
293	а то	2	1
294	и жизни	2	1
295	но даже	1	1
296	вовсе не	4	1
297	и все	7	1
298	гораздо более	2	1
299	отказаться от	1	1
300	на то	2	1
301	к концу	5	1
302	в виде	3	1
303	на эту	2	1
304	говорил что	1	1
305	с ней	2	1
306	она по	1	1
307	в произведении	1	1
308	к нему	2	1
309	с самим	1	1
310	нужно было	1	1
311	сих пор	1	1
312	наконец в	3	1
313	за собой	1	1
314	в какой	1	1
315	право на	1	1
316	эту тему	2	1
317	и во	2	1
318	как уже	1	1
319	мы не	2	1
320	не так	1	1
321	второй половине	2	1
322	этом не	1	1
323	до сих	1	1
324	на котором	2	1
325	уже на	3	1
326	во всех	3	1
327	тогда когда	2	1
328	а на	1	1
329	в этих	4	1
330	ему во	1	1
331	между прочим	7	1
332	так сказать	1	1
333	последнее время	2	1
334	человечества и	1	1
335	и он	4	1
336	в одном	1	1
337	и с	14	1
338	есть бог	1	1
339	то в	5	1
340	только при	1	1
341	в нашем	1	1
342	для россии	1	1
343	если не	2	1
344	впрочем это	1	1
345	со всеми	1	1
346	эти слова	1	1
347	пока еще	1	1
348	и достоевского	1	1
349	который впрочем	1	1
350	жизни к	1	1
351	он сам	2	1
352	он говорил	1	1
353	но все	2	1
354	ним и	1	1
355	жизни в	2	1
356	пока не	1	1
357	что же	8	1
358	романа с	1	1
359	этот не	1	1
360	все то	1	1
361	людей в	2	1
362	духа и	1	1
363	есть не	1	1
364	но только	1	1
365	уже было	1	1
366	исторической жизни	1	1
367	и сама	1	1
368	меня и	2	1
369	новой жизни	1	1
370	времени от	1	1
371	отношение к	4	1
372	еще на	2	1
373	между ними	1	1
374	в начале	4	1
375	себе как	1	1
376	кажется что	2	1
377	от него	1	1
378	с начала	2	1
379	европы но	1	1
380	произведения как	1	1
381	так просто	1	1
382	время не	1	1
383	году когда	1	1
384	же именно	1	1
385	в той	2	1
386	разумеется в	1	1
387	вот в	1	1
388	тот же	5	1
389	а по	1	1
390	к своему	1	1
391	нам представляется	2	1
392	больше в	1	1
393	говорить о	1	1
394	на вопрос	1	1
395	одновременно с	1	1
396	в объективном	1	1
397	вместе с	8	1
398	во второй	2	1
399	себя к	1	1
400	которой не	2	1
401	и всегда	1	1
402	не имеет	2	1
403	в пользу	1	1
404	они не	1	1
405	мечтал о	1	1
406	в дальнейшем	5	1
407	как следует	1	1
408	а напротив	1	1
409	это мы	5	1
410	со своего	1	1
411	о жизни	1	1
412	как мы	11	1
413	бытия в	2	1
414	из этого	5	1
415	словами то	1	1
416	в свою	3	1
417	только как	1	1
418	но как	1	1
419	в статье	2	1
420	философа в	2	1
421	себе уже	1	1
422	и находит	1	1
423	пор пока	1	1
424	к жене	1	1
425	говоря о	3	1
426	а за	2	1
427	и мы	4	1
428	то ни	1	1
429	другие я	1	1
430	в отношении	3	1
431	в чем	2	1
432	говорил он	1	1
433	свою очередь	2	1
434	годов в	2	1
435	и от	2	1
436	ему ты	1	1
437	можно назвать	2	1
438	последовательное освоение	1	1
439	к этой	2	1
440	и о	4	1
441	к истине	1	1
442	но эти	1	1
443	сказать что	11	1
444	огромное и	1	1
445	перед смертью	2	1
446	так в	1	1
447	что они	1	1
448	среди прочих	1	1
449	нам в	1	1
450	он был	6	1
451	со своей	2	1
452	должно быть	3	1
453	дней в	1	1
454	гения и	1	1
455	но лишь	1	1
456	его сердце	1	1
457	едва ли	3	1
458	у которого	2	1
459	как нам	1	1
460	его личности	1	1
461	не о	2	1
462	это было	4	1
463	мы имеем	1	1
464	нуль в	1	1
465	как например	1	1
466	не могли	3	1
467	собой и	1	1
468	не был	2	1
469	и другим	1	1
470	в которых	1	1
471	на первый	2	1
472	но сам	1	1
473	в котором	5	1
474	впрочем как	1	1
475	по крайней	4	1
476	иной раз	2	1
477	а к	2	1
478	он в	1	1
479	об этой	1	1
480	не мешает	1	1
481	впечатлений в	1	1
482	именно в	4	1
483	борьба с	2	1
484	его жизни	6	1
485	однако нельзя	1	1
486	что и	3	1
487	приводили к	1	1
488	такой же	1	1
489	в человеческих	1	1
490	в полной	1	1
491	владимира соловьева	3	1
492	и на	4	1
493	что вы	2	1
494	что даже	1	1
495	с тем	2	1
496	назревает новый	1	1
497	сверх того	1	1
498	казалось что	1	1
499	именно его	1	1
500	и если	4	1
501	быть может	1	1
502	и что	5	1
503	как известно	1	1
504	многих случаях	1	1
505	она не	2	1
506	до конца	7	1
507	я из	1	1
508	к тебе	1	1
509	он не	4	1
510	быть названа	1	1
511	и говорил	1	1
512	как к	2	1
513	в целостности	1	1
514	это делает	1	1
515	ничего общего	1	1
516	в действительности	1	1
517	страданий жизни	1	1
518	не просто	1	1
519	в трех	2	1
520	в это	4	1
521	о классике	1	1
522	всю ночь	1	1
523	процесс в	1	1
524	и духовных	1	1
525	как о	1	1
526	под названием	3	1
527	он же	2	1
528	с какой	1	1
529	только с	1	1
530	столько же	1	1
531	и всякая	2	1
532	него в	4	1
533	от материи	1	1
534	в общем	2	1
535	на него	1	1
536	самого начала	1	1
537	к которой	1	1
538	достоевского но	2	1
539	было на	1	1
540	до него	1	1
541	с самого	1	1
542	и за	1	1
543	тот кто	1	1
544	владимир соловьев	2	1
545	за ним	1	1
546	свою собственную	1	1
547	чем он	1	1
548	том числе	1	1
549	в возрасте	1	1
550	есть нечто	2	1
551	но по	2	1
552	единого и	1	1
553	по существу	3	1
554	в каком	1	1
555	собственно говоря	2	1
556	была бы	1	1
557	прочим и	2	1
558	в следующем	3	1
559	которое в	2	1
560	и вы	2	1
561	ему в	2	1
562	целый ряд	1	1
563	ней не	1	1
564	между двумя	1	1
565	вл соловьев	136	1
566	к этому	6	1
567	в день	1	1
568	жизни по	2	1
569	он уже	5	1
570	между собою	1	1
571	в глазах	1	1
572	как я	2	1
573	быть в	3	1
574	и особенно	3	1
575	никак не	3	1
576	теперь не	1	1
577	у них	1	1
578	тут же	2	1
579	в г	1	1
580	стремится к	2	1
581	он говорит	1	1
582	сколько в	1	1
583	так например	1	1
584	перед нами	1	1
585	что произведение	1	1
586	уже у	1	1
587	яркий и	1	1
588	на нее	1	1
589	уже и	2	1
590	другому а	1	1
591	если б	1	1
592	если мы	1	1
593	с жадностью	1	1
594	имел в	1	1
595	так как	5	1
596	только после	2	1
597	о нем	2	1
598	все существует	1	1
599	ни на	1	1
600	бог и	2	1
601	если бы	1	1
602	жизнь а	1	1
603	но для	1	1
604	жизни как	1	1
605	и как	3	1
606	от всего	1	1
607	во время	1	1
608	тех пор	1	1
609	потому не	1	1
610	к одному	1	1
611	в первой	1	1
612	в мир	1	1
613	и по	2	1
614	этому поводу	1	1
615	мы знаем	4	1
616	и других	1	1
617	на основании	1	1
