N	2gram	Losev_Dial_2	StatiiOP
237	так или	2	2
238	раз в	2	2
239	в себе	15	2
240	но он	4	2
241	но на	1	2
242	не могла	1	2
243	вообще не	1	2
244	при этом	4	2
245	он не	4	2
246	всех этих	3	2
247	свою собственную	1	2
248	этого вопроса	1	2
249	и более	3	2
250	свое время	1	2
251	я бы	1	2
252	тут не	3	2
253	что все	1	2
254	разница между	2	2
255	причем все	1	2
256	при помощи	1	2
257	его в	3	2
258	это вовсе	2	2
259	и творчества	1	2
260	ни одной	1	2
261	не всегда	1	2
262	и уже	3	2
263	в москве	1	2
264	нисколько не	4	2
265	далее в	2	2
266	бы мы	1	2
267	надо сказать	1	2
268	без всяких	1	2
269	это дело	1	2
270	их в	2	2
271	что эта	1	2
272	она не	8	2
273	что с	2	2
274	как о	1	2
275	на него	2	2
276	говорить о	5	2
277	случае не	1	2
278	ничего не	3	2
279	больше чем	1	2
280	тем не	2	2
281	убедиться в	2	2
282	что на	2	2
283	начиная с	1	2
284	есть только	4	2
285	и такие	1	2
286	о них	1	2
287	и это	5	2
288	времени но	2	2
289	без всякого	4	2
290	то время	4	2
291	на свой	1	2
292	биографии и	1	2
293	может не	4	2
294	и все	12	2
295	все в	2	2
296	и во	1	2
297	а потому	2	2
298	никаких сомнений	1	2
299	крайней мере	9	2
300	и можно	2	2
301	говорит в	1	2
302	к нему	4	2
303	что здесь	2	2
304	быть и	4	2
305	по своей	4	2
306	д и	2	2
307	данном месте	1	2
308	со всеми	1	2
309	конечно не	6	2
310	уже в	4	2
311	хочу сказать	1	2
312	ведь если	1	2
313	если в	2	2
314	одно из	4	2
315	допустим что	1	2
316	очевидно не	1	2
317	у него	1	2
318	отношении что	1	2
319	в других	1	2
320	даже и	1	2
321	бы это	3	2
322	или иначе	2	2
323	представляет собою	1	2
324	еще и	1	2
325	превращается в	1	2
326	одной стороны	1	2
327	о слиянии	1	2
328	но разве	2	2
329	по крайней	9	2
330	который не	1	2
331	не знаю	2	2
332	нет никаких	1	2
333	на который	2	2
334	ни на	2	2
335	и потому	5	2
336	нет ни	3	2
337	и их	3	2
338	а если	1	2
339	по существу	1	2
340	том смысле	4	2
341	в свое	1	2
342	и тогда	3	2
343	но для	1	2
344	что то	1	2
345	о котором	3	2
346	то не	3	2
347	находим например	1	2
348	ни одного	1	2
349	в этих	3	2
350	хотя в	2	2
351	е в	3	2
352	что этот	3	2
353	несмотря на	2	2
354	не знает	1	2
355	например во	1	2
356	в своих	2	2
357	можно назвать	1	2
358	не должны	1	1
359	чтобы не	6	1
360	в рассмотрение	1	1
361	должно стать	1	1
362	случае есть	1	1
363	как известно	2	1
364	и будущих	1	1
365	вторую половину	1	1
366	многих отношениях	1	1
367	и есть	4	1
368	почти не	1	1
369	что эти	2	1
370	в какой-то	1	1
371	не говорим	1	1
372	в зависимости	2	1
373	мы называем	1	1
374	поэзии и	4	1
375	его не	2	1
376	их и	1	1
377	человек является	1	1
378	на вещи	2	1
379	им самим	1	1
380	уже после	1	1
381	вопреки всему	1	1
382	каком случае	2	1
383	так чтобы	2	1
384	обращения с	1	1
385	на тему	1	1
386	как я	2	1
387	но даже	1	1
388	один пример	1	1
389	зависимости от	2	1
390	это время	3	1
391	во мне	4	1
392	что оба	1	1
393	двух или	1	1
394	и на	1	1
395	на них	1	1
396	всегда можно	1	1
397	это действительно	1	1
398	время в	1	1
399	бы то	1	1
400	бы она	1	1
401	считаю что	1	1
402	них всегда	1	1
403	но как	5	1
404	а только	3	1
405	случае оказывается	1	1
406	тех же	1	1
407	могут и	1	1
408	очевидно что	2	1
409	нужно быть	1	1
410	с собою	1	1
411	в наиболее	1	1
412	этого последнего	2	1
413	не хотел	1	1
414	времени то	2	1
415	нет и	1	1
416	тогда очевидно	1	1
417	делу не	1	1
418	во что	1	1
419	в одной	4	1
420	чем мы	1	1
421	показать что	1	1
422	стороны и	1	1
423	в одних	1	1
424	перед нами	2	1
425	кроме того	3	1
426	и понимания	1	1
427	что по	2	1
428	я приведу	2	1
429	и к	7	1
430	есть самое	3	1
431	не очень	2	1
432	или иную	1	1
433	и конечно	1	1
434	еще на	2	1
435	себе как	3	1
436	за это	1	1
437	он в	1	1
438	но без	3	1
439	с их	1	1
440	бы только	2	1
441	и до	1	1
442	другом случае	1	1
443	иначе и	2	1
444	как он	4	1
445	личность но	4	1
446	если он	1	1
447	выходя за	2	1
448	больше всего	1	1
449	время и	2	1
450	с принципом	1	1
451	в узком	2	1
452	не как	2	1
453	и вот	4	1
454	сказал что	1	1
455	можно даже	1	1
456	именно такова	1	1
457	смысле как	1	1
458	даже прямо	1	1
459	но дело	1	1
460	без исключения	1	1
461	в одну	5	1
462	разница будет	1	1
463	содержит в	4	1
464	на все	2	1
465	с целью	2	1
466	время однако	1	1
467	это было	3	1
468	обоих случаях	1	1
469	мы на	1	1
470	нечего и	1	1
471	известно что	1	1
472	его отдельных	1	1
473	всего прочего	1	1
474	здесь нет	1	1
475	только одно	2	1
476	что лучше	1	1
477	в них	1	1
478	далеко не	1	1
479	показывает что	1	1
480	с тем	2	1
481	всю жизнь	1	1
482	во внимание	3	1
483	всегда и	1	1
484	вопрос и	1	1
485	приведу один	1	1
486	выйти за	1	1
487	сейчас мы	1	1
488	действительно не	1	1
489	мере не	1	1
490	в один	3	1
491	не больше	4	1
492	когда в	1	1
493	узнать что	1	1
494	бы на	1	1
495	и при	2	1
496	что такое	3	1
497	представить себе	1	1
498	это только	3	1
499	своеобразное и	1	1
500	мы в	2	1
501	еще с	1	1
502	них нет	1	1
503	или вернее	1	1
504	что я	2	1
505	науки но	1	1
506	нет решительно	1	1
507	а есть	1	1
508	и эти	1	1
509	действительно есть	2	1
510	такова же	1	1
511	том и	1	1
512	чтобы она	1	1
513	не должно	2	1
514	нет вообще	2	1
515	по себе	18	1
516	же мы	3	1
517	нас к	1	1
518	нет никакого	2	1
519	лиц и	1	1
520	и ясно	1	1
521	и другое	1	1
522	в обоих	1	1
523	считает что	1	1
524	тогда когда	6	1
525	она ни	1	1
526	одна из	1	1
527	в науке	2	1
528	и притом	7	1
529	чем та	1	1
530	тогда и	1	1
531	во всякой	1	1
532	но только	3	1
533	чем не	1	1
534	значение этого	1	1
535	наука и	2	1
536	в разных	3	1
537	того как	2	1
538	только и	2	1
539	это то	1	1
540	нас еще	1	1
541	камня на	1	1
542	и чувства	1	1
543	ему и	1	1
544	и после	1	1
545	бы по	1	1
546	уже и	2	1
547	так то	1	1
548	и делает	2	1
549	больше того	1	1
550	ему не	1	1
551	не потому	6	1
552	бы сказал	1	1
553	и далее	1	1
554	ни о	2	1
555	форме это	1	1
556	не могут	4	1
557	когда мы	3	1
558	не считает	1	1
559	разницей что	1	1
560	отличается от	1	1
561	вся разница	1	1
562	и другим	1	1
563	к тому	2	1
564	же только	1	1
565	такие которые	1	1
566	то ни	1	1
567	опираясь на	1	1
568	вещей в	1	1
569	как мы	3	1
570	и о	1	1
571	в виду	5	1
572	но при	1	1
573	проявляется в	1	1
574	и говорить	2	1
575	говоря уже	2	1
576	не могу	6	1
577	последнего слова	1	1
578	ни стало	1	1
579	последнее время	1	1
580	мысль о	1	1
581	только то	4	1
582	с самого	2	1
583	разной мере	1	1
584	со мною	1	1
585	и когда	4	1
586	то как	3	1
587	протестую против	1	1
588	только тот	1	1
589	времени и	9	1
590	мог бы	1	1
591	во многом	1	1
592	почему же	1	1
593	на которую	1	1
594	еще в	1	1
595	она была	1	1
596	таком виде	1	1
597	можно только	2	1
598	личности но	2	1
599	таких примеров	1	1
600	е так	1	1
601	хотя это	1	1
602	быть никакого	1	1
603	против этого	1	1
604	образом в	1	1
605	быть ни	1	1
606	только так	1	1
607	и возможно	1	1
608	и та	6	1
609	в глаза	1	1
610	не умею	1	1
611	и просто	1	1
612	можно сказать	5	1
613	все его	3	1
614	не просто	12	1
615	времени в	2	1
616	это была	1	1
617	его личности	2	1
618	и всякая	2	1
619	нуждается в	3	1
620	во всей	1	1
621	и наука	1	1
622	тему о	1	1
623	новая форма	1	1
624	быть даже	1	1
625	них в	1	1
626	что бы	2	1
627	разницы между	1	1
628	а другое	1	1
629	следовательно в	2	1
630	что будет	1	1
631	или нет	3	1
632	сразу же	3	1
633	тот же	1	1
634	мною как	1	1
635	с термином	1	1
636	пор не	1	1
637	как нечто	4	1
638	одних и	1	1
639	бы ни	2	1
640	но то	1	1
641	времени как	1	1
642	и из	3	1
643	на мой	1	1
644	именно на	1	1
645	себя в	2	1
646	где-то в	1	1
647	уже не	3	1
648	я имею	1	1
649	если мы	2	1
650	его и	1	1
651	ту или	1	1
652	но вот	2	1
653	тогда он	1	1
654	ведь это	3	1
655	в одном	4	1
656	сами по	3	1
657	в прошлом	1	1
658	к ним	1	1
659	не о	1	1
660	не точно	1	1
661	которые могут	1	1
662	не выходя	2	1
663	от того	4	1
664	ни была	1	1
665	и научное	1	1
666	были бы	1	1
667	и неизвестно	1	1
668	поручиться что	2	1
669	или иной	1	1
670	дают в	1	1
671	говорим о	1	1
672	так не	1	1
673	с другим	1	1
674	и тех	1	1
675	здесь в	1	1
676	мы так	1	1
677	была и	1	1
678	чтобы я	1	1
679	и др	1	1
680	но о	2	1
681	в некоторых	2	1
682	связано с	1	1
683	них и	1	1
684	чтобы убедиться	1	1
685	не на	2	1
686	в руках	1	1
687	долго и	1	1
688	меньше всего	1	1
689	не допускают	1	1
690	о чем	3	1
691	только несколько	1	1
692	которые по	1	1
693	время оно	1	1
694	бы совершенно	1	1
695	в одно	5	1
696	и ему	1	1
697	которая на	1	1
698	но что	7	1
699	вместе с	2	1
700	и последующие	1	1
701	д в	1	1
702	мы говорим	3	1
703	в меру	4	1
704	в разной	2	1
705	что именно	1	1
706	из которых	1	1
707	поэзия и	2	1
708	не дают	1	1
709	которые являются	1	1
710	слова он	1	1
711	я никогда	1	1
712	это за	3	1
713	я сейчас	1	1
714	утверждение в	2	1
715	она вся	1	1
716	сам не	2	1
717	в это	3	1
718	и смерти	1	1
719	всех его	1	1
720	несколько слов	1	1
721	это выражение	1	1
722	наука это	1	1
723	этом смысле	1	1
724	еще для	1	1
725	каждой из	1	1
726	факт что	1	1
727	тем и	1	1
728	содержанием и	2	1
729	и от	3	1
730	сколько бы	1	1
731	или в	2	1
732	но остается	1	1
733	в голову	1	1
734	историки литературы	1	1
735	себя самого	1	1
736	примеров которыми	1	1
737	это может	2	1
738	той или	4	1
739	будто они	1	1
740	не должен	1	1
741	конце концов	1	1
742	но зато	1	1
743	только поэзия	1	1
744	я же	2	1
745	уже давно	1	1
746	я в	1	1
747	смысле это	1	1
748	бы оно	1	1
749	всеми его	1	1
750	в целях	3	1
751	и начинается	1	1
752	но эта	1	1
753	месте в	1	1
754	не говоря	2	1
755	же будет	1	1
756	не быть	2	1
757	состоит из	1	1
758	к его	1	1
759	вывод из	1	1
760	оно не	1	1
761	из этого	1	1
762	время не	3	1
763	но эти	1	1
764	необходимость которого	1	1
765	как на	1	1
766	точно так	1	1
767	только путем	1	1
768	они не	3	1
769	смысле что	3	1
