N	2gram	Bakhtin_Pr_3	VelikijI
199	путь путь	1	1
200	все в	1	1
201	что оно	2	1
202	к нему	14	1
203	ее к	1	1
204	тогда мы	1	1
205	но как	4	1
206	всем в	1	1
207	имею я	1	1
208	с которыми	2	1
209	менее всего	1	1
210	что человек	1	1
211	себе и	5	1
212	бы в	3	1
213	себя но	2	1
214	не просто	1	1
215	крайней мере	3	1
216	мире и	2	1
217	я тогда	3	1
218	в утверждении	1	1
219	своим словом	1	1
220	ты с	1	1
221	как в	4	1
222	и мир	2	1
223	и пусть	2	1
224	в своем	2	1
225	все же	7	1
226	но с	2	1
227	д и	1	1
228	еще больше	1	1
229	могли бы	1	1
230	победы над	1	1
231	с ними	6	1
232	мы увидим	2	1
233	и хотя	1	1
234	и так	5	1
235	это очень	1	1
236	в самом	8	1
237	это ты	1	1
238	говорил с	2	1
239	в которой	2	1
240	образа в	1	1
241	что это	5	1
242	бы ни	1	1
243	в целом	5	1
244	теперь в	1	1
245	тоже не	1	1
246	в этой	1	1
247	же и	2	1
248	им в	1	1
249	вот в	1	1
250	я в	4	1
251	уже в	3	1
252	жизнь как	1	1
253	и утверждения	4	1
254	слово это	1	1
255	сказал тебе	1	1
256	в виде	4	1
257	и если	2	1
258	только слово	2	1
259	слова не	2	1
260	только себя	2	1
261	и путем	1	1
262	чего бы	2	1
263	говорит что	1	1
264	теперь это	1	1
265	ты ты	1	1
266	и навсегда	1	1
267	но путь	1	1
268	ты бы	2	1
269	слова которое	3	1
270	и вот	5	1
271	вовсе не	11	1
272	не для	2	1
273	отношение к	6	1
274	но что	1	1
275	у него	4	1
276	не случайно	1	1
277	наконец от	1	1
278	перед кем	1	1
279	и по	1	1
280	на этом	4	1
281	бы от	1	1
282	и вместе	1	1
283	ее на	1	1
284	человека в	1	1
285	тут не	3	1
286	на нее	2	1
287	для того	1	1
288	то ни	4	1
289	конечно в	2	1
290	не были	1	1
291	и с	15	1
292	ними как	1	1
293	а его	1	1
294	с другой	4	1
295	их же	1	1
296	лишь на	2	1
297	и быть	1	1
298	к миру	1	1
299	еще и	1	1
300	люди что	1	1
301	отказавшись от	1	1
302	не ты	7	1
303	говорит о	2	1
304	на всей	1	1
305	к человеку	1	1
306	о победе	1	1
307	и своего	3	1
308	она и	1	1
309	может ли	1	1
310	мы скажем	1	1
311	мы так	1	1
312	ничем не	1	1
313	основной вопрос	1	1
314	у человека	2	1
315	власти и	1	1
316	с которым	7	1
317	жизнь в	1	1
318	было для	1	1
319	о чем	2	1
320	и было	1	1
321	него не	1	1
322	в речах	8	1
323	и вновь	1	1
324	знаешь и	1	1
325	их на	1	1
326	его речей	1	1
327	иван карамазов	1	1
328	нет этих	1	1
329	места в	1	1
330	же ведь	1	1
331	него в	1	1
332	таким же	1	1
333	себя за	2	1
334	вместе с	4	1
335	так же	8	1
336	сделать его	2	1
337	ко всем	1	1
338	человека к	1	1
339	то есть	1	1
340	сам это	1	1
341	является и	1	1
342	еще с	1	1
343	с каким-то	2	1
344	и столь	1	1
345	в человеке	2	1
346	в которых	2	1
347	в изображении	1	1
348	если оно	1	1
349	ненависть к	3	1
350	в одном	5	1
351	но я	2	1
352	его воли	2	1
353	образ и	1	1
354	в мир	1	1
355	в тот	1	1
356	по крайней	3	1
357	есть еще	1	1
358	и скажет	1	1
359	этого слова	7	1
360	освободиться от	1	1
361	с этой	2	1
362	раз и	3	1
363	любви и	1	1
364	как можно	3	1
365	так ли	1	1
366	чтобы заставить	1	1
367	здесь есть	1	1
368	думают что	1	1
369	о мире	8	1
370	на котором	1	1
371	на два	1	1
372	а ты	1	1
373	и остается	1	1
374	смысле и	1	1
375	боролся с	1	1
376	свою роль	1	1
377	и именно	1	1
378	но она	1	1
379	конкретные формы	1	1
380	тайну и	1	1
381	и от	5	1
382	ее но	1	1
383	первые слова	1	1
384	найти в	1	1
385	это как	3	1
386	которая в	1	1
387	ничего не	4	1
388	человек и	2	1
389	в разных	1	1
390	ибо лишь	1	1
391	лишь как	1	1
392	может быть	19	1
393	как она	2	1
394	конце концов	3	1
395	во всем	3	1
396	будто бы	2	1
397	и любовь	1	1
398	это слово	5	1
399	жив не	1	1
400	на него	7	1
401	что на	1	1
402	может и	1	1
403	о своем	1	1
404	другой стороны	3	1
405	теперь когда	2	1
406	идея в	1	1
407	но все	5	1
408	его с	4	1
409	если кроме	1	1
410	в своих	1	1
411	нет что	1	1
412	слова с	3	1
413	в процессе	1	1
414	это в	2	1
415	и слияние	1	1
416	отказаться от	2	1
417	им и	3	1
418	себя и	8	1
419	она не	1	1
