N	2gram	Propp_Isto_3	Tvorches
398	он видит	3	1
399	на это	2	1
400	если же	1	1
401	ничего общего	1	1
402	я тебя	2	1
403	представляют собой	4	1
404	дети это	1	1
405	как мы	8	1
406	упомянутым выше	1	1
407	имеют общую	1	1
408	меня в	1	1
409	событий в	1	1
410	смерти в	3	1
411	только то	1	1
412	в себя	1	1
413	на той	1	1
414	с самого	1	1
415	то время	2	1
416	в пределах	4	1
417	этот период	1	1
418	и ту	1	1
419	не с	2	1
420	ясно что	1	1
421	связан с	2	1
422	каждого из	1	1
423	с собой	2	1
424	она была	1	1
425	во второй	1	1
426	отца или	1	1
427	является в	1	1
428	и всякого	1	1
429	и делают	1	1
430	означает что	1	1
431	на свадьбе	7	1
432	образом в	2	1
433	говорят что	2	1
434	из условий	1	1
435	и здесь	7	1
436	это происходит	1	1
437	в другом	2	1
438	столь же	1	1
439	одного из	2	1
440	с одной	2	1
441	почему же	1	1
442	можно встретить	1	1
443	мы понимаем	1	1
444	от него	2	1
445	после возвращения	2	1
446	раньше чем	3	1
447	то мы	2	1
448	с матерью	2	1
449	по разным	1	1
450	ли здесь	2	1
451	не знаю	8	1
452	где происходит	1	1
453	при котором	1	1
454	как она	1	1
455	от всех	1	1
456	в жизнь	1	1
457	пришел к	1	1
458	как нечто	1	1
459	дана в	1	1
460	может оказаться	1	1
461	такое же	1	1
462	который в	1	1
463	приходит в	3	1
464	до определенного	1	1
465	рублей и	1	1
466	том чтобы	1	1
467	не то	1	1
468	его он	2	1
469	связи с	6	1
470	не можем	1	1
471	они живут	1	1
472	в большинстве	1	1
473	когда герой	2	1
474	к богу	1	1
475	и вновь	2	1
476	не знать	1	1
477	еще одну	2	1
478	здесь герой	3	1
479	не дает	2	1
480	предположение что	1	1
481	не стал	1	1
482	ином мире	4	1
483	и их	1	1
484	руки и	1	1
485	внешние формы	1	1
486	сами по	1	1
487	черта и	1	1
488	говорит ему	1	1
489	явно не	1	1
490	не просто	1	1
491	нас до	1	1
492	возможно что	6	1
493	что и	9	1
494	со стороны	3	1
495	даже не	2	1
496	а мы	3	1
497	а одна	1	1
498	уходит в	3	1
499	и прежде	1	1
500	и между	1	1
501	этого персонажа	1	1
502	связано с	4	1
503	так это	1	1
504	обращение с	1	1
505	самого начала	1	1
506	в различных	1	1
507	жизнь в	1	1
508	под влиянием	1	1
509	будет иметь	1	1
510	они одновременно	1	1
511	в связи	3	1
512	есть одно	1	1
513	уже давно	2	1
514	нет никаких	2	1
515	на фоне	1	1
516	и она	3	1
517	не видно	3	1
518	как это	4	1
519	играют в	1	1
520	нет ни	1	1
521	власть над	4	1
522	одну общую	1	1
523	предположить что	7	1
524	что за	1	1
525	в течение	6	1
526	его работе	1	1
527	не видят	1	1
528	что же	1	1
529	превращался в	1	1
530	думать о	1	1
531	человек с	1	1
532	том смысле	1	1
533	герой в	2	1
534	этого слова	1	1
535	ней в	2	1
536	такова же	1	1
537	отличается от	1	1
538	характерные для	1	1
539	над его	1	1
540	от матери	1	1
541	в книге	1	1
542	из вариантов	2	1
543	и для	2	1
544	человек и	1	1
545	для нас	4	1
546	но когда	1	1
547	жить и	1	1
548	или нет	1	1
549	еще более	2	1
550	тот же	1	1
551	не есть	1	1
552	в новый	1	1
553	в свою	4	1
554	с ней	6	1
555	не знает	1	1
556	сказать что	3	1
557	была бы	1	1
558	но можно	1	1
559	совершенно не	2	1
560	по возвращении	1	1
561	вопрос так	1	1
562	но этот	2	1
563	у которых	1	1
564	и другие	4	1
565	и сел	1	1
566	я могу	1	1
567	как на	1	1
568	том числе	1	1
