N	2gram	Vinokur_St_1	formyVre
178	в таком	3	3
179	во всяком	6	3
180	также и	9	2
181	же как	3	2
182	тех же	1	2
183	здесь и	1	2
184	которыми он	2	2
185	той же	5	2
186	их и	1	2
187	вопрос о	4	2
188	на себя	1	2
189	на них	1	2
190	в чем	3	2
191	совсем не	2	2
192	а только	1	2
193	нет и	1	2
194	в истории	3	2
195	же и	4	2
196	стороны и	1	2
197	с их	1	2
198	не являются	3	2
199	и к	1	2
200	от этого	2	2
201	в целом	5	2
202	момент его	1	2
203	в нашем	1	2
204	как бы	4	2
205	как он	1	2
206	всей его	1	2
207	не как	1	2
208	уже не	1	2
209	и по	5	2
210	но дело	1	2
211	что все	2	2
212	об этом	3	2
213	ясно что	10	2
214	было бы	17	2
215	каком же	1	2
216	бы совершенно	1	2
217	были в	1	2
218	чем в	3	2
219	этого произведения	1	2
220	и всей	1	2
221	места в	2	2
222	для него	6	2
223	в своей	6	2
224	он должен	2	2
225	с точки	8	2
226	место в	1	2
227	оказывается что	1	2
228	в которых	5	2
229	точку зрения	3	2
230	но он	2	2
231	том же	1	2
232	по себе	1	2
233	тогда когда	1	2
234	дело в	6	2
235	никогда не	5	2
236	это то	1	2
237	но очень	1	2
238	и является	1	2
239	в каком	3	2
240	мы встречаем	1	2
241	есть только	2	2
242	здесь совершенно	3	2
243	числе и	2	2
244	той или	1	2
245	оно не	1	2
246	правда не	1	2
247	во всякой	1	2
248	как по	1	2
249	с самого	1	2
250	и иные	2	2
251	отсюда и	1	2
252	во многом	1	2
253	можно только	1	2
254	разумеется что	1	2
255	и вообще	3	2
256	или иной	1	2
257	в глаза	1	2
258	а также	2	2
259	на основе	1	2
260	во втором	4	2
261	там где	5	2
262	не зная	1	2
263	того что	9	2
264	разного рода	1	2
265	быть и	2	2
266	собой разумеется	1	2
267	какой-то степени	1	2
268	есть в	2	2
269	уже в	2	2
270	если мы	1	2
271	речи в	1	2
272	в данной	2	2
273	его и	1	2
274	ни с	3	2
275	никто не	4	2
276	мы находим	4	2
277	не для	2	2
278	с этими	1	2
279	отношение к	2	2
280	к ним	1	2
281	не о	1	2
282	тем что	5	2
283	само собой	1	2
284	не были	1	2
285	и даже	5	2
286	даже не	4	2
287	с другой	9	2
288	и тех	1	2
289	далеко не	1	2
290	еще и	2	2
291	одних и	1	2
292	соответствии с	1	2
293	в некоторых	1	2
294	в соответствии	1	2
295	одной стороны	2	2
296	время оно	1	2
297	что мы	5	2
298	к своему	1	2
299	в данном	14	2
300	в течение	1	2
301	в это	1	2
302	но для	2	2
303	здесь в	1	2
304	не является	3	2
305	одна из	1	2
306	для нас	7	2
307	у них	1	2
308	эти особенности	1	2
309	хотя бы	6	2
310	была бы	5	2
311	совершенно не	5	2
312	время не	1	2
313	в которой	4	2
314	можно назвать	2	2
315	пор не	1	1
316	до него	1	1
317	идет о	2	1
318	и есть	1	1
319	тем же	3	1
320	его же	2	1
321	объясняется и	1	1
322	в зависимости	1	1
323	и абсолютно	1	1
324	и за	3	1
325	по его	2	1
326	на вещи	1	1
327	и конечно	1	1
328	мы имеем	2	1
329	бы в	1	1
330	и последующих	1	1
331	на такие	1	1
332	бы и	4	1
333	который был	1	1
334	я не	7	1
335	как я	1	1
336	из того	2	1
337	не знают	1	1
338	зависимости от	1	1
339	отступление от	1	1
340	он был	3	1
341	не оставляют	1	1
342	самом деле	11	1
343	оно совершенно	1	1
344	данном случае	6	1
345	но как	1	1
346	с собою	1	1
347	времени то	1	1
348	в свои	1	1
349	большое значение	2	1
350	и я	3	1
351	это был	1	1
352	что касается	3	1
353	перед нами	1	1
354	и сам	2	1
355	это просто	3	1
356	эпохи но	1	1
357	слова он	1	1
358	литературы в	1	1
359	по изучению	1	1
360	не приходится	1	1
361	что это	4	1
362	ни один	2	1
363	бы не	2	1
364	или во	1	1
365	из этих	6	1
366	которые в	2	1
367	но без	1	1
368	в этой	11	1
369	это тот	1	1
370	вообще а	1	1
371	на то	4	1
372	не могла	2	1
373	связанные с	3	1
374	о которой	3	1
375	которая является	1	1
376	а вовсе	1	1
377	них нет	1	1
378	в корне	1	1
379	на совершенно	2	1
380	части этого	2	1
381	наукой и	1	1
382	в плане	1	1
383	без исключения	1	1
384	такого же	1	1
385	значительной степени	1	1
386	могла бы	1	1
387	факт что	1	1
388	должен сделать	1	1
389	это было	1	1
390	на протяжении	1	1
391	и соответствующие	1	1
392	распространены в	1	1
393	сегодняшнего дня	1	1
394	ближе к	1	1
395	в ином	1	1
396	по всему	1	1
397	говорить в	1	1
398	в хронологическом	1	1
399	о которых	1	1
400	поставлены и	1	1
401	которой он	1	1
402	п но	1	1
403	на одну	1	1
404	очень важный	1	1
405	и некоторые	1	1
406	в один	1	1
407	и тогда	2	1
408	не больше	1	1
409	не абсолютно	1	1
410	что значит	1	1
411	во время	3	1
412	этом случае	2	1
413	и при	1	1
414	нас не	1	1
415	по внешности	1	1
416	не становится	1	1
417	всяком случае	6	1
418	не столько	1	1
419	далее в	2	1
420	оно стало	1	1
421	своего рода	3	1
422	должны были	1	1
423	значение для	1	1
424	как их	1	1
425	для изучения	4	1
426	надо сказать	2	1
427	и более	2	1
428	с такими	1	1
429	не должно	1	1
430	что этот	2	1
431	биографический материал	1	1
432	так называемого	1	1
433	же мы	1	1
434	и очень	4	1
435	нет никакого	1	1
436	из которых	1	1
437	случае в	4	1
438	вплоть до	5	1
439	в таких	1	1
440	реже и	1	1
441	она не	2	1
442	как о	2	1
443	дело не	4	1
444	правда в	1	1
445	из сказанного	1	1
446	и имеет	1	1
447	человека знающего	1	1
448	бы между	1	1
449	что их	1	1
450	того в	1	1
451	по своей	2	1
452	и после	1	1
453	это слово	4	1
454	не нужен	1	1
455	у нас	11	1
456	форме это	1	1
457	к отдельным	1	1
458	xx века	1	1
459	в момент	1	1
460	ни был	1	1
461	и такие	2	1
462	отличается от	1	1
463	должны быть	3	1
464	другом месте	2	1
465	что оно	3	1
466	дело обстояло	1	1
467	в каждом	3	1
468	бы дело	1	1
469	времени но	2	1
470	были бы	1	1
471	изучения и	1	1
472	и этим	1	1
473	так в	1	1
474	темы о	1	1
475	на том	1	1
476	в другом	3	1
477	было в	1	1
478	которая была	2	1
479	в новом	4	1
480	вокруг этого	1	1
481	в эпоху	2	1
482	бы свои	1	1
483	образом в	1	1
484	и возможно	1	1
485	эти проблемы	1	1
486	но к	1	1
487	о том	17	1
488	внимание на	3	1
489	притом в	1	1
490	работа по	1	1
491	все в	2	1
492	в данных	1	1
493	на ее	1	1
494	не считаясь	1	1
495	никаких сомнений	2	1
496	и только	3	1
497	ч iii	1	1
498	также в	2	1
499	одну минуту	1	1
500	и дело	1	1
501	тот же	1	1
502	время когда	1	1
503	данном месте	2	1
504	что он	10	1
505	должен быть	3	1
506	это очень	3	1
507	всех его	1	1
508	свою эпоху	1	1
509	по этому	3	1
510	себя в	1	1
511	указывает в	3	1
512	так что	6	1
513	ведь в	1	1
514	указать на	1	1
515	случаях когда	1	1
516	ни одного	2	1
517	этого понятия	1	1
518	что во	2	1
519	на определенной	1	1
520	его абсолютной	1	1
521	является не	4	1
522	при помощи	2	1
523	из них	8	1
524	он имеет	1	1
525	но нет	1	1
526	ведь это	1	1
527	было создано	1	1
528	могло бы	2	1
529	существуют в	1	1
530	сами по	1	1
531	данного места	1	1
532	которые могут	1	1
533	на некоторые	1	1
534	комментарий к	1	1
535	них и	1	1
536	на деле	1	1
537	где в	1	1
538	и обратно	1	1
539	говорим о	1	1
540	с другим	1	1
541	разные и	1	1
542	никакого определенного	1	1
543	до сегодняшнего	1	1
544	говорит о	3	1
545	притом не	1	1
546	а на	3	1
547	которых мы	1	1
548	самое слово	1	1
549	не на	1	1
550	также с	1	1
551	и литературного	1	1
552	о чем	1	1
553	если не	2	1
554	для этой	1	1
555	себя на	1	1
556	уже давно	1	1
557	начиная с	2	1
558	здесь является	1	1
559	мы говорим	1	1
560	в иных	2	1
561	и гораздо	1	1
562	тот факт	1	1
563	то место	2	1
564	его личной	1	1
565	и вот	1	1
566	когда мы	1	1
567	в последнем	1	1
568	смысле этого	2	1
569	в тех	3	1
570	конечно эти	1	1
571	в остальном	1	1
572	путь в	1	1
573	и смерти	1	1
574	этого слова	2	1
575	лишь то	1	1
576	сказать не	1	1
577	между прочим	2	1
578	этом и	1	1
579	ведь и	3	1
580	они есть	1	1
581	же значение	1	1
582	по рождению	1	1
583	содержанием и	1	1
584	вопрос в	3	1
585	и позволяет	1	1
586	тем и	1	1
587	не существует	3	1
588	и от	1	1
589	не подлежит	1	1
590	причем в	1	1
591	узком смысле	1	1
592	каким он	1	1
593	которой можно	2	1
594	и перед	2	1
595	в отдельных	1	1
596	биографии и	2	1
597	себя самого	1	1
598	но эти	1	1
599	время или	1	1
600	тем более	4	1
601	но зато	1	1
602	речи об	1	1
603	самому и	1	1
604	слово в	1	1
605	этот вопрос	4	1
606	с ней	1	1
607	это делает	1	1
608	не быть	1	1
609	от всех	1	1
610	именно не	1	1
611	начать с	1	1
612	культуры в	3	1
613	материал по	1	1
614	включает в	1	1
615	открывать в	1	1
616	в своих	2	1
617	он лишь	1	1
618	гораздо более	4	1
