N	2gram	Potebnia_M_1	Analitik
146	более чем	1	2
147	не видно	5	2
148	и той	3	2
149	нам кажется	1	2
150	когда он	1	2
151	могли бы	2	2
152	но в	9	2
153	в противоположность	1	2
154	то ли	1	2
155	все эти	1	2
156	в ответ	1	2
157	в тех	1	2
158	в себе	13	2
159	не могла	2	2
160	так сказать	2	2
161	на его	1	2
162	что она	1	2
163	в нем	20	2
164	видеть в	2	2
165	не как	1	2
166	о его	2	2
167	одной и	3	2
168	и по	6	2
169	значительной степени	2	2
170	могла бы	2	2
171	входит в	1	2
172	это не	7	2
173	в жизни	3	2
174	в них	3	2
175	о которых	2	2
176	с тем	5	2
177	несмотря на	5	2
178	не мог	3	2
179	к первому	3	2
180	с точки	3	2
181	тем не	6	2
182	доказывает что	2	2
183	даже в	1	2
184	дело в	2	2
185	которого он	1	2
186	его части	1	2
187	как формы	1	2
188	по своей	1	2
189	могут быть	9	2
190	сравнении с	2	2
191	со мною	2	2
192	те же	1	2
193	не с	1	2
194	в глазах	3	2
195	тех пор	1	2
196	субъекта и	4	2
197	один из	1	2
198	но с	2	2
199	только в	25	2
200	то в	5	2
201	и ее	1	2
202	с одной	3	2
203	все они	2	2
204	для всех	5	2
205	с нею	4	2
206	вопроса о	2	2
207	всяком случае	1	2
208	нуждается в	2	2
209	не для	1	2
210	произведения и	1	2
211	мы можем	2	2
212	тем что	9	2
213	одной стороны	3	2
214	что несмотря	1	2
215	там где	4	2
216	что мы	4	2
217	связь с	2	2
218	не может	22	2
219	вместе с	8	2
220	и потому	5	2
221	когда мы	2	2
222	тому как	4	2
223	да и	1	2
224	этого слова	1	2
225	произведении искусства	1	2
226	ни для	1	2
227	и для	5	2
228	и от	3	2
229	и б	2	2
230	хотя и	3	2
231	и все	3	2
232	не более	4	2
233	не должен	1	2
234	в сравнении	3	2
235	же в	2	2
236	хотя в	3	2
237	но всегда	2	2
238	не предполагает	1	2
239	то что	10	2
240	нам не	1	2
241	сказать что	3	2
242	совершенно не	1	2
243	во всяком	3	2
244	а между	3	1
245	говоря о	1	1
246	таком случае	2	1
247	человека и	1	1
248	которого в	1	1
249	сам по	1	1
250	на самом	1	1
251	и есть	2	1
252	тем же	2	1
253	гегелевское определение	1	1
254	начале жизни	1	1
255	из его	1	1
256	не имеют	5	1
257	с таким	1	1
258	в зависимости	1	1
259	что если	3	1
260	вопрос о	4	1
261	на внешние	1	1
262	занимающего нас	1	1
263	начинается с	1	1
264	никак не	2	1
265	что иное	2	1
266	тоже можно	1	1
267	в полной	1	1
268	бы ни	4	1
269	зависимости от	1	1
270	бы сказать	1	1
271	проявляется в	2	1
272	стороны его	1	1
273	в таком	5	1
274	иное как	2	1
275	себя а	2	1
276	на их	1	1
277	всего этого	1	1
278	тем как	3	1
279	то мы	2	1
280	как если	1	1
281	будем рассматривать	1	1
282	мы будем	2	1
283	легко может	1	1
284	слова были	2	1
285	не все	2	1
286	уже как	1	1
287	собою как	1	1
288	друг от	2	1
289	должны были	1	1
290	за пределы	2	1
291	логикой и	1	1
292	в истории	7	1
293	что во	2	1
294	независимо от	6	1
295	каждая из	1	1
296	одном из	1	1
297	этой стороны	1	1
298	в полном	2	1
299	говорит что	1	1
300	в ожидании	1	1
301	самом начале	1	1
302	себе не	1	1
303	от этого	1	1
304	и хотя	1	1
305	для которого	1	1
306	бы ошибочно	1	1
307	не можем	2	1
308	та же	1	1
309	бы не	6	1
310	но без	2	1
311	в известном	1	1
312	есть явление	2	1
313	о ее	1	1
314	удовольствием и	1	1
315	во многих	2	1
316	на то	2	1
317	вследствие этого	1	1
318	что каждая	1	1
319	не следует	5	1
320	никакой возможности	1	1
321	по общему	2	1
322	в следующем	1	1
323	но дело	2	1
324	в нее	1	1
325	которое как	1	1
326	тем в	1	1
327	и может	2	1
328	в другом	1	1
329	бы быть	4	1
330	это было	1	1
331	заключается в	3	1
332	с другими	1	1
333	от одного	1	1
334	он есть	2	1
335	как вдруг	1	1
336	этом смысле	4	1
337	эту минуту	1	1
338	напротив в	1	1
339	еще одно	1	1
340	могут представиться	1	1
341	только одно	1	1
342	на свои	2	1
343	из нее	1	1
344	же образом	1	1
345	рядом с	1	1
346	место и	1	1
347	во внимание	3	1
348	должно быть	7	1
349	открытие и	1	1
350	обратимся к	1	1
351	из круга	1	1
352	в один	2	1
353	остается в	1	1
354	на таких	1	1
355	в эту	1	1
356	в г	2	1
357	от своего	1	1
358	в своей	3	1
359	таким же	2	1
360	обязательная для	1	1
361	здесь из	1	1
362	себе а	1	1
363	мысли и	9	1
364	как предмет	2	1
365	времени не	1	1
366	из виду	1	1
367	для этого	2	1
368	для нее	2	1
369	ни были	3	1
370	случае мы	1	1
371	нас к	1	1
372	то с	1	1
373	любви и	1	1
374	с ним	3	1
375	в категориях	1	1
376	как можно	1	1
377	от нас	2	1
378	принадлежат к	1	1
379	к индивидуальной	1	1
380	на себе	2	1
381	на него	3	1
382	совпадает с	1	1
383	отрешиться от	1	1
384	от жизни	1	1
385	у него	1	1
386	свободы и	3	1
387	мнения о	2	1
388	бы мы	1	1
389	само по	4	1
390	ставит его	1	1
391	того чтобы	2	1
392	не могло	3	1
393	себе самом	1	1
394	характера как	1	1
395	народной жизни	2	1
396	на противоположные	1	1
397	и чувства	1	1
398	прибегать к	1	1
399	потому что	52	1
400	и теперь	1	1
401	связи с	3	1
402	всей своей	1	1
403	как будто	2	1
404	не нуждается	2	1
405	ему в	1	1
406	состояние духа	2	1
407	у нас	2	1
408	уже о	1	1
409	его внутренней	1	1
410	не могут	4	1
411	но едва	1	1
412	значительнее чем	1	1
413	мы могли	1	1
414	слова с	1	1
415	творчества не	1	1
416	что при	5	1
417	в применении	2	1
418	для себя	3	1
419	не ограничивается	2	1
420	как мы	2	1
421	и о	2	1
422	должно бы	4	1
423	то она	2	1
424	от друга	2	1
425	говоря уже	1	1
426	только при	2	1
427	для всего	1	1
428	фактам но	1	1
429	мнение что	1	1
430	подобно другим	2	1
431	с языком	2	1
432	даже отчасти	1	1
433	что у	1	1
434	как между	1	1
435	мог бы	2	1
436	произведения не	1	1
437	субъектом и	1	1
438	ко всему	1	1
439	его мысли	1	1
440	является в	1	1
441	на них	1	1
442	если бы	14	1
443	к языку	2	1
444	образом в	1	1
445	и должно	2	1
446	в самой	3	1
447	при котором	2	1
448	одного из	2	1
449	все его	1	1
450	звуков в	1	1
451	не заключает	1	1
452	должно было	1	1
453	того или	1	1
454	каждом из	1	1
455	связь между	2	1
456	или как	1	1
457	жизни но	1	1
458	от них	1	1
459	души к	3	1
460	а потому	10	1
461	или напротив	1	1
462	во всей	1	1
463	и только	2	1
464	вслед за	1	1
465	тем более	2	1
466	каждом отдельном	1	1
467	вытекают из	3	1
468	как объект	2	1
469	того что	8	1
470	себе еще	1	1
471	д и	1	1
472	с ними	1	1
473	в стороне	4	1
474	нередко случается	1	1
475	по этому	2	1
476	всего данного	1	1
477	так что	16	1
478	есть в	2	1
479	как полагает	1	1
480	не имеющие	1	1
481	нами и	1	1
482	сама собою	1	1
483	по законам	2	1
484	как кажется	3	1
485	слова не	2	1
486	каким образом	3	1
487	или даже	3	1
488	по выражению	1	1
489	две другие	1	1
490	должны иметь	2	1
491	ибо он	1	1
492	мы однако	1	1
493	нее в	1	1
494	одно из	3	1
495	и их	3	1
496	могло бы	3	1
497	слова в	2	1
498	в современном	1	1
499	вовсе не	5	1
500	своих собственных	1	1
501	с этими	1	1
502	к ним	2	1
503	случае не	1	1
504	человек как	1	1
505	не говорит	1	1
506	и делает	1	1
507	не противоречит	1	1
508	для того	3	1
509	что на	6	1
510	случается с	1	1
511	между которыми	1	1
512	до сих	1	1
513	к которому	3	1
514	достаточного основания	1	1
515	это все	1	1
516	наконец в	1	1
517	и затем	1	1
518	себя и	1	1
519	обратить внимание	1	1
520	только по	2	1
521	превращается в	1	1
522	зависит от	5	1
523	на этот	2	1
524	его собственной	1	1
525	фраза о	1	1
526	когда же	1	1
527	слово а	2	1
528	в одно	2	1
529	к лицу	1	1
530	себя самой	1	1
531	время с	1	1
532	со словом	3	1
533	будем иметь	1	1
534	можно быть	1	1
535	для теории	3	1
536	пройти через	1	1
537	лицом к	1	1
538	в течение	2	1
539	ведет к	1	1
540	этой последней	1	1
541	заключен в	2	1
542	применении к	2	1
543	с тех	1	1
544	как нельзя	1	1
545	не говоря	1	1
546	с этой	2	1
547	действительности не	1	1
548	и формы	1	1
549	бытия с	1	1
550	во-вторых он	1	1
551	сих пор	1	1
552	своей жизни	1	1
553	но это	5	1
554	между прочим	2	1
555	мы по	1	1
556	рода но	2	1
557	не достигает	1	1
558	в связи	1	1
559	сколько бы	1	1
560	как на	3	1
561	есть система	1	1
562	от него	4	1
563	на свою	1	1
564	бы в	4	1
565	же есть	1	1
566	мы должны	3	1
567	стороны в	1	1
568	хотя бы	2	1
569	будто бы	1	1
570	но если	2	1
571	над собою	1	1
572	к ее	1	1
573	корней и	1	1
574	чем с	1	1
575	этот вопрос	2	1
576	между ними	1	1
577	быть признано	1	1
578	их с	1	1
579	по одному	1	1
580	он предполагает	1	1
581	первом случае	1	1
582	не что	2	1
583	оно не	3	1
584	из этого	2	1
585	же природы	1	1
586	лицу с	1	1
587	в голову	1	1
588	жизни и	2	1
589	к этой	3	1
590	и другие	1	1
591	в своих	4	1
592	жизни оказывается	1	1
593	все что	2	1
594	ср с	2	1
595	они не	1	1
