N	2gram	Tiupa_Narr_2	Problemy
396	в нашем	2	1
397	из этих	2	1
398	в известном	3	1
399	и смысловая	1	1
400	будто и	1	1
401	как он	2	1
402	не следует	3	1
403	в случае	2	1
404	к миру	2	1
405	мыслей в	1	1
406	в начале	2	1
407	имеет смысл	1	1
408	этого оно	1	1
409	ограничивается лишь	1	1
410	быть самим	1	1
411	смысле как	1	1
412	и по	3	1
413	его можно	1	1
414	лишь с	1	1
415	прежде чем	1	1
416	не будет	2	1
417	что все	1	1
418	выражение и	1	1
419	музыки и	1	1
420	об этом	4	1
421	и неизбежно	1	1
422	и внутренняя	1	1
423	роль в	2	1
424	внутри авторского	1	1
425	истории и	1	1
426	характер не	1	1
427	приходит в	1	1
428	здесь нет	1	1
429	но уже	1	1
430	он является	3	1
431	быть только	1	1
432	является их	1	1
433	в главе	1	1
434	разных сознаний	1	1
435	личности не	1	1
436	мы имеем	3	1
437	не всегда	1	1
438	не убеждает	1	1
439	к некоторому	1	1
440	становится и	1	1
441	ведет к	2	1
442	вопроса а	1	1
443	одного и	1	1
444	было не	1	1
445	на первый	1	1
446	или менее	1	1
447	ему как	1	1
448	некоторого события	1	1
449	знает и	1	1
450	часто не	2	1
451	мир не	1	1
452	место в	5	1
453	не столько	5	1
454	жизни с	2	1
455	своего рода	9	1
456	признать что	1	1
457	строго говоря	3	1
458	и другого	2	1
459	есть его	1	1
460	остается вне	1	1
461	приходится искать	1	1
462	в аспекте	3	1
463	его внутреннего	1	1
464	и многих	1	1
465	между людьми	1	1
466	слова до	1	1
467	при всех	1	1
468	повествования к	1	1
469	он остается	1	1
470	к прошлому	1	1
471	не имеет	2	1
472	не делают	1	1
473	и притом	1	1
474	иметь в	1	1
475	того чтобы	3	1
476	одного мира	1	1
477	появляется в	1	1
478	не могло	2	1
479	только не	2	1
480	из него	1	1
481	того и	1	1
482	и образ	1	1
483	и лишь	1	1
484	всего на	1	1
485	с одним	1	1
486	пути и	1	1
487	на этом	1	1
488	слове и	1	1
489	личностями и	1	1
490	принципиальная особенность	3	1
491	правда мы	1	1
492	такая постановка	1	1
493	эти три	1	1
494	интенции автора	1	1
495	него уже	1	1
496	в области	2	1
497	в каком	1	1
498	у нас	2	1
499	настоящего времени	1	1
500	у меня	2	1
501	она принципиально	1	1
502	чтобы сделать	1	1
503	я сам	2	1
504	же самое	1	1
505	об одном	1	1
506	к тому	9	1
507	личность не	3	1
508	подходом к	1	1
509	мысли о	1	1
510	состояниях и	1	1
511	и возникает	1	1
512	может показаться	1	1
513	в каждой	2	1
514	не могли	1	1
515	то она	1	1
516	как субъект	1	1
517	не существует	1	1
518	но при	4	1
519	и сами	1	1
520	здесь не	2	1
521	в ее	4	1
522	характер и	3	1
523	то время	1	1
524	его любовь	1	1
525	возникает проблема	2	1
526	и когда	3	1
527	что у	2	1
528	в другом	4	1
529	времени и	4	1
530	по природе	1	1
531	которая была	1	1
532	оно как	1	1
533	во многом	1	1
534	сознаний не	1	1
535	по сравнению	1	1
536	смерти не	1	1
537	он нам	1	1
538	не характер	1	1
539	со стороны	6	1
540	бывает в	1	1
541	породившей его	1	1
542	даже не	1	1
543	в виду	1	1
544	полной мере	1	1
545	тех кто	1	1
546	люди с	1	1
547	о том	5	1
548	другого сознания	2	1
549	другими словами	1	1
550	к одной	1	1
551	говорит об	1	1
552	за пределами	3	1
553	сам а	1	1
554	утверждает что	1	1
555	такова что	1	1
556	мира а	1	1
557	можно сказать	6	1
558	к чужому	1	1
559	времени в	1	1
560	рассказа все	1	1
561	нет это	1	1
562	важно не	2	1
563	и смысловой	1	1
564	будто он	1	1
565	именно тем	1	1
566	утрачивает свою	1	1
567	сложное и	1	1
568	вся жизнь	2	1
569	которая как	1	1
570	второй план	2	1
571	того что	6	1
572	к которому	2	1
573	бы эти	1	1
574	быть и	1	1
575	известном смысле	3	1
576	проверке на	1	1
577	оно и	1	1
578	связь и	1	1
579	одной из	1	1
580	ли он	1	1
581	в какой	4	1
582	то в	1	1
583	обращаться к	1	1
584	даже если	1	1
585	и так	1	1
586	мира концепция	1	1
587	а с	2	1
588	себя в	2	1
589	не знающего	1	1
590	рождается в	1	1
591	с нею	2	1
592	ничто не	1	1
593	него есть	1	1
594	не все	2	1
595	и чисто	1	1
596	него и	1	1
597	а то	2	1
598	и их	1	1
599	могло бы	2	1
600	иначе как	1	1
601	не для	1	1
602	при всей	4	1
603	рассказа от	1	1
604	может служить	2	1
605	но что	1	1
606	и рождается	1	1
607	того или	3	1
608	это было	1	1
609	к той	1	1
610	в других	2	1
611	нескольких сознаний	1	1
612	для того	1	1
613	лишь для	1	1
614	зрения с	1	1
615	рассказа не	1	1
616	обо мне	4	1
617	для художника	1	1
618	мы привыкли	1	1
619	как у	4	1
620	однако что	1	1
621	а именно	1	1
622	и быть	1	1
623	во второй	2	1
624	к его	3	1
625	события взаимодействия	1	1
626	что не	1	1
627	только к	3	1
628	и люди	1	1
629	мира на	1	1
630	что казалось	1	1
631	это прежде	1	1
632	его смерти	1	1
633	ничем не	1	1
634	зависит от	2	1
635	напротив чтобы	1	1
636	что обычно	1	1
637	и оно	1	1
638	него только	1	1
639	в бытии	2	1
640	что мы	1	1
641	как позицию	1	1
642	если не	2	1
643	существующих в	1	1
644	с помощью	1	1
645	позволяет нам	1	1
646	но благодаря	1	1
647	вступает в	2	1
648	является его	2	1
649	в частности	11	1
650	и она	1	1
651	качестве личности	1	1
652	два человека	1	1
653	и особенно	1	1
654	своей социальной	1	1
655	своей значимости	1	1
656	бы это	1	1
657	не оставляющей	1	1
658	к своему	2	1
659	другое противоположное	1	1
660	сравнению с	1	1
661	такого рода	12	1
662	в точке	1	1
663	это за	1	1
664	бы его	1	1
665	не сливаются	1	1
666	вокруг одного	1	1
667	главного героя	2	1
668	этот не	1	1
669	слова и	1	1
670	внешний мир	1	1
671	наиболее существенных	1	1
672	сознании героя	1	1
673	тому или	1	1
674	потому не	2	1
675	что я	3	1
676	это он	1	1
677	как рассказчик	1	1
678	собой это	1	1
679	воспринимать и	1	1
680	в другое	1	1
681	иного рода	2	1
682	сознания в	1	1
683	совершенно иной	1	1
684	и все	4	1
685	как теперь	1	1
686	не непосредственно	1	1
687	будто бы	1	1
688	речи как	1	1
689	только что	2	1
690	прошлого и	1	1
691	ее в	1	1
692	я в	5	1
693	настоящим и	1	1
694	сходятся в	1	1
695	самому и	1	1
696	может и	1	1
697	в свою	2	1
698	мир но	1	1
699	или иного	3	1
700	перед нею	1	1
701	всю ее	1	1
702	себе не	1	1
703	себе но	1	1
704	где он	1	1
705	к этому	1	1
706	в таком	3	1
707	точно так	2	1
708	этой точки	1	1
709	с собственной	1	1
