N	2gram	Berdyaev_V_1	Myshleni
188	только это	1	1
189	никогда на	1	1
190	я не	1	1
191	вместо того	2	1
192	же что	1	1
193	в ней	4	1
194	и то	2	1
195	и на	1	1
196	он был	1	1
197	в общественной	1	1
198	бы то	1	1
199	в чем	3	1
200	во имя	32	1
201	в ее	1	1
202	ее к	1	1
203	сущности и	1	1
204	отказ от	1	1
205	но как	1	1
206	его во	3	1
207	менее всего	1	1
208	себе и	1	1
209	к конечному	1	1
210	это самое	1	1
211	более чем	2	1
212	его на	1	1
213	оторванное от	1	1
214	когда нужно	1	1
215	и свою	1	1
216	истины и	1	1
217	влечение к	1	1
218	он делает	1	1
219	жизнь как	1	1
220	к человеческой	1	1
221	и если	1	1
222	по словам	1	1
223	в нем	4	1
224	у самого	1	1
225	раз навсегда	2	1
226	о которой	1	1
227	в понимании	1	1
228	лишено всякого	1	1
229	не к	2	1
230	и вот	1	1
231	существует и	1	1
232	на этом	1	1
233	же пути	1	1
234	то ни	1	1
235	должно иметь	1	1
236	его личности	1	1
237	в жизни	3	1
238	для них	2	1
239	эта попытка	1	1
240	что не	4	1
241	с тем	2	1
242	не всегда	1	1
243	что истина	2	1
244	этому пути	2	1
245	животные которые	1	1
246	этому же	1	1
247	еще с	1	1
248	мир и	2	1
249	а есть	2	1
250	то это	3	1
251	это дело	2	1
252	есть еще	1	1
253	тому что	3	1
254	что есть	5	1
255	и внешней	1	1
256	как можно	1	1
257	на два	1	1
258	что их	2	1
259	много общего	1	1
260	на него	1	1
261	не по	1	1
262	мы все	1	1
263	небом и	1	1
264	почему в	2	1
265	самой жизни	1	1
266	пути и	1	1
267	вот что	1	1
268	на внешнем	1	1
269	уж конечно	2	1
270	у нас	1	1
271	всего в	2	1
272	всего что	1	1
273	не есть	6	1
274	слова с	1	1
275	сходятся и	1	1
276	оно не	3	1
277	и самое	1	1
278	тогда это	1	1
279	только законы	1	1
280	этом нет	1	1
281	разум в	1	1
282	личности и	3	1
283	и говорит	1	1
284	и которую	1	1
285	он так	1	1
286	нельзя не	1	1
287	тысячи лет	1	1
288	и которые	1	1
289	переход к	1	1
290	является в	2	1
291	основана на	1	1
292	остается не	1	1
293	это как	1	1
294	в словах	1	1
295	после того	1	1
296	же упрек	1	1
297	а к	2	1
298	так не	2	1
299	теперь и	1	1
300	и который	1	1
301	она не	1	1
302	других людей	1	1
303	нет у	4	1
304	к нему	1	1
305	и во	2	1
306	а потому	1	1
307	себя но	1	1
308	вслед за	2	1
309	так говорит	1	1
310	что тот	1	1
311	есть продукт	1	1
312	известном смысле	1	1
313	связать себя	1	1
314	один из	2	1
315	сделать это	1	1
316	в двух	1	1
317	идет по	1	1
318	и высшего	1	1
319	и так	1	1
320	между тем	2	1
321	имеет своим	1	1
322	с которыми	1	1
323	же и	1	1
324	это ни	1	1
325	конечно не	2	1
326	то и	1	1
327	в виде	1	1
328	в сознании	1	1
329	или даже	1	1
330	времени по	1	1
331	за ним	3	1
332	не того	1	1
333	земли и	2	1
334	субъективные состояния	1	1
335	не для	1	1
336	к ним	1	1
337	бы это	1	1
338	всякого содержания	1	1
339	не были	1	1
340	как возможно	1	1
341	еще и	1	1
342	всякого смысла	1	1
343	основной вопрос	1	1
344	заботу о	1	1
345	для их	2	1
346	с которым	1	1
347	более глубокое	1	1
348	хотели бы	1	1
349	стороны в	1	1
350	эта идея	1	1
351	ко всем	1	1
352	и потому	7	1
353	нет еще	2	1
354	о возможности	1	1
355	и столь	1	1
356	и мир	1	1
357	если оно	1	1
358	самого себя	2	1
359	говорит все	1	1
360	в тот	1	1
361	да и	2	1
362	и от	1	1
363	личность как	2	1
364	так хорошо	1	1
365	ничего кроме	1	1
366	себя с	1	1
367	одна из	2	1
368	уже на	2	1
369	которого они	1	1
370	как она	1	1
371	от него	2	1
372	в третьем	1	1
373	бы в	1	1
374	против того	1	1
375	но это	3	1
376	идти по	1	1
377	оторванную от	1	1
378	к ее	1	1
379	жизни в	1	1
380	другой стороны	1	1
381	него в	1	1
382	непонятным как	1	1
383	в своих	1	1
384	в роли	1	1
385	и вновь	1	1
