N	2gram	Tiupa_Anal_2	Morfolog
162	см ниже	1	2
163	что ни	1	2
164	и его	4	2
165	так например	2	2
166	не получает	1	2
167	и что	1	2
168	если они	1	2
169	не с	4	2
170	показать как	1	2
171	с героем	1	2
172	о том	7	2
173	с одной	5	2
174	можно сказать	4	2
175	может не	1	2
176	ни к	1	2
177	путь к	1	2
178	не означает	1	2
179	того что	2	2
180	иных случаях	1	2
181	можно отметить	2	2
182	хотя бы	1	2
183	этот вопрос	1	2
184	только в	4	2
185	себя в	2	2
186	тем временем	1	2
187	уже не	4	2
188	вопроса о	1	2
189	его и	1	2
190	себя и	1	2
191	не знает	3	2
192	не исключает	1	2
193	сказать что	2	2
194	ниже в	1	2
195	в частности	16	2
196	одной стороны	4	2
197	самого себя	1	2
198	или с	1	2
199	получает от	1	2
200	случае он	1	2
201	случаях когда	1	2
202	сразу же	1	2
203	от него	1	2
204	или нет	1	2
205	одной из	3	2
206	в свое	1	2
207	также может	2	2
208	к этому	2	2
209	точно так	1	2
210	после чего	1	2
211	может или	1	1
212	по законам	1	1
213	таком случае	2	1
214	и то	3	1
215	применении к	1	1
216	говорилось выше	1	1
217	и должны	1	1
218	в самостоятельный	1	1
219	верхом на	1	1
220	между двумя	4	1
221	вне своего	1	1
222	противном случае	1	1
223	он ничего	1	1
224	их и	1	1
225	есть не	1	1
226	на первом	1	1
227	что иное	1	1
228	не вполне	1	1
229	и такой	1	1
230	ему в	3	1
231	конечно и	1	1
232	в виду	1	1
233	отступление от	1	1
234	собой в	2	1
235	он был	2	1
236	служит для	1	1
237	тем как	1	1
238	там и	1	1
239	как такой	1	1
240	ответ на	3	1
241	тогда как	19	1
242	отличие от	2	1
243	в главе	1	1
244	его не	1	1
245	в рамках	3	1
246	данный момент	1	1
247	для всех	2	1
248	что касается	3	1
249	в противном	1	1
250	в полном	1	1
251	третий раз	1	1
252	и отдельно	1	1
253	и наконец	1	1
254	но эта	2	1
255	его к	1	1
256	к соединению	1	1
257	имеет в	1	1
258	следует сказать	1	1
259	со своей	1	1
260	в которой	1	1
261	к другому	1	1
262	привести к	1	1
263	из этих	1	1
264	не в	4	1
265	в этой	9	1
266	рассказ о	1	1
267	и тот	1	1
268	интересно что	1	1
269	но ведь	1	1
270	на то	2	1
271	вообще не	2	1
272	что она	2	1
273	время и	1	1
274	слова а	1	1
275	предстанет перед	1	1
276	всех этих	1	1
277	свою собственную	1	1
278	если наконец	1	1
279	функционирует как	1	1
280	прочим и	1	1
281	несколько ниже	1	1
282	его можно	1	1
283	в окно	2	1
284	собственно говоря	2	1
285	его до	1	1
286	одно и	1	1
287	по его	1	1
288	в каждом	1	1
289	в совершенно	1	1
290	а их	1	1
291	них не	2	1
292	первый случай	1	1
293	целая система	1	1
294	ко второму	1	1
295	то все	1	1
296	например с	1	1
297	и тем	4	1
298	даже в	2	1
299	следит за	1	1
300	он наносит	2	1
301	же самый	1	1
302	нисколько не	1	1
303	и их	2	1
304	или точнее	2	1
305	этой связи	1	1
306	это делает	1	1
307	в их	3	1
308	не столько	3	1
309	самого героя	1	1
310	что я	1	1
311	и уж	1	1
312	для данного	1	1
313	которые в	1	1
314	при этом	10	1
315	теми же	2	1
316	все это	4	1
317	второй раз	1	1
318	для нее	2	1
319	тому что	1	1
320	она не	2	1
321	точно и	1	1
322	следует определить	1	1
323	что с	2	1
324	встреча с	1	1
325	меня не	1	1
326	является единицей	1	1
327	и сама	1	1
328	как его	1	1
329	дело не	2	1
330	лишь два	1	1
331	появляется в	2	1
332	к каждой	1	1
333	же время	2	1
334	этих двух	1	1
335	за исключением	1	1
336	как на	1	1
337	по земле	1	1
338	с другом	1	1
339	есть у	1	1
340	у нас	1	1
341	если он	1	1
342	встречается в	1	1
343	позволил бы	1	1
344	и героев	1	1
345	другой и	1	1
346	уже было	1	1
347	должны быть	1	1
348	на улицу	1	1
349	всего в	2	1
350	к тому	7	1
351	той или	3	1
352	не есть	2	1
353	что при	1	1
354	на это	1	1
355	первой же	2	1
356	в применении	1	1
357	то она	1	1
358	с ее	2	1
359	же не	2	1
360	данном случае	5	1
361	ходе повествования	1	1
362	приводит к	3	1
363	роль в	2	1
364	что такой	1	1
365	те же	2	1
366	о возвращении	1	1
367	еще в	2	1
368	во второй	4	1
369	в последней	1	1
370	иное как	1	1
371	но к	1	1
372	на вопрос	1	1
373	но мы	1	1
374	всякая фраза	1	1
375	того или	3	1
376	том или	2	1
377	грань между	2	1
378	в его	2	1
379	другими в	2	1
380	в третий	1	1
381	на которой	1	1
382	о его	4	1
383	с ними	3	1
384	ли он	1	1
385	говорить о	6	1
386	таких моментов	1	1
387	который в	1	1
388	все они	1	1
389	форма может	1	1
390	встречу с	2	1
391	же и	1	1
392	есть в	3	1
393	можно на	1	1
394	к земле	1	1
395	борьбы с	3	1
396	в борьбу	1	1
397	первого в	1	1
398	за ним	1	1
399	а и	1	1
400	не так	4	1
401	в одном	2	1
402	составных частей	1	1
403	у него	4	1
404	которые могут	1	1
405	между прочим	1	1
406	и обозначает	1	1
407	он же	2	1
408	только на	3	1
409	другого и	2	1
410	и даже	9	1
411	со стороны	3	1
412	или иной	3	1
413	даже не	1	1
414	может и	1	1
415	может ли	2	1
416	на ее	1	1
417	именно в	3	1
418	я был	1	1
419	еще и	1	1
420	и несколько	1	1
421	текст состоит	1	1
422	персонажа и	1	1
423	его из	1	1
424	до этого	1	1
425	для передачи	1	1
426	борется со	1	1
427	на этот	2	1
428	в рассказе	1	1
429	непосредственно к	1	1
430	на смерть	1	1
431	о чем	2	1
432	вступает в	2	1
433	но оно	1	1
434	такими словами	1	1
435	о себе	2	1
436	но такое	1	1
437	в данном	8	1
438	ведет к	1	1
439	в особый	1	1
440	случае она	1	1
441	есть на	1	1
442	и там	1	1
443	в отдельности	1	1
444	отношения к	2	1
445	в ряду	1	1
446	друг с	1	1
447	делает и	1	1
448	как будто	3	1
449	не увидит	1	1
450	о жизни	2	1
451	что же	1	1
452	с этой	1	1
453	еще раз	1	1
454	только для	1	1
455	же самое	1	1
456	все остальные	1	1
457	на улице	1	1
458	что очень	1	1
459	но на	1	1
460	для нас	1	1
461	и все	3	1
462	бы в	3	1
463	его жизнь	1	1
464	состоит из	1	1
465	остается на	1	1
466	не что	1	1
467	и диалог	1	1
468	выходят за	2	1
469	а другой	1	1
470	таким же	1	1
471	в таком	2	1
