N	2gram	Propp_Morf_1	FransuaR
476	здесь перед	1	1
477	носит характер	1	1
478	мы можем	2	1
479	и художественный	1	1
480	как его	1	1
481	отличие от	1	1
482	она имеет	1	1
483	тем что	4	1
484	образом что	1	1
485	нет в	1	1
486	лишь один	1	1
487	того что	3	1
488	без всякой	2	1
489	хотя оно	1	1
490	а именно	1	1
491	после смерти	1	1
492	эквивалент например	1	1
493	в предисловии	1	1
494	такое же	1	1
495	а с	2	1
496	мы переходим	1	1
497	могут иметь	1	1
498	всего мира	1	1
499	на этот	1	1
500	такое которое	1	1
501	ночь ночь	1	1
502	однако и	1	1
503	очень часто	6	1
504	действия в	1	1
505	проходит через	1	1
506	имеет свои	2	1
507	все более	1	1
508	материал и	1	1
509	играют в	2	1
510	некоторые из	1	1
511	независимо от	3	1
512	за другом	2	1
513	другу и	2	1
514	неожиданно и	1	1
515	что за	1	1
516	или отрицательной	1	1
517	есть на	1	1
518	тому как	5	1
519	в точности	3	1
520	в тех	6	1
521	и там	1	1
522	в тот	1	1
523	в ряду	1	1
524	друг с	1	1
525	в очень	1	1
526	дело идет	1	1
527	еще раз	1	1
528	не будем	4	1
529	и тогда	1	1
530	а сама	1	1
531	его дело	1	1
532	с большой	1	1
533	это явление	4	1
534	она должна	1	1
535	это уже	3	1
536	на новый	1	1
537	о котором	1	1
538	от него	1	1
539	исторической действительности	1	1
540	и ни	1	1
541	у которого	1	1
542	находится в	1	1
543	уже неоднократно	1	1
544	ее в	1	1
545	же в	2	1
546	обстоит дело	1	1
547	но если	7	1
548	на части	1	1
549	вне своего	1	1
550	время как	3	1
551	здесь только	1	1
552	в гл	1	1
553	иначе чем	2	1
554	только можно	1	1
555	может и	1	1
556	на другие	2	1
557	не знает	1	1
558	этот же	1	1
559	отношению к	4	1
560	из этого	1	1
561	можно наблюдать	3	1
562	в свое	2	1
563	это определение	1	1
564	имеет двойное	1	1
565	совершается в	2	1
566	как на	1	1
