N	2gram	Tiupa_Narr_1	PoTuStor
210	в рамках	12	1
211	от содержания	1	1
212	дает нам	1	1
213	как нам	1	1
214	все же	7	1
215	в полном	2	1
216	хотя и	3	1
217	когда он	3	1
218	его специфической	1	1
219	что по	2	1
220	не являются	2	1
221	от этого	1	1
222	уже не	5	1
223	та же	2	1
224	точку зрения	4	1
225	ни один	1	1
226	а во-вторых	1	1
227	сказать о	1	1
228	не оставляет	1	1
229	всего к	1	1
230	самым существенным	1	1
231	всей его	2	1
232	человек не	1	1
233	на его	1	1
234	что было	1	1
235	этом своем	1	1
236	но именно	1	1
237	различные формы	1	1
238	образом и	1	1
239	отношений между	1	1
240	свое время	1	1
241	подобно тому	2	1
242	с чем	2	1
243	без исключения	2	1
244	человека в	2	1
245	по его	1	1
246	то ни	3	1
247	как они	1	1
248	того насколько	1	1
249	а то	1	1
250	различие между	2	1
251	в мире	9	1
252	матери или	2	1
253	вклад в	1	1
254	лишь в	1	1
255	входит в	1	1
256	это было	1	1
257	истории и	2	1
258	в самую	2	1
259	как кажется	2	1
260	несмотря на	2	1
261	друга в	1	1
262	жизни но	2	1
263	мир в	1	1
264	и того	1	1
265	их на	1	1
266	одного и	1	1
267	искать в	1	1
268	в следующем	1	1
269	как наука	1	1
270	для больного	1	1
271	к предмету	1	1
272	своем качестве	1	1
273	наличие этого	1	1
274	однако в	2	1
275	так называемого	1	1
276	а иногда	2	1
277	есть прежде	1	1
278	только здесь	1	1
279	в смысле	1	1
280	дело в	1	1
281	одна из	3	1
282	в сущности	3	1
283	всех без	1	1
284	каждый день	1	1
285	к изучению	1	1
286	что иное	2	1
287	для всего	1	1
288	вытекает из	1	1
289	не имеет	2	1
290	ничего не	2	1
291	обратим внимание	1	1
292	этих двух	1	1
293	только когда	1	1
294	мире и	1	1
295	к этим	1	1
296	сознание это	1	1
297	связи с	4	1
298	взрослой жизни	1	1
299	в виду	1	1
300	и делает	1	1
301	только одним	1	1
302	мы и	1	1
303	с другом	1	1
304	и со	1	1
305	от того	1	1
306	мы узнаем	1	1
307	отличается от	4	1
308	же самое	1	1
309	к тому	7	1
310	узнаем о	1	1
311	на мать	1	1
312	бы он	1	1
313	той или	4	1
314	и культурный	1	1
315	она не	2	1
316	как известно	2	1
317	их видения	1	1
318	опираясь на	1	1
319	году в	1	1
320	опоры на	1	1
321	говорит и	2	1
322	на другой	2	1
323	данном случае	4	1
324	даже самое	2	1
325	в себя	6	1
326	приводит к	2	1
327	роль в	2	1
328	например о	1	1
329	и сам	1	1
330	в другом	1	1
331	можно было	2	1
332	времени и	7	1
333	его жизни	2	1
334	это состояние	1	1
335	мог бы	3	1
336	его мысли	1	1
337	если бы	1	1
338	о ней	3	1
339	о действительно	1	1
340	местах и	1	1
341	о нем	4	1
342	и здесь	1	1
343	и т.д	7	1
344	имеем дело	2	1
345	внимание на	1	1
346	нас в	1	1
347	почти полное	1	1
348	этот момент	1	1
349	на одном	1	1
350	отметить что	1	1
351	нельзя сказать	1	1
352	наконец в	2	1
353	во внешнем	2	1
354	все время	1	1
355	человека как	1	1
356	к нему	5	1
357	себя с	1	1
358	тот же	1	1
359	дело с	2	1
360	мы увидим	1	1
361	к их	1	1
362	влечение в	1	1
363	может оказаться	2	1
364	о смерти	1	1
365	смерти как	1	1
366	это же	1	1
367	делает его	1	1
368	с одной	7	1
369	в качестве	21	1
370	себя в	5	1
371	уже в	3	1
372	то и	1	1
373	всем его	1	1
374	в конкретной	1	1
375	в нашей	1	1
376	его жизненной	1	1
377	не дает	1	1
378	его и	1	1
379	в конце	1	1
380	вовсе не	1	1
381	не случайно	2	1
382	как раз	2	1
383	этом отношении	3	1
384	со стороны	9	1
385	или иной	5	1
386	и братьев	1	1
387	с другой	8	1
388	на ее	1	1
389	и тех	1	1
390	здесь в	1	1
391	и прежде	1	1
392	в свою	3	1
393	и быть	1	1
394	на чем	2	1
395	а с	3	1
396	говорит о	2	1
397	лица по	1	1
398	у нас	1	1
399	одной стороны	7	1
400	его смерти	1	1
401	зависит от	2	1
402	а не	12	1
403	с которым	1	1
404	в комнате	1	1
405	об ее	1	1
406	не всегда	2	1
407	разных местах	1	1
408	в связи	2	1
409	связь с	1	1
410	что хотела	1	1
411	намек на	1	1
412	не сразу	1	1
413	и столь	1	1
414	в данном	5	1
415	тому как	2	1
416	быть только	1	1
417	друг с	1	1
418	матери а	1	1
419	в состоянии	1	1
420	быть не	1	1
421	человека который	1	1
422	есть то	1	1
423	о его	1	1
424	в культуре	2	1
425	этом и	1	1
426	под названием	1	1
427	известной степени	1	1
428	матери если	1	1
429	она может	2	1
430	не подлежит	1	1
431	которая в	2	1
432	это часто	1	1
433	это может	1	1
434	было на	1	1
435	ключом к	1	1
436	позволяет нам	1	1
437	же в	4	1
438	хотя в	2	1
439	читатель может	1	1
440	но всегда	1	1
441	к ее	1	1
442	по поводу	1	1
443	здесь только	1	1
444	жизни в	3	1
445	нет ничего	1	1
446	а во	3	1
447	от всех	2	1
448	взгляда на	1	1
449	не что	2	1
450	на свет	1	1
451	этой точки	2	1
452	и эта	1	1
