N	2gram	Tiupa_Lite_1	DiskursI
102	и как	1	3
103	адресата в	2	3
104	все эти	2	3
105	из этих	2	3
106	он не	1	3
107	подход к	1	3
108	в другом	2	3
109	его в	3	3
110	это не	4	3
111	соответствии с	1	3
112	жизни но	1	3
113	ведет к	4	3
114	одного и	1	3
115	в этих	1	3
116	в котором	1	3
117	не столько	5	3
118	одном из	1	3
119	не в	8	3
120	на рубеже	3	3
121	коммуникативное событие	4	3
122	в русской	10	3
123	в тексте	8	3
124	могут быть	2	3
125	но одновременно	2	3
126	мысль о	1	3
127	приводит к	3	3
128	еще в	4	3
129	текста а	1	3
130	в его	7	3
131	только в	8	3
132	с читателем	2	3
133	и его	4	3
134	уже не	7	3
135	из них	4	3
136	в них	1	3
137	лирический герой	4	3
138	из двух	1	3
139	в исторической	1	3
140	или иной	2	3
141	очевидным образом	1	3
142	не было	3	3
143	не знает	1	3
144	мира в	3	3
145	в творчестве	1	3
146	как будто	2	3
147	иначе говоря	1	3
148	можно сказать	1	3
149	и того	2	3
150	и все	1	3
151	жизни в	1	3
152	жизни и	3	3
153	которых не	1	2
154	же как	1	2
155	повестях белкина	2	2
156	того же	2	2
157	о любви	1	2
158	идет о	1	2
159	перед лицом	1	2
160	по преимуществу	4	2
161	той же	3	2
162	столь уж	1	2
163	в повестях	3	2
164	я как	1	2
165	для осмысления	1	2
166	ивана петровича	1	2
167	говорить о	1	2
168	жизни как	1	2
169	к своему	1	2
170	мы имеем	1	2
171	жизненный путь	1	2
172	и мн	1	2
173	большей части	1	2
174	к которой	1	2
175	отношение к	1	2
176	жанра но	1	2
177	тут же	1	2
178	это мир	1	2
179	более чем	3	2
180	первый взгляд	1	2
181	оказывается не	2	2
182	вследствие которого	2	2
183	как уже	1	2
184	в концовке	1	2
185	отношения между	2	2
186	в целом	8	2
187	белкина в	1	2
188	вследствие этого	1	2
189	по словам	1	2
190	взаимодействующих сознаний	1	2
191	должна быть	2	2
192	в принципе	3	2
193	не к	2	2
194	марка ивановича	1	2
195	у пушкина	1	2
196	подобно тому	2	2
197	личности в	1	2
198	и с	1	2
199	натуральной школы	1	2
200	на почве	2	2
201	должно быть	1	2
202	такой же	1	2
203	несет в	2	2
204	на первый	1	2
205	в ходе	1	2
206	лирическое я	1	2
207	как все	2	2
208	с точки	2	2
209	пока еще	1	2
210	дело в	3	2
211	никогда не	4	2
212	жизни не	2	2
213	при котором	1	2
214	и чужого	1	2
215	на мой	1	2
216	со своим	1	2
217	сводится к	3	2
218	в области	3	2
219	на адресата	1	2
220	с их	3	2
221	для себя	5	2
222	с ее	1	2
223	но при	2	2
224	это еще	1	2
225	литературного письма	2	2
226	по сути	1	2
227	петровича белкина	1	2
228	в себя	2	2
229	реализуется в	1	2
230	мн др	1	2
231	произведения как	1	2
232	означает не	1	2
233	между тем	2	2
234	русской литературе	5	2
235	что и	1	2
236	другого в	3	2
237	и всякое	1	2
238	с.с аверинцева	2	2
239	себя с	1	2
240	которая в	2	2
241	своего другого	3	2
242	в большинстве	1	2
243	этом в	3	2
244	наше время	1	2
245	начала жизни	1	2
246	не о	1	2
247	общения и	1	2
248	не подлежит	1	2
249	как субъект	1	2
250	именно в	1	2
251	с той	1	2
252	далеко не	3	2
253	и прежде	3	2
254	по большей	1	2
255	что будет	1	2
256	творчестве чехова	1	2
257	в соответствии	1	2
258	а сам	1	2
259	стремится к	1	2
260	не на	2	2
261	и адресата	4	2
262	вместе с	1	2
263	в той	1	2
264	тому как	2	2
265	что же	1	2
266	в формах	4	2
267	в наше	1	2
268	объекта и	2	2
269	мой взгляд	1	2
270	а к	1	2
271	на языке	1	2
272	а в	3	2
273	на роль	2	2
274	может и	1	2
275	с ней	1	2
276	другой стороны	1	2
277	что он	5	2
278	себе самому	1	2
279	и состоит	1	2
280	причастности к	1	2
281	и развитие	1	1
282	одним из	5	1
283	кричу кирпичу	1	1
284	чтобы не	2	1
285	художественного произведения	1	1
286	переходит к	1	1
287	адекватное восприятие	1	1
288	самом деле	2	1
289	тех же	3	1
290	может позволить	1	1
291	надо полагать	1	1
292	и есть	3	1
293	к другому	1	1
294	достоевского в	1	1
295	на две	1	1
296	проникает в	1	1
297	же ситуаций	1	1
298	жизни здесь	1	1
299	в году	13	1
300	из миропорядка	1	1
301	есть не	1	1
302	особенность этого	1	1
303	романтическую эпоху	1	1
304	начинает свой	1	1
305	для своего	2	1
306	и само	2	1
307	мы не	1	1
308	с собачкой	2	1
309	вопрос о	1	1
310	этом не	1	1
311	не была	1	1
312	в сущности	2	1
313	а для	2	1
314	я не	7	1
315	но даже	1	1
316	ему в	1	1
317	для литературы	1	1
318	жизни это	1	1
319	это время	1	1
320	во мне	2	1
321	не иметь	1	1
322	субъекта объекта	1	1
323	собой в	1	1
324	человеческого опыта	1	1
325	он был	1	1
326	он сам	1	1
327	как субъекта	1	1
328	людей в	1	1
329	бы то	1	1
330	предполагать что	1	1
331	в чем	1	1
332	во всех	1	1
333	тем как	1	1
334	во внешнем	1	1
335	как правило	2	1
336	в ее	1	1
337	отдельного человека	1	1
338	в сторону	1	1
339	конечном счете	4	1
340	ответ на	1	1
341	натурального очерка	1	1
342	xix столетия	3	1
343	которая не	2	1
344	не просто	1	1
345	в е	2	1
346	за пределы	2	1
347	божьего света	1	1
348	человеческой личности	1	1
349	в одной	1	1
350	чужого слова	1	1
351	пределах одной	1	1
352	авторская позиция	1	1
353	господин прохарчин	1	1
354	такова же	1	1
355	однако не	1	1
356	просто как	1	1
357	совершается на	1	1
358	классического реализма	2	1
359	то в	1	1
360	со своей	1	1
361	в самом	3	1
362	только то	2	1
363	еще на	1	1
364	себе как	1	1
365	в которой	1	1
366	субъективности с	1	1
367	писателем и	1	1
368	как некий	2	1
369	повествование в	1	1
370	свидетельствует об	1	1
371	в нашем	1	1
372	бы не	3	1
373	переходное состояние	1	1
374	художественное восприятие	1	1
375	будет сказано	1	1
376	так в	1	1
377	право на	1	1
378	но без	2	1
379	говорят о	1	1
380	не приводит	1	1
381	в случае	4	1
382	в романтическую	1	1
383	роли в	1	1
384	задний план	1	1
385	в поэтике	1	1
386	так сказать	1	1
387	и только	2	1
388	первобытного человека	1	1
389	же это	2	1
390	к одному	1	1
391	не как	4	1
392	качестве своего	1	1
393	в силу	4	1
394	свободу в	1	1
395	к собственному	1	1
396	нашего времени	2	1
397	ориентация на	1	1
398	на этом	2	1
399	с этой	5	1
400	не бывает	1	1
401	таким образом	3	1
402	значительной степени	1	1
403	объект и	2	1
404	то ни	1	1
405	письма в	1	1
406	читателям в	1	1
407	различие между	2	1
408	самого автора	1	1
409	а их	1	1
410	это весьма	1	1
411	полной мере	1	1
412	картиной мира	1	1
413	лишь в	4	1
414	по выражению	2	1
415	своего героя	2	1
416	я другой	2	1
417	практически не	1	1
418	одной фразы	1	1
419	в жизни	6	1
420	из первых	1	1
421	этом качестве	1	1
422	так называемого	2	1
423	читателя в	2	1
424	между я	3	1
425	этого не	2	1
426	несмотря на	3	1
427	и читателем	2	1
428	покойного ивана	1	1
429	как сказано	2	1
430	духовной жизни	4	1
431	со всей	1	1
432	эстетического отношения	1	1
433	и внутреннее	1	1
434	творческого наследия	1	1
435	рассказа о	1	1
436	будет занимать	1	1
437	со своего	1	1
438	в которых	1	1
439	жизни с	2	1
440	героя с	2	1
441	установка на	1	1
442	которая может	1	1
443	в памяти	1	1
444	внутреннюю обособленность	1	1
445	силу своей	3	1
446	тем не	2	1
447	по крайней	1	1
448	и более	1	1
449	перед ним	1	1
450	не должно	1	1
451	том же	3	1
452	что ведет	1	1
453	для нее	2	1
454	а вот	1	1
455	нас самих	2	1
456	с миром	4	1
457	на три	1	1
458	при всех	2	1
459	вплоть до	2	1
460	текстом и	1	1
461	человеческого я	3	1
462	она не	1	1
463	самого начала	1	1
464	как о	1	1
465	дело не	2	1
466	мышления и	2	1
467	области художественного	1	1
468	одна из	3	1
469	феномена как	1	1
470	на него	1	1
471	xix века	6	1
472	личности к	1	1
473	о них	1	1
474	сопереживания как	1	1
475	длинного хх	1	1
476	хх столетия	1	1
477	и всегда	1	1
478	имеем дело	1	1
479	как новый	1	1
480	индивидуального существования	1	1
481	онегина и	1	1
482	в текст	2	1
483	чиновного братства	1	1
484	является по	2	1
485	или не	1	1
486	только от	1	1
487	уже о	1	1
488	внутреннюю свободу	1	1
489	целого в	1	1
490	к себе	3	1
491	мир иной	3	1
492	но все	1	1
493	эстетического объекта	6	1
494	было у	2	1
495	отличается от	1	1
496	уже было	1	1
497	всего в	3	1
498	на читателя	1	1
499	к тому	2	1
500	именно таков	1	1
501	ему надлежит	1	1
502	начало которой	1	1
503	не есть	2	1
504	поэзии как	1	1
505	в полной	1	1
506	имеет место	1	1
507	отталкивании от	3	1
508	рамках которого	1	1
509	должен быть	2	1
510	году в	1	1
511	представляют собой	1	1
512	значении в	1	1
513	наукой или	1	1
514	более не	2	1
515	по определению	1	1
516	факультативный признак	1	1
517	говоря уже	2	1
518	лирическому герою	2	1
519	повседневного существования	1	1
520	советской литературы	1	1
521	для читателя	2	1
522	герой тютчева	2	1
523	черный монах	1	1
524	с самого	1	1
525	во главе	1	1
526	художественного мышления	1	1
527	сознания с	1	1
528	к смерти	2	1
529	в условиях	1	1
530	в культуре	3	1
531	позиция самого	1	1
532	столько в	1	1
533	как с	1	1
534	обращаясь к	2	1
535	и сам	6	1
536	столкновения и	1	1
537	решающую роль	1	1
538	что может	1	1
539	по аналогии	3	1
540	здесь как	2	1
541	ориентировано на	1	1
542	ряд аналогичных	1	1
543	мы в	2	1
544	строго говоря	1	1
545	в эпоху	1	1
546	для этого	4	1
547	последующее развитие	1	1
548	и даже	3	1
549	речевой культуры	1	1
550	о нем	1	1
551	и здесь	1	1
552	не был	1	1
553	другом месте	1	1
554	возможна только	1	1
555	и т.д	1	1
556	переходного обряда	1	1
557	никак не	1	1
558	и что	1	1
559	всех подобных	1	1
560	себя самого	1	1
561	не позволяет	1	1
562	самому себе	1	1
563	аналогии с	3	1
564	в значительной	1	1
565	и во	1	1
566	в конечном	5	1
567	по слову	1	1
568	существования в	1	1
569	собственной жизни	1	1
570	субъекта жизни	1	1
571	на одном	1	1
572	ним и	1	1
573	и взаимодействия	1	1
574	в глазах	1	1
575	крайней мере	1	1
576	целого а	1	1
577	внешнее и	1	1
578	не будучи	1	1
579	к личности	1	1
580	аспект художественной	1	1
581	всего божьего	1	1
582	общим местом	1	1
583	начала с	1	1
584	который бы	1	1
585	это всегда	1	1
586	в жизнь	1	1
587	как объект	1	1
588	воздействия на	2	1
589	цивилизованных стран	1	1
590	человеческого существования	1	1
591	в миропорядке	1	1
592	стихотворения в	1	1
593	в ситуации	1	1
594	отказ от	7	1
595	и весьма	2	1
596	не идет	1	1
597	может оказаться	1	1
598	ср у	1	1
599	в литературу	1	1
600	маленькой трилогии	1	1
601	романтической культуры	1	1
602	от них	1	1
603	же и	3	1
604	для всех	1	1
605	оказывается в	1	1
606	он усматривает	1	1
607	только на	2	1
608	а напротив	1	1
609	ему ты	1	1
610	себя и	1	1
611	в поэзии	1	1
612	первого лица	1	1
613	текст а	1	1
614	во втором	2	1
615	романтической эпохи	1	1
616	большинстве случаев	1	1
617	обнаруживаются в	2	1
618	сам текст	1	1
619	чего бы	1	1
620	мир в	4	1
621	всяком случае	2	1
622	в современном	1	1
623	вовсе не	1	1
624	не для	1	1
625	в состоянии	1	1
626	может служить	1	1
627	друг друга	4	1
628	человеческого присутствия	1	1
629	не случайно	2	1
630	прежний текст	1	1
631	человек как	1	1
632	как такового	1	1
633	тем что	2	1
634	побуждает и	1	1
635	не обладает	2	1
636	художественное письмо	1	1
637	внутреннего мира	1	1
638	позволить себе	1	1
639	из того	2	1
640	русской поэзии	5	1
641	того что	6	1
642	в финале	1	1
643	на единой	1	1
644	к инверсии	1	1
645	в.т и	1	1
646	как духовная	1	1
647	собственное я	1	1
648	оказывается своего	1	1
649	о своем	2	1
650	еще и	3	1
651	во второй	1	1
652	бытия в	1	1
653	мира это	1	1
654	и др	3	1
655	античности до	1	1
656	в романе	1	1
657	между ними	1	1
658	поэзии и	2	1
659	в некоторых	1	1
660	своих истоках	1	1
661	превращается в	2	1
662	света и	1	1
663	до конца	1	1
664	сколько в	1	1
665	лирики и	1	1
666	все то	1	1
667	и ты	1	1
668	человек в	1	1
669	на чем	1	1
670	русской литературы	2	1
671	как это	8	1
672	однако для	1	1
673	речь не	1	1
674	внешнем мире	1	1
675	в особенности	1	1
676	из которых	1	1
677	это были	1	1
678	феноменов жизни	1	1
679	о.э мандельштама	1	1
680	перечисленные моменты	1	1
681	самого себя	3	1
682	художественного мира	1	1
683	к настоящему	1	1
684	в мир	1	1
685	мотив в	1	1
686	да и	3	1
687	чужого я	2	1
688	предстает субъектом	1	1
689	исходя из	3	1
690	никем не	1	1
691	в это	1	1
692	даже в	2	1
693	под названием	1	1
694	тенденцию к	1	1
695	творческих исканий	1	1
696	и от	1	1
697	той мере	1	1
698	значимости для	1	1
699	этом и	1	1
700	но для	1	1
701	один из	3	1
702	но служит	1	1
703	см ниже	1	1
704	при всем	3	1
705	более того	1	1
706	освобождаясь от	1	1
707	я нахожу	1	1
708	в стихотворении	4	1
709	обряда инициации	1	1
710	наполеона в	1	1
711	своей собственной	2	1
712	в индивидуальном	2	1
713	русского классического	1	1
714	обращается к	2	1
715	как сам	1	1
716	на границах	1	1
717	особого рода	2	1
718	к чужому	1	1
719	в третьем	1	1
720	пушкиным в	1	1
721	от всего	1	1
722	действительной жизни	1	1
723	ни было	1	1
724	присутствия я	1	1
725	же в	5	1
726	в искусстве	2	1
727	в равной	2	1
728	для онегина	1	1
729	равной степени	1	1
730	одной из	1	1
731	не говоря	2	1
732	сказать что	1	1
733	например и	1	1
734	я это	1	1
735	из этого	1	1
736	жанровых формах	1	1
737	переживание переживания	1	1
738	в какой	1	1
739	прошлого в	1	1
740	достаточно очевидная	1	1
741	как представляется	2	1
742	во всяком	3	1
743	том числе	1	1
