N	2gram	Losev_Dial_1	Hudozhes
124	как о	2	3
125	о них	1	3
126	ни о	5	3
127	как только	2	3
128	же самое	1	3
129	и это	2	3
130	не могу	4	3
131	что у	1	3
132	и ему	1	3
133	все его	1	3
134	к нему	8	3
135	с ними	2	3
136	деле не	1	3
137	с одной	2	3
138	для нас	1	3
139	с другой	6	3
140	все время	1	3
141	а с	2	3
142	прежде всего	10	3
143	так же	4	3
144	одной стороны	2	3
145	в состоянии	1	3
146	все это	11	3
147	ли в	1	3
148	все они	1	3
149	о себе	1	3
150	есть и	5	3
151	и состоит	2	3
152	самом деле	3	3
153	все что	1	3
154	внутреннего в	1	2
155	же как	2	2
156	и то	9	2
157	той же	1	2
158	а как	1	2
159	на душе	1	2
160	говорить о	5	2
161	они были	2	2
162	в черном	1	2
163	он сам	5	2
164	различия между	1	2
165	если в	3	2
166	отношение к	5	2
167	тоже не	2	2
168	все же	5	2
169	и к	1	2
170	но в	6	2
171	говорится в	1	2
172	та же	3	2
173	из этих	2	2
174	не более	1	2
175	и становится	1	2
176	не сводимой	1	2
177	тому же	2	2
178	чего не	1	2
179	мысли и	3	2
180	т д	19	2
181	но именно	1	2
182	не как	2	2
183	чувства в	1	2
184	на этом	2	2
185	оно не	1	2
186	могла бы	2	2
187	не будет	1	2
188	же не	1	2
189	а по	1	2
190	зрения на	1	2
191	не с	5	2
192	его в	1	2
193	это было	2	2
194	о которых	2	2
195	характер и	1	2
196	пустоты в	1	2
197	и тогда	2	2
198	со всей	2	2
199	только тем	1	2
200	место в	1	2
201	от своего	1	2
202	с точки	12	2
203	что я	3	2
204	дело не	2	2
205	того как	1	2
206	к ней	4	2
207	в основе	3	2
208	как мы	4	2
209	на другой	1	2
210	мысль о	1	2
211	она может	1	2
212	до сих	2	2
213	поэтому она	1	2
214	жизни не	1	2
215	в другом	2	2
216	и просто	1	2
217	а также	1	2
218	любви к	1	2
219	того или	1	2
220	нуждается в	3	2
221	и только	1	2
222	и об	4	2
223	один из	3	2
224	здесь не	1	2
225	зная что	2	2
226	ли он	1	2
227	она лишь	1	2
228	с какой	4	2
229	было так	1	2
230	же и	2	2
231	и у	2	2
232	в виде	2	2
233	ни с	6	2
234	себе в	1	2
235	из них	2	2
236	т п	2	2
237	вовсе не	7	2
238	ее на	2	2
239	сих пор	2	2
240	или иной	3	2
241	в соответствующих	1	2
242	как у	2	2
243	именно в	2	2
244	как же	5	2
245	еще и	3	2
246	что не	7	2
247	а за	1	2
248	именно так	1	2
249	было на	1	2
250	жизнь в	1	2
251	вместе с	1	2
252	в духе	1	2
253	в данном	3	2
254	не зная	2	2
255	с такой	1	2
256	я с	1	2
257	что же	3	2
258	и от	2	2
259	не является	3	2
260	и для	2	2
261	отнюдь не	9	2
262	в голову	1	2
263	это уже	1	2
264	у которого	1	2
265	за него	1	2
266	потому что	14	2
267	хотя бы	6	2
268	в ресторане	1	2
269	точки зрения	17	2
270	а о	2	2
271	между ними	1	2
272	и эта	2	2
273	сказать что	10	2
274	что даже	2	2
275	т е	25	2
276	себе но	2	2
277	тем самым	1	2
278	гораздо более	3	2
279	отношения к	3	1
280	например в	1	1
281	не остается	1	1
282	самим по	1	1
283	на вас	2	1
284	это и	4	1
285	бы для	1	1
286	с какой-то	1	1
287	на деле	2	1
288	мы имели	1	1
289	перед лицом	1	1
290	и так	2	1
291	к другому	1	1
292	также и	7	1
293	и игра	1	1
294	мы имеем	2	1
295	мы не	1	1
296	что между	1	1
297	что если	2	1
298	от любви	1	1
299	время как	2	1
300	в будущем	1	1
301	но ее	1	1
302	так а	1	1
303	кто же	1	1
304	и реальным	1	1
305	не иметь	1	1
306	и самого	1	1
307	разумеется не	1	1
308	не нужно	2	1
309	в различных	1	1
310	во всех	1	1
311	природы и	1	1
312	во внешнем	1	1
313	и стало	2	1
314	то он	2	1
315	точка зрения	2	1
316	в сторону	1	1
317	к богу	3	1
318	а он	3	1
319	с каким	1	1
320	себе и	2	1
321	не просто	7	1
322	друг от	1	1
323	отказать в	1	1
324	нет и	1	1
325	или иное	3	1
326	и чем	1	1
327	один и	1	1
328	в той	1	1
329	внешнего и	1	1
330	только об	1	1
331	собственного дома	1	1
332	показать что	1	1
333	хотя и	4	1
334	когда он	1	1
335	сознания в	1	1
336	я должен	1	1
337	но для	1	1
338	его к	1	1
339	себе не	5	1
340	от этого	3	1
341	для ее	1	1
342	о самом	2	1
343	и говорит	1	1
344	бы у	1	1
345	светом и	2	1
346	в которой	1	1
347	из жизни	1	1
348	и внутреннего	2	1
349	мне не	2	1
350	так или	1	1
351	все эти	2	1
352	или предмет	1	1
353	что одна	3	1
354	с чем	1	1
355	из этой	1	1
356	именно то	1	1
357	нее и	1	1
358	же это	3	1
359	и когда	1	1
360	них нет	1	1
361	в силу	1	1
362	в корне	2	1
363	том чтобы	1	1
364	содержит в	3	1
365	на земле	2	1
366	постольку поскольку	1	1
367	людей и	1	1
368	лишь с	1	1
369	не бывает	1	1
370	и заключается	1	1
371	но все	3	1
372	тут не	4	1
373	в каждом	2	1
374	здесь мы	1	1
375	он просто	1	1
376	тем в	1	1
377	то всякий	1	1
378	то есть	1	1
379	не умеет	1	1
380	и других	1	1
381	дома и	1	1
382	внешнее что	1	1
383	такого построения	1	1
384	с неба	1	1
385	наконец для	1	1
386	то все	1	1
387	зрения и	1	1
388	эти два	2	1
389	и тем	1	1
390	даже в	3	1
391	за ней	1	1
392	не понимают	2	1
393	быть только	1	1
394	она и	1	1
395	этого не	1	1
396	всю жизнь	1	1
397	не всегда	1	1
398	он и	2	1
399	для чего	2	1
400	было ни	1	1
401	в москве	1	1
402	жизни но	1	1
403	я беру	1	1
404	думает о	1	1
405	жизнь а	1	1
406	и еще	3	1
407	себе с	1	1
408	и при	2	1
409	никак не	6	1
410	человек и	1	1
411	взгляд на	1	1
412	и смерть	1	1
413	на свою	1	1
414	а потом	5	1
415	говорил о	1	1
416	знаем что	1	1
417	от себя	1	1
418	свое существование	1	1
419	и другого	2	1
420	стало быть	9	1
421	образом и	2	1
422	другом и	1	1
423	но он	1	1
424	видно что	1	1
425	и более	4	1
426	этих и	1	1
427	абсолютная истина	1	1
428	не могли	1	1
429	в конце	4	1
430	не должна	2	1
431	же такое	1	1
432	раз и	2	1
433	каждого отдельного	1	1
434	начинает говорить	1	1
435	людьми в	1	1
436	и притом	4	1
437	ничего нового	2	1
438	виду что	1	1
439	и начинает	1	1
440	и другое	2	1
441	мысли в	2	1
442	то чего	1	1
443	самого начала	1	1
444	дело в	1	1
445	на себе	3	1
446	если для	2	1
447	можно судить	1	1
448	вот подлинная	1	1
449	которых и	1	1
450	чем не	1	1
451	та или	3	1
452	человека от	1	1
453	как два	1	1
454	не лучше	2	1
455	на язык	1	1
456	таковой не	1	1
457	имеем дело	1	1
458	почему это	2	1
459	учения о	2	1
460	этих двух	1	1
461	или иная	3	1
462	тогда она	1	1
463	сама жизнь	1	1
464	как она	7	1
465	а лишь	3	1
466	однако это	1	1
467	может показаться	1	1
468	не та	1	1
469	встречается в	1	1
470	это также	1	1
471	когда мы	1	1
472	есть только	5	1
473	отличается от	2	1
474	об одном	2	1
475	всего в	1	1
476	его с	3	1
477	той или	7	1
478	это я	4	1
479	что последняя	1	1
480	образом а	1	1
481	долго не	1	1
482	на это	1	1
483	только одну	1	1
484	но сама	1	1
485	но по	1	1
486	от друга	1	1
487	не существует	7	1
488	лица не	1	1
489	быть вполне	1	1
490	себе самом	2	1
491	то или	3	1
492	нет никакой	1	1
493	которым она	1	1
494	с самого	1	1
495	в дальнейшем	5	1
496	нельзя сказать	1	1
497	то как	3	1
498	на нее	1	1
499	в мышлении	1	1
500	в бесконечность	1	1
501	всегда говорит	1	1
502	времени и	1	1
503	и этого	1	1
504	глубоко и	1	1
505	еще в	1	1
506	жизнь и	3	1
507	она тоже	1	1
508	самоопределения к	1	1
509	на что	2	1
510	по себе	25	1
511	трактуется как	1	1
512	в разных	3	1
513	никогда и	1	1
514	себя а	1	1
515	и смыслов	1	1
516	но мы	1	1
517	и что	12	1
518	заключается в	1	1
519	все в	1	1
520	этого бытия	1	1
521	или иначе	1	1
522	нечто иное	1	1
523	и всякая	1	1
524	должно было	1	1
525	для той	2	1
526	бы она	1	1
527	например между	1	1
528	тотчас же	1	1
529	еще более	3	1
530	внешнее и	4	1
531	не знаю	1	1
532	о своих	2	1
533	она на	1	1
534	того что	2	1
535	как например	2	1
536	быть и	4	1
537	по своей	1	1
538	не можешь	1	1
539	но с	3	1
540	сразу же	1	1
541	в новой	1	1
542	а если	1	1
543	только сам	1	1
544	меня и	1	1
545	всю ее	1	1
546	но ни	1	1
547	здесь ни	1	1
548	и потому	3	1
549	и весьма	1	1
550	но как	2	1
551	имеет своим	1	1
552	не мешает	4	1
553	со всеми	1	1
554	так что	15	1
555	к идее	1	1
556	уже в	1	1
557	преимуществу к	1	1
558	эта особенность	1	1
559	него и	1	1
560	сущность и	1	1
561	например к	1	1
562	который как	1	1
563	над ними	1	1
564	представить себе	1	1
565	я в	2	1
566	не для	1	1
567	так как	11	1
568	вполне соответствует	1	1
569	для меня	4	1
570	то время	1	1
571	не о	4	1
572	отношении к	3	1
573	на меня	1	1
574	этом отношении	2	1
575	от того	1	1
576	на том	1	1
577	бы это	1	1
578	были бы	2	1
579	имели бы	1	1
580	и неизвестно	1	1
581	ней и	1	1
582	и даже	13	1
583	живой и	2	1
584	что человек	2	1
585	а именно	1	1
586	такое же	1	1
587	на поверхности	1	1
588	уже ничего	1	1
589	а на	1	1
590	у меня	1	1
591	с которым	1	1
592	выражением его	1	1
593	не то	6	1
594	там где	1	1
595	слова без	1	1
596	мы пока	1	1
597	в ничто	1	1
598	которого она	1	1
599	стороны в	2	1
600	уже давно	1	1
601	ни на	6	1
602	как одно	1	1
603	места для	1	1
604	же с	1	1
605	заслонять от	1	1
606	и жизнью	1	1
607	это за	2	1
608	его собственные	1	1
609	это его	1	1
610	по существу	1	1
611	на свете	1	1
612	xix в	1	1
613	и смерти	1	1
614	во всю	1	1
615	с этой	2	1
616	на другое	1	1
617	нее самой	1	1
618	еще раз	1	1
619	но это	8	1
620	от нас	1	1
621	видят в	1	1
622	его собственная	1	1
623	в полном	1	1
624	он видел	1	1
625	для автора	1	1
626	только тогда	2	1
627	в пределе	1	1
628	он чувствовал	3	1
629	мира и	1	1
630	что нет	1	1
631	каждый год	1	1
632	она уже	1	1
633	то не	2	1
634	всего что	1	1
635	видится в	1	1
636	бы в	3	1
637	снимает с	1	1
638	по самой	1	1
639	сообщением о	1	1
640	и дело	1	1
641	его высшей	1	1
642	она его	1	1
643	чем же	1	1
644	лишь по	1	1
645	с ней	2	1
646	не знает	2	1
647	только как	2	1
648	другой стороны	4	1
649	что угодно	1	1
650	совершенно не	8	1
651	что внутреннее	1	1
652	все к	1	1
653	жизни а	1	1
654	точно так	2	1
655	из этого	1	1
656	и жизнь	1	1
657	только о	1	1
658	суть именно	1	1
659	об отношении	5	1
660	не нуждается	5	1
661	на примере	1	1
662	к этой	1	1
663	а я	1	1
664	бы даже	1	1
665	в искусстве	1	1
666	люди и	1	1
667	от которой	2	1
668	который не	1	1
669	к этому	2	1
670	которая не	2	1
671	в таком	1	1
