N	2gram	Bakhtin_KF_1	Literetu
150	в виду	3	2
151	не могу	3	2
152	в ее	16	2
153	еще не	4	2
154	ко всему	5	2
155	для этого	2	2
156	о том	3	2
157	картина мира	1	2
158	для нас	4	2
159	и только	6	2
160	не более	1	2
161	в него	2	2
162	было бы	8	2
163	могло бы	4	2
164	тот же	1	2
165	одной из	1	2
166	в какой	1	2
167	друг друга	1	2
168	в единственном	9	2
169	потому что	2	2
170	уже не	7	2
171	с другим	1	2
172	ни было	4	2
173	был бы	3	2
174	одно из	1	2
175	ведь это	1	2
176	в одном	4	2
177	что и	7	2
178	вовсе не	7	2
179	как раз	1	2
180	себя и	2	2
181	что не	3	2
182	не было	8	2
183	до конца	3	2
184	мира в	6	2
185	как это	1	2
186	жизни а	1	2
187	и каждый	1	2
188	из которых	2	2
189	над ним	1	2
190	быть не	2	2
191	не является	1	2
192	в результате	1	2
193	а к	1	2
194	в третьем	1	2
195	хотя бы	4	2
196	с ним	5	2
197	же в	1	2
198	мне в	4	2
199	не знает	5	2
200	я это	1	2
201	в своих	3	2
202	все что	1	2
203	даже более	1	1
204	отношения к	1	1
205	в движение	1	1
206	это и	2	1
207	от своей	5	1
208	в первом	1	1
209	мной как	1	1
210	исходит из	1	1
211	прошлое и	3	1
212	должна быть	4	1
213	мы вызвали	1	1
214	мышления но	1	1
215	его что	1	1
216	из всех	1	1
217	мы имеем	5	1
218	и само	1	1
219	и себя	1	1
220	что уже	1	1
221	время от	1	1
222	он как	1	1
223	эстетики и	1	1
224	а для	2	1
225	ему в	2	1
226	к бытию	1	1
227	какого бы	1	1
228	не от	1	1
229	себя а	4	1
230	бы то	2	1
231	в чем	4	1
232	сказать и	1	1
233	мной в	1	1
234	самом деле	3	1
235	для жизни	1	1
236	свою жизнь	2	1
237	сознания не	2	1
238	а он	1	1
239	высшей ценностью	1	1
240	и будет	1	1
241	и место	1	1
242	всегда делает	1	1
243	своей единственной	3	1
244	относится к	1	1
245	это мир	2	1
246	и я	5	1
247	более чем	1	1
248	вследствие чего	1	1
249	как в	2	1
250	данный момент	3	1
251	когда он	1	1
252	я должен	7	1
253	и своего	1	1
254	в действительности	1	1
255	и свою	1	1
256	от этого	2	1
257	в этот	1	1
258	за собой	1	1
259	где все	1	1
260	поэтому он	1	1
261	для которого	3	1
262	в самом	1	1
263	и конечно	2	1
264	себе как	2	1
265	что это	3	1
266	ни один	1	1
267	все эти	10	1
268	и пространства	1	1
269	в известном	1	1
270	но он	1	1
271	на то	1	1
272	с чем	1	1
273	ценностным центром	2	1
274	не следует	1	1
275	жизни вообще	1	1
276	ответственность за	2	1
277	а скорее	1	1
278	сегодняшний день	1	1
279	под небом	1	1
280	всех этих	3	1
281	с нашим	1	1
282	общее дело	1	1
283	не укоренен	1	1
284	нравственной ответственности	1	1
285	оно должно	1	1
286	и по	1	1
287	а эти	1	1
288	ни был	2	1
289	здесь мы	4	1
290	укоренен в	1	1
291	то ни	2	1
292	ценностей где	1	1
293	нам остается	1	1
294	со всеми	2	1
295	только не	1	1
296	не отменяет	1	1
297	его не	1	1
298	а по	2	1
299	это не	10	1
300	он есть	1	1
301	полноте и	1	1
302	растворяется в	1	1
303	всю свою	1	1
304	практически не	1	1
305	должен был	1	1
306	и единственным	1	1
307	и вечный	1	1
308	который по	1	1
309	причастен и	1	1
310	она и	1	1
311	и незаменимое	1	1
312	всю жизнь	1	1
313	в не	1	1
314	и было	1	1
315	в этих	1	1
316	жизни мира	1	1
317	ценностный центр	2	1
318	своих границах	2	1
319	и поскольку	1	1
320	в своей	10	1
321	и культуры	1	1
322	он должен	1	1
323	знает и	2	1
324	место в	5	1
325	себе а	2	1
326	от себя	10	1
327	от его	5	1
328	не путем	1	1
329	предполагает не	1	1
330	но эта	5	1
331	их в	1	1
332	что этот	3	1
333	случае мы	2	1
334	тому что	2	1
335	что есть	2	1
336	в отношении	1	1
337	видится и	1	1
338	не противоречит	1	1
339	возможным и	2	1
340	что ему	1	1
341	не имеет	5	1
342	я буду	3	1
343	ценностью для	1	1
344	что ей	1	1
345	я долго	1	1
346	не могло	1	1
347	видения вокруг	1	1
348	до их	1	1
349	она бы	1	1
350	по своей	1	1
351	во всем	7	1
352	и теперь	1	1
353	не нужен	2	1
354	в сознании	2	1
355	для другого	2	1
356	сделать в	1	1
357	бытия как	5	1
358	не станет	1	1
359	которых он	1	1
360	места для	1	1
361	здесь я	1	1
362	сознания как	2	1
363	же самое	1	1
364	к тому	1	1
365	жизни этих	1	1
366	ценностного центра	4	1
367	смертного человека	7	1
368	ничего общего	2	1
369	можно и	2	1
370	и о	1	1
371	более не	1	1
372	того чтобы	2	1
373	свою очередь	1	1
374	на нем	2	1
375	здесь не	3	1
376	на основе	7	1
377	что делает	1	1
378	мысль о	1	1
379	культуры и	5	1
380	во главе	2	1
381	приводит к	1	1
382	культуры на	1	1
383	на том	1	1
384	и когда	2	1
385	что может	1	1
386	не за	1	1
387	мог бы	1	1
388	это событие	1	1
389	как таковую	1	1
390	во второй	1	1
391	остается только	1	1
392	не стоит	1	1
393	жизнь и	2	1
394	меня как	3	1
395	основана на	1	1
396	поэтому в	1	1
397	с этого	2	1
398	слова ведь	1	1
399	в определенной	2	1
400	лишь при	3	1
401	сводится к	2	1
402	сознание становится	1	1
403	смертной жизни	2	1
404	но мы	1	1
405	и просто	2	1
406	укореняется в	1	1
407	можно сказать	1	1
408	основе своей	2	1
409	любви к	1	1
410	переживается как	1	1
411	и мое	1	1
412	которая сама	1	1
413	из общих	1	1
414	и большой	1	1
415	мыслю я	2	1
416	я а	1	1
417	отменяет а	1	1
418	во втором	1	1
419	единственное и	1	1
420	ним и	3	1
421	именно она	2	1
422	в ту	2	1
423	и мы	2	1
424	оказался в	1	1
425	ответственности на	1	1
426	систему ценностей	1	1
427	в жизнь	1	1
428	в литературе	1	1
429	я ее	1	1
430	землю и	1	1
431	такая же	1	1
432	что только	2	1
433	дело с	2	1
434	субъекта в	1	1
435	бы там	1	1
436	мире и	1	1
437	тем она	1	1
438	меня самого	1	1
439	в эстетическом	3	1
440	не можем	1	1
441	только на	1	1
442	в единстве	7	1
443	еще одной	1	1
444	так по	1	1
445	а то	1	1
446	мышления и	2	1
447	я люблю	1	1
448	признать его	1	1
449	мир в	11	1
450	него нет	1	1
451	себе в	1	1
452	слова в	2	1
453	даже к	1	1
454	не для	1	1
455	бытия и	10	1
456	путь а	1	1
457	во всей	4	1
458	к той	1	1
459	нас как	1	1
460	рядом с	3	1
461	нет и	3	1
462	не видя	1	1
463	или иной	2	1
464	в данный	3	1
465	приходится признать	1	1
466	границу между	1	1
467	и признания	1	1
468	не просто	1	1
469	именно в	5	1
470	а с	2	1
471	по всей	1	1
472	с волей	1	1
473	ценности у	1	1
474	к человеку	1	1
475	в соответствии	2	1
476	только по	2	1
477	поступающего сознания	2	1
478	здесь дело	1	1
479	субъекта но	1	1
480	есть лишь	5	1
481	он становится	1	1
482	здесь этот	1	1
483	что мы	1	1
484	которой он	2	1
485	служить лишь	1	1
486	для этой	3	1
487	я стал	1	1
488	него в	1	1
489	эти слова	1	1
490	и потому	2	1
491	мы говорим	1	1
492	книге о	1	1
493	пространства и	2	1
494	ориентирована на	1	1
495	выход в	2	1
496	ни одно	5	1
497	и менее	1	1
498	в своем	16	1
499	в это	2	1
500	всем что	1	1
501	в контексте	5	1
502	жизнь на	1	1
503	его в	5	1
504	и от	1	1
505	меня я	1	1
506	в смысле	6	1
507	я с	1	1
508	не мог	1	1
509	всего в	1	1
510	за его	1	1
511	живет и	1	1
512	при таком	1	1
513	войти в	2	1
514	единой и	3	1
515	на самом	3	1
516	мышления стремящегося	1	1
517	мира и	4	1
518	совершенно иной	1	1
519	ее и	6	1
520	всего что	1	1
521	от него	3	1
522	и все	7	1
523	той или	3	1
524	еще более	2	1
525	ни к	2	1
526	субъектом и	1	1
527	в ценностном	5	1
528	в индивидуальном	1	1
529	эстетическому субъекту	1	1
530	отношению ко	4	1
531	отношении к	2	1
532	нет ничего	1	1
533	жизнь не	1	1
534	от своего	1	1
535	только как	4	1
536	а во	1	1
537	найти себя	1	1
538	в свою	3	1
539	и живет	1	1
540	к его	1	1
541	в последнем	1	1
542	по которой	1	1
543	именно к	1	1
544	культуры в	1	1
545	имеет не	1	1
546	и приходится	1	1
547	которой я	2	1
548	а я	1	1
549	ее в	1	1
550	него как	1	1
551	и эта	2	1
552	который не	1	1
553	к этому	2	1
554	они не	1	1
555	гораздо более	1	1
