N	2gram	Berdyaev_M_1	FransuaR
336	в первых	1	1
337	от греческого	1	1
338	к миру	2	1
339	он должен	3	1
340	не как	4	1
341	и по	4	1
342	в образе	1	1
343	ее жизни	1	1
344	я бы	2	1
345	это начало	1	1
346	как они	1	1
347	в платоновском	1	1
348	он знал	4	1
349	указывали на	1	1
350	об этой	1	1
351	была в	1	1
352	на все	1	1
353	а как	2	1
354	его в	3	1
355	это было	1	1
356	заключается в	1	1
357	понять его	2	1
358	моменты в	1	1
359	весь мир	1	1
360	истории и	2	1
361	и характеристику	1	1
362	для них	3	1
363	в высшей	2	1
364	жизни то	1	1
365	с тем	9	1
366	силой и	1	1
367	с такой	1	1
368	чем в	2	1
369	должно быть	3	1
370	данте и	1	1
371	веков в	1	1
372	и их	3	1
373	этой связи	1	1
374	можно найти	1	1
375	в отношении	1	1
376	в преисподнюю	1	1
377	к одному	1	1
378	мысли и	2	1
379	нему и	1	1
380	от его	2	1
381	всякий раз	1	1
382	мир и	1	1
383	отрицает и	1	1
384	не в	16	1
385	она в	1	1
386	и эти	1	1
387	и более	1	1
388	что сам	1	1
389	возвращается к	2	1
390	это особенно	2	1
391	сам он	1	1
392	и вся	1	1
393	и истории	1	1
394	положительный и	1	1
395	чтобы иметь	1	1
396	них не	1	1
397	этот был	1	1
398	всего себя	1	1
399	этими двумя	1	1
400	ничего не	3	1
401	миру но	1	1
402	мы все	1	1
403	он мог	2	1
404	никогда не	14	1
405	самой жизни	1	1
406	элемент в	1	1
407	что их	1	1
408	применяет к	1	1
409	с одним	1	1
410	к концу	4	1
411	по своей	2	1
412	прежде чем	2	1
413	мире и	1	1
414	что русский	1	1
415	так называемый	2	1
416	века не	1	1
417	как будто	2	1
418	каждый раз	1	1
419	всякий гений	1	1
420	или лучше	1	1
421	отличается от	2	1
422	всего в	2	1
423	бы раскрыть	1	1
424	бы он	1	1
425	среды в	1	1
426	все еще	1	1
427	и тайну	1	1
428	время он	1	1
429	него как	2	1
430	всегда в	1	1
431	существует только	1	1
432	связанного со	1	1
433	эпоху в	1	1
434	обращенный к	1	1
435	связи со	1	1
436	людей в	1	1
437	мир к	1	1
438	в пределах	1	1
439	они должны	1	1
440	для творчества	1	1
441	свободу и	4	1
442	ставить и	1	1
443	на том	3	1
444	в нескольких	1	1
445	было в	1	1
446	творчестве в	1	1
447	он до	3	1
448	она была	1	1
449	жизнь и	1	1
450	образов у	1	1
451	свободной и	1	1
452	высокое и	1	1
453	с ним	2	1
454	из величайших	1	1
455	она лежит	1	1
456	и что	2	1
457	правда у	1	1
458	и отрицательный	1	1
459	она всегда	1	1
460	все его	3	1
461	путь к	1	1
462	нем не	2	1
463	от них	1	1
464	этот момент	1	1
465	на одном	1	1
466	который и	2	1
467	есть художественное	1	1
468	и только	1	1
469	в другой	1	1
470	в бытовой	1	1
471	это лишь	1	1
472	вообще и	1	1
473	которой все	2	1
474	все время	1	1
475	в описании	1	1
476	и она	2	1
477	при котором	1	1
478	в него	3	1
479	того что	7	1
480	быть названа	1	1
481	быть и	1	1
482	порядка и	1	1
483	только он	1	1
484	такая же	1	1
485	что только	1	1
486	не имеет	3	1
487	в вопросе	1	1
488	и часто	1	1
489	благополучия в	1	1
490	те которые	9	1
491	это очень	3	1
492	связанным с	1	1
493	начало в	2	1
494	между этими	1	1
495	был также	1	1
496	лишь бы	1	1
497	так что	1	1
498	к какому	1	1
499	литературы в	1	1
500	которому он	1	1
501	для людей	1	1
502	не принимает	1	1
503	участие в	1	1
504	ни с	4	1
505	и небо	1	1
506	всяком случае	1	1
507	ведь это	2	1
508	ценность в	1	1
509	в землю	1	1
510	была еще	2	1
511	не видел	1	1
512	нее не	1	1
513	и вместе	4	1
514	лишь один	1	1
515	но из	1	1
516	для художника	1	1
517	точек зрения	1	1
518	и из	1	1
519	а именно	1	1
520	человека но	4	1
521	с той	1	1
522	пребывает в	3	1
523	что не	1	1
524	говорит о	1	1
525	и самый	2	1
526	связано с	2	1
527	притом не	1	1
528	с большей	1	1
529	не на	1	1
530	вопросе о	1	1
531	писатель в	1	1
532	под влиянием	1	1
533	мира в	1	1
534	сложный и	1	1
535	людьми и	3	1
536	имея в	1	1
537	но оно	1	1
538	в творчестве	10	1
539	в старом	1	1
540	так же	1	1
541	его на	1	1
542	в человеке	8	1
543	не могут	5	1
544	влияния на	1	1
545	великих писателей	2	1
546	это его	1	1
547	и благополучия	1	1
548	да и	1	1
549	сама истина	2	1
550	должен освободить	1	1
551	и жизнь	2	1
552	в это	1	1
553	их было	1	1
554	это выражение	1	1
555	вокруг него	1	1
556	мира это	1	1
557	от нас	1	1
558	в смысле	1	1
559	нисколько не	1	1
560	ко второй	2	1
561	отличный от	1	1
562	с еще	1	1
563	потому не	3	1
564	и человек	2	1
565	мира и	5	1
566	но также	1	1
567	но когда	1	1
568	как для	2	1
569	как явление	1	1
570	ни к	1	1
571	будто бы	3	1
572	места которые	1	1
573	как человек	1	1
574	себе и	2	1
575	обычно понимают	1	1
576	мир который	1	1
577	лишь те	1	1
578	в свою	2	1
579	мира он	1	1
580	не знает	4	1
581	свободой и	2	1
582	а ведь	1	1
583	но этот	1	1
584	потому в	1	1
585	как люди	1	1
586	существенное в	1	1
587	не что	1	1
588	культуры в	1	1
589	и состоит	1	1
590	от которой	1	1
591	во всяком	1	1
