N	2gram	Ircho_Kome_3	FransuaR
249	а на	2	2
250	века он	1	2
251	был в	1	2
252	то ни	3	2
253	не может	3	2
254	вместе с	9	2
255	так же	4	2
256	нет ни	2	2
257	из которых	2	2
258	он говорит	2	2
259	а не	4	2
260	хотя он	1	2
261	с этой	3	2
262	все же	4	2
263	многие из	1	2
264	и для	4	2
265	а в	7	2
266	комедии в	1	2
267	между ними	2	2
268	связанный с	1	2
269	это в	2	2
270	другой стороны	2	2
271	более или	1	2
272	и эта	1	2
273	к этому	6	2
274	всем и	1	1
275	речь идет	5	1
276	лишь ее	1	1
277	с жизнью	1	1
278	в этот	1	1
279	начинается с	1	1
280	того же	6	1
281	о любви	2	1
282	роль играет	1	1
283	идет о	3	1
284	перед лицом	2	1
285	тем же	3	1
286	получают в	1	1
287	и абсолютно	1	1
288	а как	2	1
289	по мнению	2	1
290	уже после	1	1
291	и себя	1	1
292	с более	1	1
293	общности в	1	1
294	что между	1	1
295	и последующих	1	1
296	вопрос о	1	1
297	равно как	2	1
298	ему в	1	1
299	то это	5	1
300	этой более	1	1
301	и со	2	1
302	как впрочем	1	1
303	жизни это	1	1
304	пребывания в	2	1
305	к своему	2	1
306	собой в	1	1
307	по этому	1	1
308	между собой	4	1
309	наоборот как	1	1
310	в чем	1	1
311	это имя	1	1
312	там и	1	1
313	сказать и	1	1
314	одним словом	1	1
315	мы еще	1	1
316	с какими	1	1
317	с отцом	2	1
318	в эти	1	1
319	по отношению	5	1
320	в комедии	10	1
321	в новом	1	1
322	и речи	4	1
323	которые не	1	1
324	выясняется что	2	1
325	в одной	1	1
326	как в	2	1
327	из уст	1	1
328	стороны и	2	1
329	это был	1	1
330	на человека	1	1
331	что по	1	1
332	было только	1	1
333	ничего более	1	1
334	своего возраста	1	1
335	речь шла	2	1
336	своего соседа	1	1
337	ход действия	1	1
338	и у	1	1
339	из этих	1	1
340	им в	1	1
341	тому же	6	1
342	как он	3	1
343	друг за	1	1
344	сцену в	1	1
345	главное в	1	1
346	состоит в	2	1
347	к одному	1	1
348	не к	1	1
349	дает и	1	1
350	в доме	10	1
351	свое время	1	1
352	чем она	1	1
353	близкими и	1	1
354	подобно тому	1	1
355	что ни	3	1
356	в нее	1	1
357	можно было	2	1
358	больше всего	1	1
359	для всей	1	1
360	же не	1	1
361	есть все	1	1
362	те же	1	1
363	это было	1	1
364	дома и	3	1
365	на пиру	1	1
366	с другими	2	1
367	из первых	1	1
368	участие в	1	1
369	он требовал	1	1
370	и нравов	1	1
371	со своими	1	1
372	не всегда	1	1
373	его и	1	1
374	где-нибудь в	1	1
375	которой не	1	1
376	чем в	3	1
377	это совершенно	1	1
378	она была	2	1
379	можем судить	1	1
380	известной степени	2	1
381	по ее	2	1
382	шла о	2	1
383	взять в	3	1
384	место в	1	1
385	его современников	1	1
386	время своего	1	1
387	то его	1	1
388	что хорошо	1	1
389	в отличие	1	1
390	обвиняет в	1	1
391	возвращение к	2	1
392	точку зрения	1	1
393	которые в	1	1
394	такую же	1	1
395	войти в	1	1
396	о какой-то	2	1
397	том же	1	1
398	этой работы	1	1
399	и вся	1	1
400	тому что	2	1
401	некоторых случаях	1	1
402	трудно было	2	1
403	всего это	1	1
404	самого начала	4	1
405	не имеет	3	1
406	и притом	1	1
407	не по	7	1
408	перечисляет имена	1	1
409	своей страны	1	1
410	он вспоминает	1	1
411	он с	1	1
412	остановимся здесь	1	1
413	не позволял	1	1
414	смысл его	1	1
415	человека от	1	1
416	в отношениях	2	1
417	и весь	1	1
418	таким путем	1	1
419	слова этой	2	1
420	он хочет	1	1
421	на левом	1	1
422	не похож	1	1
423	рассказом о	1	1
424	под названием	1	1
425	свидетельствуют о	1	1
426	он больше	1	1
427	хочет быть	2	1
428	этом отношении	2	1
429	с другом	1	1
430	если этот	1	1
431	представляется нам	1	1
432	один раз	1	1
433	уже о	1	1
434	не могут	2	1
435	могут быть	1	1
436	же самое	3	1
437	к тому	6	1
438	из рук	1	1
439	они становятся	1	1
440	своего отца	1	1
441	если же	2	1
442	и он	2	1
443	откуда он	1	1
444	правда не	1	1
445	и это	2	1
446	они стали	1	1
447	находясь в	1	1
448	а затем	2	1
449	в виду	2	1
450	но при	2	1
451	и сами	1	1
452	здесь не	2	1
453	лица не	1	1
454	вино и	1	1
455	нет никакой	1	1
456	в себя	1	1
457	с самого	4	1
458	обеспечил ему	1	1
459	образе и	1	1
460	дерзости и	1	1
461	особенно в	1	1
462	живет в	1	1
463	которая была	1	1
464	мог бы	1	1
465	которые он	1	1
466	к первому	1	1
467	это только	1	1
468	по сравнению	2	1
469	мы в	1	1
470	далекого от	1	1
471	для этого	1	1
472	строго говоря	1	1
473	хора на	1	1
474	ситуации и	1	1
475	на вопрос	2	1
476	и та	1	1
477	и что	6	1
478	это первый	1	1
479	на что	1	1
480	после того	1	1
481	что его	5	1
482	из которой	2	1
483	для нас	1	1
484	там же	1	1
485	должно было	3	1
486	этих слов	2	1
487	от них	1	1
488	достаточно назвать	1	1
489	еще вернемся	1	1
490	точнее к	1	1
491	и главное	1	1
492	и подчеркивает	1	1
493	которой в	1	1
494	и она	1	1
495	оказался в	2	1
496	человека а	1	1
497	о рождении	1	1
498	продолжает он	1	1
499	в новой	1	1
500	том как	3	1
501	всякого рода	1	1
502	он стал	1	1
503	тот же	2	1
504	дело с	3	1
505	другой пример	1	1
506	должен был	4	1
507	ii в	2	1
508	до нас	4	1
509	впрочем и	1	1
510	и раньше	1	1
511	у тебя	2	1
512	во времени	1	1
513	и тем	1	1
514	что эта	2	1
515	со всеми	1	1
516	к которой	1	1
517	со своим	1	1
518	да еще	1	1
519	действующего лица	1	1
520	в начале	3	1
521	не из	1	1
522	у того	3	1
523	за ним	2	1
524	к своим	1	1
525	для новой	2	1
526	мы знаем	2	1
527	одно из	1	1
528	обращался к	1	1
529	более далекого	1	1
530	в прошлом	1	1
531	к первой	1	1
532	с лишним	1	1
533	мы можем	3	1
534	как его	1	1
535	отличие от	2	1
536	чтобы не	1	1
537	тем что	5	1
538	именно об	1	1
539	образом что	1	1
540	нет в	1	1
541	того в	1	1
542	где в	1	1
543	чтобы показать	1	1
544	с общим	1	1
545	выходит за	1	1
546	колеи и	1	1
547	этой комедии	4	1
548	а именно	1	1
549	после смерти	1	1
550	придает им	1	1
551	такое же	2	1
552	а с	1	1
553	в середине	1	1
554	уже упоминавшаяся	1	1
555	заложенный в	1	1
556	превращается в	1	1
557	отца в	2	1
558	на этот	3	1
559	однако и	1	1
560	жизнь в	1	1
561	его глазах	1	1
562	ребенка и	1	1
563	под влиянием	2	1
564	действия в	1	1
565	было в	1	1
566	на фоне	1	1
567	при его	1	1
568	эти слова	1	1
569	независимо от	1	1
570	за другом	1	1
571	в моей	1	1
572	правда он	2	1
573	сравнению с	2	1
574	тому как	1	1
575	в тех	1	1
576	и там	1	1
577	быть только	1	1
578	во хмелю	1	1
579	друг с	1	1
580	с тремя	1	1
581	и домашнего	1	1
582	на свете	1	1
583	еще раз	1	1
584	в i	1	1
585	нет ничего	2	1
586	и родственные	1	1
587	к вопросу	1	1
588	она должна	1	1
589	всего в	1	1
590	отношениях между	1	1
591	и от	1	1
592	о котором	1	1
593	это как	1	1
594	не самого	1	1
595	к одной	2	1
596	при объяснении	1	1
597	другой смысл	1	1
598	из ее	1	1
599	тем более	4	1
600	ибо в	1	1
601	которой мы	2	1
602	обстоит дело	2	1
603	пор они	1	1
604	но если	3	1
605	время как	2	1
606	по поводу	1	1
607	этой же	1	1
608	это касается	1	1
609	не знает	3	1
610	и только	1	1
611	только как	2	1
612	но этот	1	1
613	которых были	1	1
614	почему он	1	1
615	не успевает	1	1
616	отношению к	3	1
617	из этого	2	1
618	в свое	2	1
619	из своей	1	1
620	самом начале	1	1
621	работы в	1	1
622	всем этом	1	1
623	жизни и	1	1
624	но еще	1	1
625	как на	1	1
626	и особенно	2	1
627	того он	1	1
