N	2gram	Bakhtin_fo_1	Analitik
251	по преимуществу	3	1
252	он всегда	1	1
253	не имеют	3	1
254	в какой-то	3	1
255	в зависимости	1	1
256	по его	1	1
257	мы уже	11	1
258	целого но	1	1
259	жизни по	2	1
260	мы не	3	1
261	имеется и	2	1
262	не чисто	1	1
263	и случайной	2	1
264	ни единого	1	1
265	за несколько	1	1
266	из сказанного	1	1
267	равно как	2	1
268	принадлежит к	2	1
269	не вполне	1	1
270	как я	1	1
271	не происходит	1	1
272	событий и	3	1
273	что можно	1	1
274	зависимости от	1	1
275	здесь как	2	1
276	в ней	4	1
277	свою очередь	1	1
278	по этому	1	1
279	он был	1	1
280	он сам	1	1
281	в различных	2	1
282	в чем	2	1
283	или до	1	1
284	характер он	1	1
285	служит для	1	1
286	что люди	1	1
287	во всех	6	1
288	или во	1	1
289	как если	2	1
290	в ее	6	1
291	и всего	1	1
292	какой-то степени	2	1
293	они имеют	1	1
294	мы будем	2	1
295	но как	1	1
296	а только	2	1
297	не входит	2	1
298	это произведение	1	1
299	определяется не	2	1
300	независимо от	1	1
301	его на	2	1
302	как в	6	1
303	данный момент	1	1
304	увидим далее	1	1
305	о жизни	1	1
306	есть в	2	1
307	что касается	1	1
308	в полном	1	1
309	и наконец	1	1
310	по пути	1	1
311	мыслитель и	1	1
312	к сыну	1	1
313	а перед	1	1
314	искусство и	1	1
315	со своей	3	1
316	сказочного фольклора	1	1
317	не приходится	1	1
318	та же	1	1
319	что самая	1	1
320	что это	1	1
321	литературе нового	1	1
322	не оставляет	6	1
323	романа но	4	1
324	и тот	1	1
325	но его	1	1
326	имеем в	1	1
327	и те	3	1
328	а вовсе	1	1
329	этот процесс	5	1
330	силу и	1	1
331	жизни наконец	1	1
332	вера в	2	1
333	вернуться к	1	1
334	всех этих	5	1
335	которая является	1	1
336	функции и	1	1
337	не как	2	1
338	в человеческой	1	1
339	части этого	1	1
340	его от	2	1
341	его можно	1	1
342	без исключения	1	1
343	не бывает	1	1
344	ни был	1	1
345	в основу	3	1
346	но все	5	1
347	здесь мы	1	1
348	что все	2	1
349	и может	2	1
350	себя к	1	1
351	вещи и	1	1
352	его в	3	1
353	с самим	5	1
354	характера это	1	1
355	или хотя	1	1
356	в ином	1	1
357	от отца	1	1
358	для них	3	1
359	в них	4	1
360	в историческом	1	1
361	единого и	1	1
362	с тем	3	1
363	и уже	3	1
364	между собою	1	1
365	литературных произведений	1	1
366	себе все	1	1
367	в этих	3	1
368	все более	1	1
369	во время	1	1
370	сказать не	1	1
371	и при	1	1
372	и ее	3	1
373	том же	2	1
374	в отношении	3	1
375	культуры а	1	1
376	однако этот	1	1
377	в которых	2	1
378	мире этот	1	1
379	точку зрения	2	1
380	остается вне	1	1
381	но он	2	1
382	как писатель	1	1
383	речи в	2	1
384	их в	3	1
385	не должно	1	1
386	мере и	1	1
387	раз и	2	1
388	включен в	1	1
389	человека есть	1	1
390	человека но	1	1
391	всех последующих	2	1
392	одна из	2	1
393	которого и	1	1
394	не вызывает	1	1
395	и отношений	1	1
396	все без	1	1
397	из этой	1	1
398	ничего не	9	1
399	из древнейших	1	1
400	того в	1	1
401	к концу	3	1
402	на природу	1	1
403	во всем	2	1
404	эти три	1	1
405	входят в	1	1
406	мы и	4	1
407	в каком	2	1
408	с другом	1	1
409	мы встречаем	2	1
410	xx века	1	1
411	одно и	3	1
412	начиная с	1	1
413	к себе	4	1
414	пространство и	1	1
415	это также	1	1
416	время жизни	1	1
417	здесь совершенно	2	1
418	в совокупности	1	1
419	числе и	2	1
420	всего в	1	1
421	в событии	1	1
422	его с	1	1
423	оно не	2	1
424	особый тип	1	1
425	говорит о	1	1
426	и был	1	1
427	при анализе	1	1
428	ни даже	1	1
429	жизни героев	4	1
430	но по	2	1
431	вне этого	1	1
432	в виду	3	1
433	и сами	1	1
434	подходе к	2	1
435	события как	1	1
436	миром и	1	1
437	самим собою	3	1
438	как по	2	1
439	и внутреннее	3	1
440	помимо этих	1	1
441	упоминаемые в	1	1
442	чтобы быть	1	1
443	уже с	1	1
444	как с	1	1
445	на том	1	1
446	если они	2	1
447	человека он	1	1
448	те же	2	1
449	игру с	1	1
450	в последующих	1	1
451	оно как	1	1
452	высшая форма	1	1
453	в отдельных	1	1
454	этой жизни	1	1
455	он служит	1	1
456	в разных	5	1
457	образом в	1	1
458	и т.д	1	1
459	в самой	2	1
460	для своей	1	1
461	внимание на	1	1
462	его жизни	8	1
463	себя самого	1	1
464	на дорогу	1	1
465	времени в	7	1
466	и во	7	1
467	связь между	2	1
468	на отдельные	1	1
469	определения в	1	1
470	и познания	1	1
471	всякого внутреннего	1	1
472	когда оно	1	1
473	полноту и	2	1
474	во всей	3	1
475	и только	1	1
476	отца к	1	1
477	но нельзя	1	1
478	наконец в	1	1
479	внешнее и	2	1
480	каков бы	1	1
481	в ту	1	1
482	его то	1	1
483	они приобретают	2	1
484	вплоть до	1	1
485	человека как	1	1
486	своей природе	1	1
487	в него	1	1
488	герой в	1	1
489	быть и	2	1
490	от конкретного	1	1
491	и дело	1	1
492	тот же	1	1
493	мы увидим	1	1
494	что даже	1	1
495	проникнуть в	1	1
496	друг друга	3	1
497	входит в	3	1
498	романа как	3	1
499	к отцу	1	1
500	их жизни	1	1
501	и испытаний	1	1
502	все они	1	1
503	так что	1	1
504	для всех	2	1
505	связи с	6	1
506	также имеет	1	1
507	то и	1	1
508	и продукт	1	1
509	человека этот	1	1
510	от других	1	1
511	во втором	2	1
512	элементы здесь	1	1
513	или даже	1	1
514	в данной	2	1
515	изображенного в	1	1
516	необходима для	1	1
517	всяком случае	1	1
518	могло бы	1	1
519	как их	1	1
520	мы находим	2	1
521	в одном	3	1
522	с указанием	1	1
523	в пространстве	5	1
524	к первой	1	1
525	у него	6	1
526	ничего что	1	1
527	к чужой	1	1
528	как раз	13	1
529	тут же	1	1
530	явлений в	1	1
531	смерти и	1	1
532	само собой	2	1
533	результатам в	1	1
534	ядро и	1	1
535	целом с	2	1
536	были бы	1	1
537	только на	3	1
538	в особенности	9	1
539	она и	1	1
540	и даже	2	1
541	даже не	2	1
542	в данный	1	1
543	это особая	1	1
544	себе они	1	1
545	до сих	3	1
546	влияние на	4	1
547	моменты и	1	1
548	одну из	1	1
549	не обязательно	2	1
550	здесь в	2	1
551	быть ничего	1	1
552	действующих лиц	1	1
553	было и	4	1
554	и др	9	1
555	и внешнее	1	1
556	к человеку	1	1
557	в соответствии	2	1
558	не было	7	1
559	принадлежит не	2	1
560	других для	2	1
561	человеческой жизни	6	1
562	о чем	1	1
563	все последующие	1	1
564	время оно	2	1
565	если не	1	1
566	в связи	5	1
567	в эпосе	2	1
568	не способна	1	1
569	все моменты	2	1
570	к своему	2	1
571	по своему	1	1
572	в течение	2	1
573	смысле этого	1	1
574	типа как	1	1
575	быть как	1	1
576	анализ не	1	1
577	происходит в	2	1
578	да и	3	1
579	друг с	1	1
580	форма в	1	1
581	сюжета с	1	1
582	событие которое	1	1
583	сих пор	3	1
584	выход из	2	1
585	перед смертью	1	1
586	перед нами	1	1
587	к другим	1	1
588	с иными	1	1
589	образ героя	1	1
590	при всем	1	1
591	и для	4	1
592	собственной и	1	1
593	указать на	1	1
594	элементы в	2	1
595	сохраняется и	2	1
596	и от	1	1
597	не подлежит	1	1
598	с возвращением	1	1
599	человека для	1	1
600	или в	3	1
601	что оно	1	1
602	тяготеет к	1	1
603	в результате	6	1
604	между ними	3	1
605	своей собственной	3	1
606	человек и	2	1
607	я не	1	1
608	но отнюдь	1	1
609	хотя и	3	1
610	и вызывает	1	1
611	или другой	1	1
612	на первый	1	1
613	для нас	2	1
614	от него	1	1
615	из себя	1	1
616	значение лишь	1	1
617	мы должны	2	1
618	весьма часто	2	1
619	же оно	1	1
620	же в	3	1
621	личности и	2	1
622	в своих	1	1
623	с людьми	1	1
624	жизни в	8	1
625	смыкается с	1	1
626	свою судьбу	1	1
627	в свою	2	1
628	в романе	32	1
629	не знает	3	1
630	возможно лишь	1	1
631	связей и	1	1
632	совершенно не	2	1
633	таким же	1	1
634	время он	1	1
635	включает в	1	1
636	где он	1	1
637	жизни и	8	1
638	ее в	2	1
639	героя как	1	1
640	и эта	2	1
641	особенности же	1	1
642	они не	3	1
643	приобретают характер	1	1
644	во всяком	3	1
