N	2gram	Bakhtin_sl_1	Sovremen
231	одни и	1	1
232	до наших	1	1
233	в известном	2	1
234	нами в	2	1
235	и тот	1	1
236	конечно не	3	1
237	и у	2	1
238	и те	2	1
239	в большинстве	10	1
240	только на	2	1
241	сохраняя при	1	1
242	вследствие этого	1	1
243	в начале	1	1
244	и если	1	1
245	и чисто	3	1
246	не принимает	1	1
247	он не	3	1
248	конечно нет	1	1
249	его и	3	1
250	и их	1	1
251	к одному	1	1
252	по существу	3	1
253	вовсе не	7	1
254	от различных	1	1
255	для них	2	1
256	из одной	1	1
257	как его	5	1
258	но что	1	1
259	прошлого века	1	1
260	случае не	1	1
261	какой бы	1	1
262	одной и	1	1
263	одному и	2	1
264	всеми этими	1	1
265	в основу	1	1
266	в очень	1	1
267	не из	2	1
268	его почве	2	1
269	и только	1	1
270	а затем	1	1
271	и может	3	1
272	в другом	2	1
273	не стать	1	1
274	одной стороны	4	1
275	и речи	2	1
276	чем в	1	1
277	до сих	2	1
278	с другой	5	1
279	как у	1	1
280	именно в	3	1
281	здесь в	4	1
282	по своим	6	1
283	и прежде	1	1
284	на которые	2	1
285	его с	1	1
286	в ином	1	1
287	только одно	1	1
288	ни в	1	1
289	может находиться	1	1
290	конечно совершенно	1	1
291	но уже	1	1
292	не было	3	1
293	рядом с	4	1
294	для своего	1	1
295	этого не	1	1
296	и вся	1	1
297	всегда и	1	1
298	несмотря на	1	1
299	развиваются в	1	1
300	жизни но	2	1
301	как целого	1	1
302	системы без	1	1
303	на эту	1	1
304	должно быть	2	1
305	и ничего	1	1
306	и следовательно	7	1
307	находиться в	1	1
308	связей и	1	1
309	и становится	1	1
310	том что	2	1
311	между различными	1	1
312	в эту	2	1
313	этом случае	2	1
314	но если	1	1
315	таким же	1	1
316	выработанные в	1	1
317	так же	2	1
318	в первый	1	1
319	от его	3	1
320	в данном	3	1
321	в течение	1	1
322	и той	2	1
323	совершенно иными	1	1
324	которые в	3	1
325	быть только	2	1
326	совершенно невозможно	1	1
327	по крайней	1	1
328	образом на	1	1
329	именно к	1	1
330	без всяких	2	1
331	и более	1	1
332	там где	4	1
333	зрения и	2	1
334	в своем	3	1
335	оно конечно	1	1
336	и нет	1	1
337	сих пор	2	1
338	невозможным и	1	1
339	с ним	7	1
340	xviii века	2	1
341	понимания живого	1	1
342	она не	3	1
343	свое время	1	1
344	которых он	1	1
345	например у	1	1
346	дело в	1	1
347	в процессе	4	1
348	не является	2	1
349	конечно для	1	1
350	но только	1	1
351	и от	4	1
352	только не	1	1
353	остановимся здесь	1	1
354	никогда не	3	1
355	или в	8	1
356	все свои	2	1
357	на язык	2	1
358	хотя и	2	1
359	только и	1	1
360	в отдельных	1	1
361	и подходы	1	1
362	видим что	1	1
363	все они	7	1
364	и его	14	1
365	связи с	2	1
366	ни было	2	1
367	же в	1	1
368	так называемый	1	1
369	наших дней	1	1
370	но это	1	1
371	всеми его	1	1
372	между ними	2	1
373	от общего	1	1
374	не знает	1	1
375	сказать что	2	1
376	ни о	2	1
377	но этим	1	1
378	больших и	1	1
379	и для	4	1
380	очень часто	1	1
381	равно как	1	1
382	в духе	2	1
383	человека в	1	1
384	в то	14	1
385	в свое	3	1
386	единства в	1	1
387	в какой	1	1
388	этого и	1	1
389	той или	9	1
390	системы не	1	1
391	и эта	2	1
392	и свою	1	1
393	на это	1	1
394	которая не	3	1
395	все что	1	1
396	они не	1	1
397	из многих	2	1
