N	2gram	Tiupa_Lite_3	EvropaiC
547	в человеке	1	1
548	к жизни	2	1
549	что за	1	1
550	мало или	1	1
551	человек с	2	1
552	сам не	1	1
553	мыслится как	3	1
554	жизни во	1	1
555	быть не	2	1
556	на пути	1	1
557	художественное произведение	2	1
558	только для	3	1
559	же самое	2	1
560	точно и	1	1
561	все остальные	1	1
562	же являются	1	1
563	из трех	1	1
564	жизнью в	3	1
565	подобные им	1	1
566	и перед	2	1
567	лишь как	1	1
568	и однако	1	1
569	еще более	1	1
570	времени все	1	1
571	будто бы	1	1
572	с ума	1	1
573	над собою	1	1
574	жизни в	4	1
575	это все	1	1
576	не говоря	4	1
577	две стороны	1	1
578	сказать что	1	1
579	была бы	1	1
580	лишь тогда	1	1
581	у людей	1	1
582	всех других	1	1
583	путь который	1	1
584	с каждым	1	1
585	впадают в	1	1
586	но еще	2	1
587	стороны одного	1	1
588	ее в	2	1
589	в своих	2	1
590	в состояние	1	1
591	силы на	1	1
592	том числе	3	1
