N	2gram	Ircho_Kome_1	StatiiOP
463	около двух	1	1
464	схожестью с	1	1
465	больше чем	1	1
466	и без	2	1
467	тем все	1	1
468	с большой	1	1
469	же время	4	1
470	впрочем в	1	1
471	к концу	1	1
472	к ней	2	1
473	предполагать что	1	1
474	творческих сил	1	1
475	повествует о	1	1
476	одному и	1	1
477	как будто	2	1
478	на все	2	1
479	п в	1	1
480	уже о	2	1
481	в городе	2	1
482	следует не	1	1
483	не могут	1	1
484	разумеется все	1	1
485	под видом	3	1
486	лет раньше	1	1
487	с полной	1	1
488	в поле	1	1
489	остановиться на	1	1
490	слова с	1	1
491	этого рода	1	1
492	наконец что	1	1
493	отказаться от	1	1
494	исторической достоверности	1	1
495	как мы	4	1
496	что все	1	1
497	он несомненно	1	1
498	данном случае	1	1
499	в в	4	1
500	только при	2	1
501	х годов	3	1
502	то время	5	1
503	не подходит	1	1
504	так в	4	1
505	на том	1	1
506	iii в	1	1
507	с собой	1	1
508	можно было	1	1
509	не так	1	1
510	каждого из	1	1
511	в борьбе	1	1
512	которые он	2	1
513	возможно что	1	1
514	действующего в	1	1
515	отрицать что	1	1
516	простой народ	1	1
517	образом в	2	1
518	лет не	1	1
519	связанное с	1	1
520	со всех	1	1
521	середины х	1	1
522	именно потому	2	1
523	с х	1	1
524	которому не	1	1
525	столь же	2	1
526	второй половине	2	1
527	одного из	6	1
528	в форму	2	1
529	и во	2	1
530	внешней формы	1	1
531	об успехе	1	1
532	или иначе	1	1
533	лет спустя	1	1
534	от них	2	1
535	нуждается в	1	1
536	борьбе с	1	1
537	в форме	2	1
538	но нельзя	1	1
539	в середине	1	1
540	в лице	1	1
541	и отдельные	1	1
542	конце концов	4	1
543	по содержанию	3	1
544	более тяжелые	1	1
545	не случайно	1	1
546	один из	5	1
547	в двух	1	1
548	что только	1	1
549	им было	1	1
550	тот же	3	1
551	места в	1	1
552	под свою	1	1
553	два наиболее	1	1
554	будто бы	2	1
555	до нас	5	1
556	поэтому и	1	1
557	согласно которой	1	1
558	который в	2	1
559	по мнению	1	1
560	к числу	2	1
561	уже в	5	1
562	только на	1	1
563	больше не	1	1
564	со временем	1	1
565	речь в	1	1
566	г и	3	1
567	где бы	1	1
568	это обстоятельство	1	1
569	нее в	1	1
570	п иной	1	1
571	себе в	1	1
572	это предположение	1	1
573	а в	6	1
574	среди которых	1	1
575	может служить	1	1
576	мы можем	4	1
577	у него	3	1
578	в руки	1	1
579	в каждом	1	1
580	и литературной	1	1
581	е в	2	1
582	и занятия	2	1
583	в исторической	1	1
584	даже не	2	1
585	оставил в	1	1
586	был способен	1	1
587	были поэтому	1	1
588	за пределы	2	1
589	к которому	3	1
590	в живых	1	1
591	по нынешним	1	1
592	естественно что	1	1
593	v в	13	1
594	то и	2	1
595	на которых	1	1
596	а результаты	1	1
597	из наиболее	2	1
598	мы и	1	1
599	в сохранившихся	1	1
600	одну из	2	1
601	ее язык	1	1
602	на эту	1	1
603	что из	1	1
604	именно поэтому	1	1
605	в примечаниях	1	1
606	в последней	1	1
607	известен нам	1	1
608	на чем	1	1
609	своей социальной	1	1
610	формул и	1	1
611	на правах	1	1
612	по своим	1	1
613	что теперь	1	1
614	но отдавая	1	1
615	в апреле	1	1
616	в изображении	1	1
617	если оно	1	1
618	и достигли	1	1
619	что же	1	1
620	да и	3	1
621	скорее наоборот	1	1
622	говоря уже	2	1
623	критики и	1	1
624	всем что	1	1
625	он чувствует	1	1
626	и тому	1	1
627	с критикой	2	1
628	впрочем не	1	1
629	своего друга	1	1
630	его отца	1	1
631	самого и	1	1
632	которые были	1	1
633	рассматривать как	1	1
634	при всем	2	1
635	в книге	1	1
636	в более	3	1
637	за его	1	1
638	и для	1	1
639	уже на	1	1
640	и очевидно	1	1
641	из лучших	1	1
642	или в	2	1
643	к одной	1	1
644	иначе в	2	1
645	которым в	1	1
646	от него	1	1
647	и все	3	1
648	так называемых	1	1
649	бы в	1	1
650	действующим лицам	1	1
651	же в	4	1
652	в свою	2	1
653	могли быть	2	1
654	мог не	1	1
655	не говоря	2	1
656	обычно не	1	1
657	начать с	1	1
658	к его	1	1
659	по одному	2	1
660	едва ли	7	1
661	отношению к	3	1
662	в трех	1	1
663	около г	2	1
664	которым они	1	1
665	жизни и	1	1
666	заметить что	1	1
667	к этой	1	1
668	в своих	2	1
669	доступ к	1	1
670	в таком	1	1
671	все что	2	1
672	том числе	1	1
673	гораздо более	1	1
