N	2gram	Trubetskoy_1	Marksizm
303	мы можем	6	2
304	тем что	1	2
305	в данный	1	2
306	или иначе	5	2
307	связаны с	1	2
308	деле если	1	2
309	зависит от	1	2
310	одну из	1	2
311	при более	2	2
312	и всякое	1	2
313	в частности	2	2
314	чтобы и	1	2
315	независимо от	2	2
316	из которых	4	2
317	к своему	1	2
318	для всех	1	2
319	в тот	1	2
320	тех пор	2	2
321	этого слова	2	2
322	с этой	3	2
323	благодаря этому	1	2
324	но для	2	2
325	основных понятий	1	2
326	в эти	3	2
327	лишь тогда	2	2
328	в свою	2	2
329	но если	2	2
330	не знает	2	2
331	к его	1	2
332	отношению к	9	2
333	из этого	6	2
334	же и	1	2
335	жизни и	2	2
336	в своих	2	2
337	в таком	4	2
338	том числе	1	2
339	а между	8	1
340	от этой	1	1
341	также и	2	1
342	например в	1	1
343	должен быть	1	1
344	и то	4	1
345	и без	5	1
346	многих отношениях	1	1
347	тем же	2	1
348	на историю	1	1
349	от своей	2	1
350	и до	3	1
351	можно лишь	2	1
352	исходит из	1	1
353	оно было	1	1
354	то для	1	1
355	из всех	5	1
356	с природными	2	1
357	что между	1	1
358	которую мы	1	1
359	совершенно так	4	1
360	поэтому если	1	1
361	только благодаря	1	1
362	почти все	2	1
363	в каждый	6	1
364	себя свою	1	1
365	так чтобы	2	1
366	мы попытались	1	1
367	говорить о	2	1
368	вместо того	1	1
369	группы и	1	1
370	в целом	5	1
371	социальной группы	1	1
372	латинского языка	1	1
373	и самого	1	1
374	он сам	1	1
375	в широком	1	1
376	здесь не	1	1
377	столь же	5	1
378	культурной ценности	2	1
379	в различных	1	1
380	смотрят на	1	1
381	с его	1	1
382	только после	1	1
383	не без	2	1
384	а следовательно	1	1
385	различия между	3	1
386	помимо этого	1	1
387	совсем не	1	1
388	но как	2	1
389	а только	1	1
390	в общем	6	1
391	а и	8	1
392	отношение к	4	1
393	и будет	2	1
394	известным образом	1	1
395	же виде	1	1
396	него только	1	1
397	мы дадим	1	1
398	в особом	1	1
399	физическим или	1	1
400	части в	2	1
401	ряд вопросов	1	1
402	хотя и	4	1
403	и наконец	3	1
404	по пути	1	1
405	и продолжают	1	1
406	более или	7	1
407	этой цели	1	1
408	со своей	1	1
409	та же	3	1
410	что это	5	1
411	ни один	3	1
412	так или	5	1
413	в этой	6	1
414	нами в	1	1
415	другом случае	1	1
416	во многих	1	1
417	не могла	1	1
418	вследствие этого	2	1
419	и если	6	1
420	широком смысле	2	1
421	и положительный	1	1
422	чем сильнее	1	1
423	не следует	1	1
424	главным образом	1	1
425	если для	1	1
426	ведь и	1	1
427	встать на	1	1
428	перестает быть	1	1
429	всех этих	4	1
430	нее и	1	1
431	и социальной	2	1
432	и вот	1	1
433	то очевидно	3	1
434	их в	2	1
435	как от	1	1
436	распространяется и	1	1
437	и по	3	1
438	человек с	1	1
439	других областях	1	1
440	русском языке	1	1
441	сделать из	1	1
442	которые уже	2	1
443	касается до	8	1
444	же не	3	1
445	в совершенно	3	1
446	перечисленных нами	1	1
447	из самой	1	1
448	на все	5	1
449	для своей	1	1
450	нашем случае	2	1
451	зрения на	1	1
452	это не	3	1
453	своей особой	1	1
454	уже знаем	1	1
455	лишь на	1	1
456	что большинство	1	1
457	истории и	1	1
458	после этого	1	1
459	и тем	1	1
460	ведь если	1	1
461	нет в	2	1
462	она и	1	1
463	с тем	2	1
464	со своими	2	1
465	мы видели	2	1
466	между собою	5	1
467	то с	2	1
468	классовой борьбы	1	1
469	и различие	1	1
470	в один	2	1
471	в других	1	1
472	или менее	7	1
473	все более	1	1
474	в эпохи	2	1
475	можно найти	1	1
476	этого необходимо	1	1
477	и помимо	1	1
478	попасть в	1	1
479	представить себе	2	1
480	бы к	1	1
481	социальная среда	1	1
482	на каждом	2	1
483	далее в	1	1
484	что я	1	1
485	для всякого	1	1
486	где искать	1	1
487	является только	1	1
488	и продуктами	1	1
489	для многих	1	1
490	образом и	2	1
491	усвоить всю	1	1
492	друг другу	1	1
493	не поймет	1	1
494	и общей	2	1
495	освободиться от	2	1
496	в психике	7	1
497	тем этот	1	1
498	каждого отдельного	1	1
499	чистом виде	1	1
500	на современную	1	1
501	мы были	1	1
502	тем самым	3	1
503	и должен	1	1
504	тогда когда	3	1
505	того как	1	1
506	на него	2	1
507	поставленный в	1	1
508	не по	1	1
509	и социальная	1	1
510	о них	2	1
511	может только	1	1
512	на эти	1	1
513	которым должна	1	1
514	очень сильны	1	1
515	его если	1	1
516	в разных	3	1
517	ответить отрицательно	3	1
518	в самой	2	1
519	этих двух	2	1
520	к ней	1	1
521	по своей	7	1
522	этим на	1	1
523	потому что	9	1
524	об установлении	1	1
525	с другом	9	1
526	и другой	1	1
527	и всех	1	1
528	отличается от	6	1
529	всего в	1	1
530	как человек	1	1
531	бы это	1	1
532	если же	3	1
533	из всего	1	1
534	от друга	6	1
535	всем этим	1	1
536	индивидуальной психологии	1	1
537	последнее время	1	1
538	только не	2	1
539	только то	2	1
540	приводит к	1	1
541	моем сознании	1	1
542	котором мы	1	1
543	каждом этапе	1	1
544	из двух	2	1
545	на нее	2	1
546	почти ничего	2	1
547	свою историю	1	1
548	всем основным	1	1
549	без внутреннего	1	1
550	отдельные части	1	1
551	же эти	1	1
552	косности и	2	1
553	можно только	1	1
554	часто в	1	1
555	строго говоря	1	1
556	для этого	7	1
557	во-первых с	1	1
558	в определенной	1	1
559	собой и	1	1
560	образом в	3	1
561	лишь то	1	1
562	лишь одно	1	1
563	истинной сущности	1	1
564	пришли к	1	1
565	психика в	1	1
566	совершенно иной	2	1
567	и что	8	1
568	положении находится	1	1
569	все его	2	1
570	ее и	3	1
571	лежит за	1	1
572	в значительной	1	1
573	не касались	1	1
574	к нему	2	1
575	которые общи	1	1
576	во всей	1	1
577	них в	2	1
578	из школы	1	1
579	которые должно	1	1
580	в ту	2	1
581	а его	1	1
582	в лучшем	1	1
583	для самого	2	1
584	в каждую	1	1
585	и история	1	1
586	образом как	2	1
587	мы видим	1	1
588	с ними	2	1
589	к чисто	1	1
590	пор не	2	1
591	очень много	3	1
592	поэтому и	1	1
593	ему самому	1	1
594	бы ни	1	1
595	от них	1	1
596	делает его	1	1
597	тот или	1	1
598	с одной	3	1
599	вся эта	1	1
600	так что	5	1
601	собою все	1	1
602	ясной и	1	1
603	уже не	1	1
604	уже в	1	1
605	рано или	1	1
606	остальное в	1	1
607	при помощи	3	1
608	или просто	1	1
609	конечно нет	1	1
610	будет не	1	1
611	который как	1	1
612	искать в	1	1
613	а потому	5	1
614	более внимательном	1	1
615	техники и	1	1
616	у этих	1	1
617	может служить	3	1
618	процессов и	1	1
619	мы возьмем	1	1
620	само собой	1	1
621	друг от	6	1
622	были бы	1	1
623	к двум	2	1
624	с психологией	2	1
625	или поздно	1	1
626	без того	4	1
627	одной стороны	2	1
628	со стороны	1	1
629	рядом и	1	1
630	тем мы	1	1
631	эти две	1	1
632	еще и	1	1
633	на которые	1	1
634	себя и	2	1
635	что для	4	1
636	оно представляет	1	1
637	эстетического вкуса	1	1
638	что мы	4	1
639	в последующем	1	1
640	которого она	1	1
641	необходимы для	1	1
642	приходится ответить	1	1
643	ответить на	2	1
644	ко всем	3	1
645	но не	2	1
646	возможно лишь	2	1
647	к жизни	1	1
648	а если	1	1
649	данной эпохи	1	1
650	и там	1	1
651	по существу	6	1
652	друг с	9	1
653	того уже	2	1
654	многих других	2	1
655	т.е те	1	1
656	быть не	1	1
657	мы сказали	3	1
658	эти вопросы	1	1
659	в кавычках	1	1
660	на пути	1	1
661	психологии как	1	1
662	в гораздо	2	1
663	все одинаково	1	1
664	эти элементы	2	1
665	между прочим	2	1
666	с элементами	1	1
667	остается в	1	1
668	народа и	1	1
669	социальной среды	1	1
670	в более	1	1
671	вопрос в	1	1
672	только мы	2	1
673	образом по	1	1
674	при таком	2	1
675	и может	3	1
676	а все	1	1
677	только они	1	1
678	всего можно	1	1
679	у них	6	1
680	не будучи	1	1
681	только с	1	1
682	более всего	2	1
683	в большей	1	1
684	зрения в	1	1
685	причем эта	1	1
686	идет об	1	1
687	обстоит дело	1	1
688	же касается	2	1
689	бы на	1	1
690	и другие	1	1
691	своих мыслей	1	1
692	всех тех	2	1
693	всякий смысл	1	1
694	в моем	1	1
695	с ней	1	1
696	состоит из	4	1
697	была бы	1	1
698	не понимают	2	1
699	и так	2	1
700	но этот	1	1
701	слагается из	3	1
702	иметь не	1	1
703	не способны	1	1
704	языка то	1	1
705	допустить что	1	1
706	ли они	1	1
707	пользоваться для	1	1
708	ее в	1	1
709	однако мы	2	1
710	отвлекается от	1	1
711	нас не	1	1
712	можно назвать	3	1
713	не принять	1	1
714	и особенно	2	1
715	этой точки	1	1
716	гораздо более	2	1
