N	2gram	Tiupa_Teor_1	Dialekti
419	не содержит	1	1
420	какой-то иной	1	1
421	от его	1	1
422	– только	1	1
423	сам же	1	1
424	но эта	1	1
425	друг другу	1	1
426	теми же	1	1
427	имеем не	1	1
428	и меньше	1	1
429	если нет	1	1
430	зрения и	2	1
431	мифологическое сознание	1	1
432	случае в	1	1
433	без его	1	1
434	в основе	3	1
435	виду не	3	1
436	восприятия но	1	1
437	к такому	1	1
438	а сама	1	1
439	подобно тому	1	1
440	или преступления	1	1
441	и теперь	1	1
442	и сама	1	1
443	остается в	1	1
444	– так	1	1
445	не ее	1	1
446	ему не	1	1
447	все то	1	1
448	мире –	1	1
449	заметил что	1	1
450	отличается от	2	1
451	вокруг него	1	1
452	– с	5	1
453	и другим	1	1
454	субъект и	2	1
455	всегда так	1	1
456	оно не	1	1
457	должен быть	1	1
458	ясность и	1	1
459	то ни	1	1
460	к жизни	2	1
461	своего развития	1	1
462	и о	4	1
463	у себя	1	1
464	сейчас только	1	1
465	не существует	1	1
466	европейского искусства	1	1
467	здесь не	1	1
468	в собственном	1	1
469	это ведет	1	1
470	приводит к	5	1
471	в глаза	2	1
472	на нее	1	1
473	театральной сцене	1	1
474	те же	1	1
475	здесь как	1	1
476	одного из	1	1
477	мог бы	3	1
478	к его	2	1
479	меньше и	1	1
480	и на	1	1
481	строго говоря	1	1
482	быть может	1	1
483	это какое-то	1	1
484	я –	3	1
485	– независимо	1	1
486	эта сторона	1	1
487	весьма существенно	2	1
488	анализу и	1	1
489	– эстетически	1	1
490	и здесь	2	1
491	искусства и	1	1
492	в состав	6	1
493	и поэтому	1	1
494	все прочие	3	1
495	как субъекта	1	1
496	мы понимаем	1	1
497	это была	1	1
498	на всех	1	1
499	а напротив	2	1
500	в которую	1	1
501	однако что	1	1
502	а у	1	1
503	путь к	1	1
504	или –	1	1
505	по типу	1	1
506	я думаю	1	1
507	понимание а	1	1
508	свойством так	1	1
509	во всей	1	1
510	всем потому	1	1
511	в художественной	1	1
512	аффектов и	1	1
513	говорит в	2	1
514	в литературе	2	1
515	жизнь на	2	1
516	но с	1	1
517	оно и	1	1
518	обе эти	1	1
519	и одновременно	4	1
520	совсем не	1	1
521	тот же	1	1
522	к внутреннему	2	1
523	именно о	1	1
524	ему и	1	1
525	даже если	1	1
526	их не	1	1
527	внешнего –	1	1
528	человека с	2	1
529	этом что	1	1
530	только на	1	1
531	существенное для	1	1
532	является не	1	1
533	ту или	1	1
534	представить себе	1	1
535	в пространстве	2	1
536	в прошлом	1	1
537	у нее	1	1
538	и живые	1	1
539	для меня	2	1
540	к ним	1	1
541	при всей	1	1
542	у него	1	1
543	искусства только	1	1
544	случае не	2	1
545	на меня	3	1
546	ее на	1	1
547	жизни я	1	1
548	в особенности	1	1
549	новая форма	1	1
550	или иной	4	1
551	говорим о	1	1
552	как у	1	1
553	на то	1	1
554	не сводится	4	1
555	к которому	3	1
556	еще и	1	1
557	наконец в	1	1
558	было и	1	1
559	не переставая	1	1
560	по каким	1	1
561	и души	1	1
562	и др	1	1
563	себя и	1	1
564	говорит о	1	1
565	они представляются	1	1
566	превращается в	2	1
567	одной стороны	2	1
568	из тех	2	1
569	действительности и	1	1
570	с которым	1	1
571	в порядке	3	1
572	– знак	1	1
573	могут служить	2	1
574	и ему	1	1
575	нет никаких	1	1
576	имея в	1	1
577	личность –	2	1
578	и объект	1	1
579	искусства но	3	1
580	литературе как	1	1
581	первого из	1	1
582	раз оказывается	1	1
583	но вы	1	1
584	тому как	1	1
585	я никогда	1	1
586	я сейчас	1	1
587	когда же	1	1
588	реальность и	1	1
589	происходит в	1	1
590	– синтез	1	1
591	по существу	1	1
592	поэзии –	1	1
593	религии миф	1	1
594	и такие	1	1
595	с бытием	1	1
596	слова и	1	1
597	отречение от	1	1
598	центра –	1	1
599	не предполагает	1	1
600	каждом человеке	1	1
601	своей жизни	2	1
602	не об	1	1
603	отдельно от	1	1
604	о мире	1	1
605	каждой из	1	1
606	только мы	1	1
607	как знаки	1	1
608	времени его	1	1
609	делает ее	1	1
610	тем и	1	1
611	ногами и	2	1
612	– уже	1	1
613	личного бытия	1	1
614	в его	6	1
615	сколько бы	1	1
616	душа не	1	1
617	реализуется в	1	1
618	мира и	1	1
619	именно такого	1	1
620	ибо без	1	1
621	себя самого	1	1
622	а говорит	1	1
623	тем более	1	1
624	в поле	1	1
625	все они	1	1
626	я в	16	1
627	своей роли	2	1
628	не знает	3	1
629	будущей жизни	1	1
630	мире без	1	1
631	или иного	3	1
632	из этого	1	1
633	перед нею	1	1
634	не мне	1	1
635	можно назвать	1	1
636	видим в	2	1
637	на театральной	1	1
638	точно так	1	1
639	все что	1	1
