N	2gram	Nazirov_Vr_1	FransuaR
111	характерно для	1	3
112	для всех	1	3
113	для него	2	3
114	в одном	1	3
115	но он	3	3
116	не было	5	3
117	о чем	2	3
118	вместе с	2	3
119	сих пор	1	3
120	в году	18	3
121	с помощью	1	3
122	на этот	1	3
123	можно говорить	1	2
124	в этот	3	2
125	и есть	1	2
126	не хочет	1	2
127	с точки	2	2
128	говорить о	1	2
129	в целом	1	2
130	это время	1	2
131	в чем	3	2
132	в сторону	1	2
133	в истории	4	2
134	независимо от	1	2
135	все же	6	2
136	и наконец	1	2
137	и отчасти	1	2
138	не будем	1	2
139	что это	1	2
140	еще один	1	2
141	раз в	3	2
142	роль в	1	2
143	при этом	4	2
144	в начале	6	2
145	том же	2	2
146	конечно в	1	2
147	в будущее	1	2
148	смеха и	1	2
149	было бы	1	2
150	рядом с	2	2
151	несмотря на	4	2
152	во второй	1	2
153	человеком и	1	2
154	права на	2	2
155	вплоть до	1	2
156	что эта	1	2
157	если в	1	2
158	первая часть	1	2
159	начиная с	2	2
160	в духе	1	2
161	так в	2	2
162	встреча с	1	2
163	и что	8	2
164	еще в	1	2
165	том как	1	2
166	мировой литературе	1	2
167	жизнь и	1	2
168	и вообще	1	2
169	и т.д	1	2
170	но мы	1	2
171	нас в	1	2
172	к нему	1	2
173	между тем	5	2
174	в ту	1	2
175	в свете	1	2
176	и борьбы	1	2
177	он хочет	1	2
178	ли он	1	2
179	в эти	2	2
180	в качестве	1	2
181	в известной	1	2
182	конце жизни	1	2
183	может быть	4	2
184	тут же	1	2
185	в особенности	1	2
186	de la	1	2
187	один из	1	2
188	во франции	1	2
189	один раз	1	2
190	труд и	1	2
191	во все	1	2
192	в условиях	1	2
193	в эту	2	2
194	то что	7	2
195	в период	2	2
196	это в	2	2
197	к этому	3	2
198	вряд ли	1	1
199	также что	1	1
200	крестьян и	1	1
201	то в	1	1
202	двух великих	2	1
203	и этот	1	1
204	по его	1	1
205	полагает что	1	1
206	плане его	1	1
207	что уже	1	1
208	который был	3	1
209	не совсем	1	1
210	в числе	1	1
211	лести и	1	1
212	ту эпоху	1	1
213	столь же	2	1
214	служит для	1	1
215	и всего	1	1
216	но как	2	1
217	же на	1	1
218	не все	1	1
219	не просто	1	1
220	и речи	1	1
221	что они	1	1
222	момент здесь	1	1
223	его на	2	1
224	целый ряд	4	1
225	эту проблему	1	1
226	тут нет	1	1
227	за это	1	1
228	в себе	2	1
229	на то	3	1
230	безумия или	1	1
231	время и	2	1
232	о которой	2	1
233	которой не	1	1
234	же это	1	1
235	чем у	1	1
236	не могли	1	1
237	никому не	1	1
238	человека в	3	1
239	в одну	2	1
240	в мире	2	1
241	самим собой	1	1
242	было в	1	1
243	дома и	1	1
244	в жизни	1	1
245	из первых	1	1
246	далеко не	3	1
247	а за	1	1
248	автору и	1	1
249	с большою	1	1
250	нужно было	1	1
251	в котором	6	1
252	что я	2	1
253	в поэме	1	1
254	тем не	1	1
255	их в	2	1
256	что этот	1	1
257	раз и	1	1
258	на три	1	1
259	человечества и	1	1
260	того как	1	1
261	одна из	2	1
262	даже во	1	1
263	в процессе	1	1
264	есть еще	1	1
265	из него	1	1
266	следовательно и	1	1
267	никогда не	2	1
268	правда в	1	1
269	это то	1	1
270	в полной	1	1
271	и выражение	1	1
272	это слово	1	1
273	же он	1	1
274	в мировой	1	1
275	надежды на	1	1
276	это конечно	1	1
277	сама жизнь	1	1
278	году и	2	1
279	время он	2	1
280	он как	1	1
281	правда не	1	1
282	году в	2	1
283	вы не	1	1
284	свою очередь	1	1
285	из сильнейших	1	1
286	идет не	1	1
287	и сам	1	1
288	что у	3	1
289	еще не	2	1
290	о нем	6	1
291	было не	1	1
292	ее и	1	1
293	от них	1	1
294	я думаю	1	1
295	во всей	1	1
296	я вижу	1	1
297	в форме	1	1
298	и можно	1	1
299	тем более	2	1
300	и самые	1	1
301	не мешало	1	1
302	быть и	1	1
303	но с	1	1
304	выше и	1	1
305	в разные	1	1
306	и ее	2	1
307	и из	1	1
308	не будет	1	1
309	себя в	1	1
310	и детей	4	1
311	и последовательность	1	1
312	в душе	1	1
313	из них	2	1
314	его и	2	1
315	мы знаем	2	1
316	говорит о	1	1
317	к ним	2	1
318	друг друга	1	1
319	он пишет	2	1
320	тем что	3	1
321	обо мне	1	1
322	по которой	1	1
323	был в	1	1
324	к которому	1	1
325	души и	1	1
326	на стол	1	1
327	что для	1	1
328	более того	1	1
329	и стал	2	1
330	до конца	1	1
331	хотя он	1	1
332	мешало их	1	1
333	под влиянием	1	1
334	себя на	1	1
335	в это	2	1
336	большой успех	1	1
337	в частности	1	1
338	в честь	2	1
339	о себе	3	1
340	людей было	1	1
341	время с	1	1
342	ко всем	1	1
343	он ее	1	1
344	этот мотив	1	1
345	каковы же	1	1
346	в речах	1	1
347	что за	1	1
348	не дают	1	1
349	в той	2	1
350	некоторое время	1	1
351	да и	1	1
352	ему в	1	1
353	еще раз	1	1
354	на мертвые	1	1
355	одного и	1	1
356	котором он	1	1
357	и другими	1	1
358	сходство между	1	1
359	еще более	1	1
360	но зато	1	1
361	вслед за	1	1
362	но вот	1	1
363	и начинается	1	1
364	в свою	2	1
365	свободой и	1	1
366	возвращается в	1	1
367	и никому	1	1
368	ощущению своей	1	1
369	из этого	1	1
370	только о	1	1
371	в свое	1	1
372	конечно никаких	1	1
373	она правда	1	1
374	в таком	1	1
375	во всяком	1	1
376	они не	1	1
377	ничего общего	1	1
