N	2gram	Berdyaev_V_1	Mirosoze
217	свободы тогда	1	2
218	и уж	1	2
219	божественной жизни	2	2
220	и от	1	2
221	христос не	3	2
222	и что	3	2
223	живет в	1	2
224	по сравнению	1	2
225	с ним	2	2
226	и во	2	2
227	свободы она	1	2
228	легенде о	1	2
229	достоинство человека	1	2
230	человека как	2	2
231	и мир	1	2
232	мы видим	1	2
233	жизни и	3	2
234	есть зло	1	2
235	лишь во	1	2
236	свою свободу	1	2
237	но путь	1	2
238	для того	1	2
239	от свободы	2	2
240	этом пути	1	2
241	у самого	1	2
242	что бог	1	2
243	на людей	1	2
244	человеческой жизни	1	2
245	свободу совести	1	2
246	о чем	1	2
247	есть истина	1	2
248	любви человека	1	2
249	всемирной истории	3	2
250	бог есть	1	2
251	человека к	1	2
252	как бы	5	2
253	образ и	1	2
254	него не	1	2
255	и нет	1	2
256	о мире	1	2
257	уж конечно	2	2
258	и для	3	2
259	в бога	2	2
260	не существует	1	2
261	нет бога	1	2
262	всего что	1	2
263	бы в	1	2
264	конце концов	1	2
265	свобода человека	1	2
266	жизни в	1	2
267	свободы а	1	2
268	к этому	1	2
269	все что	4	2
270	эта новая	1	1
271	свободой в	1	1
272	соединению людей	1	1
273	глубине его	1	1
274	нем нет	2	1
275	и т	2	1
276	и то	2	1
277	униженным и	1	1
278	и плененный	1	1
279	свободного избрания	1	1
280	и до	1	1
281	имя его	1	1
282	и окончательное	2	1
283	пути не	1	1
284	мировому соединению	1	1
285	и злым	1	1
286	об устроении	1	1
287	мы не	2	1
288	почве не	1	1
289	самого ивана	1	1
290	но она	1	1
291	я не	1	1
292	бы ни	1	1
293	от веры	2	1
294	то это	3	1
295	атеистического социализма	1	1
296	существует лишь	1	1
297	зависимости от	1	1
298	о судьбе	1	1
299	еще не	8	1
300	вечности и	2	1
301	в последних	1	1
302	человека свободы	1	1
303	что люди	1	1
304	во всех	3	1
305	путь путь	1	1
306	природы и	1	1
307	за тобой	1	1
308	стремлений не	1	1
309	из сторон	1	1
310	отказ от	1	1
311	если в	1	1
312	его во	3	1
313	с истиной	1	1
314	что они	7	1
315	которые не	2	1
316	государство не	2	1
317	мира в	2	1
318	более чем	2	1
319	что во	3	1
320	и высшее	1	1
321	его на	1	1
322	сходятся тут	1	1
323	человек на	1	1
324	говорит что	1	1
325	отпадения от	1	1
326	его к	2	1
327	тебе была	1	1
328	в противоположность	1	1
329	в смысл	2	1
330	он дал	1	1
331	со своей	1	1
332	бога есть	1	1
333	в природном	1	1
334	средство для	1	1
335	от бога	8	1
336	сущности и	1	1
337	принудить к	2	1
338	и свободное	1	1
339	мировой жизни	4	1
340	роль в	1	1
341	достоинства человека	1	1
342	и вечной	3	1
343	кто бы	1	1
344	верит в	2	1
345	с именем	1	1
346	есть один	1	1
347	христа во	1	1
348	ницше и	1	1
349	которое может	1	1
350	в пустыне	8	1
351	восстает против	3	1
352	имя свободы	3	1
353	своей свободы	2	1
354	великий инквизитор	31	1
355	в платоновском	1	1
356	в состоянии	1	1
357	значение в	1	1
358	в понимании	1	1
359	сын божий	1	1
360	весь мир	1	1
361	с богом	4	1
362	любви в	1	1
363	когда я	2	1
364	в божественном	1	1
365	своей личности	1	1
366	платоновском смысле	1	1
367	очень важное	1	1
368	свободно пошел	1	1
369	с такой	1	1
370	и скажет	1	1
371	веры а	1	1
372	достоинство его	1	1
373	ницше в	1	1
374	но христос	1	1
375	есть преодоление	1	1
376	свобода совести	1	1
377	и авторитет	1	1
378	тысячи миллионов	2	1
379	что я	3	1
380	он осуществляет	1	1
381	мир и	2	1
382	с человека	1	1
383	против свободы	1	1
384	чтобы свободно	1	1
385	проповедовал царство	1	1
386	вовсе не	1	1
387	человеку не	1	1
388	в атмосфере	1	1
389	и против	3	1
390	бога нет	2	1
391	ничего кроме	1	1
392	есть прежде	1	1
393	мире лишь	1	1
394	говорит великий	1	1
395	нужно знать	1	1
396	на два	1	1
397	мирового смысла	1	1
398	что их	2	1
399	природы человека	1	1
400	и именно	1	1
401	мы все	1	1
402	и слишком	1	1
403	тайну и	1	1
404	это еще	4	1
405	достоевский имел	1	1
406	так много	2	1
407	бога как	2	1
408	самой жизни	1	1
409	миллионов счастливых	3	1
410	имя счастья	2	1
411	во всем	1	1
412	мире и	1	1
413	была дороже	1	1
414	у ницше	1	1
415	источник зла	1	1
416	инквизитора в	3	1
417	смысл мира	2	1
418	в духе	2	1
419	борются в	1	1
420	относятся ко	1	1
421	и всех	1	1
422	хаос и	1	1
423	людей в	3	1
424	тайна мы	1	1
425	бы это	1	1
426	оно не	3	1
427	всегда в	1	1
428	духа но	2	1
429	и самое	1	1
430	из всего	1	1
431	к людям	6	1
432	выше свободы	1	1
433	с жаждой	1	1
434	он будто	1	1
435	важное место	1	1
436	и сам	2	1
437	в образе	4	1
438	можно было	2	1
439	так и	4	1
440	и устроения	1	1
441	свободной веры	1	1
442	соединения людей	2	1
443	основанную на	2	1
444	его бессилие	1	1
445	который я	1	1
446	счастья людей	3	1
447	является в	2	1
448	свободной и	2	1
449	те которых	1	1
450	от чуда	1	1
451	он за	1	1
452	в разных	1	1
453	находится в	1	1
454	а к	2	1
455	выше самого	1	1
456	жизни не	1	1
457	мира если	1	1
458	но к	1	1
459	вражда к	1	1
460	теми которые	1	1
461	своей истории	2	1
462	сего и	2	1
463	свободу они	1	1
464	идет к	1	1
465	дороже всего	1	1
466	от них	1	1
467	во власть	1	1
468	с ненавистью	1	1
469	это лишь	1	1
470	и можно	1	1
471	снять с	1	1
472	и великий	1	1
473	совести не	1	1
474	ницше нет	1	1
475	что человечество	1	1
476	свобода их	1	1
477	жизнь свою	1	1
478	силы человека	2	1
479	ли он	1	1
480	и быть	1	1
481	отняв у	1	1
482	в вопросе	3	1
483	их жизни	1	1
484	между тем	2	1
485	образа в	1	1
486	к христу	3	1
487	и ее	1	1
488	же и	1	1
489	это ни	1	1
490	высшей свободе	2	1
491	возможны лишь	1	1
492	ничего нельзя	1	1
493	то и	1	1
494	в религиозном	1	1
495	в праве	1	1
496	человека когда	1	1
497	его и	2	1
498	это отрицание	1	1
499	чего бы	1	1
500	истину о	1	1
501	вас свободными	1	1
502	но нет	1	1
503	свободы за	1	1
504	в первый	3	1
505	в одном	1	1
506	себя от	1	1
507	стоило и	1	1
508	к ним	1	1
509	он великий	1	1
510	и никогда	2	1
511	людей не	2	1
512	чудо должно	1	1
513	об абсолютном	2	1
514	прельщенный и	1	1
515	свобода выше	1	1
516	не были	1	1
517	путь этот	1	1
518	принимает разные	1	1
519	смысла жизни	4	1
520	без бога	2	1
521	но дух	1	1
522	души и	1	1
523	были в	1	1
524	что не	4	1
525	говорит о	1	1
526	той истины	1	1
527	кто знает	1	1
528	может ли	1	1
529	ни стоило	1	1
530	знает может	1	1
531	всех есть	1	1
532	власти и	1	1
533	жизнь в	1	1
534	человеческую и	1	1
535	было для	1	1
536	выше всякого	2	1
537	для их	2	1
538	инквизитора это	3	1
539	и тут	1	1
540	о зле	1	1
541	если не	3	1
542	в богочеловечестве	1	1
543	вопросе о	2	1
544	бесконечного содержания	1	1
545	быть от	1	1
546	над ним	1	1
547	разрушение и	1	1
548	людей с	1	1
549	ко всякому	1	1
550	к жизни	1	1
551	сравнению с	1	1
552	этих словах	1	1
553	к конечному	1	1
554	котором окончательно	2	1
555	их веры	1	1
556	что-то похожее	1	1
557	да и	2	1
558	человек с	1	1
559	который он	1	1
560	и менее	1	1
561	мира с	1	1
562	их было	1	1
563	что мы	4	1
564	своего бога	1	1
565	но это	3	1
566	веры тебе	1	1
567	сознании и	1	1
568	обличье добра	1	1
569	истории мира	1	1
570	было еще	2	1
571	уже на	2	1
572	это он	1	1
573	человека чтобы	1	1
574	и атеистического	1	1
575	пошел он	1	1
576	вся сложность	1	1
577	ибо лишь	1	1
578	сострадания к	1	1
579	счастливых младенцев	2	1
580	против того	1	1
581	инквизитор христу	1	1
582	ли что	1	1
583	я в	1	1
584	можно признать	1	1
585	для людей	2	1
586	потребность в	1	1
587	личности и	3	1
588	давно уже	2	1
589	человеческого общества	1	1
590	к ее	1	1
591	мы давно	1	1
592	это все	2	1
593	в вере	1	1
594	не быть	1	1
595	истины и	1	1
596	о духе	1	1
597	для нашего	1	1
598	социализма и	1	1
599	зло это	1	1
600	есть то	1	1
601	его тайна	1	1
602	в искусстве	1	1
603	людям к	1	1
604	в своих	1	1
605	и эта	1	1
606	и свою	1	1
607	природу человека	1	1
608	так же	1	1
609	во всяком	2	1
610	земли и	2	1
611	они не	1	1
612	человеческого благополучия	3	1
