N	2gram	Propp_Isto_7	Myslijsy
399	с места	1	1
400	все эти	2	1
401	тоже не	3	1
402	право на	5	1
403	еще один	2	1
404	что к	1	1
405	о человеке	1	1
406	во многих	2	1
407	нечто отличное	1	1
408	как он	6	1
409	в наших	1	1
410	бы с	1	1
411	бы от	1	1
412	но именно	1	1
413	после этого	3	1
414	случаях к	1	1
415	этого он	1	1
416	есть та	1	1
417	и вот	1	1
418	что цель	1	1
419	же начинает	1	1
420	в нее	1	1
421	здесь мы	5	1
422	может создать	1	1
423	вывести из	1	1
424	в совершенно	1	1
425	форма есть	1	1
426	об этой	2	1
427	его принадлежности	1	1
428	них не	1	1
429	на ту	2	1
430	знает что	1	1
431	это не	10	1
432	она видит	1	1
433	сказке о	3	1
434	приходит в	1	1
435	в жизни	1	1
436	кажется что	3	1
437	связанной со	1	1
438	в предмете	1	1
439	видели при	1	1
440	друга что	1	1
441	она и	1	1
442	отсюда видно	4	1
443	или наоборот	1	1
444	которой он	3	1
445	одна и	1	1
446	и вне	1	1
447	для чего	1	1
448	здесь можно	2	1
449	это сходство	1	1
450	нам не	1	1
451	ни с	2	1
452	и было	1	1
453	в этих	13	1
454	мы как	1	1
455	в связь	1	1
456	та что	1	1
457	но если	1	1
458	от своего	1	1
459	как все	1	1
460	с точки	1	1
461	условиях и	1	1
462	знаем что	3	1
463	миф о	1	1
464	всякий раз	1	1
465	в сказке	36	1
466	такое толкование	1	1
467	этих стихий	1	1
468	которые в	1	1
469	но он	2	1
470	друг другу	1	1
471	и более	1	1
472	этом а	1	1
473	не должно	1	1
474	что этот	2	1
475	того кто	2	1
476	между прочим	3	1
477	отдельно от	1	1
478	таких случаях	1	1
479	себя не	1	1
480	вложена в	1	1
481	чтобы иметь	1	1
482	в таких	2	1
483	и другое	2	1
484	это дает	1	1
485	ее с	1	1
486	которого он	1	1
487	можем предположить	1	1
488	и предоставляет	1	1
489	он с	1	1
490	того и	1	1
491	ничего не	5	1
492	больше чем	1	1
493	под этим	1	1
494	в противоречие	1	1
495	но очень	1	1
496	такой случай	3	1
497	что говорят	1	1
498	и другая	1	1
499	во всем	2	1
500	ним но	1	1
501	что самые	1	1
502	для первобытного	1	1
503	начиная с	1	1
504	образом что	1	1
505	его за	2	1
506	отличается от	2	1
507	же самое	1	1
508	мы выделили	1	1
509	всего что	1	1
510	для его	1	1
511	видно и	2	1
512	должен быть	1	1
513	можем назвать	1	1
514	и которая	1	1
515	приходит к	3	1
516	из всего	2	1
517	связи со	2	1
518	сочетания с	1	1
519	и значения	1	1
520	не прямо	1	1
521	и говорит	4	1
522	говорится что	1	1
523	на том	2	1
524	и когда	2	1
525	что у	4	1
526	на нее	1	1
527	и признаки	1	1
528	не с	1	1
529	ясно что	1	1
530	мог бы	1	1
531	выражен в	1	1
532	на которую	1	1
533	составные части	1	1
534	для этого	1	1
535	из одного	3	1
536	предположить что	3	1
537	но здесь	2	1
538	находится в	1	1
539	мы всегда	1	1
540	сводится к	1	1
541	читаем в	1	1
542	и здесь	12	1
543	имеет еще	1	1
544	небо и	2	1
545	другими словами	2	1
546	в которое	1	1
547	после того	4	1
548	все его	2	1
549	мы понимаем	1	1
550	вопросу о	1	1
551	образом мы	2	1
552	обращается к	3	1
553	во всех	7	1
554	ее от	1	1
555	от одного	1	1
556	еще другое	2	1
557	в другой	3	1
558	в ту	1	1
559	если это	2	1
560	который бы	1	1
561	заключается не	1	1
562	происходит в	3	1
563	значит что	1	1
564	тех пор	1	1
565	что здесь	7	1
566	только одной	1	1
567	тот же	2	1
568	который в	1	1
569	же почему	1	1
570	и ее	2	1
571	по этому	2	1
572	по небу	1	1
573	конечно не	2	1
574	как кажется	1	1
575	или даже	2	1
576	при помощи	3	1
577	первобытного человека	1	1
578	смерти и	1	1
579	мы знаем	2	1
580	не сам	1	1
581	а то	1	1
582	не находит	2	1
583	это верно	1	1
584	к ним	2	1
585	как его	1	1
586	должен был	2	1
587	не говорит	1	1
588	старость в	1	1
589	мало для	1	1
590	к самому	1	1
591	это будет	1	1
592	тому кто	2	1
593	на ее	1	1
594	по своим	3	1
595	в ряде	1	1
596	на которые	1	1
597	мы еще	1	1
598	по всей	1	1
599	к рассвету	1	1
600	не входит	1	1
601	но есть	3	1
602	быть названо	1	1
603	превращается в	3	1
604	на этот	2	1
605	в картине	1	1
606	его как	1	1
607	многих подобных	1	1
608	под влиянием	1	1
609	есть явление	1	1
610	и отношение	1	1
611	в одной	2	1
612	или по	1	1
613	все свое	1	1
614	власть над	2	1
615	того ее	1	1
616	в данном	4	1
617	есть результат	1	1
618	находятся в	1	1
619	а потом	2	1
620	таких условиях	1	1
621	и появление	1	1
622	ему при	1	1
623	многих других	1	1
624	это значит	2	1
625	все наше	1	1
626	и там	2	1
627	сына из	1	1
628	как например	1	1
629	и другим	1	1
630	видно что	5	1
631	есть знак	2	1
632	тогда все	1	1
633	ему теперь	1	1
634	так тяжело	1	1
635	формы и	1	1
636	ту пору	1	1
637	здесь все	1	1
638	или не	1	1
639	в силах	1	1
640	человек и	1	1
641	до нее	1	1
642	на первый	4	1
643	в эту	1	1
644	по одной	1	1
645	я в	1	1
646	ни было	1	1
647	может и	1	1
648	первый раз	1	1
649	сделать некоторые	1	1
650	с ними	1	1
651	есть и	4	1
652	что то	1	1
653	но эти	1	1
654	уже есть	1	1
655	ее в	3	1
656	и эта	2	1
657	нас не	2	1
658	можно назвать	1	1
659	становится чем-то	1	1
660	силы на	1	1
