N	2gram	Tiupa_Narr_1	Myshleni
416	встречаются в	1	1
417	значительной степени	2	1
418	то ни	3	1
419	что все	1	1
420	в состоянии	1	1
421	связей в	1	1
422	единое целое	1	1
423	в детство	2	1
424	мире не	1	1
425	и с	4	1
426	была в	1	1
427	на путь	1	1
428	и тем	4	1
429	все равно	1	1
430	в слове	1	1
431	несмотря на	2	1
432	обозначить как	2	1
433	с такой	1	1
434	ключ к	2	1
435	их на	1	1
436	связаны между	1	1
437	и конец	1	1
438	и при	1	1
439	между людьми	1	1
440	себе а	1	1
441	не гарантирует	1	1
442	жизни с	1	1
443	до последнего	1	1
444	сих пор	1	1
445	в памяти	2	1
446	начинает означать	1	1
447	процесса и	2	1
448	теми же	1	1
449	что было	1	1
450	и более	1	1
451	тому чтобы	1	1
452	том же	1	1
453	и вообще	1	1
454	даже в	2	1
455	так называемого	1	1
456	с точки	2	1
457	состоящий в	1	1
458	чистом виде	1	1
459	дело не	1	1
460	не имеет	2	1
461	в сущности	3	1
462	к этим	1	1
463	на него	3	1
464	не по	1	1
465	которого он	2	1
466	это еще	1	1
467	не могло	2	1
468	действие но	1	1
469	чем он	1	1
470	жизни не	1	1
471	именно с	1	1
472	и речевой	1	1
473	к ней	1	1
474	своей природе	1	1
475	и является	1	1
476	а лишь	1	1
477	мире и	1	1
478	этот способ	2	1
479	следует отметить	2	1
480	и оказывается	1	1
481	связей на	1	1
482	в зародышевой	1	1
483	ему не	1	1
484	или ином	2	1
485	у нас	1	1
486	и оно	1	1
487	начиная с	1	1
488	в общую	1	1
489	же самое	1	1
490	числе и	4	1
491	силу которого	1	1
492	мысли о	1	1
493	но сама	2	1
494	всегда в	1	1
495	для себя	1	1
496	опираясь на	1	1
497	как утверждает	1	1
498	в виду	1	1
499	в ней	3	1
500	же не	4	1
501	в ее	3	1
502	данном случае	4	1
503	идет не	1	1
504	обязательно в	1	1
505	в пределах	2	1
506	роль в	2	1
507	и организация	1	1
508	различие между	2	1
509	стоят в	1	1
510	и совершенно	1	1
511	что у	2	1
512	в другом	1	1
513	по аналогии	1	1
514	здесь как	1	1
515	особенно в	3	1
516	в непосредственном	1	1
517	до сих	1	1
518	чужой речи	1	1
519	фаза в	1	1
520	быть может	2	1
521	с этого	1	1
522	все те	4	1
523	сводится к	3	1
524	о нем	4	1
525	при такой	1	1
526	в состав	1	1
527	и третий	1	1
528	на приведение	1	1
529	за пределами	1	1
530	и который	1	1
531	может не	3	1
532	в значительной	2	1
533	в конечном	3	1
534	от него	1	1
535	том или	2	1
536	эту форму	1	1
537	складывается из	2	1
538	необходимо должна	1	1
539	на одном	1	1
540	отметить что	1	1
541	во всей	2	1
542	существенную роль	1	1
543	обладает всеми	1	1
544	в форме	5	1
545	не сводится	2	1
546	действительно нет	1	1
547	также не	1	1
548	если это	1	1
549	в это	1	1
550	не так	1	1
551	эти наблюдения	1	1
552	обнаруживают себя	1	1
553	двух рядов	1	1
554	зародышевой форме	1	1
555	роль по	1	1
556	идет по	2	1
557	нуждается в	5	1
558	внутреннее единство	1	1
559	может оказаться	2	1
560	с прежним	1	1
561	т.д в	1	1
562	деле не	1	1
563	обладая всеми	1	1
564	тот или	1	1
565	человека с	1	1
566	есть в	2	1
567	внимание что	1	1
568	затем следует	1	1
569	в конкретной	1	1
570	что вообще	1	1
571	или даже	2	1
572	по выражению	2	1
573	ту или	2	1
574	обратиться к	1	1
575	одно из	2	1
576	в конце	1	1
577	вовсе не	1	1
578	не о	3	1
579	у него	4	1
580	не случайно	2	1
581	различные формы	1	1
582	процессов и	1	1
583	и делает	1	1
584	случае с	1	1
585	и даже	3	1
586	точек зрения	2	1
587	не обязательно	3	1
588	здесь в	1	1
589	а именно	3	1
590	речи а	1	1
591	которых оно	1	1
592	но о	3	1
593	что не	4	1
594	говорит о	2	1
595	он отличается	1	1
596	выступают с	1	1
597	ничем не	1	1
598	не на	2	1
599	а не	12	1
600	с которым	1	1
601	как ни	2	1
602	есть начало	1	1
603	о детях	2	1
604	не об	1	1
605	мышлении и	1	1
606	по контрасту	1	1
607	исторического характера	1	1
608	самой различной	1	1
609	человека к	1	1
610	была разработана	1	1
611	не удается	1	1
612	образуется в	1	1
613	в область	2	1
614	в данном	5	1
615	видит в	1	1
616	так или	2	1
617	в той	6	1
618	или мыслить	1	1
619	встречающихся в	1	1
620	и там	1	1
621	обоих этих	1	1
622	в мир	1	1
623	да и	4	1
624	в наличии	1	1
625	быть не	1	1
626	здесь также	1	1
627	и формы	1	1
628	поведении и	1	1
629	в любом	2	1
630	аналогии с	1	1
631	и развития	1	1
632	возникает в	1	1
633	силу и	1	1
634	как раз	2	1
635	с начальным	1	1
636	это явление	1	1
637	является ли	1	1
638	известной степени	1	1
639	указать на	1	1
640	ко второй	1	1
641	и основана	1	1
642	не подлежит	1	1
643	в другое	1	1
644	слов с	1	1
645	хотя бы	4	1
646	ключом к	1	1
647	позволяет нам	1	1
648	отношению ко	1	1
649	есть уже	1	1
650	в ходе	1	1
651	не предполагает	5	1
652	к ее	1	1
653	речи окружающих	1	1
654	не что	2	1
655	это определение	1	1
656	по поводу	1	1
657	все основные	1	1
658	но в	6	1
659	всеми признаками	1	1
660	который не	1	1
661	точно так	2	1
662	том числе	6	1
