N	2gram	Nazirov_Tr_1	Myslijsy
116	мысль что	1	3
117	и хотя	1	3
118	в самом	2	3
119	все эти	3	3
120	бы не	1	3
121	и если	1	3
122	к одному	1	3
123	и по	1	3
124	на нее	1	3
125	лишь в	1	3
126	но уже	1	3
127	в них	1	3
128	ведет к	1	3
129	но это	4	3
130	ее не	1	3
131	только не	1	3
132	никогда не	2	3
133	же время	6	3
134	связи с	1	3
135	к тому	2	3
136	образы и	1	3
137	было в	2	3
138	ту же	1	3
139	в виду	1	3
140	связь между	1	3
141	с ними	1	3
142	то в	1	3
143	уже не	2	3
144	и их	1	3
145	всяком случае	1	3
146	именно в	1	3
147	до этого	1	3
148	более чем	1	3
149	ко всем	1	3
150	известной степени	1	3
151	только что	1	3
152	и вместе	1	3
153	как искусство	1	3
154	на деле	1	2
155	а как	2	2
156	как мы	1	2
157	слов как	1	2
158	не вполне	1	2
159	я не	4	2
160	в ней	1	2
161	столь же	2	2
162	значение и	1	2
163	к ним	1	2
164	и я	2	2
165	эта связь	1	2
166	одном из	2	2
167	имеет в	2	2
168	что она	2	2
169	по-видимому не	1	2
170	он не	2	2
171	не значит	1	2
172	не как	1	2
173	для понимания	1	2
174	но самое	1	2
175	здесь мы	1	2
176	в мире	3	2
177	об этом	4	2
178	это было	1	2
179	этом мы	1	2
180	человек не	1	2
181	говорится о	1	2
182	и при	1	2
183	вопрос о	2	2
184	перед собою	1	2
185	тому что	1	2
186	она не	1	2
187	даже не	1	2
188	вместе и	1	2
189	самого начала	1	2
190	например что	1	2
191	и притом	1	2
192	к ней	1	2
193	и его	6	2
194	мы бы	1	2
195	этот образ	4	2
196	что на	1	2
197	в области	1	2
198	никакого значения	1	2
199	не могут	2	2
200	уже было	1	2
201	указывает на	1	2
202	из себя	1	2
203	и это	2	2
204	значение этого	1	2
205	в ее	2	2
206	данном случае	2	2
207	в глазах	2	2
208	судя по	1	2
209	в образе	6	2
210	можно было	1	2
211	своего происхождения	1	2
212	и здесь	2	2
213	в самой	1	2
214	но мы	1	2
215	после того	1	2
216	все в	1	2
217	бы в	1	2
218	я вижу	1	2
219	для самого	1	2
220	один из	3	2
221	в двух	1	2
222	мы видим	1	2
223	связь и	1	2
224	что даже	1	2
225	в обществе	1	2
226	именно на	1	2
227	эти образы	1	2
228	в виде	2	2
229	в понятие	1	2
230	не так	2	2
231	никто не	3	2
232	отношение к	2	2
233	друг друга	2	2
234	и даже	4	2
235	на этот	1	2
236	и др	1	2
237	в ребенке	1	2
238	с которым	1	2
239	если так	1	2
240	быть не	1	2
241	в это	2	2
242	из тех	1	2
243	а что	2	2
244	от него	1	2
245	виде в	1	2
246	и как	3	2
247	я в	1	2
248	а нечто	1	2
249	но эта	2	2
250	есть и	1	2
251	только о	2	2
252	во сне	2	2
253	об отношении	1	2
254	в голову	1	2
255	точно так	2	2
256	ли мы	1	1
257	вряд ли	2	1
258	также что	1	1
259	не думает	1	1
260	одним из	1	1
261	с образом	1	1
262	обращается в	1	1
263	от самой	1	1
264	а из	1	1
265	к своей	1	1
266	загробной жизни	1	1
267	в мыслях	1	1
268	должна быть	1	1
269	и за	2	1
270	в сфере	1	1
271	в шутку	1	1
272	и новые	1	1
273	как во	1	1
274	ему в	1	1
275	себе этого	1	1
276	в xix	1	1
277	на них	1	1
278	он сам	7	1
279	без которой	1	1
280	ответа на	1	1
281	себя а	1	1
282	быть в	1	1
283	в чем	1	1
284	во всех	1	1
285	но не	1	1
286	могло быть	1	1
287	но как	1	1
288	отличие от	2	1
289	как говорит	2	1
290	перед нами	2	1
291	неизмеримо более	1	1
292	носит в	1	1
293	при создании	1	1
294	он в	1	1
295	в этой	4	1
296	уважения к	1	1
297	и отношения	1	1
298	только один	1	1
299	этого образа	1	1
300	жизнь как	1	1
301	если он	1	1
302	вообще не	1	1
303	и лучше	2	1
304	что же?	2	1
305	перестает быть	1	1
306	и еще	1	1
307	и совершенно	1	1
308	этого лица	1	1
309	и сам	3	1
310	на этом	1	1
311	ее жизни	2	1
312	но все	2	1
313	от нее	1	1
314	что этот	2	1
315	из предшествующего	1	1
316	видит что	1	1
317	и чтобы	1	1
318	а по	1	1
319	на все	1	1
320	заключается в	1	1
321	он есть	1	1
322	не встречает	1	1
323	из первых	1	1
324	когда его	1	1
325	нет в	2	1
326	на столе	1	1
327	всю жизнь	1	1
328	человека перед	2	1
329	нет тайн	1	1
330	в развитии	1	1
331	и прямо	1	1
332	обратимся к	1	1
333	не мог	2	1
334	перед собой	1	1
335	в своей	1	1
336	я увидел	2	1
337	этой связи	1	1
338	к истории	1	1
339	взгляд на	1	1
340	в такой	1	1
341	можно выразиться	1	1
342	то для	1	1
343	своего рода	3	1
344	значение для	1	1
345	но он	1	1
346	на всю	1	1
347	но они	2	1
348	что эта	1	1
349	что с	3	1
350	ничего не	2	1
351	нечто большее	1	1
352	или как	1	1
353	во всем	1	1
354	без слов	1	1
355	как будто	3	1
356	перед ним	1	1
357	разрушает эту	1	1
358	от литературных	1	1
359	его с	1	1
360	свое значение	1	1
361	играть в	1	1
362	что при	1	1
363	утверждать что	1	1
364	в применении	1	1
365	при таком	1	1
366	но при	2	1
367	с самого	1	1
368	роль в	1	1
369	чтобы разъяснить	1	1
370	x у	1	1
371	в другом	1	1
372	случае что	1	1
373	передается и	1	1
374	как у	2	1
375	но становится	1	1
376	теперь и	2	1
377	о нем	1	1
378	не был	2	1
379	это происходит	1	1
380	знает но	1	1
381	а также	1	1
382	времени в	2	1
383	внешней формы	1	1
384	доходит до	1	1
385	это в	1	1
386	стояли на	1	1
387	в форме	1	1
388	при самом	1	1
389	дело с	1	1
390	этом состоит	1	1
391	как нечто	1	1
392	по мнению	2	1
393	вопрос об	1	1
394	с одной	1	1
395	лишь бы	1	1
396	человека с	1	1
397	особое значение	1	1
398	на всем	2	1
399	так можно	1	1
400	чтобы он	1	1
401	свидетельствует о	1	1
402	а это	1	1
403	в душе	2	1
404	но от	1	1
405	одно из	1	1
406	в известной	2	1
407	могло бы	1	1
408	ту сторону	1	1
409	у него	6	1
410	значение только	1	1
411	рядом с	1	1
412	с другим	1	1
413	за пределы	1	1
414	частью его	1	1
415	только к	2	1
416	прежде всего	4	1
417	может ли	1	1
418	именно так	1	1
419	между этими	2	1
420	под влиянием	2	1
421	его как	1	1
422	в связи	1	1
423	в частности	2	1
424	эти слова	1	1
425	с первого	2	1
426	как это	3	1
427	из трех	1	1
428	в человеке	1	1
429	xix века	1	1
430	вспомнить что	1	1
431	всего предшествующего	1	1
432	смысле этого	1	1
433	него есть	1	1
434	же мысль	1	1
435	и прозе	1	1
436	все же	5	1
437	идеи не	1	1
438	важной и	1	1
439	вместо ответа	1	1
440	от всего	2	1
441	нас от	1	1
442	имеет целью	1	1
443	но если	1	1
444	не быть	1	1
445	состоит из	2	1
446	в глаза	2	1
447	как есть	1	1
448	что под	1	1
449	но еще	1	1
450	и эта	1	1
451	по сей	2	1
