N	2gram	Vinokur_St_1	Mirosoze
252	и до	1	1
253	в зависимости	1	1
254	мы имеем	2	1
255	мы не	2	1
256	все уже	1	1
257	в деле	3	1
258	я не	7	1
259	бы ни	1	1
260	то это	3	1
261	существует лишь	1	1
262	зависимости от	1	1
263	еще не	3	1
264	бы еще	1	1
265	за это	1	1
266	во всех	8	1
267	самом деле	11	1
268	иных случаях	2	1
269	отказ от	1	1
270	всякий раз	2	1
271	и никто	1	1
272	в сторону	2	1
273	тех же	1	1
274	если в	2	1
275	иногда и	2	1
276	в свои	1	1
277	и речи	2	1
278	что они	7	1
279	писатель в	1	1
280	как говорит	1	1
281	более чем	2	1
282	что во	2	1
283	в одной	1	1
284	как к	3	1
285	отвечает не	1	1
286	один только	1	1
287	такова же	1	1
288	это был	1	1
289	говорит что	3	1
290	это бы	1	1
291	в каком-то	2	1
292	есть самое	1	1
293	не очень	1	1
294	вокруг этой	1	1
295	кажется в	2	1
296	ответственности за	1	1
297	что же	6	1
298	является лишь	1	1
299	хочет знать	1	1
300	и кто	1	1
301	во многих	3	1
302	но ведь	8	1
303	имеет для	1	1
304	а вовсе	1	1
305	зрения его	1	1
306	нужно принимать	1	1
307	и решать	1	1
308	и почему	4	1
309	всех этих	2	1
310	с именем	1	1
311	этого вопроса	2	1
312	в плане	1	1
313	все с	1	1
314	ни был	1	1
315	значительной степени	1	1
316	в каждом	3	1
317	котором она	1	1
318	том случае	1	1
319	на все	1	1
320	это было	1	1
321	всю свою	1	1
322	кажется что	3	1
323	ней нужно	1	1
324	которым он	1	1
325	уже быть	1	1
326	мировой литературы	1	1
327	которой он	1	1
328	всегда и	1	1
329	выйти за	1	1
330	хотя в	2	1
331	не больше	1	1
332	нисколько не	2	1
333	литература и	1	1
334	одно дело	1	1
335	во время	3	1
336	историки литературы	1	1
337	от своего	1	1
338	что такое	1	1
339	можно найти	2	1
340	по внешности	1	1
341	в такой	2	1
342	и без	3	1
343	грех и	1	1
344	но у	1	1
345	знает и	2	1
346	что до	2	1
347	что я	1	1
348	должны были	1	1
349	для обнаружения	2	1
350	точку зрения	3	1
351	обращение к	1	1
352	его время	1	1
353	и эти	1	1
354	и более	2	1
355	найти себе	1	1
356	и наоборот	1	1
357	не должно	1	1
358	бы быть	1	1
359	вовсе не	19	1
360	да ведь	2	1
361	если и	1	1
362	из писателей	1	1
363	в отношении	9	1
364	и против	1	1
365	не менее	5	1
366	вплоть до	5	1
367	а иногда	2	1
368	трудно было	1	1
369	еще до	1	1
370	в обоих	1	1
371	в русской	1	1
372	что их	1	1
373	пушкина но	8	1
374	он еще	1	1
375	для кого	1	1
376	что дневник	1	1
377	чем не	1	1
378	не могло	1	1
379	казалось бы	1	1
380	настаивать на	1	1
381	и такой	1	1
382	а во	3	1
383	с одним	1	1
384	многих отношениях	1	1
385	и после	1	1
386	не нужен	1	1
387	только с	2	1
388	же до	1	1
389	традиций и	1	1
390	в области	14	1
391	не потому	1	1
392	но все-таки	1	1
393	от того	1	1
394	xx века	1	1
395	в духе	1	1
396	нет ни	2	1
397	бы это	2	1
398	с историческими	1	1
399	оно не	1	1
400	и о	1	1
401	на нем	1	1
402	будет видно	1	1
403	не могу	1	1
404	можно сделать	1	1
405	и этим	1	1
406	на той	1	1
407	так в	1	1
408	свои силы	2	1
409	не столько	1	1
410	и сам	2	1
411	можно было	13	1
412	так и	9	1
413	не отражает	1	1
414	было в	1	1
415	нужно было	2	1
416	она была	1	1
417	является в	1	1
418	поэтому в	3	1
419	в эпоху	2	1
420	оставалось совершенно	1	1
421	и даже	5	1
422	он жил	1	1
423	об этом	3	1
424	в разных	1	1
425	до последних	1	1
426	понять как	1	1
427	люди с	1	1
428	но к	1	1
429	и та	1	1
430	при котором	1	1
431	в глаза	1	1
432	очень многое	1	1
433	заключается в	4	1
434	и всю	1	1
435	и всякая	1	1
436	во всей	1	1
437	и только	3	1
438	в другой	1	1
439	которая должна	1	1
440	и можно	2	1
441	также в	2	1
442	снять с	1	1
443	быть и	2	1
444	на которой	2	1
445	сразу же	1	1
446	одной из	1	1
447	этот вопрос	4	1
448	и кажется	1	1
449	в вопросе	1	1
450	наше время	1	1
451	что как	2	1
452	между тем	3	1
453	так что	6	1
454	же и	4	1
455	решать этот	1	1
456	литературы в	1	1
457	бы установить	1	1
458	ошибки в	1	1
459	в праве	1	1
460	ответ на	3	1
461	его и	1	1
462	себе в	1	1
463	но нет	1	1
464	всяком случае	6	1
465	что она	4	1
466	в одном	1	1
467	наука о	1	1
468	т п	9	1
469	это нужно	1	1
470	к ним	1	1
471	и никогда	1	1
472	вот оказывается	1	1
473	я отвечаю	1	1
474	характерны для	1	1
475	русской поэзии	1	1
476	не были	1	1
477	и из	1	1
478	а именно	3	1
479	к которому	4	1
480	с той	1	1
481	чем он	1	1
482	он считал	1	1
483	мира это	1	1
484	были в	1	1
485	и др	1	1
486	или о	1	1
487	что не	3	1
488	обратиться к	1	1
489	говорит о	3	1
490	притом не	1	1
491	нужно сказать	5	1
492	а на	3	1
493	кто знает	2	1
494	это прежде	2	1
495	не на	1	1
496	хотелось бы	1	1
497	точек зрения	1	1
498	ближе к	1	1
499	если не	2	1
500	себя на	1	1
501	не видит	1	1
502	в частности	4	1
503	уже так	1	1
504	к его	1	1
505	мы говорим	1	1
506	вопросе о	1	1
507	в течение	1	1
508	пишет в	1	1
509	слова он	1	1
510	это его	1	1
511	да и	3	1
512	для понимания	1	1
513	в это	1	1
514	писателя в	2	1
515	является для	1	1
516	что мы	5	1
517	но это	6	1
518	это выражение	1	1
519	протяжении всей	1	1
520	и благой	2	1
521	перед собой	2	1
522	именно чтобы	1	1
523	еще страшнее	1	1
524	что только	1	1
525	но также	9	1
526	то не	2	1
527	целый ряд	2	1
528	или нет	1	1
529	еще более	4	1
530	тем более	4	1
531	не должен	1	1
532	против того	1	1
533	я в	1	1
534	потребность в	1	1
535	лишь те	1	1
536	в период	1	1
537	более поздний	1	1
538	не быть	1	1
539	от всех	1	1
540	культуры в	3	1
541	можно назвать	2	1
542	быть признана	1	1
543	важно для	1	1
544	это тем	1	1
545	в своих	2	1
546	так же	5	1
547	во всяком	6	1
548	они не	1	1
549	смысле что	1	1
