1	и в	15	29
340	в самом	5	1
341	это была	1	1
342	не более	1	1
343	и без	1	1
344	в силу	2	1
345	его лице	1	1
346	же по	1	1
347	вырождается в	1	1
348	людей в	1	1
349	только и	1	1
350	на помощь	1	1
351	можно сказать	5	1
352	на свое	1	1
353	текст в	3	1
354	в соответствии	1	1
355	будущее в	1	1
356	в противоположность	3	1
357	в таком	3	1
358	этого мира	1	1
359	это было	1	1
360	на время	1	1
361	не дает	1	1
362	здесь мы	1	1
363	так с	1	1
364	в него	1	1
365	эти последние	1	1
366	не поверить	1	1
367	в это	1	1
368	жизнь в	1	1
369	известной степени	2	1
370	не как	2	1
371	бы и	1	1
372	смысле также	1	1
373	ее не	1	1
374	его за	1	1
375	что все	1	1
376	в строгом	1	1
377	ряд эпизодов	1	1
378	на то	1	1
379	о котором	1	1
380	и делает	1	1
381	или точнее	1	1
382	свободу и	1	1
383	что такое	1	1
384	средств и	1	1
385	между людьми	1	1
386	эдипа и	1	1
387	в связи	1	1
388	эти два	1	1
389	не будет	3	1
390	не была	1	1
391	даже в	2	1
392	акта в	1	1
393	а с	2	1
394	дело не	2	1
395	а всего	1	1
396	к его	3	1
397	игру в	1	1
398	включает в	1	1
399	от всего	1	1
400	за пределы	2	1
401	что каждый	2	1
402	из его	1	1
403	сливается с	1	1
404	существенно связаны	1	1
405	говорить о	4	1
406	по собственному	1	1
407	ними здесь	1	1
408	за это	1	1
409	в условиях	1	1
410	потому что	3	1
411	и внутренне	1	1
412	автора и	3	1
413	в мире	23	1
414	случае если	1	1
415	говорят о	1	1
416	культуры в	2	1
417	ему и	1	1
418	на это	1	1
419	на свою	2	1
420	и ее	3	1
421	профанация священного	1	1
422	же как	1	1
423	на какие-то	1	1
424	конечном счете	3	1
425	мы встречаем	1	1
426	характерно что	1	1
427	времени то	1	1
428	речи и	4	1
429	в более	1	1
430	с которым	1	1
431	человека и	2	1
432	принадлежит к	2	1
433	и потому	2	1
434	в отличие	7	1
435	на фоне	1	1
436	это разделение	1	1
437	казалось бы	1	1
438	поэтому у	1	1
439	всей своей	2	1
440	в данном	3	1
441	одно и	3	1
442	право на	2	1
443	существенное значение	1	1
444	быть и	1	1
445	единую систему	1	1
446	в целом	3	1
447	только им	1	1
448	с их	2	1
449	смертью в	1	1
450	по этому	1	1
451	самом начале	1	1
452	с этой	1	1
453	переход к	1	1
454	все и	1	1
455	в отношении	3	1
456	всего только	1	1
457	из дальнейшего	1	1
458	значения и	1	1
459	мы находим	1	1
460	между жизнью	1	1
461	ее как	1	1
462	он же	1	1
463	со всеми	1	1
464	в третьем	1	1
465	образом что	1	1
466	общий знаменатель	1	1
467	этого слова	1	1
468	время от	1	1
469	и от	1	1
470	отношение к	6	1
471	своих моментов	1	1
472	как ряд	1	1
473	смысла и	1	1
474	на мир	1	1
475	после чего	1	1
476	а тем	1	1
477	характерных для	1	1
478	этом и	1	1
479	время они	1	1
480	своему смыслу	1	1
481	в мировой	1	1
482	европейской традиции	1	1
483	жизнью и	1	1
484	характерна для	1	1
485	а другому	1	1
486	в каждый	1	1
487	в герое	1	1
488	такие и	1	1
489	в итоге	2	1
490	в аспекте	2	1
491	когда на	1	1
492	так он	1	1
493	отношения к	4	1
494	в полной	1	1
495	в отдельных	1	1
496	текста но	1	1
497	виду что	1	1
498	который выставляет	1	1
499	до известной	2	1
