N	2gram	Tiupa_Lite_3	Myshleni
484	природы в	1	1
485	другого в	4	1
486	тому же	5	1
487	всю свою	1	1
488	а с	1	1
489	как только	1	1
490	других но	2	1
491	данный момент	1	1
492	к которой	1	1
493	мысль бесплотная	1	1
494	теней вернется	1	1
495	говорится о	1	1
496	к более	1	1
497	мы его	1	1
498	что иное	1	1
499	отношении к	1	1
500	по аналогии	2	1
501	слово позабыл	1	1
502	и т.д	1	1
503	в них	1	1
504	путь преодоления	1	1
505	другой стороны	2	1
506	с таким	1	1
507	оно было	1	1
508	у него	1	1
509	и внутренней	1	1
510	при определенных	1	1
511	нам остается	1	1
512	выше и	2	1
513	о нем	2	1
514	земли до	1	1
515	в сторону	3	1
516	остается в	1	1
517	не что	1	1
518	чтобы обнаружить	1	1
519	с торжеством	1	1
520	вопроса не	1	1
521	говорилось в	1	1
522	для его	3	1
523	во внешнем	1	1
524	видов деятельности	1	1
525	к другим	1	1
526	от земли	1	1
527	целом и	2	1
528	однако не	3	1
529	обстоятельством что	1	1
530	не как	2	1
531	позабыл что	1	1
532	соответствии с	5	1
533	нисхождение по	1	1
534	них в	1	1
535	как целого	1	1
536	нами и	1	1
537	и полностью	1	1
538	в ряду	1	1
539	том числе	3	1
540	одних и	1	1
541	у людей	1	1
542	однако по	1	1
543	бесплотная в	1	1
544	к истокам	1	1
545	ответа на	1	1
546	подобно тому	2	1
547	в работе	2	1
548	ни к	3	1
549	все они	2	1
550	не другой	1	1
551	участия в	1	1
552	что несмотря	1	1
553	не должен	1	1
554	в частности	11	1
555	за ним	2	1
556	только для	3	1
557	же в	2	1
558	на этот	1	1
559	но по	1	1
560	по существу	4	1
561	не случайным	1	1
562	которая не	1	1
563	другом и	1	1
564	бытия и	1	1
565	себе но	1	1
566	который в	1	1
567	все более	2	1
568	толстого что	1	1
569	в глазах	3	1
570	и уже	1	1
571	этого феномена	1	1
572	в чертог	1	1
573	что здесь	1	1
574	а во	1	1
575	несомненно и	1	1
576	как будто	4	1
577	они не	1	1
578	конечно не	1	1
579	тому как	3	1
580	со своими	2	1
581	или иной	2	1
582	он сам	1	1
583	из них	4	1
584	особая форма	1	1
585	со словом	1	1
586	в соответствии	3	1
587	если эта	1	1
588	еще один	2	1
589	быть может	2	1
590	может оказаться	1	1
591	но совершенно	1	1
592	и тогда	2	1
593	той или	2	1
594	эволюционный процесс	1	1
595	еще в	3	1
596	тех пор	1	1
597	ко всей	1	1
598	также в	1	1
599	он и	2	1
600	в своем	1	1
601	в прозе	1	1
