N	2gram	Bakhtin_fo_1	StatiiOP
157	и как	10	2
158	по пути	1	2
159	все эти	9	2
160	выражение в	2	2
161	в этой	1	2
162	в себе	3	2
163	и те	3	2
164	как он	2	2
165	при этом	3	2
166	если бы	5	2
167	не к	2	2
168	и более	1	2
169	значительной степени	1	2
170	том же	2	2
171	конечно в	1	2
172	для своей	1	2
173	его в	3	2
174	это было	1	2
175	на почве	2	2
176	которая была	1	2
177	в это	2	2
178	о которых	1	2
179	как и	8	2
180	нигде не	1	2
181	в один	1	2
182	нас не	1	2
183	в отношении	3	2
184	с точки	2	2
185	в отличие	2	2
186	века и	1	2
187	что было	3	2
188	что этот	1	2
189	совершенно так	1	2
190	нет никакого	1	2
191	но они	3	2
192	xviii века	3	2
193	в то	9	2
194	дело не	1	2
195	не имеет	4	2
196	в процессе	4	2
197	есть еще	1	2
198	не может	6	2
199	в каком	2	2
200	например что	1	2
201	где он	1	2
202	и это	4	2
203	в ее	6	2
204	и сам	1	2
205	особенно в	1	2
206	во многом	2	2
207	он был	1	2
208	а также	2	2
209	другом месте	1	2
210	в значительной	2	2
211	что и	3	2
212	у всех	1	2
213	и дело	1	2
214	этот вопрос	1	2
215	только в	4	2
216	это очень	1	2
217	по этому	1	2
218	раз в	4	2
219	ни с	2	2
220	сами по	1	2
221	в конце	9	2
222	исторический роман	1	2
223	так как	6	2
224	может быть	11	2
225	в них	4	2
226	в роман	4	2
227	в особенности	9	2
228	и речи	5	2
229	о своей	2	2
230	обвинения в	1	2
231	и др	9	2
232	только к	3	2
233	говорит о	1	2
234	и самый	1	2
235	в некоторых	2	2
236	не на	1	2
237	если не	1	2
238	и вообще	2	2
239	и потому	3	2
240	к своему	2	2
241	по своему	1	2
242	в данном	2	2
243	в тех	1	2
244	из этой	1	2
245	по существу	12	2
246	ее в	2	2
247	это был	1	2
248	как своего	1	2
249	в результате	6	2
250	конечно и	4	2
251	находим в	1	2
252	во время	1	2
253	исторического романа	1	2
254	сказать что	3	2
255	совершенно не	2	2
256	и другие	5	2
257	они не	3	2
258	ту же	2	1
259	xvii века	2	1
260	и то	4	1
261	нравов и	1	1
262	и биографический	1	1
263	есть место	1	1
264	к своей	2	1
265	всего это	2	1
266	и принципиально	2	1
267	по преимуществу	3	1
268	и до	5	1
269	не имеют	3	1
270	в какой-то	3	1
271	эпохи то	1	1
272	высшей степени	1	1
273	в зависимости	1	1
274	значение но	2	1
275	которыми он	2	1
276	той же	2	1
277	их и	2	1
278	из всех	1	1
279	на материале	2	1
280	мы не	3	1
281	большую роль	3	1
282	судьба которого	1	1
283	в сущности	3	1
284	не вполне	1	1
285	из того	1	1
286	событий и	3	1
287	не совсем	1	1
288	их не	1	1
289	в народных	1	1
290	зрелости и	2	1
291	еще не	5	1
292	на них	2	1
293	и отец	1	1
294	он сам	1	1
295	этой почве	1	1
296	в чем	2	1
297	на другой	2	1
298	друг к	2	1
299	совсем не	2	1
300	но как	1	1
301	что роман	1	1
302	по отношению	3	1
303	отношение к	2	1
304	всегда существенно	1	1
305	были глубоко	1	1
306	себе и	3	1
307	тут же	1	1
308	не связанный	1	1
309	тесно связан	1	1
310	нет как	1	1
311	было от	1	1
312	что во	1	1
313	независимо от	1	1
314	что касается	1	1
315	это просто	1	1
316	к другому	2	1
317	к месту	1	1
318	не оставляет	6	1
319	из этих	1	1
320	война между	1	1
321	сил в	1	1
322	ряду с	1	1
323	с их	2	1
324	и тот	1	1
325	зависимости от	1	1
326	в ряду	1	1
327	именно этим	1	1
328	к выводу	1	1
329	не следует	1	1
330	в определенном	3	1
331	вследствие этого	3	1
332	где все	1	1
333	и еще	2	1
334	в понимании	1	1
335	реального исторического	3	1
336	них нет	1	1
337	не как	2	1
338	новое и	2	1
339	в исторических	2	1
340	на совершенно	1	1
341	но вместе	1	1
342	его от	2	1
343	одно и	3	1
344	в основу	3	1
345	же ночь	1	1
346	и характер	2	1
347	в совершенно	1	1
348	значение в	5	1
349	определенном направлении	1	1
350	те же	2	1
351	к другу	2	1
352	был на	1	1
353	на этой	4	1
354	зрения на	1	1
355	с другими	3	1
356	роль в	9	1
357	для них	3	1
358	но уже	1	1
359	нет в	2	1
360	в высшей	1	1
361	и уже	3	1
362	этого произведения	2	1
363	и некоторые	1	1
364	совершенно независимо	1	1
365	и их	8	1
366	это делает	1	1
367	уже к	1	1
368	работа в	1	1
369	место в	2	1
370	но сами	1	1
371	говорил о	1	1
372	были известны	1	1
373	в условиях	7	1
374	оно стало	1	1
375	каждый предмет	1	1
376	значение для	1	1
377	вплоть до	1	1
378	лишено всякой	1	1
379	имел в	1	1
380	и очень	1	1
381	иной раз	1	1
382	на один	2	1
383	власть в	1	1
384	конкретном и	1	1
385	в таких	1	1
386	она не	1	1
387	виду что	1	1
388	более далеко	1	1
389	и проч	4	1
390	который был	1	1
391	одна из	2	1
392	в основе	5	1
393	героев и	3	1
394	совершенно глухим	1	1
395	и снова	1	1
396	чем не	3	1
397	элемент в	1	1
398	с большой	2	1
399	же время	9	1
400	оставляет никаких	1	1
401	к концу	3	1
402	к ней	2	1
403	как она	2	1
404	не похож	1	1
405	приступает к	1	1
406	в момент	1	1
407	не могут	3	1
408	похож на	1	1
409	он имел	2	1
410	отличается от	1	1
411	они и	1	1
412	быть конечно	2	1
413	как мы	14	1
414	элементы этого	1	1
415	что все	2	1
416	свою очередь	1	1
417	здесь не	4	1
418	данном случае	1	1
419	были бы	1	1
420	к какой	1	1
421	характер и	7	1
422	не оставляют	1	1
423	все содержание	1	1
424	то время	4	1
425	в пределах	5	1
426	так в	1	1
427	быть еще	1	1
428	на том	1	1
429	и совершенно	1	1
430	себя прежде	1	1
431	с собой	1	1
432	и которые	1	1
433	с самим	5	1
434	здесь нет	3	1
435	не место	2	1
436	не были	2	1
437	по сравнению	2	1
438	разного рода	2	1
439	идеальный образ	1	1
440	жанра в	1	1
441	в эпоху	1	1
442	своего образа	1	1
443	выводу что	1	1
444	простой народ	1	1
445	что значит	1	1
446	образом в	1	1
447	в построении	1	1
448	со всех	1	1
449	но к	1	1
450	др в	2	1
451	известно например	1	1
452	и во	7	1
453	связь между	2	1
454	с третьим	1	1
455	от них	1	1
456	собственной жизни	2	1
457	в знаменитой	1	1
458	во втором	2	1
459	но нет	1	1
460	то место	1	1
461	борьбе с	2	1
462	никаких сомнений	1	1
463	в форме	3	1
464	но нельзя	1	1
465	построении образов	1	1
466	стихии в	1	1
467	не зная	2	1
468	неопределенное время	1	1
469	ни к	3	1
470	и всего	1	1
471	я был	2	1
472	один из	3	1
473	героини и	1	1
474	романа и	3	1
475	тот же	1	1
476	места в	2	1
477	речи о	1	1
478	с ними	1	1
479	раскрытия этой	1	1
480	лишь на	1	1
481	его жизнь	1	1
482	до нас	5	1
483	поэтому и	3	1
484	образа в	1	1
485	сцене с	1	1
486	в указанном	1	1
487	конечно не	4	1
488	и исторических	1	1
489	уже в	2	1
490	только на	3	1
491	том самом	1	1
492	чем обычно	1	1
493	от других	1	1
494	случилось так	1	1
495	при первой	1	1
496	повесть или	1	1
497	где бы	1	1
498	о причинах	1	1
499	одно из	3	1
500	ведь это	1	1
501	могло бы	1	1
502	и также	1	1
503	точка зрения	1	1
504	не для	2	1
505	а в	3	1
506	было этого	1	1
507	не о	2	1
508	мы можем	1	1
509	как его	1	1
510	у него	6	1
511	смысле слова	2	1
512	и обычаев	1	1
513	сюжетное движение	1	1
514	в каждом	1	1
515	но за	1	1
516	быть для	1	1
517	дошедшие до	1	1
518	и герои	1	1
519	именно как	4	1
520	зрения этого	1	1
521	даже не	2	1
522	а на	1	1
523	были совершенно	1	1
524	что человек	1	1
525	очень много	1	1
526	в каких	1	1
527	бы эти	1	1
528	романа в	5	1
529	себя и	3	1
530	жизни то	2	1
531	героев по	1	1
532	месте и	1	1
533	v в	1	1
534	них и	1	1
535	то и	1	1
536	и стал	2	1
537	из быта	1	1
538	мы и	4	1
539	в ту	1	1
540	с которым	1	1
541	одну из	1	1
542	не подлежит	1	1
543	что из	1	1
544	жизнь в	2	1
545	особенностей и	1	1
546	его характер	1	1
547	в связи	5	1
548	пушкин говорил	1	1
549	было в	1	1
550	но оно	2	1
551	почти ничего	1	1
552	характера его	1	1
553	время с	1	1
554	он сохраняет	1	1
555	своей социальной	1	1
556	но кроме	1	1
557	сравнению с	2	1
558	очень важно	1	1
559	самого себя	1	1
560	к образу	1	1
561	и всей	2	1
562	да и	3	1
563	наконец и	2	1
564	бы его	1	1
565	человек с	1	1
566	жизни в	8	1
567	который он	1	1
568	и такие	1	1
569	не создает	1	1
570	нам еще	1	1
571	этом случае	1	1
572	характера в	2	1
573	этом и	1	1
574	силу и	1	1
575	но для	2	1
576	должны быть	1	1
577	которые были	1	1
578	действия его	1	1
579	при всем	1	1
580	роман но	1	1
581	на одной	1	1
582	в более	2	1
583	вопрос в	1	1
584	и для	4	1
585	и сами	1	1
586	уже на	2	1
587	к будущему	1	1
588	не существует	1	1
589	и от	1	1
590	видим и	1	1
591	причем в	1	1
592	место для	3	1
593	или в	3	1
594	что оно	1	1
595	когда пушкин	1	1
596	в отдельных	1	1
597	в исторический	2	1
598	для нас	2	1
599	из различных	1	1
600	от него	1	1
601	и все	6	1
602	бы он	1	1
603	бы в	1	1
604	и смысл	1	1
605	и первое	1	1
606	у которого	1	1
607	все они	1	1
608	и роста	1	1
609	же в	3	1
610	в свою	2	1
611	между ними	3	1
612	лишь что	1	1
613	и внутренне	1	1
614	начать с	1	1
615	перестали быть	1	1
616	является и	1	1
617	в последнем	1	1
618	отношению к	5	1
619	понимаем как	1	1
620	героя в	1	1
621	не говорится	1	1
622	жизни и	8	1
623	но эти	1	1
624	к этой	1	1
625	в своих	1	1
626	они их	1	1
627	счел себя	1	1
628	он на	1	1
629	можно назвать	2	1
630	в таком	3	1
631	том числе	4	1
632	гораздо более	1	1
