N	2gram	Bakhtin_KF_1	Analitik
345	соотнесении с	11	1
346	и эти	2	1
347	всякий другой	1	1
348	том же	1	1
349	что этот	3	1
350	ни одна	2	1
351	действием и	1	1
352	тому что	2	1
353	было с	1	1
354	раз и	2	1
355	играть в	1	1
356	мира не	3	1
357	меня не	3	1
358	тогда когда	3	1
359	одна из	1	1
360	ценностей или	1	1
361	и имеет	1	1
362	но только	1	1
363	для всего	1	1
364	вся его	1	1
365	жизни не	1	1
366	к каждой	1	1
367	в противоречие	1	1
368	впрочем в	1	1
369	эстетическую активность	1	1
370	я во	1	1
371	по своей	1	1
372	это слово	1	1
373	потому что	2	1
374	события ибо	1	1
375	только с	3	1
376	конечно и	1	1
377	в специальном	1	1
378	которых он	1	1
379	места для	1	1
380	если он	1	1
381	выход из	2	1
382	на границе	1	1
383	во все	1	1
384	из самого	2	1
385	и другой	1	1
386	и такие	1	1
387	отличается от	1	1
388	же самое	1	1
389	должны быть	1	1
390	бы он	2	1
391	так она	1	1
392	ценностного центра	4	1
393	отказаться от	2	1
394	задана как	1	1
395	для себя	5	1
396	и о	1	1
397	в виду	3	1
398	свою очередь	1	1
399	но при	1	1
400	в ее	16	1
401	характер и	1	1
402	позиции участника	1	1
403	отвлечься от	1	1
404	по способу	1	1
405	что может	1	1
406	с собой	1	1
407	в отношении	1	1
408	участия в	1	1
409	мышление интонирующее	1	1
410	мне до	2	1
411	в последней	1	1
412	поэтому в	1	1
413	о нем	4	1
414	и здесь	7	1
415	в другом	3	1
416	но к	1	1
417	второй половине	1	1
418	но мы	1	1
419	своей истории	2	1
420	к действительному	1	1
421	может не	2	1
422	отличаются от	1	1
423	места и	4	1
424	которая сама	1	1
425	к нему	12	1
426	с его	1	1
427	от них	1	1
428	себя от	1	1
429	именно она	2	1
430	это лишь	1	1
431	даже для	1	1
432	согласия со	1	1
433	только извне	1	1
434	эмоционально-волевом тоне	9	1
435	не тот	1	1
436	в литературе	1	1
437	известном смысле	1	1
438	ее уже	1	1
439	мы видим	1	1
440	тот же	1	1
441	менее в	1	1
442	дело с	2	1
443	нуждается в	1	1
444	в какой	1	1
445	хотя бы	4	1
446	и ее	2	1
447	делает его	1	1
448	все они	1	1
449	за которую	1	1
450	значимость и	2	1
451	же и	1	1
452	внимание в	1	1
453	нами и	1	1
454	мышления и	2	1
455	его и	2	1
456	в конкретное	1	1
457	проникает в	5	1
458	слова в	2	1
459	как одержимые	1	1
460	так как	1	1
461	к ним	4	1
462	может служить	1	1
463	себе и	3	1
464	как его	4	1
465	которые могут	1	1
466	другом в	1	1
467	другой и	1	1
468	ценность этих	1	1
469	единство целого	1	1
470	между субъектом	1	1
471	к совершенно	1	1
472	в данный	3	1
473	и из	1	1
474	с другим	1	1
475	который не	1	1
476	на ее	1	1
477	есть эмоционально-волевое	2	1
478	миру и	1	1
479	в свою	3	1
480	но о	1	1
481	себя и	2	1
482	исходит из	1	1
483	нового времени	1	1
484	только к	1	1
485	противном случае	1	1
486	у меня	1	1
487	зависит от	1	1
488	есть лишь	5	1
489	существенно для	1	1
490	мира в	6	1
491	ближе к	3	1
492	если не	2	1
493	оно ни	1	1
494	но оно	1	1
495	имеет места	1	1
496	эти слова	1	1
497	себя за	2	1
498	до этого	1	1
499	и потому	2	1
500	относятся к	1	1
501	но такое	1	1
502	это приводит	1	1
503	самого себя	1	1
504	и всей	1	1
505	ко всему	5	1
506	эстетическое видение	6	1
507	я с	1	1
508	том смысле	1	1
509	слова и	1	1
510	только для	1	1
511	при условии	2	1
512	между прочим	1	1
513	эстетического субъекта	1	1
514	научного мышления	2	1
515	остается в	1	1
516	к другим	1	1
517	не является	1	1
518	за его	1	1
519	и сама	1	1
520	целом как	2	1
521	его не	1	1
522	а все	3	1
523	другое дело	2	1
524	человек и	1	1
525	ли будет	1	1
526	но отнюдь	1	1
527	для нас	4	1
528	от него	3	1
529	и оба	1	1
530	или нет	1	1
531	за исключением	1	1
532	и как	2	1
533	мы должны	1	1
534	ни к	2	1
535	действительной жизни	3	1
536	но это	6	1
537	только что	1	1
538	все остальные	1	1
539	же в	1	1
540	всю полноту	1	1
541	могли быть	1	1
542	отношении к	2	1
543	своей есть	1	1
544	это открытие	1	1
545	с ней	1	1
546	другой в	1	1
547	совершенно не	6	1
548	по которой	1	1
549	две строфы	1	1
550	самое что	1	1
551	слышит и	1	1
552	просто не	1	1
553	эмоционально-волевым тоном	4	1
554	ее в	1	1
555	это в	1	1
